cohort	tissue	population	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
BA_only	hippocampus	AA	expression	chr13_113647133_113647529	chr13	113647133	113647529	Non-heritable	0.0699820434957836	1	1	0	0	0.926279468563704	0.976348629026607	0.0247820656850948	0.0247820656850948
BA_only	hippocampus	AA	expression	chr13_113647749_113648243	chr13	113647749	113648243	Non-heritable	0.0886174018599207	1	1	0	0	0.704606447719099	0.905922575638841	0.0840756894854291	-0.0840756894854291
BA_only	hippocampus	AA	expression	chr13_76879650_76880116	chr13	76879650	76880116	Heritable	0.141780848073677	2	2	0	0	0.0171888385809881	0.317927061095846	1.28065857711457	-1.28065857711457
BA_only	hippocampus	AA	expression	chr14_100166421_100167749	chr14	100166421	100167749	Non-heritable	0.0903267441043399	1	1	0	0	0.179937867105593	0.751883230405515	0.645755972921374	-0.645755972921374
BA_only	hippocampus	AA	expression	chr14_74941808_74942247	chr14	74941808	74942247	Non-heritable	0.0589597085459561	2	2	0	0	0.199143728119038	0.776660539664246	0.828000027334173	-0.828000027334173
BA_only	hippocampus	AA	expression	chr14_75514953_75515921	chr14	75514953	75515921	Heritable	0.260669445045118	1	1	0	0	0.0544009116206717	0.55123076840557	0.551527084539881	-0.551527084539881
BA_only	hippocampus	AA	expression	chr15_101121108_101122340	chr15	101121108	101122340	Heritable	0.101242506234621	1	1	0	0	0.340947068257041	0.796922285302057	0.0700847352031949	-0.0700847352031949
BA_only	hippocampus	AA	expression	chr15_31266434_31266745	chr15	31266434	31266745	Heritable	0.194858115943377	1	1	0	0	0.033500758714065	0.435509863282845	1.04715497980671	-1.04715497980671
BA_only	hippocampus	AA	expression	chr15_79993499_79993970	chr15	79993499	79993970	Heritable	0.194626888441877	1	1	0	0	0.701769505626184	0.905922575638841	0.00601321143418914	-0.00601321143418914
BA_only	hippocampus	AA	expression	chr16_30137557_30138033	chr16	30137557	30138033	Non-heritable	0.0745094506364676	1	1	0	0	0.501041329516139	0.8477032790526	0.361440431565758	-0.361440431565758
BA_only	hippocampus	AA	expression	chr16_55371280_55371741	chr16	55371280	55371741	Heritable	0.112336087620236	1	1	0	0	0.350607836649445	0.796922285302057	0.445839284824968	-0.445839284824968
BA_only	hippocampus	AA	expression	chr16_806922_808552	chr16	806922	808552	Non-heritable	0.085466773810636	4	4	0	0	0.0925046850624951	0.55123076840557	0.640913803016034	-0.640913803016034
BA_only	hippocampus	AA	expression	chr17_5032054_5032250	chr17	5032054	5032250	Non-heritable	0.0996451913191722	3	3	0	0	0.0942274817787299	0.55123076840557	0.816420536034515	0.816420536034515
BA_only	hippocampus	AA	expression	chr17_57861025_57861731	chr17	57861025	57861731	Heritable	0.119386289606995	3	3	0	0	0.0677654077924033	0.55123076840557	0.431550268296839	0.431550268296839
BA_only	hippocampus	AA	expression	chr18_10032969_10033244	chr18	10032969	10033244	Non-heritable	0.0822884775769512	1	1	0	0	0.474308214269907	0.8477032790526	0.249203856876877	0.249203856876877
BA_only	hippocampus	AA	expression	chr19_21605443_21605561	chr19	21605443	21605561	Heritable	0.170915701984298	1	1	0	0	0.689715242089136	0.905922575638841	0.0115907206597255	0.0115907206597255
BA_only	hippocampus	AA	expression	chr19_4809739_4809896	chr19	4809739	4809896	Non-heritable	0.0718638769571702	2	2	0	0	0.39445554806609	0.839179748729958	0.341257136182545	0.341257136182545
BA_only	hippocampus	AA	expression	chr1_1909401_1909805	chr1	1909401	1909805	Heritable	0.103033333691633	6	6	0	0	0.206211903872766	0.778283637197214	0.340941939322852	0.340941939322852
BA_only	hippocampus	AA	expression	chr1_236096583_236098255	chr1	236096583	236098255	Non-heritable	0.0533784152768148	2	2	0	0	0.342106766692837	0.796922285302057	0.346604035863135	0.346604035863135
BA_only	hippocampus	AA	expression	chr20_17895190_17895663	chr20	17895190	17895663	Heritable	0.236740793096657	2	2	0	0	0.0193100477443432	0.317927061095846	0.331259524189015	0.331259524189015
BA_only	hippocampus	AA	expression	chr21_18849776_18851911	chr21	18849776	18851911	Heritable	0.608168862328709	1	1	0	0	0.763236086525373	0.911734630803408	0.197354897488156	-0.197354897488156
BA_only	hippocampus	AA	expression	chr22_45261980_45262719	chr22	45261980	45262719	Heritable	0.524280770038424	1	1	0	0	0.239484094635832	0.796922285302057	0.616879088713459	-0.616879088713459
BA_only	hippocampus	AA	expression	chr2_127176235_127176904	chr2	127176235	127176904	Heritable	0.23756647466632	1	1	0	0	0.691323978983471	0.905922575638841	0.211570277052754	-0.211570277052754
BA_only	hippocampus	AA	expression	chr2_231190128_231190242	chr2	231190128	231190242	Heritable	0.134891440224802	2	2	0	0	0.0217386024680921	0.317927061095846	0.900590108026212	-0.900590108026212
BA_only	hippocampus	AA	expression	chr2_27765989_27767067	chr2	27765989	27767067	Heritable	0.159436145481748	1	1	0	0	0.344429546798511	0.796922285302057	0.542649476168934	-0.542649476168934
BA_only	hippocampus	AA	expression	chr2_41966029_41967290	chr2	41966029	41967290	Non-heritable	0.0646170532864659	1	1	0	0	0.74417075107	0.911734630803408	0.117936573740695	0.117936573740695
BA_only	hippocampus	AA	expression	chr2_54708194_54708629	chr2	54708194	54708629	Heritable	0.186797907993201	1	1	0	0	0.0872284647998639	0.55123076840557	0.640168078536252	-0.640168078536252
BA_only	hippocampus	AA	expression	chr2_63058700_63059428	chr2	63058700	63059428	Non-heritable	0.0844718333463612	1	1	0	0	0.0113339975827073	0.317927061095846	1.06695827215873	1.06695827215873
BA_only	hippocampus	AA	expression	chr3_105353152_105355742	chr3	105353152	105355742	Heritable	0.286004916561056	1	1	0	0	0.799172322544445	0.911734630803408	0.142310854785492	-0.142310854785492
BA_only	hippocampus	AA	expression	chr3_133506518_133506943	chr3	133506518	133506943	Heritable	0.121843312594168	5	5	0	0	0.285429022297944	0.796922285302057	0.507794284027328	0.507794284027328
BA_only	hippocampus	AA	expression	chr3_32577559_32577918	chr3	32577559	32577918	Heritable	0.106859452588316	2	2	0	0	0.163496366045969	0.73573364720686	0.550842182058	-0.550842182058
BA_only	hippocampus	AA	expression	chr4_123443637_123444379	chr4	123443637	123444379	Non-heritable	0.06786887562321	2	2	0	0	0.175452748822869	0.751883230405515	0.871763651832797	0.871763651832797
BA_only	hippocampus	AA	expression	chr4_25970641_25971026	chr4	25970641	25971026	Heritable	0.118872910427677	2	2	0	0	0.0723211101761819	0.55123076840557	0.848882431178883	-0.848882431178883
BA_only	hippocampus	AA	expression	chr4_3286013_3286374	chr4	3286013	3286374	Heritable	0.165260011065062	1	1	0	0	0.666796224659015	0.902472980263755	0.209159510168199	0.209159510168199
BA_only	hippocampus	AA	expression	chr5_10138594_10138863	chr5	10138594	10138863	Heritable	0.14432422257668	1	1	0	0	0.251266082529177	0.796922285302057	0.463550380308636	0.463550380308636
BA_only	hippocampus	AA	expression	chr5_141514389_141514814	chr5	141514389	141514814	Heritable	0.111374998258594	1	1	0	0	0.437521065577157	0.839179748729958	0.647501232535994	0.647501232535994
BA_only	hippocampus	AA	expression	chr5_173866226_173867782	chr5	173866226	173867782	Heritable	0.170599407757558	2	2	0	0	0.722451202381846	0.909687114271704	0.0796690387157568	-0.0796690387157568
BA_only	hippocampus	AA	expression	chr5_72557311_72557437	chr5	72557311	72557437	Non-heritable	0.0587333797622799	1	1	0	0	0.12103658925285	0.645300581761018	0.930549494868379	0.930549494868379
BA_only	hippocampus	AA	expression	chr5_80091850_80092161	chr5	80091850	80092161	Heritable	0.160268114020907	1	1	0	0	0.963872696373496	0.977162170674184	0.0157957817811216	-0.0157957817811216
BA_only	hippocampus	AA	expression	chr5_81778448_81779297	chr5	81778448	81779297	Non-heritable	0.0821658299159132	1	1	0	0	0.577771264693156	0.87519852473486	0.224633369937824	-0.224633369937824
BA_only	hippocampus	AA	expression	chr6_156719960_156720350	chr6	156719960	156720350	Non-heritable	0.0680150581446955	4	4	0	0	0.0211443510684535	0.317927061095846	0.706172154623545	0.706172154623545
BA_only	hippocampus	AA	expression	chr6_32609040_32612724	chr6	32609040	32612724	Heritable	0.339930900148504	3	3	2	2	4.61419082455368e-06	0.00053986032647278	4.08107905544528	4.08107905544528
BA_only	hippocampus	AA	expression	chr6_36667028_36667516	chr6	36667028	36667516	Non-heritable	0.0615872938864663	2	2	0	0	0.333131492817939	0.796922285302057	1.17077478091084	-1.17077478091084
BA_only	hippocampus	AA	expression	chr7_100451013_100451125	chr7	100451013	100451125	Non-heritable	0.0941726680353718	6	6	0	0	0.407568570197069	0.839179748729958	0.445284352798542	0.445284352798542
BA_only	hippocampus	AA	expression	chr7_1169653_1170352	chr7	1169653	1170352	Heritable	0.256732481554965	2	2	0	0	0.0185321912387119	0.317927061095846	0.934988081522108	-0.934988081522108
BA_only	hippocampus	AA	expression	chr7_23230555_23231570	chr7	23230555	23231570	Heritable	0.152915895554494	2	2	0	0	0.671069651990997	0.902472980263755	0.108725266168921	-0.108725266168921
BA_only	hippocampus	AA	expression	chr7_76291331_76291672	chr7	76291331	76291672	Non-heritable	0.0977317061622447	1	1	0	0	0.133526699152068	0.645300581761018	1.94374921566995	-1.94374921566995
BA_only	hippocampus	AA	expression	chr7_76292452_76292819	chr7	76292452	76292819	Heritable	0.114483523461197	1	1	0	0	0.856545325021791	0.954436219309996	0.238390666451708	0.238390666451708
BA_only	hippocampus	AA	expression	chr8_11886662_11887190	chr8	11886662	11887190	Non-heritable	0.0608865350191838	2	2	0	0	0.134893662880364	0.645300581761018	0.257012737726928	-0.257012737726928
BA_only	hippocampus	AA	expression	chr8_11902887_11903183	chr8	11902887	11903183	Heritable	0.132990618039044	1	1	0	0	0.277957771860794	0.796922285302057	0.0231522776371799	-0.0231522776371799
BA_only	hippocampus	AA	expression	chr8_1746344_1746731	chr8	1746344	1746731	Non-heritable	0.0753669612330552	6	6	0	0	0.0829796207415528	0.55123076840557	0.652273829139219	0.652273829139219
BA_only	hippocampus	AA	expression	chr8_27274960_27275717	chr8	27274960	27275717	Heritable	0.139829066626736	1	1	0	0	0.767767603092507	0.911734630803408	0.140022270578758	-0.140022270578758
BA_only	hippocampus	AA	expression	chr8_47735198_47736312	chr8	47735198	47736312	Heritable	0.112564740926483	5	5	0	0	0.302190353703537	0.796922285302057	0.528417393989751	0.528417393989751
