vmr_id	chrom	start	end	n_cpgs	vmr_set_id	n_AA	num_snps_AA	n_variants_AA	snps_in_window_AA	p_eff_AA	ld_metric_AA	mean_methylation_AA	methylation_variance_AA	bslmm_pve_AA	bslmm_pve_q025_AA	bslmm_pve_q975_AA	he_h2_AA	he_se_AA	he_pvalue_AA	rho2_oof_AA	r2_oof_AA	feature_complete_AA	computational_failure_AA	terminal_status_AA	exclusion_reason_AA	joint_pve_domain_status_AA	pve_cis_joint_unbounded_AA	pve_cis_joint_calibrated_AA	local_genetic_control_eligible_AA	local_genetic_control_exclusion_reason_AA	local_snp_contribution_score_AA	local_snp_contribution_score_z_AA	local_snp_contribution_quartile_AA	n_EA	num_snps_EA	n_variants_EA	snps_in_window_EA	p_eff_EA	ld_metric_EA	mean_methylation_EA	methylation_variance_EA	bslmm_pve_EA	bslmm_pve_q025_EA	bslmm_pve_q975_EA	he_h2_EA	he_se_EA	he_pvalue_EA	rho2_oof_EA	r2_oof_EA	feature_complete_EA	computational_failure_EA	terminal_status_EA	exclusion_reason_EA	joint_pve_domain_status_EA	pve_cis_joint_unbounded_EA	pve_cis_joint_calibrated_EA	local_genetic_control_eligible_EA	local_genetic_control_exclusion_reason_EA	local_snp_contribution_score_EA	local_snp_contribution_score_z_EA	local_snp_contribution_quartile_EA	comparable_in_both	comparability	region	catalog_cohort	donor_groups	upstream_lgv_run_id_1	upstream_lgv_run_id_2	upstream_catalog_run_id	absolute_pve_interpretation_allowed	rank_scope	pooled_rank_emitted	donor_group_inference	cross_group_raw_score_comparison	ancestry_effect_claim_allowed
chr10:102240444-102240609	chr10	102240444	102240609	9	vmrset-all_individuals-caudate-cb5519d7d2ad	153	955	955	1348	11.7866264339854	0.213110918873696	0.581267695785137	0.00523903563096733	0.083526136802826	0.006828020425	0.214482775	0.0548682369767422	0.0329515898676125	0.0959164538935122	0	-1.24511844346031e-06	TRUE	FALSE	completed		within_domain	-0.1325893432096	0	TRUE		0.0803396763293616	-1.45368137543233	bottom_quartile	129	1183	1183	1348	9.17130489340984	0.153676349760875	0.552673339563826	0.00470859871701539	0.1696684192133	0.04109609075	0.36037473	0.138926767471325	0.0343444485283492	5.27770078182969e-05	0.00654235150818808	0.00627541198562587	TRUE	FALSE	completed		within_domain	-0.125481641607462	0	TRUE		0.211993243243243	-0.997640324783316	bottom_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:1022705-1023082	chr10	1022705	1023082	12	vmrset-all_individuals-caudate-cb5519d7d2ad	153	2135	2135	2945	38.885859847639	0.155970434329654	0.740355368014745	0.0063987879908411	0.32066008246	0.1853445575	0.4634652	0.577356881300444	0.0666461731322508	5.19987822595654e-18	0.244304098998134	0.126271960449009	TRUE	FALSE	completed		within_domain	0.0973713428983926	0.0973713428983926	TRUE		0.674951093722212	0.606021423066661	middle_50_percent	129	2237	2237	2945	21.0250492014276	0.235226610401297	0.763077972306247	0.00590601349025353	0.48223972705	0.3292050475	0.620874105	0.709023305002971	0.054529127887505	2.80445483286318e-38	0.374969660523456	0.281051965748327	TRUE	FALSE	completed		within_domain	0.191603891621982	0.191603891621982	TRUE		0.73075213371266	0.79931330852758	middle_50_percent	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:102433070-102433366	chr10	102433070	102433366	13	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1209	1209	1617	14.0669940892835	0.271152075121936	0.532170213384079	0.00634055263315832	0.74798031735	0.6911169	0.8155652	0.167526163031104	0.0362552790035866	3.86487125233934e-06	0.636190587576503	0.591218984527894	TRUE	FALSE	completed		within_domain	0.554453362735851	0.554453362735851	TRUE		0.83127334163258	1.1475135001956	top_quartile	129	1429	1429	1617	9.51307877742816	0.254273056232512	0.515394766760584	0.00836342931117713	0.83672885898	0.7901687	0.8746839	0.342251476419847	0.0349725895585519	1.7086768788547e-22	0.745210782687541	0.683184810058017	TRUE	FALSE	completed		within_domain	0.674879508467875	0.674879508467875	TRUE		0.875844594594595	1.30190599568497	top_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:102853856-102854041	chr10	102853856	102854041	7	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1399	1399	1918	8.9144342743291	0.322020650432263	0.469230877606866	0.0079079210737228	0.037602516556181	0.000842273	0.144371045	-0.00369642953241192	0.0283311231419665	0.896194949174113	0	-2.62430750581633e-05	TRUE	FALSE	completed		within_domain	-0.174394578641965	0	TRUE		0.0108927618708874	-1.69424184883261	bottom_quartile	129	1678	1678	1918	6.72982669423721	0.252086851356843	0.477442792049017	0.00608715023673343	0.0410109809133773	0.0008852897875	0.1660951225	-0.016844991980539	0.0291124438452855	0.562862559760364	0	-0.000564730617677478	TRUE	FALSE	completed		within_domain	-0.211667590384879	0	TRUE		0.00511201991465149	-1.71426604967011	bottom_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:102916904-102917043	chr10	102916904	102917043	11	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1394	1394	1913	8.59495031869853	0.337083298006446	0.398242107326689	0.00537401867816704	0.0350251464505988	0.000724576805	0.141682575	-0.02019329480005	0.0279131139441983	0.469427862624721	0	-1.57099492141821e-05	TRUE	FALSE	completed		within_domain	-0.17557780191857	0	TRUE		0.0101813978303397	-1.69670597660112	bottom_quartile	129	1677	1677	1913	6.52410318171076	0.340191346216584	0.387432872228857	0.00540313823681098	0.104843496123748	0.011415489	0.274172225	0.0562852102854864	0.0286964798631955	0.0498662112650556	0	-0.000207719553855457	TRUE	FALSE	completed		within_domain	-0.170089171971658	0	TRUE		0.0375622332859175	-1.6018602097115	bottom_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:103451170-103451467	chr10	103451170	103451467	10	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1480	1480	1980	18.536933398349	0.165101982363122	0.577242662287934	0.00789773104193714	0.111296006211012	0.0050914877	0.31609733	0.0301175159865795	0.0424648545940368	0.478193539288541	0	-1.26985769894894e-05	TRUE	FALSE	completed		within_domain	-0.118794507056675	0	TRUE		0.153876934020985	-1.19895216736314	bottom_quartile	129	1636	1636	1980	13.719989069373	0.235764297194474	0.554495743369877	0.00777838420808508	0.0589143276496743	0.0019701242	0.1856205975	0.00320879222643915	0.0430615397562228	0.940601273773439	0	-3.65139352687116e-05	TRUE	FALSE	completed		within_domain	-0.160782995126601	0	TRUE		0.0550764580369844	-1.54119185225439	bottom_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:103473293-103473668	chr10	103473293	103473668	28	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1518	1518	2011	20.6034686916657	0.175947189381287	0.725874308557194	0.00702356487627217	0.212985726861	0.09626035275	0.34544999	0.0951642165953834	0.0450712799951128	0.0347578637859018	0.115887412708713	0.0533027784813804	TRUE	FALSE	completed		within_domain	-0.0209625636062142	0	TRUE		0.587542237239908	0.303241723511628	middle_50_percent	129	1638	1638	2011	14.4829196981435	0.237146851763143	0.70325603961584	0.00522697648269112	0.20194829414536	0.035803978	0.41996736	0.0346393314776576	0.0443009282238483	0.434289993144723	0.0122451863858524	0.0084473770124579	TRUE	FALSE	completed		within_domain	-0.0834210044240764	0	TRUE		0.451858108108108	-0.166760992705715	middle_50_percent	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:103585041-103585243	chr10	103585041	103585243	25	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1544	1544	2005	28.1074777966658	0.190480976825653	0.578866038235927	0.00548872542203128	0.0576556770248411	0.001989475075	0.169942615	0.00504960863281501	0.0542524269802176	0.925844645058231	0	-3.53201181457763e-05	TRUE	FALSE	completed		within_domain	-0.117975043119956	0	TRUE		0.159212164325093	-1.18047120909935	bottom_quartile	129	1588	1588	2005	16.9590391285265	0.359645215141115	0.542998156266983	0.00567822059703093	0.096094615171026	0.006729231775	0.24349832	0.0537858069334024	0.0485083222199058	0.267550739793934	0	-8.10726857587429e-05	TRUE	FALSE	completed		within_domain	-0.11099147597592	0	TRUE		0.303031650071124	-0.682288050488482	middle_50_percent	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:103659938-103660330	chr10	103659938	103660330	8	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1502	1502	1919	30.8782566473854	0.113930906736498	0.432830793455595	0.0081167922298902	0.0372340930958052	0.0009545795275	0.1255363925	-0.0362125545473514	0.0574776108636205	0.528688073930526	0	-6.48170608963383e-07	TRUE	FALSE	completed		within_domain	-0.131678406785974	0	TRUE		0.0838964965321003	-1.4413607365898	bottom_quartile	129	1506	1506	1919	17.1487213784265	0.262635536381671	0.425386837866755	0.00530880267975535	0.0306853019222622	0.0007128226	0.108096165	-0.0527495618021585	0.0487884066059065	0.279643970119001	0	-7.13512970109687e-05	TRUE	FALSE	completed		within_domain	-0.153296379336137	0	TRUE		0.0738353485064011	-1.47621203792216	bottom_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:103660679-103662105	chr10	103660679	103662105	32	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1503	1503	1920	30.9545404102396	0.155365960734208	0.495366356019832	0.00631850888906302	0.0304692520488175	0.0006876252	0.1143202325	-0.0783216310324159	0.0575266389766724	0.173386992016417	0	-1.69584240394816e-05	TRUE	FALSE	completed		within_domain	-0.12901421211173	0	TRUE		0.0949226391605904	-1.40316675617798	bottom_quartile	129	1507	1507	1920	17.1608831725124	0.255083762068438	0.483119681724139	0.00424171391967988	0.0605812085579585	0.00177362825	0.2091737875	-0.0201729309162603	0.0488101748023067	0.679402283980153	0	-0.00128803653716103	TRUE	FALSE	completed		within_domain	-0.139813581291825	0	TRUE		0.12975640113798	-1.28250443974691	bottom_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:103663728-103664184	chr10	103663728	103664184	14	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1501	1501	1918	30.9472282880011	0.14031445659918	0.420462403359175	0.00612009473922525	0.0362594132427104	0.00102832995	0.13117236	-0.0771042607265014	0.057572818033896	0.180516249111454	0	-3.95000414377122e-07	TRUE	FALSE	completed		within_domain	-0.128270708166942	0	TRUE		0.0988351413836031	-1.3896140534512	bottom_quartile	129	1505	1505	1918	17.1498121224934	0.264451072734179	0.42011937294139	0.00897664050160722	0.0574473040433117	0.001784323425	0.1939508125	-0.030463939535843	0.0488287590635749	0.532714849500819	0	-0.000128514468384466	TRUE	FALSE	completed		within_domain	-0.139995399160818	0	TRUE		0.128778449502134	-1.28589201300594	bottom_quartile	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:103668525-103669231	chr10	103668525	103669231	33	vmrset-all_individuals-caudate-cb5519d7d2ad	153	1503	1503	1915	31.0881033814446	0.163479558741106	0.528176005334443	0.00666349078801826	0.0766679176327155	0.0023669092	0.2501250575	0.00091995501128195	0.0578198747593337	0.98730590218228	0	-5.17182192176779e-05	TRUE	FALSE	completed		within_domain	-0.105150455744698	0	TRUE		0.241997154543838	-0.893708340039601	bottom_quartile	129	1505	1505	1915	17.1864780208232	0.285036682642911	0.517694661595719	0.00654381343932156	0.123540211338447	0.01060610025	0.2912402975	0.0398127670366601	0.0488026480671477	0.414643152218526	0.00931263780897536	0.000477075010929862	TRUE	FALSE	completed		within_domain	-0.101490577699209	0	TRUE		0.358063655761024	-0.491660064366897	middle_50_percent	TRUE	both	caudate	all_individuals	AA,EA	lgv-all_individuals.AA-caudate-20260913	lgv-all_individuals.EA-caudate-20260917	vmrcat-all_individuals-caudate-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
