chr	start	end	nearest_gene_id	distance
chr1	3238495	3238637	ENSG00000142611.17	0
chr1	3713072	3713487	ENSG00000235131.1	0
chr1	3834820	3835069	ENSG00000116198.14	0
chr1	3858289	3858804	ENSG00000169598.17	0
chr1	3892842	3893089	ENSG00000198912.12	0
chr1	4027417	4027917	ENSG00000284668.3	0
chr1	4421456	4422044	ENSG00000235054.5	0
chr1	4600033	4600543	ENSG00000300565.1	3146
chr1	4857039	4858581	ENSG00000196581.11	64504
chr1	5242622	5243170	ENSG00000302269.1	17363
chr1	5246878	5247872	ENSG00000302269.1	21619
chr1	5288776	5291923	ENSG00000306645.1	561
chr1	6074262	6074403	ENSG00000069424.16	0
chr1	6150249	6150954	ENSG00000116254.18	0
chr1	6276454	6276601	ENSG00000097021.21	0
chr1	6455931	6456147	ENSG00000187017.18	0
chr1	6738832	6739618	ENSG00000228750.8	8819
chr1	7706144	7706487	ENSG00000171735.21	0
chr1	7784840	7785043	ENSG00000049246.15	0
chr1	7827139	7827193	ENSG00000236266.2	0
chr1	7886770	7887019	ENSG00000302605.1	0
chr1	8424634	8424999	ENSG00000232912.6	0
chr1	8510391	8511177	ENSG00000142599.20	0
chr1	8879665	8879806	ENSG00000230679.2	0
chr1	9039403	9039907	ENSG00000142583.18	0
chr1	9248084	9248525	ENSG00000049239.13	0
chr1	9536906	9537176	ENSG00000171612.7	2288
chr1	10808714	10809518	ENSG00000130940.15	12063
chr1	11011854	11011901	ENSG00000120948.19	442
chr1	11476972	11478247	ENSG00000204624.8	907
chr1	11896750	11897311	ENSG00000285646.3	10628
chr1	11925562	11925718	ENSG00000116685.17	0
chr1	13449113	13449487	ENSG00000295011.1	0
chr1	13750927	13752102	ENSG00000116731.23	0
chr1	14125631	14127030	ENSG00000189337.17	0
chr1	14600025	14601355	ENSG00000189337.17	0
chr1	14731661	14732360	ENSG00000189337.17	0
chr1	15196179	15196411	ENSG00000171729.14	0
chr1	15253711	15255526	ENSG00000142621.21	0
chr1	15833188	15833485	ENSG00000179743.5	0
chr1	16013630	16013731	ENSG00000173641.18	296
chr1	16049189	16049513	ENSG00000184908.20	0
chr1	16064371	16064916	ENSG00000185519.9	0
chr1	16106499	16108340	ENSG00000142627.13	15996
chr1	16350419	16350661	ENSG00000037637.11	0
chr1	16648370	16648426	ENSG00000186301.8	0
chr1	16677941	16678769	ENSG00000291072.2	0
chr1	16680528	16680679	ENSG00000291072.2	0
chr1	16692155	16692776	ENSG00000268869.9	0
chr1	16696492	16696836	ENSG00000268869.9	0
chr1	16708476	16708675	ENSG00000293526.1	0
chr1	16758962	16759329	ENSG00000186715.12	0
chr1	16859526	16860317	ENSG00000302843.1	0
chr1	16861860	16861959	ENSG00000302843.1	0
chr1	16888682	16889016	ENSG00000238142.5	0
chr1	16889598	16890019	ENSG00000235241.1	0
chr1	16967291	16967476	ENSG00000058453.17	0
chr1	17233542	17234014	ENSG00000142623.11	0
chr1	18575281	18576780	ENSG00000225478.2	18633
chr1	18703197	18703405	ENSG00000009709.13	0
chr1	18761423	18762308	ENSG00000009709.13	12556
chr1	18783847	18785106	ENSG00000009709.13	34980
chr1	18827580	18828242	ENSG00000179002.6	11356
chr1	18846331	18848811	ENSG00000179002.6	0
chr1	19273884	19274447	ENSG00000211454.16	0
chr1	19288299	19288721	ENSG00000162482.5	0
chr1	19289116	19289448	ENSG00000162482.5	345
chr1	19439545	19439850	ENSG00000077549.19	0
chr1	19441126	19441729	ENSG00000306329.1	0
chr1	20481180	20483609	ENSG00000162545.6	0
chr1	20617718	20618862	ENSG00000158825.6	0
chr1	21360951	21361562	ENSG00000296859.1	13056
chr1	21437342	21437887	ENSG00000295832.1	0
chr1	22011556	22012964	ENSG00000142789.20	0
chr1	22428505	22429110	ENSG00000184677.18	0
chr1	22593281	22593647	ENSG00000070886.12	0
chr1	22952946	22953947	ENSG00000215906.9	0
chr1	23018526	23018752	ENSG00000227868.7	0
chr1	23169156	23169585	ENSG00000169641.16	0
chr1	23826069	23826296	ENSG00000117305.15	0
chr1	23837747	23838089	ENSG00000117305.15	0
chr1	23868757	23869201	ENSG00000179163.12	466
chr1	23882485	23883253	ENSG00000188822.8	0
chr1	24970017	24970350	ENSG00000261025.2	0
chr1	25245466	25246004	ENSG00000117616.18	0
chr1	25265622	25268669	ENSG00000261349.1	0
chr1	25283040	25283709	ENSG00000187010.21	0
chr1	25618221	25618622	ENSG00000117643.16	0
chr1	25907419	25908067	ENSG00000294297.1	0
chr1	25923777	25923892	ENSG00000294284.1	0
chr1	26200416	26201792	ENSG00000188782.9	0
chr1	26408687	26408778	ENSG00000131914.11	2038
chr1	27725142	27725322	ENSG00000287244.2	0
chr1	27772337	27772605	ENSG00000117758.14	613
chr1	27935736	27936177	ENSG00000130768.15	0
chr1	28246521	28247076	ENSG00000270605.2	0
chr1	28247766	28247939	ENSG00000271398.1	197
chr1	28437642	28438410	ENSG00000204138.13	0
chr1	28775540	28775862	ENSG00000198492.16	5764
chr1	29202467	29202721	ENSG00000116353.16	0
chr1	29259341	29259540	ENSG00000060656.20	0
chr1	29766542	29767326	ENSG00000284676.1	0
chr1	30519252	30520061	ENSG00000289710.1	56593
chr1	30711371	30711607	ENSG00000162510.6	0
chr1	30782854	30783306	ENSG00000306105.1	407
chr1	31154301	31154704	ENSG00000308292.1	0
chr1	31181415	31182049	ENSG00000084628.10	0
chr1	31586724	31587570	ENSG00000142910.16	0
chr1	31755859	31756188	ENSG00000121753.13	0
chr1	31762004	31762202	ENSG00000121753.13	0
chr1	31944235	31944369	ENSG00000184007.22	0
chr1	32239903	32239995	ENSG00000220785.10	0
chr1	33307461	33307502	ENSG00000225313.6	0
chr1	34764553	34766740	ENSG00000255811.1	0
chr1	35120510	35120635	ENSG00000228348.1	1386
chr1	35210506	35211606	ENSG00000201868.1	14443
chr1	35640523	35640760	ENSG00000126067.12	0
chr1	35642565	35642893	ENSG00000126067.12	1038
chr1	36400804	36401782	ENSG00000297367.1	0
chr1	37411143	37412868	ENSG00000233621.4	0
chr1	37690862	37691411	ENSG00000116922.15	0
chr1	37995612	37996165	ENSG00000183386.11	598
chr1	38292053	38292230	ENSG00000301425.1	7917
chr1	38605136	38605815	ENSG00000295881.1	0
chr1	38783643	38784367	ENSG00000284632.2	0
chr1	39108573	39108941	ENSG00000127603.32	0
chr1	39233313	39234408	ENSG00000287422.1	0
chr1	39515576	39515881	ENSG00000237624.1	0
chr1	39558940	39559199	ENSG00000291129.2	0
chr1	39770382	39771489	ENSG00000198754.5	0
chr1	39799200	39799937	ENSG00000284719.4	0
chr1	39922681	39922867	ENSG00000300270.1	17065
chr1	40133167	40133457	ENSG00000226745.2	0
chr1	40450994	40451202	ENSG00000187801.15	0
chr1	40476608	40476869	ENSG00000187815.10	420
chr1	40509488	40509647	ENSG00000164002.12	0
chr1	40557420	40559066	ENSG00000308470.1	0
chr1	40838007	40838271	ENSG00000117013.17	0
chr1	41382016	41382957	ENSG00000204060.8	0
chr1	41750729	41751110	ENSG00000127124.16	0
chr1	42785009	42785174	ENSG00000274386.6	0
chr1	42959741	42960047	ENSG00000283973.3	0
chr1	44103459	44103777	ENSG00000271647.1	0
chr1	44353867	44354534	ENSG00000117419.16	0
chr1	44617535	44618065	ENSG00000187147.19	0
chr1	44738243	44739090	ENSG00000142945.13	727
chr1	44820362	44820649	ENSG00000117425.15	0
chr1	45864368	45864960	ENSG00000086015.23	0
chr1	46202085	46202661	ENSG00000085998.15	0
chr1	46539407	46540188	ENSG00000269956.3	0
chr1	47443293	47443597	ENSG00000186564.6	2601
chr1	47593682	47594130	ENSG00000309980.1	7241
chr1	47726936	47727120	ENSG00000227947.3	22906
chr1	47983819	47983870	ENSG00000269113.4	0
chr1	50024470	50024645	ENSG00000162374.18	0
chr1	50428378	50428549	ENSG00000225767.2	0
chr1	50976125	50976484	ENSG00000299346.1	0
chr1	50978790	50979366	ENSG00000299324.1	0
chr1	51730447	51730609	ENSG00000117859.19	0
chr1	51850758	51851958	ENSG00000078618.23	0
chr1	52551623	52551719	ENSG00000134744.14	0
chr1	53024823	53025782	ENSG00000116171.19	0
chr1	53135912	53136791	ENSG00000162383.13	0
chr1	53288407	53288672	ENSG00000228838.1	0
chr1	54054385	54054508	ENSG00000116205.14	0
chr1	54240091	54240144	ENSG00000157216.17	0
chr1	54476230	54476490	ENSG00000304716.1	11964
chr1	54486977	54487228	ENSG00000304716.1	1226
chr1	54627966	54628718	ENSG00000230728.1	0
chr1	54727111	54730160	ENSG00000243725.7	0
chr1	54800630	54800698	ENSG00000006555.11	0
chr1	54801593	54801801	ENSG00000006555.11	269
chr1	54805974	54806203	ENSG00000162398.12	0
chr1	54871277	54871537	ENSG00000116133.13	0
chr1	54951187	54951390	ENSG00000143001.7	0
chr1	55040546	55041087	ENSG00000169174.13	0
chr1	56410499	56411151	ENSG00000284686.1	0
chr1	56982645	56984438	ENSG00000236341.2	0
chr1	57344377	57344764	ENSG00000173406.16	0
chr1	58584196	58585311	ENSG00000299892.1	0
chr1	58700328	58700429	ENSG00000283445.2	0
chr1	59813945	59814159	ENSG00000134709.13	626
chr1	59815713	59816105	ENSG00000134709.13	0
chr1	59927665	59928023	ENSG00000134716.11	891
chr1	62783306	62783542	ENSG00000125703.15	589
chr1	63368539	63368792	ENSG00000088035.18	0
chr1	64196292	64196984	ENSG00000303693.1	0
chr1	64199113	64200495	ENSG00000303693.1	0
chr1	64202243	64203034	ENSG00000303693.1	0
chr1	64379022	64380177	ENSG00000299211.1	0
chr1	64472051	64472259	ENSG00000158966.16	0
chr1	64503870	64505945	ENSG00000158966.16	0
chr1	64664242	64664698	ENSG00000158966.16	0
chr1	64967321	64967528	ENSG00000162434.14	0
chr1	65310725	65311433	ENSG00000290094.2	0
chr1	65550124	65551066	ENSG00000116678.20	0
chr1	65667170	65668088	ENSG00000116678.20	25610
chr1	65992766	65993417	ENSG00000184588.18	0
chr1	66753056	66753329	ENSG00000152760.10	0
chr1	67134582	67134959	ENSG00000203963.12	0
chr1	67135089	67136335	ENSG00000203963.12	0
chr1	68050554	68051660	ENSG00000162595.8	0
chr1	68957107	68958710	ENSG00000294169.1	0
chr1	70078299	70078858	ENSG00000033122.21	0
chr1	70412280	70412474	ENSG00000116761.12	0
chr1	71046417	71046796	ENSG00000050628.21	0
chr1	72324264	72324382	ENSG00000227016.5	0
chr1	72334745	72334842	ENSG00000227016.5	0
chr1	72635670	72636981	ENSG00000225087.3	0
chr1	73062166	73063090	ENSG00000229636.2	41701
chr1	73081985	73085823	ENSG00000229636.2	18968
chr1	75124602	75127911	ENSG00000224127.1	0
chr1	75137500	75137689	ENSG00000162624.16	0
chr1	75390929	75392106	ENSG00000310335.1	0
chr1	75723394	75724060	ENSG00000297240.1	0
chr1	75725742	75726205	ENSG00000117054.15	0
chr1	75796617	75797206	ENSG00000057468.7	0
chr1	76075539	76076031	ENSG00000184005.12	0
chr1	76642224	76644875	ENSG00000272855.1	4884
chr1	76741672	76742071	ENSG00000295874.1	0
chr1	76745519	76746822	ENSG00000295874.1	3408
chr1	76765862	76766572	ENSG00000237552.2	0
chr1	76971240	76971404	ENSG00000117069.15	0
chr1	77283579	77284884	ENSG00000154027.19	0
chr1	77687693	77688475	ENSG00000036549.13	4273
chr1	78407237	78409612	ENSG00000122420.10	0
chr1	78724709	78725699	ENSG00000235400.1	23373
chr1	79959597	79961108	ENSG00000285409.1	6624
chr1	80040959	80041337	ENSG00000285409.1	0
chr1	80142373	80143381	ENSG00000277670.1	18011
chr1	80338066	80339487	ENSG00000225598.1	33876
chr1	80382105	80382549	ENSG00000225598.1	7483
chr1	80722428	80723576	ENSG00000301718.1	15441
chr1	82495217	82496515	ENSG00000233290.5	0
chr1	82688286	82689660	ENSG00000233290.5	0
chr1	83121915	83122107	ENSG00000233008.9	0
chr1	83735677	83737491	ENSG00000233008.9	0
chr1	83753515	83753967	ENSG00000233008.9	0
chr1	83861140	83861397	ENSG00000303457.1	0
chr1	83996581	83998253	ENSG00000137941.17	0
chr1	84000005	84000524	ENSG00000308077.1	0
chr1	84297758	84298183	ENSG00000294213.1	0
chr1	84299796	84300907	ENSG00000203943.9	0
chr1	84688665	84689562	ENSG00000117155.17	0
chr1	84810473	84811215	ENSG00000171517.6	386
chr1	84996382	84996579	ENSG00000153898.13	0
chr1	84998793	84999027	ENSG00000295769.1	0
chr1	85061288	85061390	ENSG00000162643.13	0
chr1	86502726	86503429	ENSG00000299045.1	0
chr1	87101731	87102347	ENSG00000267561.2	0
chr1	87147566	87148564	ENSG00000267272.5	0
chr1	87151695	87152141	ENSG00000267272.5	0
chr1	87332343	87332706	ENSG00000143013.13	0
chr1	88991422	88991882	ENSG00000213516.10	0
chr1	88993642	88994174	ENSG00000307222.1	0
chr1	89125498	89126067	ENSG00000162645.13	0
chr1	89197157	89199339	ENSG00000284734.2	0
chr1	89525959	89526371	ENSG00000197147.15	0
chr1	89631419	89632045	ENSG00000230735.1	0
chr1	89762266	89762494	ENSG00000301602.1	0
chr1	90356206	90358663	ENSG00000287372.2	19278
chr1	90731591	90732470	ENSG00000287076.2	0
chr1	90833997	90834781	ENSG00000233593.13	0
chr1	90839177	90840700	ENSG00000285532.2	0
chr1	92804713	92805493	ENSG00000067208.17	12308
chr1	92876411	92877406	ENSG00000154511.12	0
chr1	92960002	92960046	ENSG00000154511.12	0
chr1	93178156	93178742	ENSG00000117500.13	0
chr1	93845263	93845681	ENSG00000137936.18	0
chr1	95232696	95233423	ENSG00000226026.8	0
chr1	98044182	98044304	ENSG00000297473.1	0
chr1	99002564	99003655	ENSG00000117598.14	0
chr1	99038652	99040272	ENSG00000232825.4	0
chr1	99733000	99733578	ENSG00000156869.14	0
chr1	100133843	100133986	ENSG00000122435.11	0
chr1	100463827	100464320	ENSG00000228086.2	0
chr1	101308338	101309011	ENSG00000303021.1	0
chr1	101457175	101457721	ENSG00000301910.1	4094
chr1	101520485	101520880	ENSG00000301910.1	67404
chr1	102358962	102359947	ENSG00000233359.3	0
chr1	102774924	102775274	ENSG00000230864.2	0
chr1	103334700	103335087	ENSG00000302502.1	57898
chr1	104877446	104879500	ENSG00000308659.1	61182
chr1	105216490	105216552	ENSG00000285981.1	184124
chr1	105218807	105221586	ENSG00000285981.1	186441
chr1	105248657	105249547	ENSG00000225036.1	184446
chr1	106080662	106081348	ENSG00000230932.2	0
chr1	106264168	106265561	ENSG00000298939.1	6068
chr1	107020940	107022971	ENSG00000302874.1	0
chr1	107479102	107480468	ENSG00000162631.20	0
chr1	107994081	107994649	ENSG00000230489.3	0
chr1	107995049	107995324	ENSG00000230489.3	0
chr1	108017681	108019538	ENSG00000230489.3	0
chr1	108198827	108199610	ENSG00000085491.17	0
chr1	108561109	108561957	ENSG00000162636.16	0
chr1	108660646	108660699	ENSG00000162639.16	0
chr1	108661694	108661897	ENSG00000285923.2	0
chr1	108715589	108716682	ENSG00000143107.10	0
chr1	108875943	108876466	ENSG00000121957.15	0
chr1	109088996	109090277	ENSG00000273382.1	0
chr1	109113048	109113523	ENSG00000179902.13	0
chr1	109281109	109281733	ENSG00000134222.16	0
chr1	109283911	109284362	ENSG00000134222.16	724
chr1	109394534	109396256	ENSG00000134243.12	0
chr1	109644499	109644577	ENSG00000309177.1	402
chr1	109656695	109656961	ENSG00000168765.19	0
chr1	109686983	109687554	ENSG00000213366.13	0
chr1	109711624	109712633	ENSG00000134201.12	0
chr1	109832394	109833139	ENSG00000228420.2	0
chr1	110620402	110620793	ENSG00000177301.16	0
chr1	110675587	110675799	ENSG00000300042.1	0
chr1	111039264	111040957	ENSG00000252760.1	876
chr1	111289022	111290894	ENSG00000134216.19	0
chr1	111516387	111517187	ENSG00000121933.19	0
chr1	111740865	111741074	ENSG00000227811.4	0
chr1	112390469	112390719	ENSG00000299457.1	367
chr1	112391755	112392717	ENSG00000299457.1	0
chr1	112640569	112641647	ENSG00000116489.13	0
chr1	112742765	112743705	ENSG00000234790.1	4389
chr1	112850437	112850571	ENSG00000226419.10	0
chr1	112854464	112855314	ENSG00000226419.10	0
chr1	112954071	112954860	ENSG00000155380.13	0
chr1	114155035	114155191	ENSG00000134207.17	1154
chr1	114854773	114855071	ENSG00000198765.12	0
chr1	115146710	115148582	ENSG00000303558.1	0
chr1	115564424	115565269	ENSG00000232185.1	0
chr1	115688704	115689082	ENSG00000173218.15	0
chr1	115977288	115977696	ENSG00000163393.13	0
chr1	116189151	116191721	ENSG00000235933.3	0
chr1	116363927	116364736	ENSG00000287217.2	1978
chr1	116534421	116535010	ENSG00000116815.16	0
chr1	117061088	117061218	ENSG00000116830.12	0
chr1	118151250	118152099	ENSG00000155761.14	0
chr1	118184254	118184819	ENSG00000155761.14	0
chr1	119141071	119141283	ENSG00000231365.8	0
chr1	119631180	119631233	ENSG00000143067.5	0
chr1	119674016	119675818	ENSG00000092621.13	0
chr1	120178990	120181095	ENSG00000305957.1	0
chr1	120234984	120235077	ENSG00000290569.2	0
chr1	120952307	120952347	ENSG00000226067.8	0
chr1	120953054	120953319	ENSG00000226067.8	0
chr1	121016854	121016997	ENSG00000290904.2	0
chr1	121020671	121021729	ENSG00000290904.2	0
chr1	121047399	121048494	ENSG00000291135.2	0
chr1	121179504	121179645	ENSG00000188610.12	0
chr1	121395872	121397087	ENSG00000227082.4	0
chr1	121418433	121418556	ENSG00000227082.4	0
chr1	121518468	121518845	ENSG00000228826.4	0
chr1	121520039	121520245	ENSG00000231752.9	0
chr1	143638880	143639904	ENSG00000179571.10	3238
chr1	143641474	143646263	ENSG00000202167.1	5786
chr1	143648245	143657261	ENSG00000202167.1	0
chr1	143659103	143660868	ENSG00000303408.1	85
chr1	143662338	143664697	ENSG00000303408.1	0
chr1	143666997	143668564	ENSG00000303408.1	0
chr1	143674751	143676896	ENSG00000303408.1	0
chr1	143691257	143695448	ENSG00000294936.1	0
chr1	143717335	143718613	ENSG00000252826.1	1896
chr1	143719765	143720251	ENSG00000252826.1	258
chr1	143722071	143725697	ENSG00000252826.1	1426
chr1	143731026	143732476	ENSG00000302060.1	0
chr1	143735406	143737134	ENSG00000302060.1	0
chr1	143738255	143738916	ENSG00000232721.4	0
chr1	143831683	143832145	ENSG00000307137.1	0
chr1	143966798	143967099	ENSG00000263513.6	0
chr1	145168704	145168837	ENSG00000290867.2	0
chr1	145430934	145431037	ENSG00000303361.1	0
chr1	145432595	145432886	ENSG00000303361.1	0
chr1	145475134	145475443	ENSG00000305862.1	0
chr1	145486825	145487149	ENSG00000287374.2	0
chr1	145487823	145488406	ENSG00000287374.2	0
chr1	145919761	145920148	ENSG00000211451.14	0
chr1	145994128	145995223	ENSG00000265972.6	0
chr1	146039936	146040422	ENSG00000168509.20	3189
chr1	146051557	146051707	ENSG00000287190.2	0
chr1	146052457	146052796	ENSG00000233396.10	0
chr1	146376488	146376619	ENSG00000287978.2	0
chr1	146378035	146378435	ENSG00000287978.2	0
chr1	146386411	146386475	ENSG00000287978.2	0
chr1	146392671	146394074	ENSG00000295103.1	0
chr1	146486290	146486634	ENSG00000291242.2	0
chr1	146932382	146934969	ENSG00000306987.1	0
chr1	146939749	146940510	ENSG00000268043.9	0
chr1	147173241	147173719	ENSG00000237188.6	0
chr1	147391092	147391469	ENSG00000278811.5	0
chr1	147471455	147472270	ENSG00000278811.5	0
chr1	148013585	148013853	ENSG00000274372.6	0
chr1	148015383	148015682	ENSG00000274372.6	0
chr1	148059019	148059227	ENSG00000299329.1	0
chr1	148061041	148061276	ENSG00000299329.1	0
chr1	148146298	148146460	ENSG00000198658.4	0
chr1	148150830	148151001	ENSG00000263956.8	0
chr1	148158352	148162239	ENSG00000227733.13	0
chr1	148246629	148247254	ENSG00000227700.1	0
chr1	148281859	148282118	ENSG00000238107.2	0
chr1	148318878	148319514	ENSG00000238107.2	0
chr1	148328561	148330002	ENSG00000238107.2	0
chr1	148353604	148354950	ENSG00000299363.1	0
chr1	148361227	148363095	ENSG00000207340.1	0
chr1	148387562	148388371	ENSG00000278596.1	0
chr1	148451228	148451366	ENSG00000274020.6	0
chr1	148529267	148529337	ENSG00000274020.6	0
chr1	148679553	148679757	ENSG00000301230.1	0
chr1	148898900	148899028	ENSG00000178104.22	0
chr1	149123158	149123970	ENSG00000294231.1	0
chr1	149162891	149163000	ENSG00000201699.1	0
chr1	149712491	149713551	ENSG00000290790.2	0
chr1	149740425	149740544	ENSG00000290790.2	0
chr1	149849416	149849740	ENSG00000290792.1	0
chr1	149900264	149900358	ENSG00000178096.9	0
chr1	150309957	150310441	ENSG00000306339.1	174
chr1	150363039	150363229	ENSG00000163125.16	0
chr1	150874542	150874666	ENSG00000143437.21	0
chr1	150925447	150925916	ENSG00000295171.1	0
chr1	151190655	151190787	ENSG00000163159.15	0
chr1	151340571	151341284	ENSG00000224645.1	0
chr1	151764163	151764458	ENSG00000249602.1	0
chr1	152188602	152189565	ENSG00000236427.3	0
chr1	152261942	152264915	ENSG00000236427.3	0
chr1	152281889	152283389	ENSG00000236427.3	0
chr1	152417198	152419650	ENSG00000236427.3	0
chr1	152621835	152622611	ENSG00000185962.1	222
chr1	152625135	152629324	ENSG00000185962.1	2031
chr1	152721053	152723695	ENSG00000304363.1	0
chr1	153107199	153108736	ENSG00000301576.1	0
chr1	153260644	153261015	ENSG00000301414.1	0
chr1	153261786	153262349	ENSG00000301414.1	0
chr1	153531690	153532668	ENSG00000238279.4	651
chr1	153617305	153618235	ENSG00000189334.9	318
chr1	153633449	153633702	ENSG00000189171.16	0
chr1	153968484	153968809	ENSG00000143578.16	0
chr1	154181524	154181789	ENSG00000300122.1	0
chr1	154273367	154273561	ENSG00000143575.16	0
chr1	154936113	154936184	ENSG00000163344.6	0
chr1	155140995	155141060	ENSG00000179085.8	399
chr1	155230913	155232414	ENSG00000236675.1	0
chr1	155689639	155690091	ENSG00000132676.16	0
chr1	155690930	155695885	ENSG00000132676.16	0
chr1	155857589	155857653	ENSG00000116580.20	0
chr1	156053579	156053721	ENSG00000160803.8	0
chr1	156619156	156619934	ENSG00000132702.13	0
chr1	156776868	156777783	ENSG00000143294.15	0
chr1	156907616	156908799	ENSG00000187800.14	0
chr1	157046780	157047005	ENSG00000132694.20	0
chr1	157073809	157074366	ENSG00000224520.2	0
chr1	157164412	157164783	ENSG00000290592.2	6332
chr1	157278744	157280310	ENSG00000271736.3	0
chr1	157978261	157978531	ENSG00000308635.1	368
chr1	157992102	157992505	ENSG00000183853.18	767
chr1	158029370	158029696	ENSG00000226520.1	0
chr1	158130180	158132095	ENSG00000231666.8	0
chr1	158212100	158214229	ENSG00000176320.3	8144
chr1	158495946	158496398	ENSG00000236656.2	1058
chr1	160722500	160722878	ENSG00000303180.1	9571
chr1	160857436	160858619	ENSG00000122223.13	0
chr1	160981304	160981447	ENSG00000158769.19	13763
chr1	160985050	160985506	ENSG00000158769.19	9704
chr1	161020061	161020340	ENSG00000270149.5	0
chr1	161038337	161039130	ENSG00000215845.11	0
chr1	161177952	161178306	ENSG00000158850.15	0
chr1	161313615	161313780	ENSG00000297068.1	0
chr1	161378932	161379370	ENSG00000236484.2	0
chr1	161421318	161421848	ENSG00000283360.1	0
chr1	161472416	161472596	ENSG00000283360.1	1892
chr1	161472809	161473086	ENSG00000283360.1	2285
chr1	161473467	161473910	ENSG00000283360.1	2943
chr1	161524805	161525246	ENSG00000173110.8	0
chr1	161529600	161529765	ENSG00000298116.1	0
chr1	161532108	161532728	ENSG00000273112.1	0
chr1	161605773	161606236	ENSG00000310471.1	0
chr1	161611822	161613311	ENSG00000310476.1	0
chr1	161620716	161622447	ENSG00000289768.1	0
chr1	161764916	161765380	ENSG00000226889.5	0
chr1	161962369	161963001	ENSG00000118217.7	0
chr1	162137316	162139675	ENSG00000198929.13	0
chr1	162497267	162497478	ENSG00000152332.16	0
chr1	163427201	163428170	ENSG00000225122.1	4036
chr1	164576988	164577680	ENSG00000185630.20	0
chr1	165445649	165445933	ENSG00000143171.13	293
chr1	165632567	165633264	ENSG00000143198.13	0
chr1	166883803	166884041	ENSG00000295096.1	4091
chr1	166973380	166974552	ENSG00000143195.13	0
chr1	167042732	167043284	ENSG00000227907.2	9195
chr1	167045283	167045785	ENSG00000227907.2	6694
chr1	167156842	167157563	ENSG00000143167.12	0
chr1	167555938	167557743	ENSG00000305739.1	0
chr1	167630787	167631022	ENSG00000198771.11	0
chr1	168056189	168056436	ENSG00000224837.1	0
chr1	168227420	168228801	ENSG00000213064.10	0
chr1	169483681	169484887	ENSG00000117479.15	0
chr1	170096804	170097848	ENSG00000303002.1	0
chr1	170328905	170330362	ENSG00000233985.3	24546
chr1	170530681	170531315	ENSG00000231407.7	0
chr1	170660961	170661092	ENSG00000308627.1	0
chr1	170670628	170670996	ENSG00000116132.12	0
chr1	170966414	170968284	ENSG00000117501.15	0
chr1	171313468	171314171	ENSG00000076258.10	11
chr1	171780524	171780854	ENSG00000010165.20	805
chr1	173050580	173051352	ENSG00000120337.10	0
chr1	173475787	173476206	ENSG00000203739.7	0
chr1	173870221	173870496	ENSG00000185278.16	0
chr1	174802377	174802547	ENSG00000152061.24	0
chr1	174989222	174990835	ENSG00000152061.24	0
chr1	175023905	175024315	ENSG00000297983.1	0
chr1	175103899	175104515	ENSG00000120332.17	0
chr1	175191834	175192007	ENSG00000235750.10	0
chr1	175743538	175744386	ENSG00000116147.19	0
chr1	177161292	177163733	ENSG00000152092.16	0
chr1	177180649	177181066	ENSG00000198797.7	0
chr1	177182450	177182679	ENSG00000198797.7	0
chr1	178095488	178096370	ENSG00000075391.18	0
chr1	178532544	178533026	ENSG00000240021.10	0
chr1	179294506	179295004	ENSG00000057252.13	0
chr1	179361277	179364407	ENSG00000162779.22	1312
chr1	179460090	179461699	ENSG00000162779.22	0
