chr	start	end	nearest_gene_id	distance
chr1	2555271	2556388	ENSG00000157873.18	0
chr1	2556718	2557281	ENSG00000157873.18	0
chr1	2584962	2585214	ENSG00000289610.3	375
chr1	2593785	2594005	ENSG00000142606.16	0
chr1	2610402	2610593	ENSG00000142606.16	0
chr1	2790004	2790275	ENSG00000215912.13	0
chr1	2792885	2793811	ENSG00000215912.13	0
chr1	2821908	2822564	ENSG00000302855.1	0
chr1	2874599	2875009	ENSG00000300015.1	0
chr1	2875811	2876506	ENSG00000300015.1	135
chr1	2882973	2883211	ENSG00000300015.1	7297
chr1	2912670	2912988	ENSG00000300015.1	36994
chr1	2922057	2922155	ENSG00000284745.2	38199
chr1	2947084	2947763	ENSG00000284745.2	12591
chr1	2949220	2950250	ENSG00000284745.2	10104
chr1	2969762	2970337	ENSG00000284745.2	1054
chr1	3003477	3004171	ENSG00000169717.7	17295
chr1	3028899	3028998	ENSG00000169717.7	5995
chr1	3031412	3031708	ENSG00000169717.7	8508
chr1	3062243	3064182	ENSG00000177133.15	0
chr1	3071148	3071510	ENSG00000142611.17	0
chr1	3072575	3072922	ENSG00000142611.17	0
chr1	3080319	3080510	ENSG00000142611.17	0
chr1	3101138	3101526	ENSG00000142611.17	0
chr1	3121560	3122205	ENSG00000142611.17	0
chr1	3125977	3126523	ENSG00000142611.17	0
chr1	3162051	3162657	ENSG00000306427.1	0
chr1	3198745	3198932	ENSG00000142611.17	0
chr1	3215578	3216231	ENSG00000142611.17	0
chr1	3219631	3219894	ENSG00000142611.17	0
chr1	3228115	3228270	ENSG00000142611.17	0
chr1	3238495	3238748	ENSG00000142611.17	0
chr1	3247606	3247788	ENSG00000142611.17	0
chr1	3279442	3279608	ENSG00000142611.17	0
chr1	3304337	3304607	ENSG00000142611.17	0
chr1	3313201	3313386	ENSG00000287828.2	0
chr1	3323296	3323618	ENSG00000142611.17	0
chr1	3356361	3356624	ENSG00000142611.17	0
chr1	3360596	3361422	ENSG00000142611.17	0
chr1	3402157	3402477	ENSG00000142611.17	0
chr1	3423345	3423706	ENSG00000142611.17	0
chr1	3431449	3431643	ENSG00000142611.17	0
chr1	3432453	3432749	ENSG00000142611.17	0
chr1	3471781	3471885	ENSG00000130762.15	0
chr1	3483913	3484136	ENSG00000130762.15	2799
chr1	3504251	3504567	ENSG00000162591.17	0
chr1	3529274	3529731	ENSG00000162591.17	0
chr1	3538576	3538749	ENSG00000162591.17	0
chr1	3539920	3540490	ENSG00000162591.17	0
chr1	3557382	3557555	ENSG00000162591.17	0
chr1	3576101	3577354	ENSG00000162591.17	0
chr1	3590542	3590637	ENSG00000162591.17	0
chr1	3597780	3598261	ENSG00000162591.17	0
chr1	3599155	3599745	ENSG00000162591.17	0
chr1	3668935	3669113	ENSG00000078900.16	0
chr1	3708988	3709215	ENSG00000078900.16	0
chr1	3712186	3715051	ENSG00000235131.1	0
chr1	3716487	3717480	ENSG00000078900.16	0
chr1	3727273	3727933	ENSG00000078900.16	0
chr1	3731612	3731746	ENSG00000078900.16	0
chr1	3745957	3746072	ENSG00000227372.13	0
chr1	3834820	3834966	ENSG00000116198.14	0
chr1	3858403	3858804	ENSG00000169598.17	0
chr1	4027456	4027960	ENSG00000284668.3	0
chr1	4120691	4120916	ENSG00000308587.1	11697
chr1	4301515	4302073	ENSG00000302287.1	15808
chr1	4599930	4600625	ENSG00000300565.1	3064
chr1	4711024	4711837	ENSG00000196581.11	0
chr1	4733834	4734088	ENSG00000287586.1	0
chr1	5289326	5292073	ENSG00000306645.1	411
chr1	5832144	5832643	ENSG00000298180.1	1742
chr1	5857706	5857966	ENSG00000264101.1	4705
chr1	6025605	6026470	ENSG00000069424.16	0
chr1	6065099	6065557	ENSG00000069424.16	0
chr1	6072125	6072314	ENSG00000069424.16	0
chr1	6073673	6074632	ENSG00000069424.16	0
chr1	6127525	6128204	ENSG00000116254.18	0
chr1	6148128	6148584	ENSG00000116254.18	0
chr1	6150475	6151129	ENSG00000116254.18	0
chr1	6207505	6207745	ENSG00000158286.13	0
chr1	6208463	6208558	ENSG00000158286.13	0
chr1	6241553	6241638	ENSG00000225077.4	2104
chr1	6243156	6243279	ENSG00000173673.9	899
chr1	6273583	6273927	ENSG00000097021.21	0
chr1	6276229	6276881	ENSG00000097021.21	0
chr1	6429522	6429722	ENSG00000187017.18	0
chr1	6449284	6449568	ENSG00000187017.18	0
chr1	6455984	6456264	ENSG00000187017.18	0
chr1	6484915	6485144	ENSG00000297749.1	0
chr1	6507417	6508028	ENSG00000171680.23	0
chr1	6579380	6579427	ENSG00000173662.21	0
chr1	6587508	6587690	ENSG00000204859.13	0
chr1	6962033	6962247	ENSG00000171735.21	0
chr1	6963565	6963651	ENSG00000171735.21	0
chr1	7042363	7042668	ENSG00000171735.21	0
chr1	7149606	7149698	ENSG00000171735.21	0
chr1	7199078	7199558	ENSG00000171735.21	0
chr1	7373966	7374421	ENSG00000171735.21	0
chr1	7441387	7441619	ENSG00000225126.2	0
chr1	7568357	7569144	ENSG00000171735.21	0
chr1	7784835	7785156	ENSG00000049246.15	0
chr1	8238487	8238585	ENSG00000298156.1	1415
chr1	8357734	8358025	ENSG00000142599.20	0
chr1	8424584	8424999	ENSG00000232912.6	0
chr1	9039257	9040008	ENSG00000142583.18	0
chr1	9183680	9183943	ENSG00000234546.6	0
chr1	9198419	9198573	ENSG00000301983.1	0
chr1	9198800	9199244	ENSG00000228526.9	0
chr1	9242513	9242791	ENSG00000302217.1	0
chr1	9247880	9248945	ENSG00000049239.13	0
chr1	9294225	9294517	ENSG00000171621.14	0
chr1	9298026	9298909	ENSG00000171621.14	0
chr1	9323021	9323416	ENSG00000294252.1	0
chr1	9324187	9324498	ENSG00000294252.1	0
chr1	9324938	9325557	ENSG00000294252.1	0
chr1	9340139	9340373	ENSG00000171621.14	0
chr1	9455831	9456175	ENSG00000284693.3	0
chr1	9536299	9537606	ENSG00000171612.7	1858
chr1	9606747	9607315	ENSG00000188807.13	0
chr1	9690066	9690450	ENSG00000171608.18	0
chr1	10638211	10638412	ENSG00000130940.15	0
chr1	10639338	10639515	ENSG00000272078.1	0
chr1	10640333	10640749	ENSG00000272078.1	0
chr1	10649286	10649725	ENSG00000272078.1	0
chr1	10663573	10663911	ENSG00000130940.15	0
chr1	10665973	10666154	ENSG00000130940.15	0
chr1	10668178	10668364	ENSG00000130940.15	0
chr1	10704393	10704829	ENSG00000130940.15	0
chr1	10727738	10728053	ENSG00000130940.15	0
chr1	10754679	10754826	ENSG00000130940.15	0
chr1	10787638	10787752	ENSG00000130940.15	0
chr1	10808891	10809518	ENSG00000130940.15	12240
chr1	10889210	10889357	ENSG00000225158.2	6403
chr1	10946141	10946417	ENSG00000175262.15	53
chr1	11011854	11011910	ENSG00000120948.19	433
chr1	11453874	11454559	ENSG00000299102.1	0
chr1	11458238	11458615	ENSG00000299102.1	3973
chr1	11477301	11478327	ENSG00000204624.8	827
chr1	11650817	11651084	ENSG00000116661.11	0
chr1	11653930	11654049	ENSG00000116661.11	0
chr1	11784547	11784869	ENSG00000215910.8	0
chr1	11925254	11925690	ENSG00000116685.17	0
chr1	12540232	12540767	ENSG00000229484.4	0
chr1	12595082	12595275	ENSG00000162496.10	0
chr1	12618874	12619640	ENSG00000288927.3	0
chr1	13326335	13327587	ENSG00000228229.2	1816
chr1	13584598	13584774	ENSG00000162493.17	0
chr1	13944413	13945468	ENSG00000189337.17	0
chr1	14125452	14126407	ENSG00000189337.17	0
chr1	14731887	14732091	ENSG00000189337.17	0
chr1	15196179	15196611	ENSG00000171729.14	0
chr1	15833243	15833361	ENSG00000179743.5	0
chr1	16017674	16018200	ENSG00000173641.18	0
chr1	16056047	16056229	ENSG00000184908.20	0
chr1	16064101	16065065	ENSG00000185519.9	0
chr1	16067296	16068499	ENSG00000185519.9	0
chr1	16106869	16108127	ENSG00000142627.13	16209
chr1	16114911	16115193	ENSG00000142627.13	9143
chr1	16145237	16145506	ENSG00000142627.13	0
chr1	16206184	16206316	ENSG00000142632.17	0
chr1	16207472	16207722	ENSG00000142632.17	0
chr1	16244042	16244536	ENSG00000293791.1	758
chr1	16520558	16521396	ENSG00000233421.6	0
chr1	16677941	16678490	ENSG00000291072.2	0
chr1	16692155	16692668	ENSG00000268869.9	0
chr1	16696492	16697118	ENSG00000268869.9	0
chr1	16861851	16861981	ENSG00000302843.1	0
chr1	16872215	16872389	ENSG00000228549.5	0
chr1	16888829	16888969	ENSG00000238142.5	0
chr1	16889582	16889910	ENSG00000235241.1	0
chr1	16960935	16961328	ENSG00000058453.17	0
chr1	17117659	17118533	ENSG00000117115.13	0
chr1	17148890	17149111	ENSG00000117115.13	29438
chr1	18106941	18107239	ENSG00000117154.12	558
chr1	18575440	18576623	ENSG00000225478.2	18790
chr1	18761423	18762619	ENSG00000009709.13	12556
chr1	18784007	18785106	ENSG00000009709.13	35140
chr1	18818673	18819288	ENSG00000179002.6	20310
chr1	18847516	18848811	ENSG00000179002.6	0
chr1	19273884	19274447	ENSG00000211454.16	0
chr1	19288241	19288575	ENSG00000162482.5	0
chr1	19439414	19439850	ENSG00000077549.19	0
chr1	19645400	19645819	ENSG00000270136.6	0
chr1	20343104	20344143	ENSG00000158816.16	0
chr1	20481839	20482856	ENSG00000162545.6	0
chr1	20554424	20554517	ENSG00000183114.8	0
chr1	20705228	20705626	ENSG00000117245.13	0
chr1	21360997	21361562	ENSG00000296859.1	13102
chr1	21437255	21437946	ENSG00000295832.1	0
chr1	21565448	21566057	ENSG00000162551.14	0
chr1	21650421	21651304	ENSG00000076864.21	0
chr1	21652676	21653243	ENSG00000076864.21	0
chr1	21668095	21668460	ENSG00000076864.21	0
chr1	21874947	21875305	ENSG00000142798.20	0
chr1	21914718	21915410	ENSG00000142798.20	0
chr1	22011488	22012964	ENSG00000142789.20	0
chr1	22318486	22318828	ENSG00000302675.1	0
chr1	22593120	22593755	ENSG00000070886.12	0
chr1	22676662	22677567	ENSG00000308848.1	13407
chr1	22916643	22916980	ENSG00000133216.17	0
chr1	22952946	22953343	ENSG00000215906.9	0
chr1	22954052	22954277	ENSG00000215906.9	0
chr1	23558330	23558421	ENSG00000117318.9	0
chr1	23569085	23569420	ENSG00000285802.2	0
chr1	23868757	23869097	ENSG00000179163.12	466
chr1	24111931	24112155	ENSG00000142661.19	0
chr1	24904643	24904969	ENSG00000020633.19	0
chr1	24913797	24914564	ENSG00000020633.19	0
chr1	24933019	24933857	ENSG00000020633.19	0
chr1	24969851	24970518	ENSG00000261025.2	0
chr1	25245911	25246117	ENSG00000117616.18	0
chr1	25268316	25269323	ENSG00000117616.18	0
chr1	25280760	25283879	ENSG00000187010.21	0
chr1	25290329	25291425	ENSG00000187010.21	0
chr1	25305139	25309319	ENSG00000187010.21	0
chr1	25319920	25321822	ENSG00000187010.21	0
chr1	25330724	25331255	ENSG00000117616.18	0
chr1	25406656	25407608	ENSG00000188672.19	0
chr1	25544679	25545101	ENSG00000157978.13	0
chr1	25567244	25567588	ENSG00000157978.13	0
chr1	25618242	25618622	ENSG00000117643.16	0
chr1	26134710	26136734	ENSG00000309933.1	8237
chr1	26164767	26164947	ENSG00000282872.2	0
chr1	26168978	26169476	ENSG00000282872.2	14
chr1	26200416	26201583	ENSG00000188782.9	0
chr1	26530419	26530664	ENSG00000117676.14	0
chr1	27102505	27102784	ENSG00000090020.11	0
chr1	27357869	27358003	ENSG00000142733.18	0
chr1	27360847	27360894	ENSG00000142733.18	0
chr1	27519378	27519537	ENSG00000237429.2	2908
chr1	27564493	27565582	ENSG00000126705.15	0
chr1	27567289	27567437	ENSG00000126705.15	0
chr1	27725107	27725322	ENSG00000287244.2	0
chr1	27935874	27936177	ENSG00000130768.15	0
chr1	28246210	28247193	ENSG00000271398.1	0
chr1	28775556	28775862	ENSG00000198492.16	5780
chr1	29123087	29123302	ENSG00000253304.2	0
chr1	29476803	29477677	ENSG00000300547.1	0
chr1	29706850	29707827	ENSG00000228176.2	1019
chr1	30054240	30056124	ENSG00000304118.1	5794
chr1	30266967	30269730	ENSG00000306242.1	5778
chr1	30518529	30520800	ENSG00000289710.1	55854
chr1	30685830	30686151	ENSG00000301774.1	9276
chr1	30730383	30730786	ENSG00000287510.1	906
chr1	30748668	30749349	ENSG00000309098.1	0
chr1	30782925	30783403	ENSG00000306105.1	478
chr1	30807491	30807960	ENSG00000229607.2	2359
chr1	31154431	31154704	ENSG00000308292.1	0
chr1	31181415	31181716	ENSG00000084628.10	0
chr1	31434531	31434844	ENSG00000305880.1	0
chr1	31586532	31588089	ENSG00000142910.16	0
chr1	31703501	31703815	ENSG00000084636.18	0
chr1	31705099	31705339	ENSG00000084636.18	779
chr1	31755592	31756348	ENSG00000121753.13	0
chr1	31762004	31762522	ENSG00000121753.13	0
chr1	31944235	31944369	ENSG00000184007.22	0
chr1	32239591	32239985	ENSG00000220785.10	0
chr1	32275200	32275996	ENSG00000182866.18	0
chr1	32336742	32337368	ENSG00000305107.1	0
chr1	32427513	32427692	ENSG00000304771.1	0
chr1	32470923	32471300	ENSG00000273274.2	0
chr1	32695190	32695379	ENSG00000162520.15	0
chr1	32703744	32703957	ENSG00000162520.15	147
chr1	32755169	32755420	ENSG00000162522.11	0
chr1	32870127	32870245	ENSG00000160097.21	0
chr1	33307357	33307430	ENSG00000225313.6	0
chr1	33471385	33471941	ENSG00000304221.1	0
chr1	34176608	34176744	ENSG00000142698.15	0
chr1	34189604	34190943	ENSG00000142698.15	0
chr1	34638754	34642230	ENSG00000287703.1	0
chr1	34976695	34977024	ENSG00000241014.3	0
chr1	35210758	35211134	ENSG00000201868.1	14695
chr1	35561199	35561593	ENSG00000020129.16	0
chr1	35573930	35574112	ENSG00000116819.9	0
chr1	35576711	35576930	ENSG00000116819.9	0
chr1	35577562	35578103	ENSG00000116819.9	0
chr1	35707330	35707427	ENSG00000142686.8	6449
chr1	36176282	36176439	ENSG00000116871.16	0
chr1	36320635	36321647	ENSG00000214193.11	0
chr1	36322286	36322481	ENSG00000142694.7	0
chr1	36349563	36350191	ENSG00000196182.11	0
chr1	36401030	36401547	ENSG00000297367.1	0
chr1	37318011	37318750	ENSG00000223944.4	0
chr1	37411495	37412868	ENSG00000233621.4	0
chr1	37690903	37691411	ENSG00000116922.15	0
chr1	38012079	38012203	ENSG00000183520.12	0
chr1	38133696	38134676	ENSG00000284623.2	0
chr1	38816263	38816473	ENSG00000284632.2	115
chr1	38817765	38817852	ENSG00000284632.2	1617
chr1	38941703	38941979	ENSG00000158315.11	0
chr1	39515600	39515881	ENSG00000237624.1	0
chr1	39533160	39533890	ENSG00000243970.6	0
chr1	39558984	39559602	ENSG00000291129.2	0
chr1	39632245	39633514	ENSG00000225903.1	0
chr1	39639160	39639404	ENSG00000163909.8	0
chr1	39639965	39640250	ENSG00000163909.8	321
chr1	39672570	39672841	ENSG00000293757.1	0
chr1	39683871	39683924	ENSG00000116983.13	0
chr1	39690629	39691085	ENSG00000116983.13	0
chr1	39770451	39770562	ENSG00000198754.5	0
chr1	39787616	39787752	ENSG00000116985.12	0
chr1	39799356	39799937	ENSG00000284719.4	0
chr1	39807301	39807703	ENSG00000284678.2	0
chr1	39954345	39954664	ENSG00000168389.18	447
chr1	40133233	40133462	ENSG00000226745.2	0
chr1	40314222	40314816	ENSG00000049089.15	0
chr1	40784563	40784727	ENSG00000117013.17	0
chr1	40818169	40818635	ENSG00000117013.17	0
chr1	40861109	40861316	ENSG00000179862.7	0
chr1	41381734	41383708	ENSG00000204060.8	0
chr1	41496784	41497107	ENSG00000295052.1	0
chr1	41663059	41663784	ENSG00000127124.16	0
chr1	41919489	41920272	ENSG00000127124.16	0
chr1	42145715	42145875	ENSG00000307448.1	0
chr1	42785059	42785174	ENSG00000274386.6	0
chr1	42957308	42957477	ENSG00000117394.24	0
chr1	43271875	43272314	ENSG00000179178.11	0
chr1	43304390	43304705	ENSG00000066056.15	0
chr1	43558382	43558913	ENSG00000142949.17	0
chr1	43996480	43996721	ENSG00000196517.13	0
chr1	44010732	44010864	ENSG00000196517.13	0
chr1	44016337	44017465	ENSG00000196517.13	0
chr1	44031779	44032166	ENSG00000230615.9	0
chr1	44103410	44103777	ENSG00000271647.1	0
chr1	44354166	44354534	ENSG00000117419.16	0
chr1	44416599	44417266	ENSG00000187147.19	0
chr1	44616600	44618264	ENSG00000187147.19	0
chr1	44645477	44645877	ENSG00000126106.14	0
chr1	44738214	44739090	ENSG00000142945.13	727
chr1	44820319	44820531	ENSG00000117425.15	0
chr1	44842556	44842730	ENSG00000117425.15	0
chr1	44889389	44890284	ENSG00000070785.17	0
chr1	45327451	45327603	ENSG00000186603.7	0
chr1	45963371	45964252	ENSG00000086015.23	0
chr1	46614681	46616155	ENSG00000142961.16	0
chr1	46617159	46617357	ENSG00000079277.22	315
chr1	47223897	47224112	ENSG00000162367.12	0
chr1	47435254	47436049	ENSG00000307814.1	539
chr1	47533961	47534435	ENSG00000227883.1	15760
chr1	47708039	47708859	ENSG00000227947.3	4009
chr1	48777781	48778036	ENSG00000186094.18	0
chr1	50024470	50024645	ENSG00000162374.18	0
chr1	50251313	50251749	ENSG00000284696.3	0
chr1	50951950	50952369	ENSG00000185104.21	0
chr1	51476375	51477289	ENSG00000085832.18	0
chr1	52633724	52633886	ENSG00000182183.15	0
chr1	53061391	53061665	ENSG00000174348.14	386
chr1	53091783	53092184	ENSG00000162383.13	0
chr1	53311757	53312017	ENSG00000157193.18	0
chr1	53524404	53525057	ENSG00000306552.1	0
chr1	53684960	53685757	ENSG00000174332.6	0
chr1	54122355	54122427	ENSG00000280425.3	0
chr1	54273096	54273525	ENSG00000157216.17	0
chr1	54390891	54390976	ENSG00000157216.17	0
chr1	54475906	54476653	ENSG00000304716.1	11801
chr1	54627890	54629447	ENSG00000230728.1	0
chr1	54725400	54728346	ENSG00000243725.7	0
chr1	54800516	54800698	ENSG00000006555.11	0
chr1	54805753	54806280	ENSG00000162398.12	0
chr1	54885946	54886066	ENSG00000116133.13	0
chr1	54911191	54911560	ENSG00000143001.7	0
chr1	54980134	54980282	ENSG00000284601.2	0
chr1	55040645	55041087	ENSG00000169174.13	0
chr1	55113132	55114104	ENSG00000162402.15	0
chr1	55295342	55296598	ENSG00000231090.2	0
chr1	56982294	56983840	ENSG00000236341.2	0
chr1	57091328	57092272	ENSG00000306020.1	0
chr1	58058312	58058669	ENSG00000173406.16	0
chr1	58584732	58585815	ENSG00000299892.1	0
chr1	58815169	58815641	ENSG00000234807.10	0
chr1	61053113	61053440	ENSG00000237928.7	0
chr1	61054495	61054870	ENSG00000237928.7	0
chr1	62318343	62318466	ENSG00000132854.19	0
chr1	62783390	62783498	ENSG00000125703.15	633
chr1	64195984	64197235	ENSG00000303693.1	0
chr1	64199113	64200375	ENSG00000303693.1	0
chr1	64374232	64375704	ENSG00000299211.1	0
chr1	64376711	64383443	ENSG00000299211.1	0
chr1	64504131	64506400	ENSG00000158966.16	0
chr1	65550124	65550949	ENSG00000116678.20	0
chr1	65664523	65665726	ENSG00000116678.20	22963
chr1	65667170	65669352	ENSG00000116678.20	25610
chr1	66753056	66753329	ENSG00000152760.10	0
chr1	68050661	68051861	ENSG00000162595.8	0
chr1	69881465	69882763	ENSG00000033122.21	0
chr1	71046473	71046802	ENSG00000050628.21	0
chr1	72311022	72311210	ENSG00000227016.5	0
chr1	72334743	72334842	ENSG00000227016.5	0
chr1	73429020	73429756	ENSG00000295376.1	0
chr1	75124642	75127567	ENSG00000303412.1	0
chr1	75390872	75392018	ENSG00000310335.1	0
chr1	75723147	75724022	ENSG00000297240.1	0
chr1	75796688	75797273	ENSG00000057468.7	0
chr1	76641879	76644772	ENSG00000272855.1	4539
chr1	76745318	76745970	ENSG00000295874.1	3207
chr1	77687777	77688055	ENSG00000036549.13	4357
chr1	80039150	80041061	ENSG00000285409.1	0
chr1	80222291	80223805	ENSG00000236407.1	59546
chr1	80937642	80938953	ENSG00000227937.1	141836
chr1	82495217	82497040	ENSG00000233290.5	0
chr1	83861048	83861397	ENSG00000303457.1	0
chr1	84297655	84297956	ENSG00000294213.1	0
chr1	84996449	84996562	ENSG00000153898.13	0
chr1	84998910	84999154	ENSG00000162643.13	0
chr1	86154753	86155036	ENSG00000171502.15	0
chr1	87101731	87102134	ENSG00000267561.2	0
chr1	87132531	87132588	ENSG00000267272.5	0
chr1	87147566	87148881	ENSG00000267272.5	0
chr1	87151459	87151733	ENSG00000267272.5	0
chr1	88991521	88991853	ENSG00000213516.10	0
chr1	88993642	88993975	ENSG00000307222.1	0
chr1	89030317	89031021	ENSG00000307222.1	0
chr1	89197769	89198936	ENSG00000284734.2	0
chr1	90356653	90358587	ENSG00000287372.2	19354
chr1	91546504	91547036	ENSG00000308390.1	0
chr1	92716847	92717568	ENSG00000067208.17	0
chr1	93168813	93169773	ENSG00000117500.13	0
chr1	93613869	93614054	ENSG00000137936.18	0
chr1	93912898	93913788	ENSG00000302751.1	0
chr1	95232696	95233398	ENSG00000226026.8	0
chr1	95470141	95474230	ENSG00000233907.1	506
chr1	98515371	98517399	ENSG00000280040.1	142988
chr1	100565491	100569135	ENSG00000230402.3	0
chr1	100945066	100948292	ENSG00000162695.13	0
chr1	101308338	101308887	ENSG00000303021.1	0
chr1	101914727	101915877	ENSG00000118733.17	0
chr1	102314248	102314813	ENSG00000233359.3	0
chr1	103152748	103154223	ENSG00000060718.22	43875
chr1	104086669	104088219	ENSG00000293061.2	0
chr1	104411888	104413889	ENSG00000293061.2	185209
chr1	104876792	104878554	ENSG00000308659.1	62128
chr1	105564929	105565925	ENSG00000230768.10	21649
chr1	106080662	106081269	ENSG00000230932.2	0
chr1	106240486	106241966	ENSG00000298939.1	0
chr1	108017814	108019830	ENSG00000230489.3	0
chr1	108182603	108182935	ENSG00000085491.17	0
chr1	108199049	108199564	ENSG00000085491.17	0
chr1	108715656	108716429	ENSG00000143107.10	0
chr1	108829612	108830005	ENSG00000162641.20	0
chr1	108875943	108876122	ENSG00000121957.15	0
chr1	109089634	109090249	ENSG00000273382.1	0
chr1	109113111	109113371	ENSG00000179902.13	0
chr1	109262839	109263540	ENSG00000143126.8	0
chr1	109268502	109268694	ENSG00000143126.8	0
chr1	109269113	109269438	ENSG00000143126.8	0
chr1	109274382	109274874	ENSG00000143126.8	0
chr1	109280737	109281764	ENSG00000134222.16	0
chr1	109625674	109625959	ENSG00000116337.20	0
chr1	109648553	109648821	ENSG00000235045.2	2548
chr1	109656688	109657033	ENSG00000168765.19	0
chr1	109711981	109712826	ENSG00000134201.12	0
chr1	110673090	110673411	ENSG00000177272.10	0
chr1	111040477	111042904	ENSG00000252760.1	0
chr1	111203627	111203736	ENSG00000064886.14	0
chr1	111288369	111289582	ENSG00000134216.19	1268
chr1	111355400	111358154	ENSG00000234020.1	0
chr1	112706191	112706619	ENSG00000271810.5	0
chr1	112742715	112743705	ENSG00000234790.1	4389
chr1	112854417	112855314	ENSG00000226419.10	0
chr1	114854753	114854978	ENSG00000198765.12	0
chr1	115148578	115149108	ENSG00000303558.1	581
chr1	115338613	115338827	ENSG00000134259.6	0
chr1	115478820	115479673	ENSG00000274468.1	0
chr1	115641228	115641604	ENSG00000173218.15	365
chr1	115687765	115689082	ENSG00000173218.15	0
chr1	116189011	116192003	ENSG00000235933.3	0
chr1	116534421	116535010	ENSG00000116815.16	0
chr1	116569994	116570130	ENSG00000116815.16	0
chr1	116908921	116909324	ENSG00000272715.2	0
