seqnames	start	end	h2_category	h2_unscaled	tissue	TargetGene_name	TargetGene	ABC.Score	distance
chrX	130120970	130121470	Non-heritable	0.0338553275313878	Caudate	ELF4	ENSG00000102034	0.092394	10180.5
chrX	130120970	130121470	Non-heritable	0.0338553275313878	Caudate	AIFM1	ENSG00000156709	0.030716	44990.5
chrX	130120970	130121470	Non-heritable	0.0338553275313878	Caudate	RAB33A	ENSG00000134594	0.028405	50752.5
chr1	1909408	1909780	Heritable	0.142491936747389	DLPFC	TMEM52	ENSG00000178821	0.097496	10125.5
chr1	1909408	1909780	Heritable	0.142491936747389	DLPFC	""	ENSG00000231050	0.090775	17676.5
chr1	1909408	1909780	Heritable	0.142491936747389	DLPFC	SLC35E2A	ENSG00000215790	0.059002	163148.5
chr1	1909408	1909780	Heritable	0.142491936747389	DLPFC	CDK11A	ENSG00000008128	0.037809	184823.5
chr1	1909408	1909780	Heritable	0.142491936747389	DLPFC	""	ENSG00000227775	0.037808	184635.5
chr1	1909408	1909780	Heritable	0.142491936747389	DLPFC	""	ENSG00000187730	0.026835	110150.5
chr1	1909408	1909780	Heritable	0.142491936747389	DLPFC	CFAP74	ENSG00000142609	0.025794	94689.5
chr2	10283395	10285932	Heritable	0.121685950996425	DLPFC	HPCAL1	ENSG00000115756	0.047297	17219.5
chr2	54708194	54708629	Heritable	0.143591906546505	DLPFC	EML6	ENSG00000214595	0.042881	14357.5
chr4	3285918	3286374	Non-heritable	0.0954041761233495	DLPFC	RGS12	ENSG00000159788	0.056628	6723.5
chr4	4852887	4853102	Heritable	0.131136498830327	DLPFC	MSX1	ENSG00000163132	0.050573	6460.5
chr4	140238017	140239828	Heritable	0.226366359897774	DLPFC	MAML3	ENSG00000196782	0.028679	84273.5
chr4	140238017	140239828	Heritable	0.226366359897774	DLPFC	SCOC	ENSG00000153130	0.025563	18828.5
chr5	140146495	140146641	Heritable	0.2919585133137	DLPFC	AC011379.2	ENSG00000254363	0.02044	11337.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	CD14	ENSG00000170458	0.108291	2424.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	TMCO6	ENSG00000113119	0.057039	8150.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	AC116353.1	ENSG00000240518	0.056701	22191.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	AC116353.5	ENSG00000283602	0.045005	36706.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	WDR55	ENSG00000120314	0.035542	33399.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	""	ENSG00000113141	0.02524	15781.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	HARS	ENSG00000170445	0.024709	60585.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	""	ENSG00000112855	0.024708	60149.5
chr5	140631134	140631869	Heritable	0.22512119095435	DLPFC	VTRNA1-1	ENSG00000199990	0.022214	79998.5
chr6	156720105	156720216	Heritable	0.147061968081513	DLPFC	ARID1B	ENSG00000049618	0.072345	57287.5
chr6	156720105	156720216	Heritable	0.147061968081513	DLPFC	""	ENSG00000271551	0.072344	58335.5
chr6	156720105	156720216	Heritable	0.147061968081513	DLPFC	AL162578.1	ENSG00000218596	0.029105	256207.5
chr6	156720105	156720216	Heritable	0.147061968081513	DLPFC	LDHAL6FP	ENSG00000217783	0.022031	580039.5
chr6	163398308	163399056	Heritable	0.143548240917064	DLPFC	CAHM	ENSG00000270419	0.029275	15034.5
chr6	163398308	163399056	Heritable	0.143548240917064	DLPFC	QKI	ENSG00000112531	0.029275	15074.5
chr6	170152592	170152828	Heritable	0.175800381804434	DLPFC	LINC01624	ENSG00000227508	0.029722	119967.5
chr7	1169807	1169926	Heritable	0.147870317033462	DLPFC	""	ENSG00000229043	0.022885	9647.5
chr7	1169807	1169926	Heritable	0.147870317033462	DLPFC	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	76304978	76305487	Heritable	0.22090228211944	DLPFC	HSPB1	ENSG00000106211	0.024026	2544.5
chr8	47735198	47736411	Non-heritable	0.0627907746349115	DLPFC	CEBPD	ENSG00000221869	0.2798	3680.5
chr8	47735198	47736411	Non-heritable	0.0627907746349115	DLPFC	AC024451.4	ENSG00000269924	0.060556	208008.5
chr8	47735198	47736411	Non-heritable	0.0627907746349115	DLPFC	PRKDC	ENSG00000253729	0.029391	224777.5
chr8	47735198	47736411	Non-heritable	0.0627907746349115	DLPFC	""	ENSG00000104738	0.029391	224779.5
chr8	47735198	47736411	Non-heritable	0.0627907746349115	DLPFC	UBE2V2	ENSG00000169139	0.023377	272994.5
chr10	71880588	71881067	Non-heritable	0.0568017087521112	DLPFC	PSAP	ENSG00000197746	0.033425	29787.5
chr11	8206242	8206554	Heritable	0.181891503072329	DLPFC	LMO1	ENSG00000166407	0.034822	61776.5
chr11	8206242	8206554	Heritable	0.181891503072329	DLPFC	RIC3	ENSG00000166405	0.031424	37884.5
chr11	8206242	8206554	Heritable	0.181891503072329	DLPFC	TUB	ENSG00000166402	0.023125	187695.5
chr12	32390895	32391529	Heritable	0.194730697238187	DLPFC	FGD4	ENSG00000139132	0.021176	8440.5
chr12	110079753	110080004	Heritable	0.189472962626595	DLPFC	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124727233	124727364	Heritable	0.13064206943727	DLPFC	NCOR2	ENSG00000196498	0.028728	159945.5
chr13	109739394	109740385	Heritable	0.399396621332988	DLPFC	LINC00676	ENSG00000234854	0.039526	12018.5
chr13	109739394	109740385	Heritable	0.399396621332988	DLPFC	IRS2	ENSG00000185950	0.025887	46267.5
chr13	113647869	113648243	Heritable	0.139256130970959	DLPFC	TFDP1	ENSG00000198176	0.025001	62970.5
chr14	35341681	35342590	Heritable	0.113062089887748	DLPFC	NFKBIA	ENSG00000100906	0.047015	62964.5
chr14	35341681	35342590	Heritable	0.113062089887748	DLPFC	""	ENSG00000100890	0.026082	219938.5
chr14	35341681	35342590	Heritable	0.113062089887748	DLPFC	PPP2R3C	ENSG00000092020	0.026082	219267.5
chr14	35341681	35342590	Heritable	0.113062089887748	DLPFC	""	ENSG00000129518	0.024811	802073.5
chr14	35341681	35342590	Heritable	0.113062089887748	DLPFC	RALGAPA1	ENSG00000174373	0.020778	467519.5
chr14	35341681	35342590	Heritable	0.113062089887748	DLPFC	MBIP	ENSG00000151332	0.020132	978891.5
chr14	74941759	74942036	Heritable	0.150523456294635	DLPFC	PGF	ENSG00000119630	0.038075	13808.5
chr14	74941759	74942036	Heritable	0.150523456294635	DLPFC	RPS6KL1	ENSG00000198208	0.035729	18579.5
chr14	75515433	75515603	Heritable	0.357568483231284	DLPFC	BATF	ENSG00000156127	0.049184	6646.5
chr15	79993499	79993970	Heritable	0.102709779855537	DLPFC	AC015871.5	ENSG00000279719	0.02762	3667.5
chr15	99454884	99455474	Heritable	0.102386288842292	DLPFC	""	ENSG00000259257	0.031928	117296.5
chr15	99454884	99455474	Heritable	0.102386288842292	DLPFC	AC015660.5	ENSG00000279846	0.027854	43221.5
chr15	99454884	99455474	Heritable	0.102386288842292	DLPFC	""	ENSG00000259921	0.023573	294013.5
chr15	101128058	101128829	Non-heritable	0.063351211490227	DLPFC	AC019254.1	ENSG00000259182	0.026577	40631.5
chr16	55371447	55371741	Heritable	0.132251911057381	DLPFC	MMP2	ENSG00000087245	0.028277	18426.5
chr21	39087485	39088003	Heritable	0.137742928628339	DLPFC	ETS2	ENSG00000157557	0.020239	282639.5
chr22	25419615	25420191	Heritable	0.208600499096796	DLPFC	LRP5L	ENSG00000100068	0.044838	14353.5
chr22	25419615	25420191	Heritable	0.208600499096796	DLPFC	CRYBB2P1	ENSG00000100058	0.020031	28374.5
chr2	27765989	27767276	Heritable	0.301516988270879	Hippocampus	MRPL33	ENSG00000243147	0.05761	5738.5
chr2	127176312	127176829	Heritable	0.111047899156395	Hippocampus	CYP27C1	ENSG00000186684	0.032778	43280.5
chr2	231190128	231190311	Heritable	0.232758475000332	Hippocampus	ARMC9	ENSG00000135931	0.101727	7571.5
chr2	231190128	231190311	Heritable	0.232758475000332	Hippocampus	HTR2B	ENSG00000135914	0.027722	65856.5
chr3	32577559	32577918	Heritable	0.124651788497438	Hippocampus	DYNC1LI1	ENSG00000144635	0.097322	7084.5
chr3	32577559	32577918	Heritable	0.124651788497438	Hippocampus	CMTM6	ENSG00000091317	0.026318	74550.5
chr3	105353733	105355249	Heritable	0.199135990578388	Hippocampus	ALCAM	ENSG00000170017	0.024284	13208.5
chr4	3285986	3286374	Heritable	0.154764213287682	Hippocampus	RGS12	ENSG00000159788	0.056628	6723.5
chr4	25970540	25971169	Heritable	0.281950585988976	Hippocampus	SMIM20	ENSG00000250317	0.021855	108592.5
chr4	25970540	25971169	Heritable	0.281950585988976	Hippocampus	SEL1L3	ENSG00000091490	0.021855	106662.5
chr4	123443637	123444526	Non-heritable	0.0967055900495364	Hippocampus	SPRY1	ENSG00000164056	0.072644	47600.5
chr4	123443637	123444526	Non-heritable	0.0967055900495364	Hippocampus	LINC01091	ENSG00000249464	0.02501	205871.5
chr5	10138594	10138804	Heritable	0.138343497050415	Hippocampus	FAM173B	ENSG00000150756	0.021523	111356.5
chr5	141514389	141514814	Heritable	0.153370281204	Hippocampus	PCDHGC5	ENSG00000240764	0.025747	24775.5
chr5	173866092	173867782	Heritable	0.132870714183756	Hippocampus	CPEB4	ENSG00000113742	0.059924	21668.5
chr5	173866092	173867782	Heritable	0.132870714183756	Hippocampus	BOD1	ENSG00000145919	0.040613	249951.5
chr6	18504201	18505240	Non-heritable	0.0981245536232667	Hippocampus	DEK	ENSG00000124795	0.026746	239338.5
chr6	32609937	32612724	Heritable	0.301543445801341	Hippocampus	HLA-DRB1	ENSG00000196126	0.052846	20149.5
chr6	32609937	32612724	Heritable	0.301543445801341	Hippocampus	HLA-DQA1	ENSG00000196735	0.032866	18181.5
chr6	32609937	32612724	Heritable	0.301543445801341	Hippocampus	HLA-DQB1	ENSG00000179344	0.021614	58385.5
chr7	1169684	1170352	Heritable	0.209156058872288	Hippocampus	""	ENSG00000229043	0.022885	9647.5
chr7	1169684	1170352	Heritable	0.209156058872288	Hippocampus	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	23230555	23231570	Non-heritable	0.0612198059882187	Hippocampus	GPNMB	ENSG00000136235	0.064181	5180.5
chr7	23230555	23231570	Non-heritable	0.0612198059882187	Hippocampus	AC005082.1	ENSG00000226816	0.02522	24999.5
chr7	76292452	76292692	Heritable	0.184771351928166	Hippocampus	HSPB1	ENSG00000106211	0.042742	10723.5
chr7	100451013	100451125	Non-heritable	0.0667693547830097	Hippocampus	""	ENSG00000240211	0.046014	14392.5
chr7	100451013	100451125	Non-heritable	0.0667693547830097	Hippocampus	PPP1R35	ENSG00000160813	0.046014	14031.5
chr7	100451013	100451125	Non-heritable	0.0667693547830097	Hippocampus	""	ENSG00000241357	0.046013	15339.5
chr7	100451013	100451125	Non-heritable	0.0667693547830097	Hippocampus	""	ENSG00000146834	0.028459	21806.5
chr7	100451013	100451125	Non-heritable	0.0667693547830097	Hippocampus	ZCWPW1	ENSG00000078487	0.028459	21604.5
chr7	100451013	100451125	Non-heritable	0.0667693547830097	Hippocampus	NYAP1	ENSG00000166924	0.023223	33330.5
chr8	11902887	11903183	Heritable	0.158055226614338	Hippocampus	AC025857.1	ENSG00000255144	0.114124	5556.5
chr9	73131745	73132545	Non-heritable	0.0697174126120199	Hippocampus	ANXA1	ENSG00000135046	0.148963	19293.5
chr9	73131745	73132545	Non-heritable	0.0697174126120199	Hippocampus	ALDH1A1	ENSG00000165092	0.106151	52021.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	PWWP2B	ENSG00000171813	0.090888	24471.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	INPP5A	ENSG00000068383	0.042611	116180.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	STK32C	ENSG00000165752	0.041669	89792.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	LRRC27	ENSG00000148814	0.041669	89485.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	BNIP3	ENSG00000176171	0.026197	439626.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	PPP2R2D	ENSG00000175470	0.024794	520995.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	AL162274.3	ENSG00000279982	0.024272	424901.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	CFAP46	ENSG00000171811	0.023191	521183.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	DPYSL4	ENSG00000151640	0.022274	234739.5
chr10	132421109	132421612	Heritable	0.162034179884259	Hippocampus	""	ENSG00000171798	0.020381	738807.5
chr12	110079753	110080056	Heritable	0.283167603110105	Hippocampus	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124726903	124727475	Heritable	0.11078704570927	Hippocampus	NCOR2	ENSG00000196498	0.028728	159945.5
chr14	75514953	75516250	Heritable	0.370044242208873	Hippocampus	BATF	ENSG00000156127	0.049184	6646.5
chr14	77641774	77641896	Heritable	0.144510524478018	Hippocampus	SPTLC2	ENSG00000100596	0.068285	24869.5
chr14	77641774	77641896	Heritable	0.144510524478018	Hippocampus	ALKBH1	ENSG00000100601	0.038245	66377.5
chr14	77641774	77641896	Heritable	0.144510524478018	Hippocampus	""	ENSG00000119705	0.038245	66428.5
chr14	77641774	77641896	Heritable	0.144510524478018	Hippocampus	""	ENSG00000151445	0.031003	183690.5
chr14	77641774	77641896	Heritable	0.144510524478018	Hippocampus	ADCK1	ENSG00000063761	0.021495	158440.5
chr14	77641774	77641896	Heritable	0.144510524478018	Hippocampus	ISM2	ENSG00000100593	0.021207	142792.5
chr15	28876281	28876548	Heritable	0.194717208007168	Hippocampus	APBA2	ENSG00000034053	0.031164	7988
chr15	31266434	31266720	Heritable	0.144921233478283	Hippocampus	LINC02352	ENSG00000259448	0.031091	50518.5
chr15	31266434	31266720	Heritable	0.144921233478283	Hippocampus	""	ENSG00000260128	0.022892	693800.5
chr15	101121108	101122340	Heritable	0.103120387969856	Hippocampus	AC019254.1	ENSG00000259182	0.026055	46723.5
chr18	11948069	11948155	Heritable	0.148132179329639	Hippocampus	IMPA2	ENSG00000141401	0.046284	33694.5
chr18	11948069	11948155	Heritable	0.148132179329639	Hippocampus	""	ENSG00000273141	0.034246	38618.5
chr18	11948069	11948155	Heritable	0.148132179329639	Hippocampus	MPPE1	ENSG00000154889	0.034246	38107.5
chr18	11948069	11948155	Heritable	0.148132179329639	Hippocampus	CHMP1B	ENSG00000255112	0.024643	95934.5
chr20	17895279	17895571	Heritable	0.191141940428812	Hippocampus	AL035045.1	ENSG00000233625	0.04627	7608.5
chr20	17895279	17895571	Heritable	0.191141940428812	Hippocampus	RRBP1	ENSG00000125844	0.028493	213473.5
chr21	18849776	18851911	Heritable	0.297807547878124	Hippocampus	PPIAP22	ENSG00000198618	0.029384	7172.5
chr22	45262100	45262630	Heritable	0.168713064558936	Hippocampus	KIAA0930	ENSG00000100364	0.021066	21624.5
chr2	19863356	19863658	Non-heritable	0.0616844670899022	Pooled	LINC00954	ENSG00000228784	0.054747	5296.5
chr2	27765973	27766621	Non-heritable	0.0620065293944835	Pooled	MRPL33	ENSG00000243147	0.05761	5738.5
chr2	119283915	119284248	Non-heritable	0.0970823345704956	Pooled	STEAP3-AS1	ENSG00000229867	0.059702	35106.5
chr2	119283915	119284248	Non-heritable	0.0970823345704956	Pooled	STEAP3	ENSG00000115107	0.046479	60346.5
chr2	119283915	119284248	Non-heritable	0.0970823345704956	Pooled	MARCO	ENSG00000019169	0.024781	342011.5
chr2	119283915	119284248	Non-heritable	0.0970823345704956	Pooled	TMEM37	ENSG00000171227	0.021282	145723.5
chr2	127176041	127176829	Heritable	0.307632913697673	Pooled	CYP27C1	ENSG00000186684	0.032778	43280.5
chr2	130825152	130825810	Non-heritable	0.0983900701887627	Pooled	ARHGEF4	ENSG00000136002	0.027702	11254.5
chr2	231189960	231190423	Heritable	0.143005580977068	Pooled	ARMC9	ENSG00000135931	0.101727	7571.5
chr2	231189960	231190423	Heritable	0.143005580977068	Pooled	HTR2B	ENSG00000135914	0.027722	65856.5
chr3	4986136	4986458	Non-heritable	0.0834896788349785	Pooled	BHLHE40	ENSG00000134107	0.03569	7859.5
chr3	4986136	4986458	Non-heritable	0.0834896788349785	Pooled	""	ENSG00000235831	0.03569	7014.5
