task_id	chrom	start	end	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	region
10031	16	83969336	83970075	1100	11	0.104846791259058	0.978314870886937	caudate
10032	16	83995738	83996104	1118	11	0.115252108511104	0.975669653536251	caudate
10033	16	84032595	84032857	1148	11	0.0656557461785071	0.962262025573901	caudate
10034	16	84040974	84041252	1155	11	0.0910777636571831	0.982046231419344	caudate
10035	16	84045261	84045421	1134	14	0.088742927496791	0.97837404970745	caudate
10036	16	84278561	84279430	1224	11	0.0926284070859955	0.982960989937173	caudate
10037	16	84313260	84313562	1227	11	0.105792474988702	0.98504227004125	caudate
10038	16	84406169	84406894	1288	11	0.0868308119896999	0.98435158248564	caudate
10039	16	84430216	84430564	1326	11	0.607646084483411	0.966630852118062	caudate
1004	1	244534408	244536677	801	11	0.659045088048888	0.904276652332573	caudate
10040	16	84468351	84469266	1331	11	0.346248372702277	0.967615651826372	caudate
10041	16	84482020	84482280	1311	16	0.1982077485364	0.960961110131648	caudate
10042	16	844906	845663	801	11	0.103818639488693	0.957137408299282	caudate
10043	16	84537640	84538319	1228	11	0.112206850216078	0.981472010864615	caudate
10044	16	84566833	84567211	1233	11	0.0941290332638118	0.968313968058455	caudate
10045	16	84584049	84584140	1226	20	0.0977777706952757	0.985054937062099	caudate
10046	16	84633781	84633950	1271	11	0.107398451862217	0.974382891608275	caudate
10047	16	84738031	84738458	1279	12	0.069136060438281	0.98135962836328	caudate
10048	16	84820686	84820991	1236	14	0.0819012359039143	0.97101913694566	caudate
10049	16	84891410	84892036	1277	11	0.100229142008951	0.957148322674688	caudate
1005	1	244729388	244729628	730	14	0.082525632528106	0.934890853701771	caudate
10050	16	84922900	84923153	1199	11	0.100591606894022	0.965231346061166	caudate
10051	16	85072759	85073179	1172	11	0.0637991384141189	0.974719183582969	caudate
10052	16	85088819	85088952	1163	14	0.0808286934735265	0.982760971714184	caudate
10053	16	85115693	85117000	1110	11	0.111956187610781	0.971780177687848	caudate
10054	16	85124143	85124325	1108	11	0.138685823947687	0.980169822441709	caudate
10055	16	85202398	85202831	1121	12	0.0500038621179496	0.967483228317133	caudate
10056	16	85213798	85214128	1110	11	0.0897199579309613	0.976065593865399	caudate
10057	16	85250281	85250391	1127	11	0.0610383129170937	0.95617662077954	caudate
10058	16	85283919	85284476	1123	12	0.0881164565761869	0.979085829000172	caudate
10059	16	852850	853493	810	14	0.132109930980072	0.968989223147215	caudate
1006	1	244788856	244789261	709	13	0.0944453697509737	0.948303511688664	caudate
10060	16	85286044	85286389	1125	11	0.0894915671723689	0.975306931033924	caudate
10061	16	85287226	85287534	1106	11	0.0927035272222993	0.97675579694845	caudate
10062	16	85290858	85291899	1122	11	0.0908081383286669	0.972964988916185	caudate
10063	16	85303348	85303501	1101	11	0.0940846976313414	0.966781949341668	caudate
10064	16	85310393	85311138	1105	11	0.0855332016601911	0.974385125131404	caudate
10065	16	85334983	85335438	1056	11	0.0995626343570901	0.9758131634911	caudate
10066	16	85371276	85371538	1057	11	0.0584324453900238	0.972161186952824	caudate
10067	16	85376274	85376558	1084	17	0.10335377344585	0.974708691578437	caudate
10068	16	85424468	85425554	1079	11	0.10430177283521	0.950903078315284	caudate
10069	16	85436600	85436810	1070	12	0.0924410095537716	0.97561735359068	caudate
1007	1	2449834	2450419	486	11	0.158795865653906	0.895543370664965	caudate
10070	16	85453162	85453518	1031	11	0.102473414916815	0.976585199388225	caudate
10071	16	85485074	85485750	1040	16	0.0844942394350629	0.973204889762667	caudate
10072	16	85525297	85525516	1100	16	0.0974723257699646	0.975978114170706	caudate
10073	16	85538147	85538574	1113	13	0.117557661429716	0.967157940140819	caudate
10074	16	85584077	85584498	1177	11	0.109830734475163	0.978530301615424	caudate
10075	16	85586334	85586579	1163	13	0.0865407591269294	0.980193737491653	caudate
10076	16	85593847	85594042	1162	11	0.065543984181775	0.977317759736376	caudate
10077	16	85639735	85640017	1207	11	0.112914088856314	0.979462750918423	caudate
10078	16	85641904	85642103	1206	11	0.105279735913706	0.964670487419651	caudate
10079	16	85650857	85651812	1182	15	0.107473914597362	0.983011339115284	caudate
1008	1	245099325	245099920	783	15	0.0877741026028405	0.958624401053783	caudate
10080	16	85653418	85653634	1182	11	0.0871383075568608	0.978916387362758	caudate
10081	16	85664723	85665079	1167	11	0.10095559411499	0.977920816939225	caudate
10082	16	85709457	85709795	1197	11	0.112442014004667	0.956425369610173	caudate
10083	16	85963883	85964063	1239	14	0.096080010051458	0.985811964972696	caudate
10084	16	85986916	85987577	1209	11	0.0847799109071006	0.975712198188031	caudate
10085	16	86029204	86029810	1191	11	0.0663698780106009	0.978696665983752	caudate
10086	16	86285296	86285982	1259	11	0.178137263232689	0.967332612051456	caudate
10087	16	86322512	86322887	1286	11	0.0958995911780804	0.986313563009755	caudate
10088	16	86444443	86444595	1286	11	0.0881645818057433	0.962995792933407	caudate
10089	16	86494097	86495106	1281	12	0.103067881397973	0.975390071055276	caudate
1009	1	245157482	245157579	847	21	0.0849801119200735	0.908326482592609	caudate
10090	16	86530918	86531572	1264	11	0.0673358076189026	0.979123867120343	caudate
10091	16	86533337	86534794	1256	11	0.102690432535557	0.975421688295104	caudate
10092	16	86761721	86762112	1134	11	0.178346884967816	0.945113641206647	caudate
10093	16	867740	868032	812	12	0.0933513403721394	0.938992781038921	caudate
10094	16	86783736	86783969	1121	11	0.0916468263676572	0.97645289384341	caudate
10095	16	86791627	86792456	1138	11	0.117577869098803	0.959521105344736	caudate
10096	16	86806887	86807232	1123	12	0.081099213298524	0.96301900530445	caudate
10097	16	86935105	86935533	984	11	0.0883384847537109	0.966036479090736	caudate
10098	16	86942572	86942940	985	11	0.050689467632566	0.961077900618824	caudate
10099	16	86989421	86989814	911	11	0.0411759424845313	0.900294836351139	caudate
101	X	132218643	132218827	128	15	0.0497201590058901	0.463510856955773	caudate
1010	1	2452595	2452984	490	13	0.110535929007297	0.90887417925535	caudate
10100	16	87053229	87053377	914	11	0.10578178337743	0.959742244892585	caudate
10101	16	87132686	87132958	898	11	0.0571082681633894	0.966091322320943	caudate
10102	16	87216436	87217098	902	11	0.0458716918861491	0.959654460945043	caudate
10103	16	87333025	87333434	873	11	0.0513799031186242	0.953474451849212	caudate
10104	16	87334378	87334785	868	12	0.079072966778574	0.959395695766699	caudate
10105	16	8734445	8734692	813	11	0.0505971762017386	0.947876290190527	caudate
10106	16	87370179	87370543	852	14	0.099162280936875	0.956481137347863	caudate
10107	16	87435561	87435891	878	12	0.116979933447012	0.933103842849861	caudate
10108	16	87518934	87519173	820	13	0.097754444180862	0.955726577496076	caudate
10109	16	87550444	87550609	796	11	0.0662105194326403	0.946535543592204	caudate
1011	1	245363744	245363994	881	11	0.0542920707510064	0.947416653176714	caudate
10110	16	876024	876514	800	16	0.0697841381326019	0.939983632488561	caudate
10111	16	87648279	87648536	774	15	0.0924410238941027	0.823377423243322	caudate
10112	16	87684207	87684397	755	16	0.0843947575714322	0.943276535198501	caudate
10113	16	87694980	87695183	763	14	0.0995772269437395	0.946530108514483	caudate
10114	16	87704846	87705947	770	16	0.0882665147677774	0.926065566589561	caudate
10115	16	87722564	87723008	770	13	0.0996647283225589	0.942859651130171	caudate
10116	16	87725875	87726202	762	11	0.0808688946565258	0.935930803874734	caudate
10117	16	87740753	87741227	739	11	0.103848353462323	0.93434568862264	caudate
10118	16	87779396	87779518	785	14	0.0847106236661797	0.948549080001269	caudate
10119	16	87791510	87791728	772	13	0.0742745204564161	0.952176023310064	caudate
1012	1	245589708	245590408	864	11	0.0821762288520081	0.95302309754746	caudate
10120	16	87844424	87844600	790	11	0.194995484930993	0.891848015556438	caudate
10121	16	87874545	87875149	770	11	0.248609135591684	0.915168789384073	caudate
10122	16	87911202	87911588	813	11	0.0785269620561639	0.953285512139737	caudate
10123	16	87931795	87931904	819	14	0.104112217192136	0.957762516181472	caudate
10124	16	87950395	87950537	852	11	0.0658141382855827	0.951709662536645	caudate
10125	16	88007518	88007916	872	11	0.0812464864834218	0.96118586034125	caudate
10126	16	88019316	88019947	847	11	0.080982816336308	0.944010880541304	caudate
10127	16	88063511	88063729	890	19	0.111725277551703	0.960563382981537	caudate
10128	16	88078270	88078718	901	11	0.0797805488248252	0.956595150643607	caudate
10129	16	88091994	88092097	882	12	0.102254281527896	0.968140889309506	caudate
1013	1	245652647	245653455	813	11	0.431225415749378	0.905022082782653	caudate
10130	16	88093716	88094078	885	12	0.0771734104023101	0.964359488326517	caudate
10131	16	88101893	88102033	856	11	0.100177077702331	0.959096970950766	caudate
10132	16	88116470	88116745	855	11	0.0957789292439437	0.950208500253259	caudate
10133	16	88136409	88136713	840	11	0.105358796934805	0.970059535725997	caudate
10134	16	88145687	88146241	853	11	0.0817177263858807	0.953145906740584	caudate
10135	16	88152442	88152587	847	11	0.0238817355879119	0.94340811097781	caudate
10136	16	88159349	88159809	852	19	0.0720238152315999	0.953390677365771	caudate
10137	16	88186584	88186741	844	11	0.112752136204121	0.955536821790722	caudate
10138	16	88233104	88233266	858	11	0.111935338948964	0.969400581454907	caudate
10139	16	88258677	88259748	892	11	0.0907161616859531	0.963854623056587	caudate
1014	1	245687619	245688640	796	11	0.0876152011844034	0.948883971288825	caudate
10140	16	88264964	88265092	903	11	0.0879084227384837	0.964296904296623	caudate
10141	16	88267364	88267553	909	11	0.0596283451141325	0.947320179804978	caudate
10142	16	88332161	88332470	865	15	0.0994425410740941	0.960540795227062	caudate
10143	16	88357669	88357972	852	13	0.101467238191906	0.964500183072451	caudate
10144	16	88367742	88368103	853	11	0.067772031805862	0.938594537224123	caudate
10145	16	88374691	88374891	861	11	0.100846766989305	0.962696986081609	caudate
10146	16	88375788	88375930	849	11	0.0741020937365002	0.950389763735044	caudate
10147	16	88376515	88376759	848	11	0.10454566418456	0.963541182278888	caudate
10148	16	88377263	88377387	821	11	0.0920284315029519	0.954057480942124	caudate
10149	16	88387516	88387739	833	15	0.0408720629167489	0.943858920338909	caudate
1015	1	2459262	2460142	479	11	0.120394950935943	0.910476964802942	caudate
10150	16	88388185	88389416	835	16	0.11667540542663	0.952558311304774	caudate
10151	16	88406664	88406863	854	15	0.0589953856652391	0.895457857282926	caudate
10152	16	88430885	88430965	791	11	0.0677649003187226	0.955274890204564	caudate
10153	16	88468880	88469100	784	11	0.100259325579401	0.950184887824912	caudate
10154	16	88480838	88481208	811	16	0.116172570602826	0.949944068564829	caudate
10155	16	88514865	88514974	829	11	0.0988334742906681	0.955661623122449	caudate
10156	16	88541294	88541692	809	15	0.0737332048282077	0.934225143748492	caudate
10157	16	88559102	88559317	847	11	0.0827155700479017	0.930072907505203	caudate
10158	16	88593289	88593774	830	11	0.0626481849447409	0.913261534150596	caudate
10159	16	886062	887465	804	11	0.083275408706921	0.916308582998554	caudate
1016	1	246008359	246008744	618	11	0.0569083995047544	0.891512614849294	caudate
10160	16	88611095	88611530	813	15	0.0529696159796157	0.956326419606918	caudate
10161	16	88650419	88650560	797	15	0.13121979152929	0.952609378583586	caudate
10162	16	8866205	8866413	722	11	0.0718314910596542	0.940535100522542	caudate
10163	16	88678089	88678782	780	11	0.166410964164132	0.918145569545033	caudate
10164	16	88718875	88719587	775	11	0.0837852936042132	0.942455375057374	caudate
10165	16	88730809	88731403	759	16	0.332907048957816	0.920374368565258	caudate
10166	16	88746274	88746931	765	11	0.10865767941356	0.924362293788134	caudate
10167	16	88755167	88755826	776	11	0.187622561290722	0.929760689199336	caudate
10168	16	88802327	88802478	751	11	0.0606851962926287	0.929072314411781	caudate
10169	16	8880842	8881032	729	20	0.0940800251431586	0.960120732833927	caudate
1017	1	246504540	246505473	464	15	0.504194065105321	0.848954351957297	caudate
10170	16	88828848	88829313	763	11	0.0940475009857319	0.929480435353502	caudate
10171	16	88881106	88881790	744	11	0.0614165075663184	0.917488174615716	caudate
10172	16	88920937	88921471	686	11	0.0705215811185028	0.911865534633702	caudate
10173	16	88924991	88925835	710	13	0.207475504789228	0.908148540210486	caudate
10174	16	88936758	88936885	678	11	0.0941557574819287	0.936036760208527	caudate
10175	16	88939447	88939838	679	11	0.0829662443465893	0.931401960859455	caudate
10176	16	88956725	88957070	690	11	0.106645457144511	0.928076807741784	caudate
10177	16	88989670	88989951	667	11	0.0737159298666387	0.898455365728851	caudate
10178	16	89079864	89080439	626	11	0.0881419292951611	0.919569558565488	caudate
10179	16	89118496	89118676	636	11	0.112746955684334	0.923851480107392	caudate
1018	1	246696545	246696895	486	11	0.149683054949508	0.848983385985276	caudate
10180	16	89230057	89230800	603	11	0.0498512699892922	0.906259790155298	caudate
10181	16	89261708	89262034	561	11	0.0805800950748623	0.883525903122484	caudate
10182	16	89330465	89330572	513	11	0.0812172824854424	0.889327763016862	caudate
10183	16	89506904	89507127	458	11	0.0928697707952363	0.862988793814645	caudate
10184	16	89536860	89537570	472	11	0.0634820171073988	0.855607523093531	caudate
10185	16	89556743	89556979	473	11	0.0841730895767285	0.83495096339526	caudate
10186	16	896343	896921	773	13	0.0481002920482234	0.911732169084214	caudate
10187	16	89640660	89641752	444	11	0.669984537793239	0.859311546569573	caudate
10188	16	89697383	89697599	416	19	0.0529886029710651	0.772796636418437	caudate
10189	16	89723369	89723665	451	11	0.0787103594342624	0.846261337544612	caudate
1019	1	247007227	247007287	607	11	0.0947782392397238	0.894088653489595	caudate
10190	16	89745879	89746061	434	11	0.0999365907913503	0.843103840849293	caudate
10191	16	89817207	89817382	378	11	0.0808903703590485	0.836238368451573	caudate
10192	16	89837765	89837961	374	11	0.131793165364222	0.780002396931435	caudate
10193	16	89902928	89903281	367	13	0.285339838017826	0.784153047437676	caudate
10194	16	89915949	89916185	352	12	0.106882504214965	0.817877244337521	caudate
10195	16	89949822	89950196	356	11	0.0848895980622707	0.784890011948977	caudate
10196	16	89971793	89972164	343	11	0.396575139481793	0.755985957238114	caudate
10197	16	90011063	90011555	317	13	0.444307096182643	0.824380573164092	caudate
10198	16	90077236	90078380	288	11	0.171911164252055	0.813802667924973	caudate
10199	16	90082304	90082812	278	13	0.105746560096547	0.726135124340525	caudate
102	X	132408893	132409682	132	11	0.0115939294822423	0.417903266276717	caudate
1020	1	247112433	247112537	603	13	0.171453933511934	0.935727545637634	caudate
10200	16	90106111	90106806	268	11	0.0847348023281499	0.743452986423581	caudate
10201	16	9013661	9013985	696	11	0.103388429621605	0.914590634829555	caudate
10202	16	902056	902645	768	11	0.103401193940738	0.965266739478197	caudate
10203	16	907994	908082	772	11	0.126364134662389	0.955134444254418	caudate
10204	16	912412	913519	767	16	0.086607156436595	0.958457644449496	caudate
10205	16	9154624	9155019	690	14	0.0997363938069756	0.873978434256421	caudate
10207	16	920501	921444	759	11	0.155781167179475	0.963408203440459	caudate
10208	16	937081	938598	768	15	0.258193376376121	0.894336575123863	caudate
10209	16	940768	941380	778	11	0.604371562253039	0.900172583222189	caudate
1021	1	247127298	247128072	623	11	0.283475869644866	0.877316691832597	caudate
10210	16	947964	949395	791	13	0.140255697357876	0.924383855670791	caudate
10211	16	950657	951147	781	11	0.106999886186059	0.915625982887059	caudate
10212	16	952478	952715	783	11	0.109372483512156	0.933624869460007	caudate
10213	16	965097	965326	796	11	0.034643663101737	0.896225183654014	caudate
10214	16	972313	972633	792	11	0.0691908888124689	0.94194907515274	caudate
10215	16	975010	975170	798	12	0.108237080908256	0.942146105201029	caudate
10216	16	978406	978582	786	11	0.0697114887827007	0.910647506451799	caudate
10217	16	978997	980001	794	11	0.0736203659946966	0.951016211767331	caudate
10218	16	983868	985568	829	11	0.0794028373844213	0.952615685573462	caudate
10219	16	988171	988920	821	15	0.125327251963339	0.906185847892951	caudate
1022	1	247373666	247374147	562	11	0.0779449204018673	0.852748921589725	caudate
10220	16	990578	991420	804	11	0.0717799050133402	0.954370020364035	caudate
10221	16	992173	992255	820	11	0.129494594943491	0.96107889791404	caudate
10222	16	997377	998109	816	15	0.0592509751121995	0.955157988539268	caudate
10223	17	10115746	10116048	722	13	0.0924760948569033	0.955145501426925	caudate
10224	17	10123704	10124575	756	14	0.131085527055926	0.961309984656088	caudate
10225	17	1038932	1039175	912	11	0.0549157693291883	0.865241984544605	caudate
10226	17	1061207	1061356	888	15	0.102682991325487	0.968141602729846	caudate
10227	17	11247140	11247412	708	11	0.133056735221633	0.959667134547579	caudate
10228	17	1216871	1217237	998	11	0.068604812486092	0.96668754557419	caudate
10229	17	1220721	1220988	1015	18	0.129610227156865	0.977066856127554	caudate
1023	1	247518036	247518614	573	12	0.333496718323451	0.857870644669462	caudate
10230	17	1253929	1253988	996	11	0.097913106036471	0.973765181893524	caudate
10231	17	1271579	1271869	1025	11	0.061447802187203	0.965511695578919	caudate
10232	17	1284306	1284380	1044	11	0.0824871142698996	0.97069620550924	caudate
10233	17	12987118	12987758	744	11	0.0857958955764282	0.941146376212506	caudate
10234	17	13974049	13974387	785	11	0.0654867341351129	0.964640557046112	caudate
10235	17	14015353	14015925	780	11	0.064905277355647	0.943003368761247	caudate
10236	17	1469155	1469559	877	11	0.384999283879693	0.925796544893749	caudate
10237	17	15490750	15491633	563	11	0.177089061851767	0.906333865520497	caudate
10238	17	15750170	15750383	408	11	0.120775328460409	0.86699125984859	caudate
10239	17	15768837	15769065	387	11	0.0593550462632341	0.8460526358138	caudate
1024	1	247530658	247531185	573	17	0.0839883856542058	0.883994902001923	caudate
10240	17	1640343	1640818	749	16	0.066402856406401	0.91404074695413	caudate
10241	17	1648259	1648463	746	11	0.135043521617553	0.912069314003623	caudate
10242	17	16485671	16485732	330	15	0.107958865152308	0.773467245521691	caudate
10243	17	16516823	16517356	357	14	0.105760042677967	0.81805826185045	caudate
10244	17	16683089	16683850	372	11	0.069831107921828	0.820480720898019	caudate
10245	17	16745932	16746372	380	12	0.236544908972962	0.833579262495362	caudate
10246	17	16816895	16817468	392	12	0.259104617649036	0.770455175565516	caudate
10247	17	16878216	16878880	433	11	0.487356447278995	0.849366462157099	caudate
10248	17	16947731	16947958	467	11	0.186323462348612	0.847181246404963	caudate
10249	17	17021133	17021882	444	11	0.0633004169481146	0.855104299681223	caudate
1025	1	247639310	247639874	556	14	0.0924645424047775	0.847859658901855	caudate
10250	17	17205369	17207137	439	11	0.0688336761770883	0.797496510881813	caudate
10251	17	17379642	17379919	453	11	0.0475855593325129	0.804121734063183	caudate
10252	17	17385510	17385815	463	12	0.0440856625140731	0.810319400225094	caudate
10253	17	17506999	17507187	371	11	0.131251104591347	0.837758866220507	caudate
10254	17	17536126	17536227	343	12	0.0461420179028849	0.705862509989987	caudate
10255	17	1763147	1763320	616	11	0.084711946414611	0.938442300615113	caudate
10256	17	17699908	17700435	370	11	0.049208003941072	0.733147301931583	caudate
10257	17	17700936	17701089	374	11	0.0545746694299545	0.732926339385253	caudate
10258	17	17725324	17726189	363	12	0.0435310234816509	0.764481139651923	caudate
10259	17	17751798	17752010	375	13	0.0523577668295917	0.738920448698235	caudate
1026	1	247783420	247785859	544	11	0.668319019072263	0.888866878783471	caudate
10260	17	17792282	17792378	355	15	0.0420563368694925	0.724942407208726	caudate
10261	17	17801755	17802084	363	11	0.0292349365583587	0.713861821655413	caudate
10262	17	17809084	17809213	346	11	0.0403413110088807	0.733223943278496	caudate
10263	17	17810120	17810579	352	12	0.0645342865931504	0.819746877585755	caudate
10264	17	17831391	17831712	338	11	0.0358154505960253	0.60857587829984	caudate
10265	17	17900737	17901182	278	11	0.0473271450895416	0.729664337159317	caudate
10266	17	18226828	18227132	198	15	0.0546107021284679	0.600866433007491	caudate
10267	17	18230665	18231362	202	16	0.0842824813874433	0.66334828534763	caudate
10268	17	18247616	18247979	205	13	0.0529919645460183	0.614445701459159	caudate
10269	17	18382963	18383182	199	14	0.152757096923032	0.702203263905012	caudate
1027	1	247802763	247804201	534	11	0.445226424477641	0.886072237925878	caudate
10270	17	1880594	1881078	565	12	0.0315581885671809	0.888691837774946	caudate
10271	17	1920626	1920939	561	11	0.112098989211725	0.929028819457366	caudate
10272	17	19344032	19344592	260	16	0.0675382511288162	0.714615777341262	caudate
10273	17	1935036	1935184	578	11	0.0920938614497143	0.903238284215094	caudate
10274	17	19384469	19385414	259	12	0.160698469660033	0.713566913413608	caudate
10275	17	19506403	19507090	221	11	0.277722686781271	0.815442544370643	caudate
10276	17	19526113	19526668	203	15	0.105152129496436	0.730948600535213	caudate
10277	17	19579317	19579534	215	11	0.0931103816958405	0.720264279866067	caudate
10278	17	1960355	1960657	573	11	0.149262938188763	0.913267795202621	caudate
10279	17	19724422	19725047	215	11	0.0710515791786368	0.726185371382811	caudate
1028	1	247936918	247938282	458	13	0.137731925915789	0.773471563458148	caudate
10280	17	19762306	19762788	226	13	0.0934277854833858	0.686878871171542	caudate
10281	17	1999501	1999832	546	14	0.162983210181931	0.929484964877223	caudate
10282	17	20116383	20117178	192	11	0.0438589746183974	0.592829591766127	caudate
10283	17	20530918	20531357	264	11	0.221224137182366	0.807418510140501	caudate
10284	17	2056905	2058073	572	20	0.155553706158365	0.932256006724164	caudate
10285	17	20708064	20708418	291	14	0.208882909159217	0.747883392802621	caudate
10287	17	20784168	20784587	324	11	0.0372156455283991	0.77874703359238	caudate
10288	17	20841330	20841406	320	11	0.0985344880616303	0.802009419594036	caudate
10289	17	20896095	20896584	355	12	0.0658789412157058	0.805943366006933	caudate
1029	1	247971269	247973978	414	11	0.52373160638213	0.820020548186115	caudate
10290	17	20992798	20993429	375	11	0.0884468999065683	0.834659966400616	caudate
10291	17	20999408	20999975	377	12	0.0685862813004662	0.822402151940216	caudate
10292	17	21007683	21008023	361	11	0.0386144818500861	0.74322598355325	caudate
10293	17	21573538	21574824	237	11	0.07057903068898	0.658680662629359	caudate
10294	17	21678593	21679073	232	11	0.0808540925377664	0.699620018062192	caudate
10295	17	21683070	21683205	235	11	0.105129050412262	0.709622568163454	caudate
10296	17	21842738	21842946	203	14	0.0353957638415106	0.486544058747379	caudate
10299	17	2382705	2383445	560	11	0.126595536743947	0.907968434072694	caudate
103	X	132488721	132490459	127	11	0.0612057244769184	0.540594762648318	caudate
10300	17	2396661	2397313	561	12	0.0673694709622681	0.891141761582396	caudate
10302	17	26843530	26844329	73	11	0.59341085435501	0.815935638720676	caudate
10303	17	2689277	2690516	663	11	0.105231399140313	0.910096815763007	caudate
10304	17	2707706	2708176	663	11	0.0595242653322645	0.917750916734276	caudate
10305	17	2723689	2723833	683	18	0.103000404878998	0.923121723739518	caudate
10306	17	2724736	2725138	653	13	0.0663037718041249	0.934977191211548	caudate
10307	17	27535936	27536211	283	11	0.033005061525211	0.770023779083724	caudate
10308	17	2867866	2868073	657	11	0.121802052936995	0.937777971249829	caudate
10309	17	28716843	28716967	248	11	0.0927634147381754	0.758851648136018	caudate
10310	17	29083080	29083531	201	13	0.442802085505597	0.803302231181697	caudate
10311	17	2924265	2924460	630	11	0.0834795157553445	0.910060304566708	caudate
10312	17	29533935	29534354	174	14	0.0970935717655821	0.666849619017903	caudate
10313	17	29582952	29583163	166	11	0.0522688221215582	0.5596918006814	caudate
10314	17	2982869	2983081	601	11	0.0676371473653917	0.924604695435638	caudate
10316	17	30340921	30341505	161	11	0.127514288849182	0.625589353379338	caudate
10318	17	30711106	30711443	198	11	0.0284527839183205	0.551999883754421	caudate
10319	17	30736509	30736707	184	11	0.0862412386347277	0.636320962246481	caudate
10320	17	30970096	30970360	206	11	0.371050788938385	0.78950434296172	caudate
10322	17	31416640	31417657	435	11	0.0865225077531315	0.838338706948904	caudate
10323	17	31446186	31446746	434	14	0.0770086031006141	0.872772856877218	caudate
10324	17	31471710	31472116	422	11	0.0514848104261187	0.764569548619038	caudate
10325	17	31522367	31522686	416	11	0.0841840301235861	0.864335951912883	caudate
10326	17	3176273	3176955	706	16	0.551744393804682	0.895329577426062	caudate
10327	17	31917031	31917390	445	11	0.0917199937266361	0.850760548285157	caudate
10328	17	32072957	32073057	427	14	0.080007505110203	0.859049486143478	caudate
10329	17	32079915	32080303	436	11	0.0860433450967721	0.85862264755096	caudate
10330	17	32267352	32268286	344	11	0.0441905122713429	0.723991667810662	caudate
10331	17	32286236	32286775	315	15	0.063910978401496	0.828372256890495	caudate
10332	17	32495706	32496021	348	11	0.218207428714208	0.809682718378428	caudate
10333	17	32822628	32823317	480	11	0.136118049764471	0.899066121997495	caudate
10334	17	32929283	32929630	548	19	0.0725504534409221	0.903366217991393	caudate
10337	17	34626050	34626570	534	11	0.0841743452323338	0.915529412926463	caudate
10338	17	34637835	34638004	520	12	0.0789580593006377	0.926147607985132	caudate
10339	17	34852083	34852320	491	11	0.0623071507765587	0.881085858035146	caudate
10340	17	3529554	3530511	628	11	0.238382256422239	0.864560206048574	caudate
10341	17	3531418	3532142	625	11	0.137238972634153	0.954329666555406	caudate
10342	17	35432242	35432946	346	11	0.246996443367634	0.84561492074093	caudate
10343	17	35433168	35433619	339	13	0.0981634430161561	0.81456035849481	caudate
