task_id	chrom	start	end	iteration	h2_incremental	region
10000	7	3682301	3682523	5	3.94060640611137e-07	Caudate
10000	7	3682301	3682523	6	0.00103469407098056	Caudate
10000	7	3682301	3682523	7	2.97031329937736e-05	Caudate
10000	7	3682301	3682523	8	0.0018006149094083	Caudate
10000	7	3682301	3682523	9	0	Caudate
10000	7	3682301	3682523	10	0	Caudate
10000	7	3682301	3682523	11	0	Caudate
10000	7	3682301	3682523	12	0	Caudate
10000	7	3682301	3682523	13	0	Caudate
10001	7	3722259	3722769	1	0.289083820439365	Caudate
10001	7	3722259	3722769	2	0	Caudate
10001	7	3722259	3722769	3	0.00518518074494021	Caudate
10001	7	3722259	3722769	4	6.19777500837248e-07	Caudate
10001	7	3722259	3722769	5	0	Caudate
10001	7	3722259	3722769	6	0	Caudate
10001	7	3722259	3722769	7	1.50051131515424e-06	Caudate
10001	7	3722259	3722769	8	0	Caudate
10001	7	3722259	3722769	9	3.23732483171867e-05	Caudate
10001	7	3722259	3722769	10	0.00016937016355619	Caudate
10001	7	3722259	3722769	11	0	Caudate
10002	7	4005982	4006932	1	0.358172736633658	Caudate
10002	7	4005982	4006932	2	5.91558257846872e-06	Caudate
10002	7	4005982	4006932	3	1.56085371013668e-05	Caudate
10002	7	4005982	4006932	4	0.00255448486153203	Caudate
10002	7	4005982	4006932	5	0	Caudate
10002	7	4005982	4006932	6	0	Caudate
10002	7	4005982	4006932	7	0.00154085987569523	Caudate
10002	7	4005982	4006932	8	0	Caudate
10002	7	4005982	4006932	9	0	Caudate
10002	7	4005982	4006932	10	2.00190827571748e-06	Caudate
10002	7	4005982	4006932	11	5.043735964735e-06	Caudate
10002	7	4005982	4006932	12	0	Caudate
10003	7	4017467	4018433	1	0.727443470905417	Caudate
10003	7	4017467	4018433	2	0.00015950776147874	Caudate
10003	7	4017467	4018433	3	5.56074404664768e-05	Caudate
10003	7	4017467	4018433	4	0.00028928926922722	Caudate
10003	7	4017467	4018433	5	0.00095147909325523	Caudate
10003	7	4017467	4018433	6	0	Caudate
10003	7	4017467	4018433	7	1.43349068871047e-06	Caudate
10003	7	4017467	4018433	8	0	Caudate
10003	7	4017467	4018433	9	9.40712374190438e-05	Caudate
10003	7	4017467	4018433	10	0	Caudate
10003	7	4017467	4018433	11	0	Caudate
10004	7	4080019	4080294	1	0.367145651640618	Caudate
10004	7	4080019	4080294	2	0	Caudate
10004	7	4080019	4080294	3	4.54847672162839e-07	Caudate
10004	7	4080019	4080294	4	2.06395303056112e-06	Caudate
10004	7	4080019	4080294	5	0	Caudate
10004	7	4080019	4080294	6	4.65302623809611e-07	Caudate
10004	7	4080019	4080294	7	4.97680851370508e-08	Caudate
10004	7	4080019	4080294	8	0	Caudate
10004	7	4080019	4080294	9	0	Caudate
10004	7	4080019	4080294	10	0	Caudate
10004	7	4080019	4080294	11	1.5453754797608e-07	Caudate
10005	7	4190337	4190725	1	0.0931186826037268	Caudate
10005	7	4190337	4190725	2	0.00397673879759793	Caudate
10005	7	4190337	4190725	3	0.00066626049234993	Caudate
10005	7	4190337	4190725	4	0	Caudate
10005	7	4190337	4190725	5	0.00029111666795605	Caudate
10005	7	4190337	4190725	6	4.12663800439829e-06	Caudate
10005	7	4190337	4190725	7	5.17853229913508e-05	Caudate
10005	7	4190337	4190725	8	0.00862545055378388	Caudate
10005	7	4190337	4190725	9	7.24908064181346e-07	Caudate
10005	7	4190337	4190725	10	0	Caudate
10005	7	4190337	4190725	11	8.47725962613873e-06	Caudate
10005	7	4190337	4190725	12	0	Caudate
10005	7	4190337	4190725	13	0	Caudate
10006	7	4204329	4205201	1	0.705908863741839	Caudate
10006	7	4204329	4205201	2	0.00015135383396308	Caudate
10006	7	4204329	4205201	3	9.38097675525862e-05	Caudate
10006	7	4204329	4205201	4	3.29047288473302e-07	Caudate
10006	7	4204329	4205201	5	0	Caudate
10006	7	4204329	4205201	6	4.89909083401197e-07	Caudate
10006	7	4204329	4205201	7	0	Caudate
10006	7	4204329	4205201	8	3.22974008610296e-06	Caudate
10006	7	4204329	4205201	9	0	Caudate
10006	7	4204329	4205201	10	0.00018557296752155	Caudate
10006	7	4204329	4205201	11	1.27747433415571e-07	Caudate
10007	7	4215994	4216204	1	0.274738027471039	Caudate
10007	7	4215994	4216204	2	0.00026466987619216	Caudate
10007	7	4215994	4216204	3	0	Caudate
10007	7	4215994	4216204	4	7.65696698876482e-05	Caudate
10007	7	4215994	4216204	5	1.01783577845467e-05	Caudate
10007	7	4215994	4216204	6	1.12325733191733e-06	Caudate
10007	7	4215994	4216204	7	3.27974361700454e-07	Caudate
10007	7	4215994	4216204	8	0.00038699850010971	Caudate
10007	7	4215994	4216204	9	6.18794688862112e-07	Caudate
10007	7	4215994	4216204	10	0	Caudate
10007	7	4215994	4216204	11	1.7081239416495e-06	Caudate
10007	7	4215994	4216204	12	1.96759412960072e-06	Caudate
10007	7	4215994	4216204	13	4.02760966397066e-05	Caudate
10008	7	4265149	4265429	1	0.0976066249899274	Caudate
10008	7	4265149	4265429	2	1.23572549917862e-06	Caudate
10008	7	4265149	4265429	3	0.00013693494162022	Caudate
10008	7	4265149	4265429	4	1.7138198975017e-05	Caudate
10008	7	4265149	4265429	5	2.37377846274062e-06	Caudate
10008	7	4265149	4265429	6	3.54069169992592e-07	Caudate
10008	7	4265149	4265429	7	3.29620412307847e-07	Caudate
10008	7	4265149	4265429	8	2.60839821857365e-05	Caudate
10008	7	4265149	4265429	9	0	Caudate
10008	7	4265149	4265429	10	0.0005025154025154	Caudate
10008	7	4265149	4265429	11	0	Caudate
10008	7	4265149	4265429	12	0.00086546942525121	Caudate
10008	7	4265149	4265429	13	0	Caudate
10008	7	4265149	4265429	14	1.96512054937045e-05	Caudate
10008	7	4265149	4265429	15	0	Caudate
10008	7	4265149	4265429	16	0	Caudate
10008	7	4265149	4265429	17	4.98177222672501e-05	Caudate
10009	7	4334276	4335465	1	0.781495322478515	Caudate
10009	7	4334276	4335465	2	1.3176145767246e-05	Caudate
10009	7	4334276	4335465	3	1.86261611991535e-05	Caudate
10009	7	4334276	4335465	4	3.14818631783179e-07	Caudate
10009	7	4334276	4335465	5	1.5369642670152e-05	Caudate
10009	7	4334276	4335465	6	0.00061016093797395	Caudate
10009	7	4334276	4335465	7	3.46800631333867e-06	Caudate
10009	7	4334276	4335465	8	0	Caudate
10009	7	4334276	4335465	9	0	Caudate
10009	7	4334276	4335465	10	1.8693341363251e-05	Caudate
10009	7	4334276	4335465	11	1.92305862610087e-06	Caudate
1001	10	1363360	1363615	1	0.245794830455059	Caudate
1001	10	1363360	1363615	2	4.92198358787229e-06	Caudate
1001	10	1363360	1363615	3	0.00497700105277833	Caudate
1001	10	1363360	1363615	4	0.00012685998013879	Caudate
1001	10	1363360	1363615	5	7.75659356543326e-06	Caudate
1001	10	1363360	1363615	6	7.00468612728051e-05	Caudate
1001	10	1363360	1363615	7	3.39767375946567e-06	Caudate
1001	10	1363360	1363615	8	7.57274215834824e-08	Caudate
1001	10	1363360	1363615	9	1.09707031358583e-07	Caudate
1001	10	1363360	1363615	10	0	Caudate
1001	10	1363360	1363615	11	0	Caudate
10010	7	4642695	4642785	1	0.0404658799200503	Caudate
10010	7	4642695	4642785	2	0.0243077449548984	Caudate
10010	7	4642695	4642785	3	0.00170508561621865	Caudate
10010	7	4642695	4642785	4	0.00031717890443059	Caudate
10010	7	4642695	4642785	5	4.99807047556926e-05	Caudate
10010	7	4642695	4642785	6	0.00644239387907393	Caudate
10010	7	4642695	4642785	7	0	Caudate
10010	7	4642695	4642785	8	0	Caudate
10010	7	4642695	4642785	9	0	Caudate
10010	7	4642695	4642785	10	0.00085128054536637	Caudate
10010	7	4642695	4642785	11	0	Caudate
10010	7	4642695	4642785	12	0	Caudate
10010	7	4642695	4642785	13	0	Caudate
10010	7	4642695	4642785	14	0	Caudate
10010	7	4642695	4642785	15	0	Caudate
10011	7	4704690	4705078	1	0.31151651375346	Caudate
10011	7	4704690	4705078	2	0.00142814397745963	Caudate
10011	7	4704690	4705078	3	0	Caudate
10011	7	4704690	4705078	4	5.35154585687522e-05	Caudate
10011	7	4704690	4705078	5	1.52866818434465e-06	Caudate
10011	7	4704690	4705078	6	0.00046528382621639	Caudate
10011	7	4704690	4705078	7	7.59065421000073e-06	Caudate
10011	7	4704690	4705078	8	0	Caudate
10011	7	4704690	4705078	9	0.0001805186615565	Caudate
10011	7	4704690	4705078	10	8.20808014161515e-07	Caudate
10011	7	4704690	4705078	11	0.00018526558327631	Caudate
10012	7	4723061	4723222	1	0.452127414410342	Caudate
10012	7	4723061	4723222	2	5.78463276043177e-08	Caudate
10012	7	4723061	4723222	3	5.75291504562186e-06	Caudate
10012	7	4723061	4723222	4	2.77685667035697e-07	Caudate
10012	7	4723061	4723222	5	0	Caudate
10012	7	4723061	4723222	6	5.39123997227065e-07	Caudate
10012	7	4723061	4723222	7	0	Caudate
10012	7	4723061	4723222	8	0	Caudate
10012	7	4723061	4723222	9	0	Caudate
10012	7	4723061	4723222	10	0	Caudate
10012	7	4723061	4723222	11	3.49520572390832e-07	Caudate
10013	7	4723404	4723614	1	0.233134561653237	Caudate
10013	7	4723404	4723614	2	0.00082884298869604	Caudate
10013	7	4723404	4723614	3	0.00934879929134977	Caudate
10013	7	4723404	4723614	4	0.0037149064613721	Caudate
10013	7	4723404	4723614	5	2.79189188536094e-07	Caudate
10013	7	4723404	4723614	6	0	Caudate
10013	7	4723404	4723614	7	9.66300394245498e-06	Caudate
10013	7	4723404	4723614	8	3.28475734704164e-07	Caudate
10013	7	4723404	4723614	9	7.49442962426028e-06	Caudate
10013	7	4723404	4723614	10	0.0003002311461087	Caudate
10013	7	4723404	4723614	11	0	Caudate
10013	7	4723404	4723614	12	4.86620942217601e-05	Caudate
10013	7	4723404	4723614	13	1.09379679279486e-07	Caudate
10013	7	4723404	4723614	14	0	Caudate
10013	7	4723404	4723614	15	0	Caudate
10014	7	4741871	4742519	1	0.0442980280924816	Caudate
10014	7	4741871	4742519	2	0.00032928183331916	Caudate
10014	7	4741871	4742519	3	2.39387933914173e-05	Caudate
10014	7	4741871	4742519	4	2.38227882049259e-06	Caudate
10014	7	4741871	4742519	5	6.47505129029192e-05	Caudate
10014	7	4741871	4742519	6	0.0313875310560553	Caudate
10014	7	4741871	4742519	7	0.00866603734421096	Caudate
10014	7	4741871	4742519	8	0	Caudate
10014	7	4741871	4742519	9	5.60799165506087e-05	Caudate
10014	7	4741871	4742519	10	0.00026869151321646	Caudate
10014	7	4741871	4742519	11	6.51918017629039e-05	Caudate
10014	7	4741871	4742519	12	8.75750080169009e-06	Caudate
10014	7	4741871	4742519	13	0	Caudate
10014	7	4741871	4742519	14	0	Caudate
10014	7	4741871	4742519	15	0	Caudate
10015	7	4751481	4751877	1	0.08102861803429	Caudate
10015	7	4751481	4751877	2	0.00018205721356871	Caudate
10015	7	4751481	4751877	3	6.41557544517978e-06	Caudate
10015	7	4751481	4751877	4	0.00100979400665992	Caudate
10015	7	4751481	4751877	5	0.00016329270439167	Caudate
10015	7	4751481	4751877	6	0.00392452548132086	Caudate
10015	7	4751481	4751877	7	0	Caudate
10015	7	4751481	4751877	8	0.00346799389214037	Caudate
10015	7	4751481	4751877	9	0	Caudate
10015	7	4751481	4751877	10	0.00142330698976728	Caudate
10015	7	4751481	4751877	11	0	Caudate
10015	7	4751481	4751877	12	6.14862660641449e-05	Caudate
10015	7	4751481	4751877	13	0	Caudate
10015	7	4751481	4751877	14	1.05638240465615e-07	Caudate
10015	7	4751481	4751877	15	3.318761342601e-06	Caudate
10016	7	4791757	4793166	1	0.307500630768484	Caudate
10016	7	4791757	4793166	2	0.00189607162104249	Caudate
10016	7	4791757	4793166	3	1.67550709371258e-05	Caudate
10016	7	4791757	4793166	4	0.00041879104968274	Caudate
10016	7	4791757	4793166	5	0.00017685327627675	Caudate
10016	7	4791757	4793166	6	0.00269264354800372	Caudate
10016	7	4791757	4793166	7	0	Caudate
10016	7	4791757	4793166	8	0.00166631512380023	Caudate
10016	7	4791757	4793166	9	0	Caudate
10016	7	4791757	4793166	10	0	Caudate
10016	7	4791757	4793166	11	0	Caudate
10016	7	4791757	4793166	12	0	Caudate
10016	7	4791757	4793166	13	1.16787722392099e-07	Caudate
10017	7	4807409	4808325	1	0.6841640120494	Caudate
10017	7	4807409	4808325	2	3.48038428575643e-06	Caudate
10017	7	4807409	4808325	3	3.34259384976379e-06	Caudate
10017	7	4807409	4808325	4	3.23821755647932e-07	Caudate
10017	7	4807409	4808325	5	2.1769763881648e-06	Caudate
10017	7	4807409	4808325	6	0	Caudate
10017	7	4807409	4808325	7	0	Caudate
10017	7	4807409	4808325	8	4.80140487733068e-06	Caudate
10017	7	4807409	4808325	9	0	Caudate
10017	7	4807409	4808325	10	1.01397589628006e-07	Caudate
10017	7	4807409	4808325	11	0	Caudate
10018	7	4861629	4862255	1	0.366962867324987	Caudate
10018	7	4861629	4862255	2	0.00018434182788368	Caudate
10018	7	4861629	4862255	3	0	Caudate
10018	7	4861629	4862255	4	0.0106645853547043	Caudate
10018	7	4861629	4862255	5	0	Caudate
10018	7	4861629	4862255	6	0	Caudate
10018	7	4861629	4862255	7	7.20725073750863e-07	Caudate
10018	7	4861629	4862255	8	0	Caudate
10018	7	4861629	4862255	9	0	Caudate
10018	7	4861629	4862255	10	0	Caudate
10018	7	4861629	4862255	11	0	Caudate
10019	7	4960347	4960588	1	0.474524926155041	Caudate
10019	7	4960347	4960588	2	0.0114040734967086	Caudate
10019	7	4960347	4960588	3	0.00023796267030428	Caudate
10019	7	4960347	4960588	4	0.00222001414471907	Caudate
10019	7	4960347	4960588	5	1.57840519675857e-05	Caudate
10019	7	4960347	4960588	6	0.00366096482676351	Caudate
10019	7	4960347	4960588	7	0.00025690346472264	Caudate
10019	7	4960347	4960588	8	2.74485350473888e-05	Caudate
10019	7	4960347	4960588	9	0.00072901839736136	Caudate
10019	7	4960347	4960588	10	1.26356401981326e-05	Caudate
10019	7	4960347	4960588	11	8.50767981614239e-06	Caudate
10019	7	4960347	4960588	12	4.79842185395013e-06	Caudate
10019	7	4960347	4960588	13	0.00028321316523467	Caudate
10019	7	4960347	4960588	14	1.84345341087961e-06	Caudate
10019	7	4960347	4960588	15	1.42005455621275e-06	Caudate
10019	7	4960347	4960588	16	7.87248767755733e-07	Caudate
10019	7	4960347	4960588	17	2.73309230262708e-05	Caudate
10019	7	4960347	4960588	18	8.26638866814262e-08	Caudate
1002	10	1368615	1370342	1	0.798286524708855	Caudate
1002	10	1368615	1370342	2	3.23478750677012e-05	Caudate
1002	10	1368615	1370342	3	6.11482970389865e-05	Caudate
1002	10	1368615	1370342	4	7.56492646635374e-06	Caudate
1002	10	1368615	1370342	5	3.31938784925787e-05	Caudate
1002	10	1368615	1370342	6	0	Caudate
1002	10	1368615	1370342	7	0	Caudate
1002	10	1368615	1370342	8	1.64415936547436e-06	Caudate
1002	10	1368615	1370342	9	0	Caudate
1002	10	1368615	1370342	10	1.05262590128616e-07	Caudate
1002	10	1368615	1370342	11	0	Caudate
10020	7	5045055	5045539	1	0.754935386164604	Caudate
10020	7	5045055	5045539	2	0.00089430577781446	Caudate
10020	7	5045055	5045539	3	1.02001118000449e-05	Caudate
10020	7	5045055	5045539	4	6.88313351998322e-05	Caudate
10020	7	5045055	5045539	5	1.94490116293866e-05	Caudate
10020	7	5045055	5045539	6	1.33261376936641e-05	Caudate
10020	7	5045055	5045539	7	1.99148230033323e-08	Caudate
10020	7	5045055	5045539	8	4.83655349154505e-08	Caudate
10020	7	5045055	5045539	9	3.51328471333682e-06	Caudate
10020	7	5045055	5045539	10	0	Caudate
10020	7	5045055	5045539	11	0.00010703749743856	Caudate
10021	7	5072693	5072951	1	0.348229628019122	Caudate
10021	7	5072693	5072951	2	0.00748780191970796	Caudate
10021	7	5072693	5072951	3	0.00161447653581038	Caudate
10021	7	5072693	5072951	4	0	Caudate
10021	7	5072693	5072951	5	0	Caudate
10021	7	5072693	5072951	6	0	Caudate
10021	7	5072693	5072951	7	1.83093176140442e-05	Caudate
10021	7	5072693	5072951	8	0	Caudate
10021	7	5072693	5072951	9	0	Caudate
10021	7	5072693	5072951	10	0	Caudate
10021	7	5072693	5072951	11	0	Caudate
10022	7	5131321	5132591	1	0.494751282113296	Caudate
10022	7	5131321	5132591	2	0.00674973079817333	Caudate
10022	7	5131321	5132591	3	5.55139157647733e-06	Caudate
10022	7	5131321	5132591	4	0.00028196972220316	Caudate
10022	7	5131321	5132591	5	6.10071470621234e-06	Caudate
10022	7	5131321	5132591	6	0	Caudate
10022	7	5131321	5132591	7	0	Caudate
10022	7	5131321	5132591	8	0.0003701730217935	Caudate
10022	7	5131321	5132591	9	0.00269750313713058	Caudate
10022	7	5131321	5132591	10	0	Caudate
10022	7	5131321	5132591	11	0	Caudate
10022	7	5131321	5132591	12	0	Caudate
10022	7	5131321	5132591	13	0	Caudate
10022	7	5131321	5132591	14	0	Caudate
10023	7	5143948	5144757	1	0.318031149168012	Caudate
10023	7	5143948	5144757	2	9.31504154530851e-05	Caudate
10023	7	5143948	5144757	3	5.36392100810982e-05	Caudate
10023	7	5143948	5144757	4	2.78480397404118e-05	Caudate
10023	7	5143948	5144757	5	8.71509275131837e-05	Caudate
10023	7	5143948	5144757	6	0.00646351122155579	Caudate
10023	7	5143948	5144757	7	9.50340906097893e-08	Caudate
10023	7	5143948	5144757	8	1.27787877558959e-05	Caudate
10023	7	5143948	5144757	9	0	Caudate
10023	7	5143948	5144757	10	0	Caudate
10023	7	5143948	5144757	11	0.0103032867965111	Caudate
10023	7	5143948	5144757	12	0	Caudate
10023	7	5143948	5144757	13	0	Caudate
10023	7	5143948	5144757	14	2.59741434122773e-06	Caudate
10023	7	5143948	5144757	15	0	Caudate
10023	7	5143948	5144757	16	3.67493787901296e-06	Caudate
10024	7	5151599	5151832	1	0.518227875070772	Caudate
10024	7	5151599	5151832	2	0.00042636448225735	Caudate
10024	7	5151599	5151832	3	5.86366335022325e-05	Caudate
10024	7	5151599	5151832	4	9.98157930811269e-06	Caudate
10024	7	5151599	5151832	5	0	Caudate
10024	7	5151599	5151832	6	0	Caudate
10024	7	5151599	5151832	7	2.28684550347574e-06	Caudate
10024	7	5151599	5151832	8	0	Caudate
10024	7	5151599	5151832	9	4.82124438611101e-06	Caudate
10024	7	5151599	5151832	10	1.40904402078792e-06	Caudate
10024	7	5151599	5151832	11	0	Caudate
10025	7	5240988	5241355	1	0.533604653129178	Caudate
10025	7	5240988	5241355	2	0	Caudate
10025	7	5240988	5241355	3	0	Caudate
10025	7	5240988	5241355	4	1.87209776252961e-05	Caudate
10025	7	5240988	5241355	5	1.10866566974001e-05	Caudate
10025	7	5240988	5241355	6	1.15001399676756e-06	Caudate
10025	7	5240988	5241355	7	2.28447499426331e-07	Caudate
10025	7	5240988	5241355	8	0	Caudate
10025	7	5240988	5241355	9	1.61304756816783e-05	Caudate
10025	7	5240988	5241355	10	1.51320030625107e-06	Caudate
10025	7	5240988	5241355	11	2.16692284083127e-07	Caudate
10026	7	5248256	5248754	1	0.309604012552188	Caudate
10026	7	5248256	5248754	2	0.00328601921505639	Caudate
10026	7	5248256	5248754	3	0	Caudate
10026	7	5248256	5248754	4	9.97522199700063e-06	Caudate
10026	7	5248256	5248754	5	2.47820584243421e-05	Caudate
10026	7	5248256	5248754	6	6.28470818091134e-06	Caudate
10026	7	5248256	5248754	7	1.23024121666443e-05	Caudate
10026	7	5248256	5248754	8	9.4146378172878e-07	Caudate
10026	7	5248256	5248754	9	2.91549343392709e-05	Caudate
10026	7	5248256	5248754	10	2.46550000485182e-07	Caudate
10026	7	5248256	5248754	11	0	Caudate
10027	7	5253452	5253641	1	0.168723276143042	Caudate
10027	7	5253452	5253641	2	0.00171500989715586	Caudate
10027	7	5253452	5253641	3	7.60587085099077e-05	Caudate
10027	7	5253452	5253641	4	8.88978671538524e-05	Caudate
10027	7	5253452	5253641	5	7.17792847193963e-05	Caudate
10027	7	5253452	5253641	6	0.00014175938983407	Caudate
10027	7	5253452	5253641	7	2.56287169282916e-05	Caudate
10027	7	5253452	5253641	8	0	Caudate
10027	7	5253452	5253641	9	0	Caudate
10027	7	5253452	5253641	10	2.94024264902364e-06	Caudate
10027	7	5253452	5253641	11	2.19610174675113e-06	Caudate
10028	7	5275180	5275770	1	0.21128800225347	Caudate
10028	7	5275180	5275770	2	0.00324076973067255	Caudate
10028	7	5275180	5275770	3	0	Caudate
10028	7	5275180	5275770	4	4.24794926259151e-07	Caudate
10028	7	5275180	5275770	5	4.88993338107925e-05	Caudate
10028	7	5275180	5275770	6	0	Caudate
10028	7	5275180	5275770	7	0	Caudate
10028	7	5275180	5275770	8	0.0005765722611402	Caudate
10028	7	5275180	5275770	9	1.32083314671776e-06	Caudate
10028	7	5275180	5275770	10	0	Caudate
10028	7	5275180	5275770	11	0	Caudate
10028	7	5275180	5275770	12	0	Caudate
10028	7	5275180	5275770	13	0	Caudate
10029	7	5284149	5284871	1	0.207950094669323	Caudate
10029	7	5284149	5284871	2	6.49876236379999e-05	Caudate
10029	7	5284149	5284871	3	0.00011244928367472	Caudate
10029	7	5284149	5284871	4	1.32079600285909e-07	Caudate
10029	7	5284149	5284871	5	2.15382835969183e-05	Caudate
10029	7	5284149	5284871	6	7.85399850763678e-05	Caudate
10029	7	5284149	5284871	7	3.14058737324236e-05	Caudate
10029	7	5284149	5284871	8	2.08975953629385e-05	Caudate
10029	7	5284149	5284871	9	3.7057218297448e-05	Caudate
10029	7	5284149	5284871	10	0	Caudate
10029	7	5284149	5284871	11	4.53808689410058e-05	Caudate
1003	10	1412171	1412327	1	0.182825803023535	Caudate
1003	10	1412171	1412327	2	0.00265728332442879	Caudate
1003	10	1412171	1412327	3	0.00148270899952481	Caudate
1003	10	1412171	1412327	4	1.86381940311832e-06	Caudate
1003	10	1412171	1412327	5	6.1889071476939e-05	Caudate
1003	10	1412171	1412327	6	9.95082524929845e-06	Caudate
1003	10	1412171	1412327	7	6.31067704261459e-05	Caudate
1003	10	1412171	1412327	8	0.00019687517215516	Caudate
1003	10	1412171	1412327	9	0	Caudate
1003	10	1412171	1412327	10	1.59681889155897e-06	Caudate
1003	10	1412171	1412327	11	3.22087842904976e-05	Caudate
10030	7	5457478	5458020	1	0.117307705496026	Caudate
10030	7	5457478	5458020	2	0.011050589609442	Caudate
10030	7	5457478	5458020	3	0	Caudate
10030	7	5457478	5458020	4	2.39329476383221e-05	Caudate
10030	7	5457478	5458020	5	0.00011515147100383	Caudate
10030	7	5457478	5458020	6	4.41455228163876e-06	Caudate
10030	7	5457478	5458020	7	0.00021736164196918	Caudate
10030	7	5457478	5458020	8	0	Caudate
10030	7	5457478	5458020	9	0	Caudate
10030	7	5457478	5458020	10	2.95375075486913e-07	Caudate
10030	7	5457478	5458020	11	1.18319616972534e-05	Caudate
10031	7	5470057	5470883	1	0.0737662025668812	Caudate
10031	7	5470057	5470883	2	0.0260809541749628	Caudate
10031	7	5470057	5470883	3	1.10113141526465e-05	Caudate
10031	7	5470057	5470883	4	1.07087925250814e-05	Caudate
10031	7	5470057	5470883	5	0.00374500865640267	Caudate
10031	7	5470057	5470883	6	4.6660657660508e-06	Caudate
10031	7	5470057	5470883	7	1.32414068008029e-06	Caudate
10031	7	5470057	5470883	8	1.24976849463314e-05	Caudate
10031	7	5470057	5470883	9	4.9478174226394e-06	Caudate
10031	7	5470057	5470883	10	3.59129938941729e-06	Caudate
10031	7	5470057	5470883	11	1.9931186736072e-05	Caudate
10032	7	5478283	5478736	1	0.15698750258477	Caudate
10032	7	5478283	5478736	2	0.00864341997079404	Caudate
10032	7	5478283	5478736	3	0	Caudate
10032	7	5478283	5478736	4	1.9393943422835e-06	Caudate
10032	7	5478283	5478736	5	0.00016126060130147	Caudate
10032	7	5478283	5478736	6	0.00043705005961041	Caudate
10032	7	5478283	5478736	7	1.33628212375983e-05	Caudate
10032	7	5478283	5478736	8	0	Caudate
10032	7	5478283	5478736	9	0	Caudate
10032	7	5478283	5478736	10	0.00626742531582416	Caudate
10032	7	5478283	5478736	11	5.59539501336938e-05	Caudate
10032	7	5478283	5478736	12	4.79215010254785e-05	Caudate
10032	7	5478283	5478736	13	2.6178953323671e-06	Caudate
10032	7	5478283	5478736	14	2.55222861054919e-05	Caudate
10032	7	5478283	5478736	15	0	Caudate
10033	7	5495996	5496117	1	0.0400514914730106	Caudate
10033	7	5495996	5496117	2	0.008910361676539	Caudate
10033	7	5495996	5496117	3	0.00210307661115205	Caudate
10033	7	5495996	5496117	4	6.72905345415817e-08	Caudate
10033	7	5495996	5496117	5	3.1483783805586e-05	Caudate
10033	7	5495996	5496117	6	0	Caudate
10033	7	5495996	5496117	7	7.8087609582774e-05	Caudate
10033	7	5495996	5496117	8	3.85199285911587e-07	Caudate
10033	7	5495996	5496117	9	0	Caudate
10033	7	5495996	5496117	10	9.97272436608895e-05	Caudate
10033	7	5495996	5496117	11	0	Caudate
10034	7	5554856	5554991	1	0.122403416669124	Caudate
