cohort	tissue	population	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
BA_only	dlpfc	AA	expression	chr14_35341681_35342649	chr14	35341681	35342649	Non-heritable	0.0743622660921329	6	6	0	0	0.034291475614477	0.6481677188546	0.241421244814333	0.241421244814333
BA_only	dlpfc	AA	expression	chr14_74941759_74942143	chr14	74941759	74942143	Heritable	0.125377854025685	2	2	0	0	0.402972721030291	0.788772804068697	0.402487907317433	-0.402487907317433
BA_only	dlpfc	AA	expression	chr14_75515002_75515921	chr14	75515002	75515921	Heritable	0.36431569136378	1	1	0	0	0.101945251022499	0.6481677188546	0.361833820791536	-0.361833820791536
BA_only	dlpfc	AA	expression	chr14_77641774_77642576	chr14	77641774	77642576	Heritable	0.100445076125786	6	6	0	0	0.0956080147180703	0.6481677188546	0.329543969960582	0.329543969960582
BA_only	dlpfc	AA	expression	chr15_101121605_101122127	chr15	101121605	101122127	Heritable	0.111929995051112	1	1	0	0	0.410927091343116	0.788772804068697	0.0460664108057881	-0.0460664108057881
BA_only	dlpfc	AA	expression	chr15_28876251_28876529	chr15	28876251	28876529	Heritable	0.114742487780743	1	1	0	0	0.213204372016868	0.719434705509955	0.453184277003231	-0.453184277003231
BA_only	dlpfc	AA	expression	chr15_31266332_31266720	chr15	31266332	31266720	Heritable	0.125345657647351	1	1	0	0	0.438227505074534	0.788809509134161	0.318834418987517	-0.318834418987517
BA_only	dlpfc	AA	expression	chr15_79993499_79994327	chr15	79993499	79994327	Heritable	0.103559999959163	1	1	0	0	0.336500759992371	0.788772804068697	0.022982823439041	-0.022982823439041
BA_only	dlpfc	AA	expression	chr15_98600377_98600752	chr15	98600377	98600752	Heritable	0.120574382361897	1	1	0	0	0.699303583947916	0.90828647344879	0.1185794083286	0.1185794083286
BA_only	dlpfc	AA	expression	chr16_55371263_55372106	chr16	55371263	55372106	Heritable	0.118914986549406	1	1	0	0	0.164534954354526	0.700283603258413	0.522485140949614	-0.522485140949614
BA_only	dlpfc	AA	expression	chr16_806922_808552	chr16	806922	808552	Non-heritable	0.0730039035856083	4	4	0	0	0.0958901621193421	0.6481677188546	0.591605546298434	-0.591605546298434
BA_only	dlpfc	AA	expression	chr17_4420746_4421165	chr17	4420746	4421165	Non-heritable	0.0709937576271855	1	1	0	0	0.631145752743255	0.865412328509687	0.126856194764312	0.126856194764312
BA_only	dlpfc	AA	expression	chr17_5032076_5032250	chr17	5032076	5032250	Non-heritable	0.0874816077536348	3	3	0	0	0.00980857358793826	0.414813689586476	0.725387035397102	0.725387035397102
BA_only	dlpfc	AA	expression	chr17_79831625_79831723	chr17	79831625	79831723	Non-heritable	0.0702998881192605	1	1	0	0	0.232779093876732	0.719434705509955	0.30953490451261	-0.30953490451261
BA_only	dlpfc	AA	expression	chr19_4809560_4809896	chr19	4809560	4809896	Non-heritable	0.0927370826203711	2	2	0	0	0.0765949245989137	0.6481677188546	0.564929245110255	0.564929245110255
BA_only	dlpfc	AA	expression	chr1_1909401_1909761	chr1	1909401	1909761	Non-heritable	0.0788722720537342	6	6	0	0	0.100643938233487	0.6481677188546	0.295728203841119	-0.295728203841119
BA_only	dlpfc	AA	expression	chr1_236096583_236098255	chr1	236096583	236098255	Non-heritable	0.0278952769783396	2	2	0	0	0.397984624363742	0.788772804068697	0.112840866469121	0.112840866469121
BA_only	dlpfc	AA	expression	chr20_53863649_53866861	chr20	53863649	53866861	Heritable	0.108525116078216	2	1	0	0	0.517259790221259	0.817829668322801	0.0265698052075855	-0.0265698052075855
BA_only	dlpfc	AA	expression	chr21_18849776_18852859	chr21	18849776	18852859	Heritable	0.482795219990545	1	1	0	0	0.636115044887463	0.865412328509687	0.484360161708158	0.484360161708158
BA_only	dlpfc	AA	expression	chr21_39087450_39088279	chr21	39087450	39088279	Heritable	0.100398819108858	1	1	0	0	0.792234946113962	0.920065353670779	0.0703447761867864	0.0703447761867864
BA_only	dlpfc	AA	expression	chr22_44638978_44639254	chr22	44638978	44639254	Non-heritable	0.082851602751748	1	1	0	0	0.120892232511752	0.652734783911151	0.840642210683338	-0.840642210683338
BA_only	dlpfc	AA	expression	chr22_45262100_45262719	chr22	45262100	45262719	Heritable	0.398885789394532	1	1	0	0	0.427107958792447	0.788772804068697	0.24725839671585	-0.24725839671585
BA_only	dlpfc	AA	expression	chr2_10283395_10285932	chr2	10283395	10285932	Non-heritable	0.0849023249260884	1	1	0	0	0.824010692351612	0.920065353670779	0.0759626831284805	-0.0759626831284805
BA_only	dlpfc	AA	expression	chr2_127176235_127176757	chr2	127176235	127176757	Heritable	0.271503908038584	1	1	0	0	0.729734431659711	0.90828647344879	0.101634439896909	0.101634439896909
BA_only	dlpfc	AA	expression	chr2_231666244_231666500	chr2	231666244	231666500	Non-heritable	0.0869209583840881	5	5	0	0	0.0300172731710167	0.6481677188546	0.762325277876606	0.762325277876606
BA_only	dlpfc	AA	expression	chr2_27765973_27766621	chr2	27765973	27766621	Heritable	0.130725764225589	1	1	0	0	0.539837805911933	0.83106609594337	0.21665558397077	-0.21665558397077
BA_only	dlpfc	AA	expression	chr2_41966029_41967290	chr2	41966029	41967290	Non-heritable	0.0380911714046342	1	1	0	0	0.483851784811333	0.810058311567537	0.0929311342414847	0.0929311342414847
BA_only	dlpfc	AA	expression	chr2_54708194_54708649	chr2	54708194	54708649	Non-heritable	0.0933027101216817	1	1	0	0	0.167589238386629	0.700283603258413	0.425946162848298	0.425946162848298
BA_only	dlpfc	AA	expression	chr3_105353686_105355249	chr3	105353686	105355249	Heritable	0.269651781568083	1	1	0	0	0.369313960505663	0.788772804068697	0.267271266824263	0.267271266824263
BA_only	dlpfc	AA	expression	chr3_32577559_32577918	chr3	32577559	32577918	Non-heritable	0.041409430260411	2	2	0	0	0.707330838933486	0.90828647344879	0.0621450451057655	-0.0621450451057655
BA_only	dlpfc	AA	expression	chr3_47788743_47788878	chr3	47788743	47788878	Heritable	0.147323486066626	2	2	0	0	0.836301161441843	0.920065353670779	0.0445756648910347	0.0445756648910347
BA_only	dlpfc	AA	expression	chr4_140237702_140238666	chr4	140237702	140238666	Non-heritable	0.0774547308142233	2	2	0	0	0.282832217725028	0.788772804068697	0.385198692550333	0.385198692550333
BA_only	dlpfc	AA	expression	chr5_10138594_10138804	chr5	10138594	10138804	Non-heritable	0.0990018704616241	1	1	0	0	0.814800073971089	0.920065353670779	0.075443143086277	0.075443143086277
BA_only	dlpfc	AA	expression	chr5_141514263_141514814	chr5	141514263	141514814	Non-heritable	0.0959256344295981	1	1	0	0	0.779801434424697	0.920065353670779	0.104200010374853	-0.104200010374853
BA_only	dlpfc	AA	expression	chr5_173865816_173867782	chr5	173865816	173867782	Non-heritable	0.0940888832895168	2	2	0	0	0.352481397743613	0.788772804068697	0.171893378074138	-0.171893378074138
BA_only	dlpfc	AA	expression	chr5_80091793_80092161	chr5	80091793	80092161	Non-heritable	0.0525300642265397	1	1	0	0	0.301645435578923	0.788772804068697	0.275874058817004	0.275874058817004
BA_only	dlpfc	AA	expression	chr5_81778448_81779297	chr5	81778448	81779297	Non-heritable	0.0805391047170176	1	1	0	0	0.20187650359139	0.719434705509955	0.265768646875372	0.265768646875372
BA_only	dlpfc	AA	expression	chr6_156719850_156720350	chr6	156719850	156720350	Heritable	0.105787602828357	4	4	0	0	0.09136300704226	0.6481677188546	0.381424475494869	-0.381424475494869
BA_only	dlpfc	AA	expression	chr6_163398308_163399088	chr6	163398308	163399088	Heritable	0.107150778189416	2	2	0	0	0.132084872274062	0.654245235582296	0.528993003143214	0.528993003143214
BA_only	dlpfc	AA	expression	chr6_170152544_170152895	chr6	170152544	170152895	Heritable	0.251634233753106	1	1	0	0	0.236096699213526	0.719434705509955	0.134280550142506	0.134280550142506
BA_only	dlpfc	AA	expression	chr6_32609937_32612724	chr6	32609937	32612724	Heritable	0.508272993689758	3	3	0	0	0.00199806927537928	0.233774105219376	2.04212356054274	2.04212356054274
BA_only	dlpfc	AA	expression	chr7_100451013_100451125	chr7	100451013	100451125	Non-heritable	0.083692839309549	6	6	0	0	0.353130738801062	0.788772804068697	0.343010922280005	-0.343010922280005
BA_only	dlpfc	AA	expression	chr7_1169684_1170352	chr7	1169684	1170352	Heritable	0.115425909190464	2	2	0	0	0.0106362484509353	0.414813689586476	0.974720511763199	-0.974720511763199
BA_only	dlpfc	AA	expression	chr7_76292464_76292692	chr7	76292464	76292692	Non-heritable	0.0976496613715446	1	1	0	0	0.947123227037148	0.971727654627734	0.0639104888390554	-0.0639104888390554
BA_only	dlpfc	AA	expression	chr8_11902887_11903183	chr8	11902887	11903183	Heritable	0.134131710128794	1	1	0	0	0.549572085489802	0.831288368769386	0.0106759820663935	0.0106759820663935
BA_only	dlpfc	AA	expression	chr8_1746418_1746731	chr8	1746418	1746731	Non-heritable	0.0999345482793029	6	6	0	0	0.051807586091251	0.6481677188546	0.80731734615992	0.80731734615992
BA_only	dlpfc	AA	expression	chr8_2181767_2183577	chr8	2181767	2183577	Non-heritable	0.0498225022013563	1	1	0	0	0.794696706765069	0.920065353670779	0.135600550770405	-0.135600550770405
BA_only	dlpfc	AA	expression	chr8_52467192_52467361	chr8	52467192	52467361	Heritable	0.110613893176236	1	1	0	0	0.418642214149909	0.788772804068697	0.360266679089115	0.360266679089115
BA_only	dlpfc	AA	expression	chr8_97598215_97598586	chr8	97598215	97598586	Heritable	0.127100857122182	2	2	0	0	0.122736455094404	0.652734783911151	0.465289661456637	-0.465289661456637
BA_only	dlpfc	AA	expression	chr9_104967929_104968039	chr9	104967929	104968039	Heritable	0.115000186719983	2	2	0	0	0.319222735357505	0.788772804068697	0.296786315325537	-0.296786315325537
BA_only	dlpfc	AA	expression	chr9_73131745_73132545	chr9	73131745	73132545	Non-heritable	0.069730335024948	2	2	0	0	0.431465465473475	0.788772804068697	0.279741841080622	0.279741841080622
