region_key	h2_unscaled	r_squared_cv	h2_category	seqnames	start	end	width	strand	vmr_id	n_genes_within_250kb	gene_ids_within_250kb	gene_symbols_within_250kb	gene_names_within_250kb	gene_distances_within_250kb	nearest_gene_id_within_250kb	nearest_gene_symbol_within_250kb	nearest_gene_name_within_250kb	nearest_gene_chr_within_250kb	nearest_gene_start_within_250kb	nearest_gene_end_within_250kb	nearest_gene_strand_within_250kb	distance_to_nearest_gene_within_250kb
chr10:69579075:69579668	0.124605028730147	0.96412287912986	Heritable	chr10	69579075	69579668	594	*	dlpfc_vmr_5691	9	101929021;105378346;105378347;1305;219738;23555;3098;50674;6865	COL13A1;FAM241B;HK1;LINC02651;LOC101929021;LOC105378347;NEUROG3;TACR2;TSPAN15	collagen type XIII alpha 1 chain;family with sequence similarity 241 member B;hexokinase 1;long intergenic non-protein coding RNA 2651;neurogenin 3;tachykinin receptor 2;tetraspanin 15;uncharacterized LOC101929021;uncharacterized LOC105378347	LOC101929021:1909;NEUROG3:5652;TSPAN15:34817;FAM241B:50578;LINC02651:105230;TACR2:162156;HK1:177190;COL13A1:222211;LOC105378347:229099	101929021	LOC101929021	uncharacterized LOC101929021	chr10	69572906	69577165	+	1909
chr10:69866801:69866982	0.0837636626801895	0.947720302676419	Non-heritable	chr10	69866801	69866982	182	*	dlpfc_vmr_5692	7	102723350;105378346;105378347;1305;219738;55506;84883	AIFM2;COL13A1;FAM241B;LINC02636;LINC02651;LOC105378347;MACROH2A2	AIF family member 2;collagen type XIII alpha 1 chain;family with sequence similarity 241 member B;long intergenic non-protein coding RNA 2636;long intergenic non-protein coding RNA 2651;macroH2A.2 histone;uncharacterized LOC105378347	COL13A1:0;LOC105378347:45865;LINC02636:127293;LINC02651:174348;MACROH2A2:185561;AIFM2:231240;FAM241B:233204	1305	COL13A1	collagen type XIII alpha 1 chain	chr10	69801880	69964275	+	0
chr10:70664615:70665087	0.0949773623116545	0.939491452202386	Non-heritable	chr10	70664615	70665087	473	*	dlpfc_vmr_5693	8	140766;1979;219793;27143;4838;5092;5551;8879	ADAMTS14;EIF4EBP2;NODAL;PALD1;PCBD1;PRF1;SGPL1;TBATA	ADAM metallopeptidase with thrombospondin type 1 motif 14;eukaryotic translation initiation factor 4E binding protein 2;nodal growth differentiation factor;perforin 1;phosphatase domain containing paladin 1;pterin-4 alpha-carbinolamine dehydratase 1;sphingosine-1-phosphate lyase 1;thymus, brain and testes associated	PALD1:0;ADAMTS14:7418;PRF1:61855;TBATA:106150;SGPL1:150817;NODAL:216663;PCBD1:217192;EIF4EBP2:235996	27143	PALD1	phosphatase domain containing paladin 1	chr10	70478767	70668740	+	0
chr10:70891278:70891839	0.14738206453662	0.962300751779006	Heritable	chr10	70891278	70891839	562	*	dlpfc_vmr_5694	7	105378349;105378350;140766;219793;27143;5092;8879	ADAMTS14;LINC02622;LOC105378350;PALD1;PCBD1;SGPL1;TBATA	ADAM metallopeptidase with thrombospondin type 1 motif 14;long intergenic non-protein coding RNA 2622;phosphatase domain containing paladin 1;pterin-4 alpha-carbinolamine dehydratase 1;sphingosine-1-phosphate lyase 1;thymus, brain and testes associated;uncharacterized LOC105378350	SGPL1:0;PCBD1:2712;LINC02622:26926;LOC105378350:35215;TBATA:105876;ADAMTS14:128836;PALD1:222537	8879	SGPL1	sphingosine-1-phosphate lyase 1	chr10	70815905	70958701	+	0
chr10:71214872:71215017	0.0870386929162165	0.964669624937074	Non-heritable	chr10	71214872	71215017	146	*	dlpfc_vmr_5695	6	105378350;105378353;219699;55315;64072;728978	CDH23;LOC105378350;LOC105378353;SLC29A3;UNC5B;UNC5B-AS1	cadherin related 23;solute carrier family 29 member 3;unc-5 netrin receptor B;UNC5B antisense RNA 1;uncharacterized LOC105378350;uncharacterized LOC105378353	UNC5B:0;UNC5B-AS1:2202;SLC29A3:104241;LOC105378353:125796;LOC105378350:137061;CDH23:181902	219699	UNC5B	unc-5 netrin receptor B	chr10	71212570	71302864	+	0
chr10:71232156:71232461	0.144253471102931	0.970293550927339	Heritable	chr10	71232156	71232461	306	*	dlpfc_vmr_5696	6	105378350;105378353;219699;55315;64072;728978	CDH23;LOC105378350;LOC105378353;SLC29A3;UNC5B;UNC5B-AS1	cadherin related 23;solute carrier family 29 member 3;unc-5 netrin receptor B;UNC5B antisense RNA 1;uncharacterized LOC105378350;uncharacterized LOC105378353	UNC5B:0;UNC5B-AS1:13861;SLC29A3:86797;LOC105378353:108352;LOC105378350:154345;CDH23:164458	219699	UNC5B	unc-5 netrin receptor B	chr10	71212570	71302864	+	0
chr10:71598100:71598986	0.117127087125023	0.936833999238271	Heritable	chr10	71598100	71598986	887	*	dlpfc_vmr_5697	9	102465689;102723377;105378353;105378355;414152;55315;5660;64072;64115	C10orf105;CDH23;CDH23-AS1;LOC105378353;LOC105378355;MIR7152;PSAP;SLC29A3;VSIR	cadherin related 23;CDH23 antisense RNA 1;chromosome 10 open reading frame 105;microRNA 7152;prosaposin;solute carrier family 29 member 3;uncharacterized LOC105378353;uncharacterized LOC105378355;V-set immunoregulatory receptor	CDH23:0;LOC105378355:44406;CDH23-AS1:86226;C10orf105:112714;VSIR:148569;MIR7152:191760;SLC29A3:216676;PSAP:217311;LOC105378353:249971	64072	CDH23	cadherin related 23	chr10	71396920	71815947	+	0
chr10:71713138:71713619	0.0866174068570959	0.941632388798861	Non-heritable	chr10	71713138	71713619	482	*	dlpfc_vmr_5698	8	102465689;102723377;105378355;124902447;414152;5660;64072;64115	C10orf105;CDH23;CDH23-AS1;LINC03139;LOC105378355;MIR7152;PSAP;VSIR	cadherin related 23;CDH23 antisense RNA 1;chromosome 10 open reading frame 105;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;uncharacterized LOC105378355;V-set immunoregulatory receptor	C10orf105:0;CDH23:0;VSIR:33936;MIR7152:77127;PSAP:102678;LOC105378355:159444;LINC03139:164736;CDH23-AS1:201264	414152	C10orf105	chromosome 10 open reading frame 105	chr10	71711701	71737824	-	0
chr10:71860264:71861185	0.134970702789448	0.94569640510174	Heritable	chr10	71860264	71861185	922	*	dlpfc_vmr_5699	9	102465689;124902447;414152;51008;5660;64072;64115;9469;9806	ASCC1;C10orf105;CDH23;CHST3;LINC03139;MIR7152;PSAP;SPOCK2;VSIR	activating signal cointegrator 1 complex subunit 1;cadherin related 23;carbohydrate sulfotransferase 3;chromosome 10 open reading frame 105;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2;V-set immunoregulatory receptor	PSAP:9012;LINC03139:17170;CDH23:44316;MIR7152:69463;VSIR:86743;CHST3:103209;C10orf105:122439;SPOCK2:197848;ASCC1:234846	5660	PSAP	prosaposin	chr10	71816298	71851251	-	9012
chr10:71965643:71966585	0.153733466402261	0.917015658117984	Heritable	chr10	71965643	71966585	943	*	dlpfc_vmr_5700	11	102465689;119504;124902447;124902572;414152;51008;5660;64072;64115;9469;9806	ANAPC16;ASCC1;C10orf105;CDH23;CHST3;LINC03139;LOC124902572;MIR7152;PSAP;SPOCK2;VSIR	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;cadherin related 23;carbohydrate sulfotransferase 3;chromosome 10 open reading frame 105;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2;V-set immunoregulatory receptor	CHST3:0;LINC03139:86535;SPOCK2:92448;PSAP:114391;ASCC1:129446;CDH23:149695;MIR7152:174842;VSIR:192122;LOC124902572:214272;C10orf105:227818;ANAPC16:249414	9469	CHST3	carbohydrate sulfotransferase 3	chr10	71964395	72013558	+	0
chr10:71975232:71976952	0.0386130422568731	0.836346061686392	Non-heritable	chr10	71975232	71976952	1721	*	dlpfc_vmr_5701	11	102465689;119504;124902447;124902572;414152;51008;5660;64072;64115;9469;9806	ANAPC16;ASCC1;C10orf105;CDH23;CHST3;LINC03139;LOC124902572;MIR7152;PSAP;SPOCK2;VSIR	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;cadherin related 23;carbohydrate sulfotransferase 3;chromosome 10 open reading frame 105;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2;V-set immunoregulatory receptor	CHST3:0;SPOCK2:82081;LINC03139:96124;ASCC1:119079;PSAP:123980;CDH23:159284;MIR7152:184431;VSIR:201711;LOC124902572:203905;C10orf105:237407;ANAPC16:239047	9469	CHST3	carbohydrate sulfotransferase 3	chr10	71964395	72013558	+	0
chr10:71980807:71982070	0.0694223244211252	0.823484941956659	Non-heritable	chr10	71980807	71982070	1264	*	dlpfc_vmr_5702	11	102465689;119504;124902447;124902572;414152;51008;5660;64072;64115;9469;9806	ANAPC16;ASCC1;C10orf105;CDH23;CHST3;LINC03139;LOC124902572;MIR7152;PSAP;SPOCK2;VSIR	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;cadherin related 23;carbohydrate sulfotransferase 3;chromosome 10 open reading frame 105;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2;V-set immunoregulatory receptor	CHST3:0;SPOCK2:76963;LINC03139:101699;ASCC1:113961;PSAP:129555;CDH23:164859;MIR7152:190006;LOC124902572:198787;VSIR:207286;ANAPC16:233929;C10orf105:242982	9469	CHST3	carbohydrate sulfotransferase 3	chr10	71964395	72013558	+	0
chr10:71985021:71987271	0.0624398483348053	0.858953326362546	Non-heritable	chr10	71985021	71987271	2251	*	dlpfc_vmr_5703	11	102465689;119504;124902447;124902572;414152;51008;5660;64072;64115;9469;9806	ANAPC16;ASCC1;C10orf105;CDH23;CHST3;LINC03139;LOC124902572;MIR7152;PSAP;SPOCK2;VSIR	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;cadherin related 23;carbohydrate sulfotransferase 3;chromosome 10 open reading frame 105;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2;V-set immunoregulatory receptor	CHST3:0;SPOCK2:71762;LINC03139:105913;ASCC1:108760;PSAP:133769;CDH23:169073;LOC124902572:193586;MIR7152:194220;VSIR:211500;ANAPC16:228728;C10orf105:247196	9469	CHST3	carbohydrate sulfotransferase 3	chr10	71964395	72013558	+	0
chr10:71998600:72000541	0.127281856878389	0.905252599481584	Heritable	chr10	71998600	72000541	1942	*	dlpfc_vmr_5704	10	102465689;119504;124902447;124902572;51008;5660;64072;64115;9469;9806	ANAPC16;ASCC1;CDH23;CHST3;LINC03139;LOC124902572;MIR7152;PSAP;SPOCK2;VSIR	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;cadherin related 23;carbohydrate sulfotransferase 3;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2;V-set immunoregulatory receptor	CHST3:0;SPOCK2:58492;ASCC1:95490;LINC03139:119492;PSAP:147348;LOC124902572:180316;CDH23:182652;MIR7152:207799;ANAPC16:215458;VSIR:225079	9469	CHST3	carbohydrate sulfotransferase 3	chr10	71964395	72013558	+	0
chr10:72006865:72007399	0.102545348156277	0.90657041186166	Heritable	chr10	72006865	72007399	535	*	dlpfc_vmr_5705	10	102465689;119504;124902447;124902572;51008;5660;64072;64115;9469;9806	ANAPC16;ASCC1;CDH23;CHST3;LINC03139;LOC124902572;MIR7152;PSAP;SPOCK2;VSIR	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;cadherin related 23;carbohydrate sulfotransferase 3;long intergenic non-protein coding RNA 3139;microRNA 7152;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2;V-set immunoregulatory receptor	CHST3:0;SPOCK2:51634;ASCC1:88632;LINC03139:127757;PSAP:155613;LOC124902572:173458;CDH23:190917;ANAPC16:208600;MIR7152:216064;VSIR:233344	9469	CHST3	carbohydrate sulfotransferase 3	chr10	71964395	72013558	+	0
chr10:72044182:72045238	0.0430207180621951	0.762466777459999	Non-heritable	chr10	72044182	72045238	1057	*	dlpfc_vmr_5706	10	110806271;119504;124902447;124902572;51008;54541;5660;64072;9469;9806	ANAPC16;ASCC1;CDH23;CHST3;DDIT4;DDIT4-AS1;LINC03139;LOC124902572;PSAP;SPOCK2	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;cadherin related 23;carbohydrate sulfotransferase 3;DDIT4 antisense RNA 1;DNA damage inducible transcript 4;long intergenic non-protein coding RNA 3139;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	SPOCK2:13795;CHST3:30623;ASCC1:50793;LOC124902572:135619;LINC03139:165074;ANAPC16:170761;PSAP:192930;DDIT4-AS1:227049;CDH23:228234;DDIT4:228680	9806	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	chr10	72059034	72089032	-	13795
chr10:72086351:72087198	0.0604526628288172	0.818306356309605	Non-heritable	chr10	72086351	72087198	848	*	dlpfc_vmr_5707	10	110806271;119504;124902447;124902572;51008;54541;54788;5660;9469;9806	ANAPC16;ASCC1;CHST3;DDIT4;DDIT4-AS1;DNAJB12;LINC03139;LOC124902572;PSAP;SPOCK2	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;carbohydrate sulfotransferase 3;DDIT4 antisense RNA 1;DNA damage inducible transcript 4;DnaJ heat shock protein family (Hsp40) member B12;long intergenic non-protein coding RNA 3139;prosaposin;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	SPOCK2:0;ASCC1:8833;CHST3:72792;LOC124902572:93659;ANAPC16:128801;DDIT4-AS1:185089;DDIT4:186720;LINC03139:207243;PSAP:235099;DNAJB12:245631	9806	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	chr10	72059034	72089032	-	0
chr10:72158173:72158499	0.0822117862707902	0.788561971498359	Non-heritable	chr10	72158173	72158499	327	*	dlpfc_vmr_5708	9	10367;110806271;119504;124902572;51008;54541;54788;9469;9806	ANAPC16;ASCC1;CHST3;DDIT4;DDIT4-AS1;DNAJB12;LOC124902572;MICU1;SPOCK2	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;carbohydrate sulfotransferase 3;DDIT4 antisense RNA 1;DNA damage inducible transcript 4;DnaJ heat shock protein family (Hsp40) member B12;mitochondrial calcium uptake 1;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	ASCC1:0;LOC124902572:22358;ANAPC16:57500;SPOCK2:69140;DDIT4-AS1:113788;DDIT4:115419;CHST3:144614;DNAJB12:174330;MICU1:208840	51008	ASCC1	activating signal cointegrator 1 complex subunit 1	chr10	72096032	72217134	-	0
chr10:72325241:72325649	0.103362667938655	0.794647017715122	Heritable	chr10	72325241	72325649	409	*	dlpfc_vmr_5709	8	10367;110806271;119504;124902572;51008;54541;54788;9806	ANAPC16;ASCC1;DDIT4;DDIT4-AS1;DNAJB12;LOC124902572;MICU1;SPOCK2	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;DDIT4 antisense RNA 1;DNA damage inducible transcript 4;DnaJ heat shock protein family (Hsp40) member B12;mitochondrial calcium uptake 1;small nucleolar RNA SNORA36 family;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	DNAJB12:7180;MICU1:41690;DDIT4:49204;DDIT4-AS1:51536;ANAPC16:89380;ASCC1:108106;LOC124902572:144251;SPOCK2:236208	54788	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	chr10	72332830	72355149	-	7180
chr10:72425210:72425639	0.105504520409371	0.787326661855776	Heritable	chr10	72425210	72425639	430	*	dlpfc_vmr_5710	7	10367;110806271;119504;124902572;51008;54541;54788	ANAPC16;ASCC1;DDIT4;DDIT4-AS1;DNAJB12;LOC124902572;MICU1	activating signal cointegrator 1 complex subunit 1;anaphase promoting complex subunit 16;DDIT4 antisense RNA 1;DNA damage inducible transcript 4;DnaJ heat shock protein family (Hsp40) member B12;mitochondrial calcium uptake 1;small nucleolar RNA SNORA36 family	MICU1:0;DNAJB12:70060;DDIT4:149173;DDIT4-AS1:151505;ANAPC16:189349;ASCC1:208075;LOC124902572:244220	10367	MICU1	mitochondrial calcium uptake 1	chr10	72367340	72626131	-	0
chr10:72542471:72542822	0.299232266050879	0.76582115713043	Heritable	chr10	72542471	72542822	352	*	dlpfc_vmr_5711	4	100616286;10367;54788;90550	DNAJB12;MCU;MICU1;MIR4676	DnaJ heat shock protein family (Hsp40) member B12;microRNA 4676;mitochondrial calcium uniporter;mitochondrial calcium uptake 1	MICU1:0;MCU:149320;MIR4676:178206;DNAJB12:187321	10367	MICU1	mitochondrial calcium uptake 1	chr10	72367340	72626131	-	0
chr10:73110012:73111267	0.576795275746022	0.834016108055002	Heritable	chr10	73110012	73111267	1256	*	dlpfc_vmr_5712	12	109617000;11319;118491;170392;23234;25961;317662;414245;5033;51021;84647;90550	CFAP70;DNAJC9;DNAJC9-AS1;ECD;FAM149B1;MCU;MRPS16;NUDT13;OIT3;P4HA1;PLA2G12B;SNORA11F	cilia and flagella associated protein 70;DnaJ heat shock protein family (Hsp40) member C9;DNAJC9 and MRPS16 antisense RNA 1;ecdysoneless cell cycle regulator;family with sequence similarity 149 member B1;mitochondrial calcium uniporter;mitochondrial ribosomal protein S16;nudix hydrolase 13;oncoprotein induced transcript 3;phospholipase A2 group XIIB;prolyl 4-hydroxylase subunit alpha 1;small nucleolar RNA, H/ACA box 11F	NUDT13:0;P4HA1:13037;SNORA11F:14812;ECD:22400;FAM149B1:56851;DNAJC9:72094;DNAJC9-AS1:136092;MRPS16:137575;CFAP70:142494;PLA2G12B:155205;OIT3:176975;MCU:222317	25961	NUDT13	nudix hydrolase 13	chr10	73110375	73131828	+	0
chr10:73365365:73366212	0.19343560664902	0.808682774265085	Heritable	chr10	73365365	73366212	848	*	dlpfc_vmr_5713	13	101929145;109617000;11319;118490;118491;159195;23234;25961;310;317662;414245;51021;5532	ANXA7;CFAP70;DNAJC9;DNAJC9-AS1;ECD;FAM149B1;MRPS16;MSS51;NUDT13;PPP3CB;PPP3CB-AS1;SNORA11F;USP54	annexin A7;cilia and flagella associated protein 70;DnaJ heat shock protein family (Hsp40) member C9;DNAJC9 and MRPS16 antisense RNA 1;ecdysoneless cell cycle regulator;family with sequence similarity 149 member B1;mitochondrial ribosomal protein S16;MSS51 mitochondrial translational activator;nudix hydrolase 13;PPP3CB antisense RNA 1 (head to head);protein phosphatase 3 catalytic subunit beta;small nucleolar RNA, H/ACA box 11F;ubiquitin specific peptidase 54	CFAP70:6500;ANXA7:8888;MSS51:57366;PPP3CB:70220;DNAJC9-AS1:88380;MRPS16:112671;DNAJC9:118109;FAM149B1:120860;PPP3CB-AS1:129312;USP54:131325;ECD:196309;NUDT13:233536;SNORA11F:239157	118491	CFAP70	cilia and flagella associated protein 70	chr10	73253762	73358864	-	6500
chr10:73729365:73729449	0.122661786162762	0.762207734491685	Heritable	chr10	73729365	73729449	85	*	dlpfc_vmr_5714	20	100507331;101929145;105378360;113939925;118487;127814294;159195;170384;23053;2749;414236;5328;5532;58529;729092;729096;79933;818;8509;9632	AGAP5;BMS1P4;BMS1P4-AGAP5;C10orf55;CAMK2G;CHCHD1;FUT11;GLUD1P3;MYOZ1;NDST2;NDST2-ZSWIM8-AS1;PLAU;PPP3CB;PPP3CB-AS1;SEC24C;SYNPO2L;SYNPO2L-AS1;USP54;ZSWIM8;ZSWIM8-AS1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5;BMS1 pseudogene 4;BMS1P4-AGAP5 readthrough;calcium/calmodulin dependent protein kinase II gamma;chromosome 10 putative open reading frame 55;coiled-coil-helix-coiled-coil-helix domain containing 1;fucosyltransferase 11;glutamate dehydrogenase 1 pseudogene 3;myozenin 1;N-deacetylase and N-sulfotransferase 2;NDST2-ZSWIM8-AS1 readthrough;plasminogen activator, urokinase;PPP3CB antisense RNA 1 (head to head);protein phosphatase 3 catalytic subunit beta;SEC24 homolog C, COPII coat complex component;synaptopodin 2 like;SYNPO2L antisense RNA 1;ubiquitin specific peptidase 54;zinc finger SWIM-type containing 8;ZSWIM8 antisense RNA 1	BMS1P4:0;BMS1P4-AGAP5:0;GLUD1P3:1112;SEC24C:14922;AGAP5:31255;FUT11:42826;CHCHD1:52597;SYNPO2L-AS1:53914;ZSWIM8:56156;SYNPO2L:65561;NDST2-ZSWIM8-AS1:67064;ZSWIM8-AS1:67064;NDST2:72466;CAMK2G:83051;MYOZ1:87890;USP54:103247;PLAU:179727;C10orf55:180519;PPP3CB-AS1:209294;PPP3CB:233340	729096	BMS1P4	BMS1 pseudogene 4	chr10	73699151	73730487	-	0
chr10:73872736:73873419	0.0898078313922979	0.684864833046554	Non-heritable	chr10	73872736	73873419	684	*	dlpfc_vmr_5715	20	100507331;105378360;113939925;118487;127814294;159195;170384;23053;26985;2749;414236;5328;58529;729092;729096;7414;79933;818;8509;9632	AGAP5;AP3M1;BMS1P4;BMS1P4-AGAP5;C10orf55;CAMK2G;CHCHD1;FUT11;GLUD1P3;MYOZ1;NDST2;NDST2-ZSWIM8-AS1;PLAU;SEC24C;SYNPO2L;SYNPO2L-AS1;USP54;VCL;ZSWIM8;ZSWIM8-AS1	adaptor related protein complex 3 subunit mu 1;ArfGAP with GTPase domain, ankyrin repeat and PH domain 5;BMS1 pseudogene 4;BMS1P4-AGAP5 readthrough;calcium/calmodulin dependent protein kinase II gamma;chromosome 10 putative open reading frame 55;coiled-coil-helix-coiled-coil-helix domain containing 1;fucosyltransferase 11;glutamate dehydrogenase 1 pseudogene 3;myozenin 1;N-deacetylase and N-sulfotransferase 2;NDST2-ZSWIM8-AS1 readthrough;plasminogen activator, urokinase;SEC24 homolog C, COPII coat complex component;synaptopodin 2 like;SYNPO2L antisense RNA 1;ubiquitin specific peptidase 54;vinculin;zinc finger SWIM-type containing 8;ZSWIM8 antisense RNA 1	CAMK2G:0;PLAU:35757;C10orf55:36549;NDST2:60937;NDST2-ZSWIM8-AS1:61084;ZSWIM8:70938;ZSWIM8-AS1:71336;CHCHD1:89083;FUT11:92484;SEC24C:100574;VCL:121773;GLUD1P3:134945;BMS1P4:142248;BMS1P4-AGAP5:142269;AGAP5:174626;SYNPO2L-AS1:197285;SYNPO2L:208932;MYOZ1:231261;USP54:246618;AP3M1:246835	818	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	chr10	73812501	73874591	-	0
chr10:74748569:74748921	0.109658396889273	0.717433773225381	Heritable	chr10	74748569	74748921	353	*	dlpfc_vmr_5716	2	102723439;132	ADK;LOC102723439	adenosine kinase;uncharacterized LOC102723439	ADK:38605;LOC102723439:218015	132	ADK	adenosine kinase	chr10	74151202	74709963	+	38605
chr10:74813819:74813973	0.110193801718531	0.712544590555219	Heritable	chr10	74813819	74813973	155	*	dlpfc_vmr_5717	1	132	ADK	adenosine kinase	ADK:103855	132	ADK	adenosine kinase	chr10	74151202	74709963	+	103855
chr10:75029882:75030425	0.0771005510444246	0.826045799536792	Non-heritable	chr10	75029882	75030425	544	*	dlpfc_vmr_5718	7	118881;128854680;142891;253264;51207;7417;84858	COMTD1;DUSP13A;DUSP13B;SAMD8;VDAC2;ZNF503;ZNF503-AS1	catechol-O-methyltransferase domain containing 1;dual specificity phosphatase 13A;dual specificity phosphatase 13B;sterile alpha motif domain containing 8;voltage dependent anion channel 2;zinc finger protein 503;ZNF503 antisense RNA 1	DUSP13B:64006;SAMD8:69160;DUSP13A:73575;VDAC2:179728;COMTD1:203215;ZNF503-AS1:213142;ZNF503:249299	51207	DUSP13B	dual specificity phosphatase 13B	chr10	75094432	75109221	-	64006
chr10:75396908:75397250	0.0780783799858568	0.814250579068514	Non-heritable	chr10	75396908	75397250	343	*	dlpfc_vmr_5719	10	100131213;101929234;107984293;118881;142891;253264;693191;7417;83938;84858	COMTD1;LOC101929234;LOC107984293;LRMDA;MIR606;SAMD8;VDAC2;ZNF503;ZNF503-AS1;ZNF503-AS2	catechol-O-methyltransferase domain containing 1;leucine rich melanocyte differentiation associated;microRNA 606;sterile alpha motif domain containing 8;uncharacterized LOC101929234;uncharacterized LOC107984293;voltage dependent anion channel 2;zinc finger protein 503;ZNF503 antisense RNA 1;ZNF503 antisense RNA 2	ZNF503:0;ZNF503-AS2:4268;LOC101929234:11891;ZNF503-AS1:23407;LOC107984293:33320;LRMDA:34373;MIR606:155207;COMTD1:160877;VDAC2:165459;SAMD8:214784	84858	ZNF503	zinc finger protein 503	chr10	75279725	75401764	-	0
chr10:76633037:76633784	0.0848246119729553	0.861910468833756	Non-heritable	chr10	76633037	76633784	748	*	dlpfc_vmr_5720	2	3778;83938	KCNMA1;LRMDA	leucine rich melanocyte differentiation associated;potassium calcium-activated channel subfamily M alpha 1	LRMDA:72868;KCNMA1:235816	83938	LRMDA	leucine rich melanocyte differentiation associated	chr10	75431624	76560168	+	72868
chr10:77634877:77636042	0.127043786633951	0.900629972990844	Heritable	chr10	77634877	77636042	1166	*	dlpfc_vmr_5721	2	3778;9231	DLG5;KCNMA1	discs large MAGUK scaffold protein 5;potassium calcium-activated channel subfamily M alpha 1	KCNMA1:0;DLG5:154748	3778	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	chr10	76869601	77638369	-	0
chr10:78176647:78177518	0.171554279990422	0.917312226562657	Heritable	chr10	78176647	78177518	872	*	dlpfc_vmr_5722	8	100128292;100132987;105378375;11128;124902468;414243;6229;9231	DLG5;DLG5-AS1;LINC00595;LINC00856;LOC105378375;LOC124902468;POLR3A;RPS24	discs large MAGUK scaffold protein 5;DLG5 antisense RNA 1;long intergenic non-protein coding RNA 595;long intergenic non-protein coding RNA 856;ribosomal protein S24;RNA polymerase III subunit A;uncharacterized LOC105378375;uncharacterized LOC124902468	LOC105378375:1655;LOC124902468:1673;LINC00856:71082;LINC00595:89791;RPS24:119833;POLR3A:147124;DLG5-AS1:246822;DLG5:249891	105378375	LOC105378375	uncharacterized LOC105378375	chr10	78179174	78542627	+	1655
chr10:78263792:78264870	0.0675057804553393	0.930819992035501	Non-heritable	chr10	78263792	78264870	1079	*	dlpfc_vmr_5723	6	100132987;105378375;11128;124902468;414243;6229	LINC00595;LINC00856;LOC105378375;LOC124902468;POLR3A;RPS24	long intergenic non-protein coding RNA 595;long intergenic non-protein coding RNA 856;ribosomal protein S24;RNA polymerase III subunit A;uncharacterized LOC105378375;uncharacterized LOC124902468	LINC00856:0;LOC105378375:0;LOC124902468:0;LINC00595:2439;RPS24:206978;POLR3A:234269	100132987	LINC00856	long intergenic non-protein coding RNA 856	chr10	78248601	78551355	+	0
chr10:78913307:78914242	0.108937627342858	0.959432176704651	Heritable	chr10	78913307	78914242	936	*	dlpfc_vmr_5725	2	283050;57178	ZMIZ1;ZMIZ1-AS1	zinc finger MIZ-type containing 1;ZMIZ1 antisense RNA 1	ZMIZ1-AS1:29085;ZMIZ1:154723	283050	ZMIZ1-AS1	ZMIZ1 antisense RNA 1	chr10	78943328	79067895	-	29085
