task_id	chrom	start	end	iteration	h2_incremental	region
1003	2	108696760	108697058	3	0.0001580117684237	DLPFC
1003	2	108696760	108697058	4	0.0146513654853603	DLPFC
1003	2	108696760	108697058	5	0.00468931804107296	DLPFC
1003	2	108696760	108697058	6	6.39109276477819e-07	DLPFC
1003	2	108696760	108697058	7	0	DLPFC
1003	2	108696760	108697058	8	0	DLPFC
1003	2	108696760	108697058	9	0	DLPFC
1003	2	108696760	108697058	10	0	DLPFC
1003	2	108696760	108697058	11	0	DLPFC
1004	2	108718852	108718927	1	0.108709899989604	DLPFC
1004	2	108718852	108718927	2	0.00110720488895011	DLPFC
1004	2	108718852	108718927	3	0	DLPFC
1004	2	108718852	108718927	4	0.00011520773555097	DLPFC
1004	2	108718852	108718927	5	0	DLPFC
1004	2	108718852	108718927	6	0	DLPFC
1004	2	108718852	108718927	7	0	DLPFC
1004	2	108718852	108718927	8	0.00029505017804193	DLPFC
1004	2	108718852	108718927	9	2.91312254345457e-05	DLPFC
1004	2	108718852	108718927	10	0.0010822783805964	DLPFC
1004	2	108718852	108718927	11	0	DLPFC
1004	2	108718852	108718927	12	0	DLPFC
1004	2	108718852	108718927	13	5.79053584112476e-06	DLPFC
1004	2	108718852	108718927	14	0	DLPFC
1004	2	108718852	108718927	15	0	DLPFC
1005	2	108917016	108917616	1	0.0219934505039338	DLPFC
1005	2	108917016	108917616	2	0.00914236490591476	DLPFC
1005	2	108917016	108917616	3	0.00119597582469201	DLPFC
1005	2	108917016	108917616	4	0.00029119390891773	DLPFC
1005	2	108917016	108917616	5	0.00701208679890053	DLPFC
1005	2	108917016	108917616	6	0	DLPFC
1005	2	108917016	108917616	7	0	DLPFC
1005	2	108917016	108917616	8	0	DLPFC
1005	2	108917016	108917616	9	0	DLPFC
1005	2	108917016	108917616	10	0.00418390330737263	DLPFC
1005	2	108917016	108917616	11	0.00013372090798812	DLPFC
1005	2	108917016	108917616	12	1.27510980657155e-07	DLPFC
1005	2	108917016	108917616	13	1.48318034235599e-06	DLPFC
1005	2	108917016	108917616	14	3.52978436086587e-06	DLPFC
1005	2	108917016	108917616	15	1.10065183016015e-07	DLPFC
1006	2	108963242	108963460	1	0.0362214828311545	DLPFC
1006	2	108963242	108963460	2	0.00083075448871257	DLPFC
1006	2	108963242	108963460	3	0.0149649959172742	DLPFC
1006	2	108963242	108963460	4	0.00029014005859896	DLPFC
1006	2	108963242	108963460	5	0.00010877609649734	DLPFC
1006	2	108963242	108963460	6	0.00873126353485143	DLPFC
1006	2	108963242	108963460	7	1.35028518847488e-05	DLPFC
1006	2	108963242	108963460	8	6.64008436836597e-06	DLPFC
1006	2	108963242	108963460	9	4.3046513485558e-05	DLPFC
1006	2	108963242	108963460	10	0.00042542228260817	DLPFC
1006	2	108963242	108963460	11	4.93371100936528e-05	DLPFC
1006	2	108963242	108963460	12	0	DLPFC
1006	2	108963242	108963460	13	0.00137469406498215	DLPFC
1006	2	108963242	108963460	14	0	DLPFC
1006	2	108963242	108963460	15	0	DLPFC
1006	2	108963242	108963460	16	5.80304018987074e-05	DLPFC
1006	2	108963242	108963460	17	0	DLPFC
1006	2	108963242	108963460	18	0	DLPFC
1007	2	109005559	109005931	1	0.0904627739791123	DLPFC
1007	2	109005559	109005931	2	0.00097440855623303	DLPFC
1007	2	109005559	109005931	3	0.00066850801581315	DLPFC
1007	2	109005559	109005931	4	0.00069752582086706	DLPFC
1007	2	109005559	109005931	5	2.68886111565025e-05	DLPFC
1007	2	109005559	109005931	6	1.10296007316303e-05	DLPFC
1007	2	109005559	109005931	7	0.00020523850135245	DLPFC
1007	2	109005559	109005931	8	9.06525232188867e-05	DLPFC
1007	2	109005559	109005931	9	0	DLPFC
1007	2	109005559	109005931	10	0.00135920725728053	DLPFC
1007	2	109005559	109005931	11	0	DLPFC
1007	2	109005559	109005931	12	2.20380573484964e-05	DLPFC
1007	2	109005559	109005931	13	0	DLPFC
1007	2	109005559	109005931	14	0	DLPFC
1007	2	109005559	109005931	15	0.00129392094122518	DLPFC
1007	2	109005559	109005931	16	0	DLPFC
1007	2	109005559	109005931	17	6.09865398376885e-05	DLPFC
1007	2	109005559	109005931	18	0	DLPFC
1007	2	109005559	109005931	19	0	DLPFC
1007	2	109005559	109005931	20	1.15566596361936e-05	DLPFC
1008	2	109017164	109017468	1	3.90574346431199e-05	DLPFC
1008	2	109017164	109017468	2	2.56002116618986e-05	DLPFC
1008	2	109017164	109017468	3	0.00032863768846219	DLPFC
1008	2	109017164	109017468	4	0.0192819673128038	DLPFC
1008	2	109017164	109017468	5	0.00013839622424776	DLPFC
1008	2	109017164	109017468	6	0	DLPFC
1008	2	109017164	109017468	7	0.00504099148040645	DLPFC
1008	2	109017164	109017468	8	0.00033111835973316	DLPFC
1008	2	109017164	109017468	9	0.0108097778886001	DLPFC
1008	2	109017164	109017468	10	1.8595676560657e-05	DLPFC
1008	2	109017164	109017468	11	1.88682694582549e-05	DLPFC
1008	2	109017164	109017468	12	0	DLPFC
1008	2	109017164	109017468	13	5.51433567142763e-05	DLPFC
1008	2	109017164	109017468	14	3.27265923266553e-06	DLPFC
1009	2	109195409	109195667	1	0.237475325630776	DLPFC
1009	2	109195409	109195667	2	0	DLPFC
1009	2	109195409	109195667	3	0	DLPFC
1009	2	109195409	109195667	4	0	DLPFC
1009	2	109195409	109195667	5	0	DLPFC
1009	2	109195409	109195667	6	4.62861519493978e-06	DLPFC
1009	2	109195409	109195667	7	9.5930083864174e-07	DLPFC
1009	2	109195409	109195667	8	2.67442453507934e-05	DLPFC
1009	2	109195409	109195667	9	8.84405273641416e-06	DLPFC
1009	2	109195409	109195667	10	0	DLPFC
1009	2	109195409	109195667	11	1.51025815196412e-07	DLPFC
101	1	13527381	13527617	1	0.538754029669313	DLPFC
101	1	13527381	13527617	2	3.15575492487366e-07	DLPFC
101	1	13527381	13527617	3	1.57517069130905e-05	DLPFC
101	1	13527381	13527617	4	0	DLPFC
101	1	13527381	13527617	5	4.93977455348037e-06	DLPFC
101	1	13527381	13527617	6	3.18826181518832e-05	DLPFC
101	1	13527381	13527617	7	5.65371395676491e-05	DLPFC
101	1	13527381	13527617	8	0	DLPFC
101	1	13527381	13527617	9	0	DLPFC
101	1	13527381	13527617	10	0	DLPFC
101	1	13527381	13527617	11	0	DLPFC
1010	2	109315260	109316278	1	0.774553969799873	DLPFC
1010	2	109315260	109316278	2	0.0001396839917165	DLPFC
1010	2	109315260	109316278	3	6.83478690061992e-05	DLPFC
1010	2	109315260	109316278	4	3.43568378409811e-05	DLPFC
1010	2	109315260	109316278	5	0.0009633421417338	DLPFC
1010	2	109315260	109316278	6	0	DLPFC
1010	2	109315260	109316278	7	0	DLPFC
1010	2	109315260	109316278	8	1.13774758180485e-07	DLPFC
1010	2	109315260	109316278	9	0.0002939537464427	DLPFC
1010	2	109315260	109316278	10	0	DLPFC
1010	2	109315260	109316278	11	0	DLPFC
1010	2	109315260	109316278	12	1.69725469550247e-05	DLPFC
1010	2	109315260	109316278	13	0	DLPFC
1010	2	109315260	109316278	14	0	DLPFC
1011	2	110211366	110213540	1	0.0722093353089854	DLPFC
1011	2	110211366	110213540	2	0.0115698921647372	DLPFC
1011	2	110211366	110213540	3	0.00277784832660659	DLPFC
1011	2	110211366	110213540	4	0.00025491253197962	DLPFC
1011	2	110211366	110213540	5	0	DLPFC
1011	2	110211366	110213540	6	0	DLPFC
1011	2	110211366	110213540	7	6.31316678552515e-05	DLPFC
1011	2	110211366	110213540	8	0	DLPFC
1011	2	110211366	110213540	9	2.85613645016798e-07	DLPFC
1011	2	110211366	110213540	10	3.84079964892732e-05	DLPFC
1011	2	110211366	110213540	11	3.70194954611692e-05	DLPFC
1012	2	110858289	110859334	1	0.451303081655969	DLPFC
1012	2	110858289	110859334	2	6.91569747798639e-08	DLPFC
1012	2	110858289	110859334	3	2.52642970645646e-06	DLPFC
1012	2	110858289	110859334	4	0	DLPFC
1012	2	110858289	110859334	5	0	DLPFC
1012	2	110858289	110859334	6	5.47277264771554e-06	DLPFC
1012	2	110858289	110859334	7	9.76161406891432e-05	DLPFC
1012	2	110858289	110859334	8	0	DLPFC
1012	2	110858289	110859334	9	6.6612387747631e-06	DLPFC
1012	2	110858289	110859334	10	4.47811397410773e-08	DLPFC
1012	2	110858289	110859334	11	0	DLPFC
1013	2	111161873	111162624	1	0.109091012929605	DLPFC
1013	2	111161873	111162624	2	0.0232310175646011	DLPFC
1013	2	111161873	111162624	3	0	DLPFC
1013	2	111161873	111162624	4	0.0059713659769763	DLPFC
1013	2	111161873	111162624	5	0	DLPFC
1013	2	111161873	111162624	6	0	DLPFC
1013	2	111161873	111162624	7	7.26903722659604e-07	DLPFC
1013	2	111161873	111162624	8	0	DLPFC
1013	2	111161873	111162624	9	5.77220090166677e-06	DLPFC
1013	2	111161873	111162624	10	0.00368705000410324	DLPFC
1013	2	111161873	111162624	11	0	DLPFC
1013	2	111161873	111162624	12	0	DLPFC
1013	2	111161873	111162624	13	0	DLPFC
1013	2	111161873	111162624	14	0	DLPFC
1013	2	111161873	111162624	15	0	DLPFC
1014	2	11133523	11133716	1	0.186611109384305	DLPFC
1014	2	11133523	11133716	2	0.012267084299725	DLPFC
1014	2	11133523	11133716	3	0.00546745410768856	DLPFC
1014	2	11133523	11133716	4	1.44291967989622e-05	DLPFC
1014	2	11133523	11133716	5	3.22684242474745e-06	DLPFC
1014	2	11133523	11133716	6	0	DLPFC
1014	2	11133523	11133716	7	1.25670968006481e-06	DLPFC
1014	2	11133523	11133716	8	3.71763568663051e-06	DLPFC
1014	2	11133523	11133716	9	2.05737550973999e-07	DLPFC
1014	2	11133523	11133716	10	0.0043190051965372	DLPFC
1014	2	11133523	11133716	11	0	DLPFC
1014	2	11133523	11133716	12	0	DLPFC
1014	2	11133523	11133716	13	4.48659761957093e-05	DLPFC
1014	2	11133523	11133716	14	0	DLPFC
1014	2	11133523	11133716	15	0	DLPFC
1015	2	111747168	111748691	1	0.0148964930519576	DLPFC
1015	2	111747168	111748691	2	0.0101770800493741	DLPFC
1015	2	111747168	111748691	3	0.00297577485143947	DLPFC
1015	2	111747168	111748691	4	1.07965470104638e-07	DLPFC
1015	2	111747168	111748691	5	0.00019386391702639	DLPFC
1015	2	111747168	111748691	6	0.0047276347304125	DLPFC
1015	2	111747168	111748691	7	0	DLPFC
1015	2	111747168	111748691	8	0	DLPFC
1015	2	111747168	111748691	9	0	DLPFC
1015	2	111747168	111748691	10	0	DLPFC
1015	2	111747168	111748691	11	0.00181122749881033	DLPFC
1015	2	111747168	111748691	12	0	DLPFC
1015	2	111747168	111748691	13	0.00216552160652856	DLPFC
1015	2	111747168	111748691	14	0	DLPFC
1015	2	111747168	111748691	15	0	DLPFC
1015	2	111747168	111748691	16	0	DLPFC
1015	2	111747168	111748691	17	0	DLPFC
1015	2	111747168	111748691	18	0	DLPFC
1016	2	11175402	11175949	1	0.273136946019597	DLPFC
1016	2	11175402	11175949	2	0.0604868276043373	DLPFC
1016	2	11175402	11175949	3	0.00268815430213193	DLPFC
1016	2	11175402	11175949	4	0.00069944403736237	DLPFC
1016	2	11175402	11175949	5	0.00023822572132728	DLPFC
1016	2	11175402	11175949	6	4.31031612346864e-08	DLPFC
1016	2	11175402	11175949	7	0.00034147384604269	DLPFC
1016	2	11175402	11175949	8	0	DLPFC
1016	2	11175402	11175949	9	1.28189916111684e-06	DLPFC
1016	2	11175402	11175949	10	7.68338467689654e-08	DLPFC
1016	2	11175402	11175949	11	2.59587748671455e-07	DLPFC
1016	2	11175402	11175949	12	0	DLPFC
1017	2	112139814	112140807	1	0.645695492498607	DLPFC
1017	2	112139814	112140807	2	1.72842487396264e-05	DLPFC
1017	2	112139814	112140807	3	2.6224658979566e-06	DLPFC
1017	2	112139814	112140807	4	0.00033895747517936	DLPFC
1017	2	112139814	112140807	5	7.55459728763736e-06	DLPFC
1017	2	112139814	112140807	6	0	DLPFC
1017	2	112139814	112140807	7	1.82995264888345e-07	DLPFC
1017	2	112139814	112140807	8	0.000857042291722	DLPFC
1017	2	112139814	112140807	9	0	DLPFC
1017	2	112139814	112140807	10	0	DLPFC
1017	2	112139814	112140807	11	5.08989861002162e-06	DLPFC
1017	2	112139814	112140807	12	2.35027868574102e-06	DLPFC
1017	2	112139814	112140807	13	0	DLPFC
1018	2	112161119	112161365	1	0.200593872244352	DLPFC
1018	2	112161119	112161365	2	4.71721735675384e-05	DLPFC
1018	2	112161119	112161365	3	2.92370169639201e-05	DLPFC
1018	2	112161119	112161365	4	0	DLPFC
1018	2	112161119	112161365	5	0	DLPFC
1018	2	112161119	112161365	6	0	DLPFC
1018	2	112161119	112161365	7	0	DLPFC
1018	2	112161119	112161365	8	6.53149830483773e-05	DLPFC
1018	2	112161119	112161365	9	2.79103016115806e-05	DLPFC
1018	2	112161119	112161365	10	0.00010119654637463	DLPFC
1018	2	112161119	112161365	11	1.83718810402273e-06	DLPFC
1019	2	112182658	112183001	1	0.170272203403215	DLPFC
1019	2	112182658	112183001	2	0.00102117066205488	DLPFC
1019	2	112182658	112183001	3	0.00027725464408859	DLPFC
1019	2	112182658	112183001	4	0.00011027686985808	DLPFC
1019	2	112182658	112183001	5	0.00544932029630113	DLPFC
1019	2	112182658	112183001	6	8.59161739070226e-05	DLPFC
1019	2	112182658	112183001	7	4.04580457500205e-05	DLPFC
1019	2	112182658	112183001	8	0.000129334879977	DLPFC
1019	2	112182658	112183001	9	0.00288399796066306	DLPFC
1019	2	112182658	112183001	10	2.36146919095943e-05	DLPFC
1019	2	112182658	112183001	11	0	DLPFC
1019	2	112182658	112183001	12	0	DLPFC
1019	2	112182658	112183001	13	0	DLPFC
1019	2	112182658	112183001	14	0	DLPFC
102	1	13537976	13539276	1	0.256004744541715	DLPFC
102	1	13537976	13539276	2	0.00083053038298642	DLPFC
102	1	13537976	13539276	3	9.67576739416529e-08	DLPFC
102	1	13537976	13539276	4	0.00938857826649331	DLPFC
102	1	13537976	13539276	5	0	DLPFC
102	1	13537976	13539276	6	0	DLPFC
102	1	13537976	13539276	7	0	DLPFC
102	1	13537976	13539276	8	2.74670375634848e-05	DLPFC
102	1	13537976	13539276	9	4.54543735097127e-06	DLPFC
102	1	13537976	13539276	10	4.39051898886947e-05	DLPFC
102	1	13537976	13539276	11	0	DLPFC
1020	2	112600149	112600272	1	0.204183443615197	DLPFC
1020	2	112600149	112600272	2	0.00176765109889937	DLPFC
1020	2	112600149	112600272	3	0.00014561635565627	DLPFC
1020	2	112600149	112600272	4	0.00194262364530027	DLPFC
1020	2	112600149	112600272	5	0.00029511867167343	DLPFC
1020	2	112600149	112600272	6	0.00064525410059562	DLPFC
1020	2	112600149	112600272	7	0.00012479564739432	DLPFC
1020	2	112600149	112600272	8	0	DLPFC
1020	2	112600149	112600272	9	0	DLPFC
1020	2	112600149	112600272	10	0	DLPFC
1020	2	112600149	112600272	11	0	DLPFC
1021	2	113235628	113236016	1	0.433868726145283	DLPFC
1021	2	113235628	113236016	2	7.43906697269266e-07	DLPFC
1021	2	113235628	113236016	3	0.00024269633647542	DLPFC
1021	2	113235628	113236016	4	0.00017760564874178	DLPFC
1021	2	113235628	113236016	5	7.29687893055918e-07	DLPFC
1021	2	113235628	113236016	6	0	DLPFC
1021	2	113235628	113236016	7	0	DLPFC
1021	2	113235628	113236016	8	1.36102938736096e-06	DLPFC
1021	2	113235628	113236016	9	1.56691538807361e-05	DLPFC
1021	2	113235628	113236016	10	0	DLPFC
1021	2	113235628	113236016	11	1.78537077356208e-05	DLPFC
1022	2	113275528	113275941	1	0.262277077634764	DLPFC
1022	2	113275528	113275941	2	0.00217009528912477	DLPFC
1022	2	113275528	113275941	3	3.38386331392201e-05	DLPFC
1022	2	113275528	113275941	4	0	DLPFC
1022	2	113275528	113275941	5	0	DLPFC
1022	2	113275528	113275941	6	6.68452747288492e-07	DLPFC
1022	2	113275528	113275941	7	1.22391225481917e-06	DLPFC
1022	2	113275528	113275941	8	1.82839960075564e-06	DLPFC
1022	2	113275528	113275941	9	6.53383809909198e-06	DLPFC
1022	2	113275528	113275941	10	6.5472885321205e-07	DLPFC
1022	2	113275528	113275941	11	5.2841317246785e-07	DLPFC
1023	2	11374377	11374618	1	0.359285794295814	DLPFC
1023	2	11374377	11374618	2	0.00411714791865697	DLPFC
1023	2	11374377	11374618	3	3.4625843978133e-06	DLPFC
1023	2	11374377	11374618	4	0.00069211952144396	DLPFC
1023	2	11374377	11374618	5	0.00018815983750898	DLPFC
1023	2	11374377	11374618	6	3.18488754156654e-06	DLPFC
1023	2	11374377	11374618	7	7.55951946396828e-07	DLPFC
1023	2	11374377	11374618	8	0	DLPFC
1023	2	11374377	11374618	9	1.84697173858787e-07	DLPFC
1023	2	11374377	11374618	10	0	DLPFC
1023	2	11374377	11374618	11	4.25889426036814e-06	DLPFC
1024	2	11391833	11392114	1	0.296891781615589	DLPFC
1024	2	11391833	11392114	2	0.00014678359094122	DLPFC
1024	2	11391833	11392114	3	3.57879897850555e-05	DLPFC
1024	2	11391833	11392114	4	0.00055066160732079	DLPFC
1024	2	11391833	11392114	5	0.00019647527048742	DLPFC
1024	2	11391833	11392114	6	0	DLPFC
1024	2	11391833	11392114	7	0	DLPFC
1024	2	11391833	11392114	8	0	DLPFC
1024	2	11391833	11392114	9	2.32152053007506e-06	DLPFC
1024	2	11391833	11392114	10	0	DLPFC
1024	2	11391833	11392114	11	7.3762967303302e-08	DLPFC
1025	2	113979704	113979870	1	0.253213791077859	DLPFC
1025	2	113979704	113979870	2	0	DLPFC
1025	2	113979704	113979870	3	0.00103443407417865	DLPFC
1025	2	113979704	113979870	4	0	DLPFC
1025	2	113979704	113979870	5	7.3021390235264e-05	DLPFC
1025	2	113979704	113979870	6	0.0003530385218963	DLPFC
1025	2	113979704	113979870	7	0	DLPFC
1025	2	113979704	113979870	8	0.0013618002250629	DLPFC
1025	2	113979704	113979870	9	0.00031046746799493	DLPFC
1025	2	113979704	113979870	10	0	DLPFC
1025	2	113979704	113979870	11	0	DLPFC
1025	2	113979704	113979870	12	0	DLPFC
1025	2	113979704	113979870	13	1.5813633705454e-07	DLPFC
1025	2	113979704	113979870	14	0	DLPFC
1026	2	114661423	114662638	1	0.0777998578053436	DLPFC
1026	2	114661423	114662638	2	0.00030936541896548	DLPFC
1026	2	114661423	114662638	3	0.00161617729262913	DLPFC
1026	2	114661423	114662638	4	0.00035808814485971	DLPFC
1026	2	114661423	114662638	5	0.00112619430901521	DLPFC
1026	2	114661423	114662638	6	0.00121748663958443	DLPFC
1026	2	114661423	114662638	7	0.00010836795854829	DLPFC
1026	2	114661423	114662638	8	0	DLPFC
1026	2	114661423	114662638	9	0.00365239539981405	DLPFC
1026	2	114661423	114662638	10	1.76098145427992e-05	DLPFC
1026	2	114661423	114662638	11	0	DLPFC
1026	2	114661423	114662638	12	0	DLPFC
1026	2	114661423	114662638	13	1.20596645676772e-06	DLPFC
1026	2	114661423	114662638	14	2.40333790624143e-05	DLPFC
1027	2	11657850	11658029	1	0.27404195006976	DLPFC
1027	2	11657850	11658029	2	0.00012123017954103	DLPFC
1027	2	11657850	11658029	3	7.46426189163104e-05	DLPFC
1027	2	11657850	11658029	4	3.59587140215954e-06	DLPFC
1027	2	11657850	11658029	5	0.00399406821627641	DLPFC
1027	2	11657850	11658029	6	0.00168227859879271	DLPFC
1027	2	11657850	11658029	7	8.8081282427256e-06	DLPFC
1027	2	11657850	11658029	8	0.00422916560549268	DLPFC
1027	2	11657850	11658029	9	1.91112424056866e-06	DLPFC
1027	2	11657850	11658029	10	0	DLPFC
1027	2	11657850	11658029	11	0	DLPFC
1027	2	11657850	11658029	12	0	DLPFC
1027	2	11657850	11658029	13	0	DLPFC
1028	2	11689189	11689859	1	0.264900837850754	DLPFC
1028	2	11689189	11689859	2	0.00774762542068838	DLPFC
1028	2	11689189	11689859	3	0.00036958544837021	DLPFC
1028	2	11689189	11689859	4	0.00152063360532422	DLPFC
1028	2	11689189	11689859	5	4.12205931629485e-06	DLPFC
1028	2	11689189	11689859	6	0	DLPFC
1028	2	11689189	11689859	7	5.79384758431654e-07	DLPFC
1028	2	11689189	11689859	8	0.00064063674220198	DLPFC
1028	2	11689189	11689859	9	7.98919470676221e-08	DLPFC
1028	2	11689189	11689859	10	0.00497043297790998	DLPFC
1028	2	11689189	11689859	11	3.98223755513671e-05	DLPFC
1028	2	11689189	11689859	12	0	DLPFC
1028	2	11689189	11689859	13	0	DLPFC
1028	2	11689189	11689859	14	9.67554753770365e-08	DLPFC
1028	2	11689189	11689859	15	1.29939102461646e-06	DLPFC
1029	2	117803644	117804211	1	0.547286593732148	DLPFC
1029	2	117803644	117804211	2	1.08781578303997e-06	DLPFC
1029	2	117803644	117804211	3	0	DLPFC
1029	2	117803644	117804211	4	0	DLPFC
1029	2	117803644	117804211	5	0	DLPFC
1029	2	117803644	117804211	6	7.64728546146767e-05	DLPFC
1029	2	117803644	117804211	7	1.39310589457687e-05	DLPFC
1029	2	117803644	117804211	8	0	DLPFC
1029	2	117803644	117804211	9	0	DLPFC
1029	2	117803644	117804211	10	0	DLPFC
1029	2	117803644	117804211	11	0	DLPFC
103	1	13568660	13569136	1	0.34080363200696	DLPFC
103	1	13568660	13569136	2	0	DLPFC
103	1	13568660	13569136	3	0.00341628736809609	DLPFC
103	1	13568660	13569136	4	3.63675979473706e-06	DLPFC
103	1	13568660	13569136	5	0	DLPFC
103	1	13568660	13569136	6	0.00146860807739176	DLPFC
103	1	13568660	13569136	7	0.00015528289469085	DLPFC
103	1	13568660	13569136	8	0	DLPFC
103	1	13568660	13569136	9	1.27550811832283e-07	DLPFC
103	1	13568660	13569136	10	0	DLPFC
103	1	13568660	13569136	11	0	DLPFC
1030	2	117858535	117860456	1	0.247962115638952	DLPFC
1030	2	117858535	117860456	2	0.00541655156435393	DLPFC
1030	2	117858535	117860456	3	0	DLPFC
1030	2	117858535	117860456	4	0	DLPFC
1030	2	117858535	117860456	5	4.40764107036278e-06	DLPFC
1030	2	117858535	117860456	6	0	DLPFC
1030	2	117858535	117860456	7	3.42915451384489e-05	DLPFC
1030	2	117858535	117860456	8	0	DLPFC
1030	2	117858535	117860456	9	5.67273333393578e-08	DLPFC
1030	2	117858535	117860456	10	0.00283349468065553	DLPFC
1030	2	117858535	117860456	11	0	DLPFC
1030	2	117858535	117860456	12	0	DLPFC
1030	2	117858535	117860456	13	3.65415521800128e-06	DLPFC
1030	2	117858535	117860456	14	0	DLPFC
1030	2	117858535	117860456	15	1.91923817492777e-05	DLPFC
1031	2	11849325	11850473	1	0.0324254817811659	DLPFC
1031	2	11849325	11850473	2	0.135713200336729	DLPFC
1031	2	11849325	11850473	3	0.00035826280539543	DLPFC
1031	2	11849325	11850473	4	2.63006908113983e-05	DLPFC
1031	2	11849325	11850473	5	0	DLPFC
1031	2	11849325	11850473	6	1.89955361765307e-06	DLPFC
1031	2	11849325	11850473	7	1.23350331241901e-05	DLPFC
1031	2	11849325	11850473	8	0	DLPFC
1031	2	11849325	11850473	9	0	DLPFC
1031	2	11849325	11850473	10	0.00019230545239329	DLPFC
1031	2	11849325	11850473	11	6.3773688846533e-07	DLPFC
1032	2	119134715	119135284	1	0.231342104032024	DLPFC
1032	2	119134715	119135284	2	0	DLPFC
1032	2	119134715	119135284	3	2.54304781417684e-05	DLPFC
1032	2	119134715	119135284	4	0.00014612294217656	DLPFC
1032	2	119134715	119135284	5	0	DLPFC
1032	2	119134715	119135284	6	1.99237224985093e-05	DLPFC
1032	2	119134715	119135284	7	6.66434162984086e-05	DLPFC
1032	2	119134715	119135284	8	0.00404336618181506	DLPFC
1032	2	119134715	119135284	9	0.00161013886526723	DLPFC
