task_id	chrom	start	end	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	region
1010	2	109315260	109316278	362	14	0.645067993140872	0.86293628605459	DLPFC
10100	20	41204493	41205980	260	11	0.0825419523277152	0.818435498736168	DLPFC
10101	20	41362246	41362481	233	11	0.10275018434288	0.805719662852346	DLPFC
10102	20	42613170	42614854	422	11	0.36782588441255	0.91415055804946	DLPFC
10103	20	43564845	43566009	449	14	0.149317097157388	0.940675818126413	DLPFC
10104	20	44070382	44070753	446	14	0.141814418414118	0.943247274915342	DLPFC
10105	20	44683675	44684118	375	15	0.460350118971049	0.890537166116061	DLPFC
10106	20	44750232	44750821	358	11	0.351796918935025	0.864617272674575	DLPFC
10107	20	44901471	44902190	351	12	0.084738766464827	0.865249889491248	DLPFC
10108	20	45304127	45304566	250	19	0.144151195564666	0.793965526649952	DLPFC
10109	20	45407947	45410169	254	21	0.17281367428229	0.862620168260897	DLPFC
1011	2	110211366	110213540	82	11	0.1892925914343	0.675084619362374	DLPFC
10110	20	46079489	46080092	347	11	0.0691830649962465	0.841735113148203	DLPFC
10111	20	46153115	46153346	404	16	0.112522952142178	0.91707973514019	DLPFC
10112	20	46427983	46431034	461	11	0.158560462287398	0.953841746736923	DLPFC
10113	20	46563474	46564058	539	11	0.1352951295812	0.960372616015845	DLPFC
10114	20	46648194	46649047	595	11	0.1425740205669	0.966390362822767	DLPFC
10115	20	47183008	47183484	464	11	0.1589967540721	0.948944852672541	DLPFC
10116	20	4741747	4743045	646	15	0.350199206004646	0.951270580286769	DLPFC
10117	20	4761727	4761845	688	15	0.132234479951847	0.969588699472953	DLPFC
10118	20	4775695	4776541	672	11	0.395010620765725	0.943881373367073	DLPFC
10119	20	47958237	47958672	585	15	0.0541125028723705	0.949697730404158	DLPFC
1012	2	110858289	110859334	194	11	0.189614648788387	0.833533393027427	DLPFC
10120	20	48636543	48636725	401	11	0.0892062070478436	0.926277206124564	DLPFC
10121	20	48655623	48657067	398	11	0.0985733948798086	0.933126124689769	DLPFC
10122	20	48691079	48691239	364	14	0.189367828629252	0.874441565412606	DLPFC
10123	20	48702787	48703344	348	11	0.120377211094704	0.907833448502957	DLPFC
10124	20	48727838	48729005	293	11	0.103307628259095	0.902925157965752	DLPFC
10125	20	48737469	48739019	309	11	0.0607029430375763	0.85908565251594	DLPFC
10126	20	48747093	48748106	303	12	0.113128830788631	0.896934109250549	DLPFC
10127	20	48787271	48787590	289	17	0.0580770710182836	0.827001257596115	DLPFC
10128	20	48796910	48797846	280	12	0.0988938250463771	0.877534551278025	DLPFC
10129	20	48826332	48826815	270	11	0.106761674916504	0.872221174956857	DLPFC
1013	2	111161873	111162624	276	15	0.141189394851862	0.883880996110124	DLPFC
10130	20	49612125	49612383	348	11	0.162194701252459	0.844237637608184	DLPFC
10131	20	4973389	4973758	673	13	0.0652706226735209	0.965997261240036	DLPFC
10132	20	49850873	49852048	433	13	0.140591852097546	0.947051783263375	DLPFC
10133	20	49916645	49917368	434	13	0.602928137264295	0.919096678945731	DLPFC
10134	20	50054957	50055155	437	11	0.100453190325996	0.920188757853279	DLPFC
10135	20	50138382	50138671	407	11	0.0795533837939691	0.919250635788114	DLPFC
10136	20	50243084	50243359	424	21	0.155353480956596	0.922965122064966	DLPFC
10137	20	50267012	50267367	434	12	0.158117975736943	0.934044623487159	DLPFC
10138	20	50692198	50692866	510	12	0.0992534713881729	0.937439542491501	DLPFC
10139	20	508365	508566	935	28	0.100592858364619	0.983861343228962	DLPFC
1014	2	11133523	11133716	636	15	0.170895784717609	0.947122557715099	DLPFC
10140	20	51003829	51003933	527	15	0.116134329775578	0.950416461681494	DLPFC
10141	20	51181961	51182384	557	11	0.158303190145981	0.952022385938844	DLPFC
10142	20	52423028	52424096	361	13	0.294891996615708	0.890712799962509	DLPFC
10143	20	5308292	5309286	690	12	0.723274863733657	0.948686381416436	DLPFC
10144	20	53217558	53218178	521	11	0.0913401279107833	0.966307548301447	DLPFC
10145	20	53859240	53863057	574	15	0.0848676707125036	0.958774376495848	DLPFC
10146	20	53863649	53866641	601	11	0.121405202949639	0.964993295581103	DLPFC
10147	20	54014171	54016012	583	11	0.120776543364756	0.962431712550369	DLPFC
10148	20	54025522	54029864	593	11	0.0830349889514185	0.959666250191371	DLPFC
10149	20	54133787	54136219	567	15	0.56481681645344	0.93561205211876	DLPFC
1015	2	111747168	111748691	247	18	0.0945656050234147	0.721213779982775	DLPFC
10150	20	54162556	54163030	576	11	0.0890813253710453	0.945422963425262	DLPFC
10151	20	5453947	5454787	680	18	0.123200242348548	0.965912656464318	DLPFC
10152	20	54624980	54625608	494	13	0.070401876383862	0.908590725232245	DLPFC
10153	20	54675796	54677624	464	11	0.747165230420909	0.903794748916258	DLPFC
10154	20	5504048	5504934	658	11	0.137174422433532	0.968235884978532	DLPFC
10155	20	56348307	56348774	598	13	0.103430642284457	0.95516593129677	DLPFC
10156	20	56465906	56466274	644	12	0.539271817794561	0.950980007268625	DLPFC
10157	20	56516590	56517769	664	16	0.0635991679709506	0.951637838873034	DLPFC
10158	20	56703096	56703699	771	12	0.0590764264167124	0.962299002811804	DLPFC
10159	20	56721838	56722450	760	15	0.0239222432461508	0.911159250700465	DLPFC
1016	2	11175402	11175949	670	12	0.140940119212846	0.974717006161658	DLPFC
10160	20	57258034	57258284	828	14	0.0955072740057327	0.974907695072311	DLPFC
10161	20	57395445	57396156	725	15	0.0779837392446354	0.975263911217491	DLPFC
10162	20	57398689	57399398	741	12	0.0893418340094556	0.965754480887924	DLPFC
10163	20	57440709	57441416	739	13	0.0981401947564566	0.964647085862314	DLPFC
10164	20	57725141	57725490	716	13	0.0493774707186473	0.966142111000445	DLPFC
10165	20	58016904	58017935	697	14	0.0593094927638975	0.967364136864667	DLPFC
10166	20	58039418	58039880	700	11	0.0532319652500864	0.9677210812383	DLPFC
10167	20	58229102	58229358	636	12	0.141436428783599	0.959415815874307	DLPFC
10168	20	58716784	58717136	503	11	0.103400693040993	0.94276083750191	DLPFC
10169	20	59042165	59042318	638	11	0.152899015190358	0.953392781241407	DLPFC
1017	2	112139814	112140807	250	13	0.224428975603826	0.907745910495343	DLPFC
10170	20	59153402	59153592	574	20	0.0708701380397988	0.950448155639515	DLPFC
10171	20	59524773	59525363	565	12	0.102867066062286	0.948149255605542	DLPFC
10172	20	59627961	59628502	602	14	0.0964931515168279	0.95679332844544	DLPFC
10173	20	60087379	60088142	500	11	0.141362005159986	0.936186230404351	DLPFC
10174	20	60240310	60240813	452	11	0.11894313804139	0.910624411842741	DLPFC
10175	20	60332189	60332613	454	16	0.13966744625085	0.94023738241447	DLPFC
10176	20	60967392	60967957	628	11	0.494738949547471	0.955211564330966	DLPFC
10177	20	61271268	61272141	770	22	0.106381275198607	0.979034468875014	DLPFC
10178	20	61370831	61371151	799	11	0.0626654410991295	0.975753481728164	DLPFC
10179	20	61440428	61440802	835	16	0.0984034356874963	0.974397663987707	DLPFC
1018	2	112161119	112161365	234	11	0.0669222387525991	0.831908585726946	DLPFC
10180	20	61448225	61448902	833	16	0.084430046254597	0.986291438634468	DLPFC
10181	20	61545352	61545567	780	13	0.0925038914873868	0.973943425345496	DLPFC
10182	20	61619857	61620796	788	11	0.0888481841109902	0.978943469577604	DLPFC
10183	20	61639584	61640177	735	17	0.13134573099483	0.976417583926797	DLPFC
10184	20	61662179	61662464	749	12	0.777570817332458	0.953781076385897	DLPFC
10185	20	61705792	61706206	719	21	0.114217257341493	0.973901298721575	DLPFC
10186	20	61808153	61808660	715	13	0.0981385356329629	0.967954940444276	DLPFC
10187	20	61945118	61945149	688	18	0.162782800359808	0.963162961493727	DLPFC
10188	20	61970287	61970734	696	12	0.110573206031309	0.979388852337295	DLPFC
10189	20	6213839	6214605	558	11	0.1287304117359	0.959786253613502	DLPFC
1019	2	112182658	112183001	244	14	0.129121958630433	0.815446978464757	DLPFC
10190	20	62437914	62438287	576	11	0.148249302108771	0.958355099611819	DLPFC
10191	20	62666781	62667829	656	11	0.120934770430944	0.970592475215579	DLPFC
10192	20	62684912	62685100	657	11	0.127998802380038	0.97660648330891	DLPFC
10193	20	62697478	62697946	660	11	0.125802250796524	0.971698365740465	DLPFC
10194	20	62788562	62788711	686	11	0.126186347166297	0.973631002603104	DLPFC
10195	20	62817860	62818657	678	14	0.123247518516275	0.97736970328375	DLPFC
10196	20	62824803	62825212	673	11	0.235527799111916	0.956781027457266	DLPFC
10197	20	62831927	62833165	681	11	0.115432247401929	0.97144298155842	DLPFC
10198	20	62850164	62851618	682	16	0.0845115214990922	0.977745282034894	DLPFC
10199	20	63001097	63001383	661	16	0.123103732648808	0.974008622950405	DLPFC
102	1	13537976	13539276	420	11	0.102442458823287	0.928733187401957	DLPFC
1020	2	112600149	112600272	304	11	0.107552100999468	0.873174941621015	DLPFC
10200	20	63010510	63011007	674	11	0.128961666675747	0.974263547696683	DLPFC
10201	20	63028685	63029780	669	14	0.267485324662226	0.95175274522978	DLPFC
10202	20	63118889	63119545	655	17	0.108373948251232	0.971557859361942	DLPFC
10203	20	63252398	63253027	591	15	0.0524586729585425	0.951675438300283	DLPFC
10204	20	63540478	63540654	471	13	0.055269415859813	0.899474874452805	DLPFC
10205	20	63569061	63569683	494	11	0.375432252968947	0.898041918881504	DLPFC
10206	20	63696970	63697204	470	16	0.110792858273369	0.925920724755514	DLPFC
10207	20	63735655	63735862	469	11	0.081870115174739	0.946537504218338	DLPFC
10208	20	63947924	63948731	380	15	0.131684014392291	0.920380409299826	DLPFC
10209	20	64160579	64161115	245	11	0.12460741927531	0.855190861121787	DLPFC
1021	2	113235628	113236016	334	11	0.118073721856872	0.85057754882869	DLPFC
10210	20	64162660	64163484	258	11	0.121985104231434	0.836377516063006	DLPFC
10211	20	64165697	64168217	258	11	0.12679983825172	0.843347733787861	DLPFC
10212	20	64176580	64176770	252	11	0.15601629788632	0.847915046385242	DLPFC
10213	20	64205717	64206230	236	11	0.18762843107474	0.813357673885838	DLPFC
10214	20	646254	646470	996	11	0.0813990871521346	0.979977293718514	DLPFC
10215	20	6920834	6921512	560	16	0.0833303490999622	0.958979199561797	DLPFC
10216	20	7911995	7912666	402	11	0.0616209616589947	0.907999112822628	DLPFC
10217	20	8829754	8831364	515	11	0.736524242696818	0.915308088852271	DLPFC
10218	20	953954	954130	902	11	0.31717514845995	0.964161332106281	DLPFC
10219	21	13979473	13981083	295	11	0.235403848353902	0.877487545564744	DLPFC
1022	2	113275528	113275941	325	11	0.0906926881841364	0.861875031607163	DLPFC
10220	21	14064161	14064873	342	11	0.174284711760988	0.896013264613629	DLPFC
10221	21	14280969	14281672	425	14	0.106727556191541	0.929999526409851	DLPFC
10222	21	15483277	15483652	452	14	0.0662043426181047	0.94477472463734	DLPFC
10223	21	15731312	15732802	416	15	0.101128783522269	0.910999538271748	DLPFC
10224	21	16279705	16280948	461	11	0.070854190582332	0.917562469003131	DLPFC
10225	21	16285391	16285629	451	14	0.0957342554660166	0.907504090712099	DLPFC
10226	21	16309467	16310342	463	11	0.082714268657586	0.927085968557094	DLPFC
10227	21	17048061	17049478	484	11	0.734909456325136	0.930013897250621	DLPFC
10228	21	17426839	17427736	491	19	0.108524053487148	0.938848043693906	DLPFC
10229	21	18849776	18852859	449	11	0.484323655933057	0.921121425511177	DLPFC
1023	2	11374377	11374618	664	11	0.14004391668869	0.961624190301005	DLPFC
10230	21	19175478	19175942	437	15	0.153206464802178	0.922850734104632	DLPFC
10231	21	20973713	20974180	469	12	0.0733547117367385	0.924906311891417	DLPFC
10232	21	23604331	23605346	457	11	0.426324274900914	0.928413963119675	DLPFC
10233	21	25385940	25386275	271	11	0.125738468909713	0.87178968884792	DLPFC
10234	21	25924664	25925397	359	17	0.108179290898238	0.881390996825058	DLPFC
10235	21	25930048	25930360	354	15	0.109619807336047	0.901017991277062	DLPFC
10236	21	26795574	26796948	528	12	0.106269155561858	0.934807024343172	DLPFC
10237	21	26842459	26842661	536	16	0.0906548046832871	0.94264065184671	DLPFC
10238	21	27698177	27700151	451	18	0.390887225781349	0.907429619105775	DLPFC
10239	21	27813961	27814260	412	15	0.10120978509591	0.920231301324449	DLPFC
1024	2	11391833	11392114	651	11	0.0659780078902817	0.966889784129325	DLPFC
10240	21	28100551	28100982	375	21	0.134794549017213	0.894743865659165	DLPFC
10241	21	28417149	28417863	334	11	0.269549774414849	0.873345215362899	DLPFC
10242	21	28742467	28743414	241	21	0.236253538119273	0.833586759240905	DLPFC
10243	21	29018399	29018862	222	11	0.301303329960523	0.757937425438864	DLPFC
10244	21	29077083	29077915	213	12	0.179824167139604	0.801914144599935	DLPFC
10245	21	29486895	29487915	285	11	0.118017223411709	0.89202544849457	DLPFC
10246	21	31514600	31515157	482	12	0.0781104843954653	0.93360996352161	DLPFC
10247	21	31875012	31876064	482	11	0.132451084448949	0.923711633614703	DLPFC
10248	21	32256420	32256569	463	16	0.0784676812309999	0.918864947412161	DLPFC
10249	21	32306084	32306730	453	11	0.135918210655538	0.945177365789933	DLPFC
1025	2	113979704	113979870	243	14	0.136095118827683	0.817100880565357	DLPFC
10250	21	32341346	32341796	453	12	0.130831050865977	0.94470945746684	DLPFC
10251	21	32393551	32393798	440	11	0.301161467488195	0.908475003105382	DLPFC
10252	21	32772690	32772849	428	11	0.332197482453929	0.907551429796737	DLPFC
10253	21	32977125	32978813	433	17	0.0827966733534103	0.932726643052899	DLPFC
10254	21	33052010	33052385	396	11	0.108708379056428	0.880974754642555	DLPFC
10255	21	33079021	33080110	399	14	0.0703474834110976	0.890982614030488	DLPFC
10256	21	33115695	33118190	388	11	0.042862628884333	0.883080662049215	DLPFC
10257	21	33125977	33127220	378	12	0.0438004081331161	0.904883104706402	DLPFC
10258	21	33152375	33152575	384	11	0.120468090250617	0.938893073618456	DLPFC
10259	21	33402395	33402659	432	11	0.102152722328422	0.928201618533895	DLPFC
1026	2	114661423	114662638	303	14	0.0760067099937485	0.847555762867496	DLPFC
10260	21	34074861	34075198	388	16	0.0755795071774832	0.922676927525668	DLPFC
10261	21	34533619	34534901	479	11	0.510323146571563	0.923374709625059	DLPFC
10262	21	34613406	34613724	492	14	0.0980784179867663	0.958261353943997	DLPFC
10263	21	34687960	34688946	514	12	0.6926118769356	0.923814850071119	DLPFC
10264	21	34885410	34885827	463	12	0.155184631487394	0.95266249604094	DLPFC
10265	21	36130646	36130818	361	11	0.123342381443049	0.862480699952138	DLPFC
10266	21	36420196	36420250	502	19	0.129512658449791	0.951674843759071	DLPFC
10267	21	36654253	36655019	499	14	0.16244333787114	0.954968861814204	DLPFC
10268	21	36702007	36702486	487	13	0.0926592488274962	0.94835250501684	DLPFC
10269	21	36711049	36711431	467	11	0.113831119967847	0.956879179339919	DLPFC
1027	2	11657850	11658029	577	13	0.109135550781551	0.956040213539128	DLPFC
10270	21	36719058	36719356	491	12	0.118921535968465	0.94328776919203	DLPFC
10271	21	36756557	36757605	464	11	0.0776917686322766	0.938884264909416	DLPFC
10272	21	36768571	36769761	469	14	0.106427147231613	0.947054642847712	DLPFC
10273	21	36777165	36777765	455	19	0.140755086804883	0.930998634722584	DLPFC
10274	21	36792202	36792729	465	11	0.105435311394519	0.941742184351378	DLPFC
10275	21	36803099	36803458	460	15	0.113950301082233	0.929432615847498	DLPFC
10276	21	37257329	37257412	339	12	0.107779414552555	0.894100611774803	DLPFC
10277	21	39087394	39088279	432	13	0.184312918872179	0.931218239653718	DLPFC
10278	21	39349823	39349969	482	11	0.167488207006751	0.884444454163636	DLPFC
10279	21	39387398	39388192	484	13	0.100056900156142	0.932986068401338	DLPFC
1028	2	11689189	11689859	574	15	0.123689721368161	0.96018716078729	DLPFC
10280	21	39451796	39453841	525	11	0.147504101515685	0.941632694521765	DLPFC
10281	21	39553225	39554395	510	17	0.33248316510524	0.93460479513943	DLPFC
10282	21	39613691	39613765	515	11	0.10797226938107	0.952879093309574	DLPFC
10283	21	40618246	40619037	600	11	0.123534249637271	0.958801372303584	DLPFC
10284	21	40680487	40681391	601	15	0.121295317760213	0.966166058005465	DLPFC
10285	21	41369569	41370025	836	15	0.0952553753104837	0.948738542895318	DLPFC
10286	21	41943744	41944250	913	11	0.092646968339281	0.98668024638905	DLPFC
10287	21	42021559	42022263	906	13	0.0732273380728325	0.981802253596132	DLPFC
10288	21	42081131	42081429	883	11	0.0583568650751951	0.982206482270936	DLPFC
10289	21	42107907	42108490	879	16	0.506867258126869	0.969763161801872	DLPFC
1029	2	117803644	117804211	254	11	0.218273724322703	0.875631170804681	DLPFC
10290	21	42157116	42157809	882	11	0.0723849407024572	0.98277046605437	DLPFC
10291	21	42171140	42171744	876	11	0.104518068982517	0.979134766330249	DLPFC
10292	21	42277746	42278026	805	11	0.0873445212520016	0.982895889050358	DLPFC
10293	21	42621790	42622348	586	12	0.149420554376996	0.959850966021898	DLPFC
10294	21	42664041	42664230	545	11	0.101016936369324	0.964010743213598	DLPFC
10295	21	42666926	42667378	535	15	0.0978627017915969	0.947996788546311	DLPFC
10296	21	42837857	42838188	536	11	0.19972966446946	0.911087830287488	DLPFC
10297	21	42927801	42927968	489	11	0.0685280299540597	0.951203990349865	DLPFC
10298	21	43028176	43028470	437	13	0.148830225893338	0.927003150696612	DLPFC
10299	21	43038005	43039931	438	12	0.0522862732162274	0.605967093771723	DLPFC
103	1	13568660	13569136	425	11	0.106721723743888	0.923904693707687	DLPFC
1030	2	117858535	117860456	244	15	0.12661606398243	0.80010223205641	DLPFC
10300	21	43043606	43043781	445	19	0.0190651333565791	0.503843100998241	DLPFC
10301	21	43044799	43046735	425	20	0.114104025058118	0.907111193790252	DLPFC
10302	21	43159822	43160496	357	13	0.0565125909160989	0.828551344719965	DLPFC
10303	21	43319376	43319915	319	18	0.0562076283201529	0.856254573148605	DLPFC
10304	21	43322887	43323727	317	16	0.102141281716947	0.881219353675556	DLPFC
10305	21	43359202	43359595	333	11	0.121851760455526	0.893703287262486	DLPFC
10306	21	43740605	43741613	319	15	0.201982326028036	0.879557744443171	DLPFC
10307	21	43778621	43778892	342	11	0.0677204921904994	0.87567169756989	DLPFC
10308	21	43885200	43885302	299	15	0.0754769137417547	0.858813130912067	DLPFC
10309	21	43971260	43971514	322	14	0.170299581527686	0.872128793637367	DLPFC
1031	2	11849325	11850473	636	11	0.070279245805225	0.966740859968938	DLPFC
10310	21	43986327	43987319	344	14	0.154650929537723	0.878372985007166	DLPFC
10311	21	43993912	43994276	344	11	0.114310715187151	0.898996115851962	DLPFC
10312	21	44051733	44053054	381	11	0.116799934046338	0.902050528795989	DLPFC
10313	21	44085492	44086784	404	11	0.12302713148455	0.903161251610441	DLPFC
10314	21	44117089	44117133	442	14	0.120307190498443	0.829488666467676	DLPFC
10315	21	44163287	44163435	464	16	0.0818325774332698	0.917083312667014	DLPFC
10316	21	44317303	44317650	494	14	0.119618247514266	0.929398387854155	DLPFC
10317	21	44328959	44329371	490	11	0.098151420090607	0.952282796913213	DLPFC
10318	21	44497217	44497433	528	11	0.374967432633684	0.900896478198114	DLPFC
10319	21	44505659	44505961	538	11	0.0453366794043036	0.964635478600102	DLPFC
1032	2	119134715	119135284	435	14	0.101344669657245	0.918185725583961	DLPFC
10320	21	44627267	44627501	571	11	0.388338049769608	0.937379210601831	DLPFC
10321	21	44666490	44667332	595	14	0.194466295136041	0.930360948682093	DLPFC
10322	21	44918655	44920115	668	11	0.577652675954372	0.937256660958623	DLPFC
10323	21	44983103	44983177	666	13	0.34955132532605	0.933722930197876	DLPFC
10324	21	44995295	44995573	658	11	0.0321243783957287	0.9663098408375	DLPFC
10325	21	45029726	45030167	670	18	0.0268354324079032	0.963049270045258	DLPFC
10326	21	45109794	45110023	607	12	0.0501534678052419	0.965464680811753	DLPFC
10327	21	45281181	45281706	541	13	0.0965830599245974	0.950774110152066	DLPFC
10328	21	45325912	45326657	529	11	0.10242187578854	0.940833419732058	DLPFC
10329	21	45339889	45339987	534	13	0.0765960460126109	0.959137246148549	DLPFC
1033	2	119143286	119144195	430	11	0.111739297811684	0.923544138157447	DLPFC
10330	21	45359863	45360189	523	11	0.133482841288287	0.958494566707354	DLPFC
10331	21	45457849	45458170	470	11	0.118627568553169	0.946135222910066	DLPFC
10332	21	45466679	45467327	454	11	0.0530052369922474	0.936241956823811	DLPFC
10333	21	45469651	45470170	453	11	0.1031611425788	0.93440216986585	DLPFC
10334	21	45495607	45495864	467	15	0.406767240279175	0.904064606490113	DLPFC
10335	21	45556052	45556426	434	11	0.679882164571427	0.909154060406783	DLPFC
10336	21	45591113	45591248	478	21	0.172506207712231	0.909164191095516	DLPFC
10337	21	45634622	45635752	500	11	0.0692234327023313	0.928181272194103	DLPFC
10338	21	45922783	45923108	413	11	0.125155236534879	0.936872910857049	DLPFC
10339	21	45971908	45972093	396	17	0.141512370083762	0.931623913816755	DLPFC
1034	2	119230237	119230733	423	11	0.0972132879135732	0.927837437431858	DLPFC
