vmr_id	feature_type	nearest_feature_id	nearest_feature_name	nearest_distance	seqnames	start	end	h2_category	h2_unscaled	r_squared_cv	num_snps	population	vmr_length	log_nearest_distance	within_10kb	within_100kb
chr16_84891410_84892036	gene	ENSG00000279622	ENSG00000279622	0	chr16	84891410	84892036	Heritable	0.100229142008951	0.957148322674688	1277	AA	626	0	TRUE	TRUE
chr1_244729388_244729628	gene	ENSG00000301052	ENSG00000301052	0	chr1	244729388	244729628	Non-heritable	0.082525632528106	0.934890853701771	730	AA	240	0	TRUE	TRUE
chr16_84922900_84923153	gene	ENSG00000279622	ENSG00000279622	0	chr16	84922900	84923153	Heritable	0.100591606894022	0.965231346061166	1199	AA	253	0	TRUE	TRUE
chr16_85072759_85073179	gene	ENSG00000135709	KIAA0513	0	chr16	85072759	85073179	Non-heritable	0.0637991384141189	0.974719183582969	1172	AA	420	0	TRUE	TRUE
chr16_85088819_85088952	gene	ENSG00000135709	KIAA0513	0	chr16	85088819	85088952	Non-heritable	0.0808286934735265	0.982760971714184	1163	AA	133	0	TRUE	TRUE
chr16_85115693_85117000	gene	ENSG00000153789	CIBAR2	3220	chr16	85115693	85117000	Heritable	0.111956187610781	0.971780177687848	1110	AA	1307	8.0774471493312	TRUE	TRUE
chr16_85124143_85124325	gene	ENSG00000278214	LINC02139	6017	chr16	85124143	85124325	Heritable	0.138685823947687	0.980169822441709	1108	AA	182	8.70251025718999	TRUE	TRUE
chr16_85202398_85202831	gene	ENSG00000131149	GSE1	0	chr16	85202398	85202831	Non-heritable	0.0500038621179496	0.967483228317133	1121	AA	433	0	TRUE	TRUE
chr16_85213798_85214128	gene	ENSG00000131149	GSE1	0	chr16	85213798	85214128	Non-heritable	0.0897199579309613	0.976065593865399	1110	AA	330	0	TRUE	TRUE
chr16_85250281_85250391	gene	ENSG00000287787	ENSG00000287787	0	chr16	85250281	85250391	Non-heritable	0.0610383129170937	0.95617662077954	1127	AA	110	0	TRUE	TRUE
chr16_85283919_85284476	gene	ENSG00000179219	LINC00311	0	chr16	85283919	85284476	Non-heritable	0.0881164565761869	0.979085829000172	1123	AA	557	0	TRUE	TRUE
chr16_852850_853493	gene	ENSG00000287855	ENSG00000287855	0	chr16	852850	853493	Heritable	0.132109930980072	0.968989223147215	810	AA	643	0	TRUE	TRUE
chr1_244788856_244789261	gene	ENSG00000299477	ENSG00000299477	6424	chr1	244788856	244789261	Non-heritable	0.0944453697509737	0.948303511688664	709	AA	405	8.76795190976342	TRUE	TRUE
chr16_85286044_85286389	gene	ENSG00000287787	ENSG00000287787	0	chr16	85286044	85286389	Non-heritable	0.0894915671723689	0.975306931033924	1125	AA	345	0	TRUE	TRUE
chr16_85287226_85287534	gene	ENSG00000287787	ENSG00000287787	0	chr16	85287226	85287534	Non-heritable	0.0927035272222993	0.97675579694845	1106	AA	308	0	TRUE	TRUE
chr16_85290858_85291899	gene	ENSG00000287787	ENSG00000287787	0	chr16	85290858	85291899	Non-heritable	0.0908081383286669	0.972964988916185	1122	AA	1041	0	TRUE	TRUE
chr16_85303348_85303501	gene	ENSG00000287787	ENSG00000287787	0	chr16	85303348	85303501	Non-heritable	0.0940846976313414	0.966781949341668	1101	AA	153	0	TRUE	TRUE
chr16_85310393_85311138	gene	ENSG00000131149	GSE1	0	chr16	85310393	85311138	Non-heritable	0.0855332016601911	0.974385125131404	1105	AA	745	0	TRUE	TRUE
chr16_85334983_85335438	gene	ENSG00000131149	GSE1	0	chr16	85334983	85335438	Non-heritable	0.0995626343570901	0.9758131634911	1056	AA	455	0	TRUE	TRUE
chr16_85371276_85371538	gene	ENSG00000131149	GSE1	0	chr16	85371276	85371538	Non-heritable	0.0584324453900238	0.972161186952824	1057	AA	262	0	TRUE	TRUE
chr16_85376274_85376558	gene	ENSG00000131149	GSE1	0	chr16	85376274	85376558	Heritable	0.10335377344585	0.974708691578437	1084	AA	284	0	TRUE	TRUE
chr16_85424468_85425554	gene	ENSG00000131149	GSE1	0	chr16	85424468	85425554	Heritable	0.10430177283521	0.950903078315284	1079	AA	1086	0	TRUE	TRUE
chr16_85436600_85436810	gene	ENSG00000131149	GSE1	0	chr16	85436600	85436810	Non-heritable	0.0924410095537716	0.97561735359068	1070	AA	210	0	TRUE	TRUE
chr1_2449834_2450419	gene	ENSG00000149527	PLCH2	0	chr1	2449834	2450419	Heritable	0.158795865653906	0.895543370664965	486	AA	585	0	TRUE	TRUE
chr16_85453162_85453518	gene	ENSG00000131149	GSE1	0	chr16	85453162	85453518	Heritable	0.102473414916815	0.976585199388225	1031	AA	356	0	TRUE	TRUE
chr16_85485074_85485750	gene	ENSG00000131149	GSE1	0	chr16	85485074	85485750	Non-heritable	0.0844942394350629	0.973204889762667	1040	AA	676	0	TRUE	TRUE
chr16_85525297_85525516	gene	ENSG00000131149	GSE1	0	chr16	85525297	85525516	Non-heritable	0.0974723257699646	0.975978114170706	1100	AA	219	0	TRUE	TRUE
chr16_85538147_85538574	gene	ENSG00000131149	GSE1	0	chr16	85538147	85538574	Heritable	0.117557661429716	0.967157940140819	1113	AA	427	0	TRUE	TRUE
chr16_85584077_85584498	gene	ENSG00000270124	ENSG00000270124	0	chr16	85584077	85584498	Heritable	0.109830734475163	0.978530301615424	1177	AA	421	0	TRUE	TRUE
chr16_85586334_85586579	gene	ENSG00000131149	GSE1	0	chr16	85586334	85586579	Non-heritable	0.0865407591269294	0.980193737491653	1163	AA	245	0	TRUE	TRUE
chr16_85593847_85594042	gene	ENSG00000260417	ENSG00000260417	0	chr16	85593847	85594042	Non-heritable	0.065543984181775	0.977317759736376	1162	AA	195	0	TRUE	TRUE
chr16_85639735_85640017	gene	ENSG00000131149	GSE1	0	chr16	85639735	85640017	Heritable	0.112914088856314	0.979462750918423	1207	AA	282	0	TRUE	TRUE
chr16_85641904_85642103	gene	ENSG00000131149	GSE1	0	chr16	85641904	85642103	Heritable	0.105279735913706	0.964670487419651	1206	AA	199	0	TRUE	TRUE
chr16_85650857_85651812	gene	ENSG00000131149	GSE1	0	chr16	85650857	85651812	Heritable	0.107473914597362	0.983011339115284	1182	AA	955	0	TRUE	TRUE
chr1_245099325_245099920	gene	ENSG00000305254	ENSG00000305254	0	chr1	245099325	245099920	Non-heritable	0.0877741026028405	0.958624401053783	783	AA	595	0	TRUE	TRUE
chr16_85653418_85653634	gene	ENSG00000131149	GSE1	0	chr16	85653418	85653634	Non-heritable	0.0871383075568608	0.978916387362758	1182	AA	216	0	TRUE	TRUE
chr16_85664723_85665079	gene	ENSG00000131149	GSE1	0	chr16	85664723	85665079	Heritable	0.10095559411499	0.977920816939225	1167	AA	356	0	TRUE	TRUE
chr16_85709457_85709795	gene	ENSG00000287125	ENSG00000287125	0	chr16	85709457	85709795	Heritable	0.112442014004667	0.956425369610173	1197	AA	338	0	TRUE	TRUE
chr16_85963883_85964063	gene	ENSG00000285040	ENSG00000285040	0	chr16	85963883	85964063	Non-heritable	0.096080010051458	0.985811964972696	1239	AA	180	0	TRUE	TRUE
chr16_85986916_85987577	gene	ENSG00000285012	ENSG00000285012	0	chr16	85986916	85987577	Non-heritable	0.0847799109071006	0.975712198188031	1209	AA	661	0	TRUE	TRUE
chr16_86029204_86029810	gene	ENSG00000309065	ENSG00000309065	1112	chr16	86029204	86029810	Non-heritable	0.0663698780106009	0.978696665983752	1191	AA	606	7.01481435127555	TRUE	TRUE
chr16_86285296_86285982	gene	ENSG00000268754	LINC01081	0	chr16	86285296	86285982	Heritable	0.178137263232689	0.967332612051456	1259	AA	686	0	TRUE	TRUE
chr16_86322512_86322887	gene	ENSG00000168367	LINC00917	8744	chr16	86322512	86322887	Non-heritable	0.0958995911780804	0.986313563009755	1286	AA	375	9.0762373874527	TRUE	TRUE
chr16_86444443_86444595	gene	ENSG00000268473	ENSG00000268473	8558	chr16	86444443	86444595	Non-heritable	0.0881645818057433	0.962995792933407	1286	AA	152	9.05473863988161	TRUE	TRUE
chr16_86494097_86495106	gene	ENSG00000268388	FENDRR	0	chr16	86494097	86495106	Heritable	0.103067881397973	0.975390071055276	1281	AA	1009	0	TRUE	TRUE
chr1_245157482_245157579	gene	ENSG00000162849	KIF26B	0	chr1	245157482	245157579	Non-heritable	0.0849801119200735	0.908326482592609	847	AA	97	0	TRUE	TRUE
chr16_86530918_86531572	gene	ENSG00000103248	MTHFSD	0	chr16	86530918	86531572	Non-heritable	0.0673358076189026	0.979123867120343	1264	AA	654	0	TRUE	TRUE
chr16_86533337_86534794	gene	ENSG00000103248	MTHFSD	0	chr16	86533337	86534794	Heritable	0.102690432535557	0.975421688295104	1256	AA	1457	0	TRUE	TRUE
chr16_86761721_86762112	gene	ENSG00000304496	ENSG00000304496	0	chr16	86761721	86762112	Heritable	0.178346884967816	0.945113641206647	1134	AA	391	0	TRUE	TRUE
chr16_867740_868032	gene	ENSG00000103227	LMF1	0	chr16	867740	868032	Non-heritable	0.0933513403721394	0.938992781038921	812	AA	292	0	TRUE	TRUE
chr16_86783736_86783969	gene	ENSG00000287010	ENSG00000287010	12694	chr16	86783736	86783969	Non-heritable	0.0916468263676572	0.97645289384341	1121	AA	233	9.44896349413878	FALSE	TRUE
chr16_86791627_86792456	gene	ENSG00000287010	ENSG00000287010	20585	chr16	86791627	86792456	Heritable	0.117577869098803	0.959521105344736	1138	AA	829	9.9323665120865	FALSE	TRUE
chr16_86806887_86807232	gene	ENSG00000287010	ENSG00000287010	35845	chr16	86806887	86807232	Non-heritable	0.081099213298524	0.96301900530445	1123	AA	345	10.4869872637915	FALSE	TRUE
chr16_86935105_86935533	gene	ENSG00000287161	ENSG00000287161	0	chr16	86935105	86935533	Non-heritable	0.0883384847537109	0.966036479090736	984	AA	428	0	TRUE	TRUE
chr16_86942572_86942940	gene	ENSG00000287161	ENSG00000287161	0	chr16	86942572	86942940	Non-heritable	0.050689467632566	0.961077900618824	985	AA	368	0	TRUE	TRUE
chr16_86989421_86989814	gene	ENSG00000289423	ENSG00000289423	0	chr16	86989421	86989814	Non-heritable	0.0411759424845313	0.900294836351139	911	AA	393	0	TRUE	TRUE
chrX_132218643_132218827	gene	ENSG00000123728	RAP2C	0	chrX	132218643	132218827	Non-heritable	0.0497201590058901	0.463510856955773	128	AA	184	0	TRUE	TRUE
chr1_2452595_2452984	gene	ENSG00000149527	PLCH2	0	chr1	2452595	2452984	Heritable	0.110535929007297	0.90887417925535	490	AA	389	0	TRUE	TRUE
chr16_87053229_87053377	gene	ENSG00000289423	ENSG00000289423	0	chr16	87053229	87053377	Heritable	0.10578178337743	0.959742244892585	914	AA	148	0	TRUE	TRUE
chr16_87132686_87132958	gene	ENSG00000285527	ENSG00000285527	0	chr16	87132686	87132958	Non-heritable	0.0571082681633894	0.966091322320943	898	AA	272	0	TRUE	TRUE
chr16_87216436_87217098	gene	ENSG00000261651	ENSG00000261651	0	chr16	87216436	87217098	Non-heritable	0.0458716918861491	0.959654460945043	902	AA	662	0	TRUE	TRUE
chr16_87333025_87333434	gene	ENSG00000103264	FBXO31	0	chr16	87333025	87333434	Non-heritable	0.0513799031186242	0.953474451849212	873	AA	409	0	TRUE	TRUE
chr16_87334378_87334785	gene	ENSG00000103264	FBXO31	0	chr16	87334378	87334785	Non-heritable	0.079072966778574	0.959395695766699	868	AA	407	0	TRUE	TRUE
chr16_8734445_8734692	gene	ENSG00000183044	ABAT	0	chr16	8734445	8734692	Non-heritable	0.0505971762017386	0.947876290190527	813	AA	247	0	TRUE	TRUE
chr16_87370179_87370543	gene	ENSG00000103264	FBXO31	0	chr16	87370179	87370543	Non-heritable	0.099162280936875	0.956481137347863	852	AA	364	0	TRUE	TRUE
chr16_87435561_87435891	gene	ENSG00000140948	ZCCHC14	0	chr16	87435561	87435891	Heritable	0.116979933447012	0.933103842849861	878	AA	330	0	TRUE	TRUE
chr16_87518934_87519173	gene	ENSG00000294874	ENSG00000294874	0	chr16	87518934	87519173	Non-heritable	0.097754444180862	0.955726577496076	820	AA	239	0	TRUE	TRUE
chr16_87550444_87550609	gene	ENSG00000303998	ENSG00000303998	5288	chr16	87550444	87550609	Non-heritable	0.0662105194326403	0.946535543592204	796	AA	165	8.57338447106598	TRUE	TRUE
chr1_245363744_245363994	gene	ENSG00000162849	KIF26B	0	chr1	245363744	245363994	Non-heritable	0.0542920707510064	0.947416653176714	881	AA	250	0	TRUE	TRUE
chr16_876024_876514	gene	ENSG00000103227	LMF1	0	chr16	876024	876514	Non-heritable	0.0697841381326019	0.939983632488561	800	AA	490	0	TRUE	TRUE
chr16_87648279_87648536	gene	ENSG00000154118	JPH3	0	chr16	87648279	87648536	Non-heritable	0.0924410238941027	0.823377423243322	774	AA	257	0	TRUE	TRUE
chr16_87684207_87684397	gene	ENSG00000277504	ENSG00000277504	0	chr16	87684207	87684397	Non-heritable	0.0843947575714322	0.943276535198501	755	AA	190	0	TRUE	TRUE
chr16_87694980_87695183	gene	ENSG00000226180	ENSG00000226180	0	chr16	87694980	87695183	Non-heritable	0.0995772269437395	0.946530108514483	763	AA	203	0	TRUE	TRUE
chr16_87704846_87705947	gene	ENSG00000104731	KLHDC4	0	chr16	87704846	87705947	Non-heritable	0.0882665147677774	0.926065566589561	770	AA	1101	0	TRUE	TRUE
chr16_87722564_87723008	gene	ENSG00000104731	KLHDC4	0	chr16	87722564	87723008	Non-heritable	0.0996647283225589	0.942859651130171	770	AA	444	0	TRUE	TRUE
chr16_87725875_87726202	gene	ENSG00000104731	KLHDC4	0	chr16	87725875	87726202	Non-heritable	0.0808688946565258	0.935930803874734	762	AA	327	0	TRUE	TRUE
chr16_87740753_87741227	gene	ENSG00000260671	ENSG00000260671	0	chr16	87740753	87741227	Heritable	0.103848353462323	0.93434568862264	739	AA	474	0	TRUE	TRUE
chr16_87779396_87779518	gene	ENSG00000260498	ENSG00000260498	15	chr16	87779396	87779518	Non-heritable	0.0847106236661797	0.948549080001269	785	AA	122	2.77258872223978	TRUE	TRUE
chr16_87791510_87791728	gene	ENSG00000308238	ENSG00000308238	0	chr16	87791510	87791728	Non-heritable	0.0742745204564161	0.952176023310064	772	AA	218	0	TRUE	TRUE
chr1_245589708_245590408	gene	ENSG00000162849	KIF26B	0	chr1	245589708	245590408	Non-heritable	0.0821762288520081	0.95302309754746	864	AA	700	0	TRUE	TRUE
chr16_87844424_87844600	gene	ENSG00000103257	SLC7A5	0	chr16	87844424	87844600	Heritable	0.194995484930993	0.891848015556438	790	AA	176	0	TRUE	TRUE
chr16_87874545_87875149	gene	ENSG00000103257	SLC7A5	5037	chr16	87874545	87875149	Heritable	0.248609135591684	0.915168789384073	770	AA	604	8.52476445691256	TRUE	TRUE
chr16_87911202_87911588	gene	ENSG00000174990	CA5A	0	chr16	87911202	87911588	Non-heritable	0.0785269620561639	0.953285512139737	813	AA	386	0	TRUE	TRUE
chr16_87931795_87931904	gene	ENSG00000174990	CA5A	0	chr16	87931795	87931904	Heritable	0.104112217192136	0.957762516181472	819	AA	109	0	TRUE	TRUE
chr16_87950395_87950537	gene	ENSG00000172530	BANP	0	chr16	87950395	87950537	Non-heritable	0.0658141382855827	0.951709662536645	852	AA	142	0	TRUE	TRUE
chr16_88007518_88007916	gene	ENSG00000172530	BANP	0	chr16	88007518	88007916	Non-heritable	0.0812464864834218	0.96118586034125	872	AA	398	0	TRUE	TRUE
chr16_88019316_88019947	gene	ENSG00000172530	BANP	0	chr16	88019316	88019947	Non-heritable	0.080982816336308	0.944010880541304	847	AA	631	0	TRUE	TRUE
chr16_88063511_88063729	gene	ENSG00000172530	BANP	0	chr16	88063511	88063729	Heritable	0.111725277551703	0.960563382981537	890	AA	218	0	TRUE	TRUE
chr16_88078270_88078718	gene	ENSG00000205037	ENSG00000205037	0	chr16	88078270	88078718	Non-heritable	0.0797805488248252	0.956595150643607	901	AA	448	0	TRUE	TRUE
chr16_88091994_88092097	gene	ENSG00000205037	ENSG00000205037	0	chr16	88091994	88092097	Heritable	0.102254281527896	0.968140889309506	882	AA	103	0	TRUE	TRUE
chr1_245652647_245653455	gene	ENSG00000162849	KIF26B	0	chr1	245652647	245653455	Heritable	0.431225415749378	0.905022082782653	813	AA	808	0	TRUE	TRUE
chr16_88093716_88094078	gene	ENSG00000205037	ENSG00000205037	0	chr16	88093716	88094078	Non-heritable	0.0771734104023101	0.964359488326517	885	AA	362	0	TRUE	TRUE
chr16_88101893_88102033	gene	ENSG00000260420	LINC02182	0	chr16	88101893	88102033	Heritable	0.100177077702331	0.959096970950766	856	AA	140	0	TRUE	TRUE
chr16_88116470_88116745	gene	ENSG00000260420	LINC02182	0	chr16	88116470	88116745	Non-heritable	0.0957789292439437	0.950208500253259	855	AA	275	0	TRUE	TRUE
chr16_88136409_88136713	gene	ENSG00000260420	LINC02182	0	chr16	88136409	88136713	Heritable	0.105358796934805	0.970059535725997	840	AA	304	0	TRUE	TRUE
chr16_88145687_88146241	gene	ENSG00000260420	LINC02182	0	chr16	88145687	88146241	Non-heritable	0.0817177263858807	0.953145906740584	853	AA	554	0	TRUE	TRUE
chr16_88152442_88152587	gene	ENSG00000260420	LINC02182	0	chr16	88152442	88152587	Non-heritable	0.0238817355879119	0.94340811097781	847	AA	145	0	TRUE	TRUE
chr16_88159349_88159809	gene	ENSG00000260420	LINC02182	0	chr16	88159349	88159809	Non-heritable	0.0720238152315999	0.953390677365771	852	AA	460	0	TRUE	TRUE
chr16_88186584_88186741	gene	ENSG00000261327	ENSG00000261327	0	chr16	88186584	88186741	Heritable	0.112752136204121	0.955536821790722	844	AA	157	0	TRUE	TRUE
chr16_88233104_88233266	gene	ENSG00000260420	LINC02182	0	chr16	88233104	88233266	Heritable	0.111935338948964	0.969400581454907	858	AA	162	0	TRUE	TRUE
