cohort	tissue	population	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
BA_only	hippocampus	AA	expression_nearest_gene	chr10_10157082_10157739	chr10	10157082	10157739	1	1	0	0	0.378872227497302	0.892892564213561	0.0453154904688494	0.0453154904688494	657	362	Intergenic	0	Heritable	0.103996079278268	0.890743248065376	0.0102599719293453	93579	0	0	1.03996079278268	6.48768401848461	5.89440283426485	11.4465719644202	-3.09410613131594
BA_only	hippocampus	AA	expression_nearest_gene	chr10_101829919_101830147	chr10	101829919	101830147	1	1	0	0	0.950693235861544	0.996015697408073	0.042466809572467	-0.042466809572467	228	130	Promoter	1	Heritable	0.152924485839536	0.703734801013631	0.00700963081439704	0	0	0	1.52924485839536	5.42934562895444	4.87519732320115	0	-3.15903222391112
BA_only	hippocampus	AA	expression_nearest_gene	chr10_102433070_102433216	chr10	102433070	102433216	1	1	0	0	0.879763245582799	0.990024062569166	0.069688574836642	0.069688574836642	146	155	Promoter	1	Heritable	0.47842281464451	0.818153691830712	0.00753239692329707	485	0	0	4.7842281464451	4.98360662170834	5.04985600724954	6.18620862390049	-2.66371875028629
BA_only	hippocampus	AA	expression_nearest_gene	chr10_102853856_102854041	chr10	102853856	102854041	1	1	0	0	0.232246762919118	0.819183310024234	0.388947492733429	0.388947492733429	185	149	Promoter	1	Non-heritable	0.0894212313241169	0.650822400930158	0.0157497637076301	217	0	0	0.894212313241169	5.22035582507832	5.01063529409626	5.38449506278909	-0.944310898883636
BA_only	hippocampus	AA	expression_nearest_gene	chr10_103125057_103125425	chr10	103125057	103125425	1	1	0	0	0.962143748342501	0.996015697408073	0.0178763069646877	0.0178763069646877	368	191	Promoter	0	Non-heritable	0.0509715046531325	0.648371156288878	0.00659784309527634	0	0	0	0.509715046531325	5.90808293816893	5.25749537202778	0	-4.02427851676987
BA_only	hippocampus	AA	expression_nearest_gene	chr10_103473434_103473776	chr10	103473434	103473776	1	1	0	0	0.286617213843192	0.852022973182243	0.0850868140862632	0.0850868140862632	342	268	Genic/other	2	Non-heritable	0.098207070920001	0.818730705714473	0.00585385358806231	0	0	0	0.98207070920001	5.83481073706261	5.59471137960184	0	-2.46408308398855
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1034873_1035605	chr10	1034873	1035605	1	1	0	0	0.241689264037909	0.827167547218851	0.460594160893414	0.460594160893414	732	465	Promoter	0	Heritable	0.113731982033779	0.912435668771473	0.008910189150096	0	0	0	1.13731982033779	6.59578051396131	6.14418563412565	0	-0.775237947139346
BA_only	hippocampus	AA	expression_nearest_gene	chr10_103715573_103716553	chr10	103715573	103716553	1	1	0	0	0.381117965260679	0.892892564213561	0.584951475172389	-0.584951475172389	980	284	Genic/other	0	Heritable	0.208118651778228	0.850027561299731	0.00549839390627095	0	0	0	2.08118651778228	6.88755257166462	5.65248918026865	0	-0.536226366518523
BA_only	hippocampus	AA	expression_nearest_gene	chr10_103727172_103728093	chr10	103727172	103728093	1	1	0	0	0.93468398255424	0.996015697408073	0.0443663800431295	-0.0443663800431295	921	284	Genic/other	0	Non-heritable	0.0759559093980696	0.801462081828746	0.00890126318883399	0	0	0	0.759559093980696	6.82546003625531	5.65248918026865	0	-3.11527307720935
BA_only	hippocampus	AA	expression_nearest_gene	chr10_103852988_103853980	chr10	103852988	103853980	1	1	0	0	0.316055840287367	0.863562135584557	0.606899833452467	-0.606899833452467	992	302	Genic/other	1	Heritable	0.158546687874122	0.870024766870146	0.00682416532532576	0	0	0	1.58546687874122	6.89972310728487	5.71373280550937	0	-0.499391504086535
BA_only	hippocampus	AA	expression_nearest_gene	chr10_104275213_104275792	chr10	104275213	104275792	1	1	1	1	3.27320738828487e-08	1.42918571016901e-05	2.11072651647276	-2.11072651647276	579	317	Genic/other	1	Heritable	0.428062556533724	0.836294515032612	0.0139493704236137	0	1	1	4.28062556533724	6.361302477573	5.76205138278018	0	0.747032213564149
BA_only	hippocampus	AA	expression_nearest_gene	chr10_104292348_104292675	chr10	104292348	104292675	1	1	0	0	0.326804967710025	0.870242190983135	0.749852775344454	-0.749852775344454	327	315	Genic/other	0	Non-heritable	0.078121774591525	0.805249103794873	0.0053211504580783	0	0	0	0.78121774591525	5.78996017089725	5.75574221358691	0	-0.287878377925834
BA_only	hippocampus	AA	expression_nearest_gene	chr10_104305583_104306086	chr10	104305583	104306086	1	1	0	0	0.143840269912973	0.765563275140323	0.989890722240543	0.989890722240543	503	301	Enhancer	0	Heritable	0.160201304103168	0.849503973123623	0.00641189975276341	632	0	0	1.60201304103168	6.22059017009974	5.71042701737487	6.45047042214418	-0.0101607134190798
BA_only	hippocampus	AA	expression_nearest_gene	chr10_104330899_104331648	chr10	104330899	104331648	1	1	0	0	0.241386915015604	0.827156483671811	0.570038462569206	-0.570038462569206	749	290	Genic/other	0	Heritable	0.302463477240416	0.826937856365773	0.00972329573171762	0	0	0	3.02463477240416	6.61873898351722	5.67332326717149	0	-0.562051424695827
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1047631_1047762	chr10	1047631	1047762	1	1	0	0	0.552064518651191	0.932027345379171	0.292082303737332	0.292082303737332	131	482	Genic/other	1	Non-heritable	0.0500672704383589	0.889856282654982	0.00971636374026814	0	0	0	0.500672704383589	4.87519732320115	6.18001665365257	0	-1.23071962007844
BA_only	hippocampus	AA	expression_nearest_gene	chr10_104784526_104785923	chr10	104784526	104785923	1	1	0	0	0.158333172737578	0.779740457153096	0.946305131426112	0.946305131426112	1397	287	Genic/other	0	Heritable	0.168417250837291	0.804740648431461	0.00918434677594487	0	0	0	1.68417250837291	7.24208235925696	5.66296048013595	0	-0.0551902022943847
BA_only	hippocampus	AA	expression_nearest_gene	chr10_106735808_106737102	chr10	106735808	106737102	1	1	0	0	0.436119576453859	0.901581860518618	0.654894604160213	0.654894604160213	1294	364	Enhancer	0	Heritable	0.528686919998654	0.892298141000109	0.0130204340000609	0	0	0	5.28686919998654	7.16549347506085	5.89989735358249	0	-0.423280950703668
BA_only	hippocampus	AA	expression_nearest_gene	chr10_108315734_108316106	chr10	108315734	108316106	1	1	0	0	0.442474013334729	0.904199078679577	0.254156938292827	-0.254156938292827	372	286	Intergenic	0	Heritable	0.295542110270417	0.84880979742936	0.0131491089937189	117884	0	0	2.95542110270417	5.91889385427315	5.65948221575962	11.6774648519684	-1.36980329612465
BA_only	hippocampus	AA	expression_nearest_gene	chr10_108396052_108398540	chr10	108396052	108398540	1	1	0	0	0.855551954808205	0.986673261281905	0.079075998183979	-0.079075998183979	2488	251	Intergenic	0	Heritable	0.685944338434057	0.90015012796607	0.00808858322592561	198202	0	0	6.85944338434057	7.81923445385907	5.52942908751142	12.1970470369895	-2.53734576015335
BA_only	hippocampus	AA	expression_nearest_gene	chr10_108912788_108912901	chr10	108912788	108912901	1	1	0	0	0.119859494328738	0.736861866320154	0.0182368870692152	-0.0182368870692152	113	224	Intergenic	1	Non-heritable	0.0474513982562522	0.716573744774946	0.0088238317147585	72101	0	0	0.474513982562522	4.72738781871234	5.41610040220442	11.1858370621394	-4.0043084256268
BA_only	hippocampus	AA	expression_nearest_gene	chr10_110005895_110006876	chr10	110005895	110006876	1	1	0	0	0.354350648220701	0.881945609090888	0.327084129697866	-0.327084129697866	981	268	Promoter	1	Non-heritable	0.0925805730411493	0.784623774355536	0.00889021028588326	0	0	0	0.925805730411493	6.88857245956536	5.59471137960184	0	-1.11753783323835
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11007535_11007706	chr10	11007535	11007706	1	1	0	0	0.148765254354088	0.771830237724526	0.579236370489809	0.579236370489809	171	532	Genic/other	0	Non-heritable	0.062924748654333	0.939710537510555	0.00720472676857316	0	0	0	0.62924748654333	5.14166355650266	6.27852142416584	0	-0.546044628264052
BA_only	hippocampus	AA	expression_nearest_gene	chr10_110642850_110643041	chr10	110642850	110643041	1	1	0	0	0.511996030490194	0.922766293185213	0.502805308547766	0.502805308547766	191	352	Promoter	1	Non-heritable	0.0947546441759124	0.898861513947663	0.00608059781938793	1294	0	0	0.947546441759124	5.25227342804663	5.8664680569333	7.16626597413364	-0.687552224462471
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11163737_11164258	chr10	11163737	11164258	1	1	0	0	0.95494611120214	0.996015697408073	0.0182284438770424	0.0182284438770424	521	502	Promoter	1	Non-heritable	0.083458772769284	0.940077067827022	0.010085045260887	0	0	0	0.83458772769284	6.25575004175337	6.22059017009974	0	-4.00477150589915
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1120929_1121242	chr10	1120929	1121242	1	1	0	0	0.163786298167296	0.779740457153096	0.41473839280323	0.41473839280323	313	541	Genic/other	0	Non-heritable	0.0770569860508085	0.936862746856846	0.00673523435336303	0	0	0	0.770569860508085	5.74620319054015	6.29526600143965	0	-0.880107312199499
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112678599_112678874	chr10	112678599	112678874	1	1	0	0	0.085430444891918	0.703242011235289	0.501841613914834	-0.501841613914834	275	458	Promoter	0	Non-heritable	0.0747934449173334	0.931706294781474	0.00610985818997385	0	0	0	0.747934449173334	5.61677109766657	6.12905021006055	0	-0.689470699277408
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112949136_112949501	chr10	112949136	112949501	1	1	0	0	0.763611445243882	0.980743075762949	0.19659168908737	0.19659168908737	365	450	Promoter	1	Non-heritable	0.0879879475020216	0.923011270236187	0.00842330055238547	745	0	0	0.879879475020216	5.89989735358249	6.11146733950268	6.61472560020376	-1.62662629450344
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112953211_112953473	chr10	112953211	112953473	1	1	0	0	0.874859251039265	0.989401560756378	0.121862221757068	-0.121862221757068	262	453	Genic/other	1	Heritable	0.13369440208005	0.92947389153654	0.00522406059050999	0	0	0	1.3369440208005	5.5683445037611	6.11809719804135	0	-2.10486412022258
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112991920_112992569	chr10	112991920	112992569	1	1	0	0	0.555970054559307	0.932027345379171	0.346186965245607	0.346186965245607	649	430	Genic/other	0	Non-heritable	0.096644414140293	0.936341685342467	0.00946089133021681	0	0	0	0.96644414140293	6.47543271670409	6.06610809010375	0	-1.06077625899973
BA_only	hippocampus	AA	expression_nearest_gene	chr10_113028440_113028689	chr10	113028440	113028689	1	1	0	0	0.183065746007758	0.796008732014767	0.886971204370756	0.886971204370756	249	439	Genic/other	0	Heritable	0.10845588345174	0.946435362775285	0.00700512618494896	0	0	0	1.0845588345174	5.51745289646471	6.08677472691231	0	-0.11994274999425
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11336078_11336768	chr10	11336078	11336768	1	1	0	0	0.756135374204019	0.979861208961839	0.139805484008654	-0.139805484008654	690	561	Intergenic	0	Heritable	0.132989658592726	0.953013006203549	0.00681273870646284	0	0	0	1.32989658592726	6.53669159759131	6.33150184989369	0	-1.96750315089414
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11339305_11340056	chr10	11339305	11340056	1	1	0	0	0.878268999475437	0.990024062569166	0.0646984828766151	0.0646984828766151	751	555	Intergenic	0	Heritable	0.332593375216821	0.914127950193465	0.00698763833889108	2629	0	0	3.32593375216821	6.62140565176413	6.32076829425058	7.87473912517181	-2.73801737177109
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11379673_11380201	chr10	11379673	11380201	1	1	0	0	0.928746474596764	0.996015697408073	0.0429513348815505	-0.0429513348815505	528	577	Intergenic	0	Non-heritable	0.0542241418922574	0.948569520347779	0.00537306239809955	42997	0	0	0.542241418922574	6.26909628370626	6.35957386867238	10.6689088819661	-3.14768731831683
BA_only	hippocampus	AA	expression_nearest_gene	chr10_113978414_113979492	chr10	113978414	113979492	1	1	0	0	0.424933831716106	0.899901696009976	0.245826291072007	0.245826291072007	1078	448	Intergenic	0	Non-heritable	0.0826579920744629	0.910121262070631	0.0088087920243133	61219	0	0	0.826579920744629	6.98286275146894	6.10702288774226	11.0222292124994	-1.40313008565421
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114046162_114048652	chr10	114046162	114048652	1	1	0	0	0.743597757845246	0.978298022372805	0.225574611177755	-0.225574611177755	2490	441	Intergenic	2	Heritable	0.14675887418607	0.91718949153787	0.00600785073464596	0	0	0	1.4675887418607	7.82003798945875	6.0913098820777	0	-1.4891042604657
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114101563_114101831	chr10	114101563	114101831	1	1	0	0	0.046791195597378	0.602763600428335	0.564152851331206	-0.564152851331206	268	403	Enhancer	1	Heritable	0.665452383995424	0.901082591320425	0.0115478945960302	19030	0	0	6.65452383995424	5.59098698051086	6.00141487796115	9.85382450751703	-0.572430033477183
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114103330_114103933	chr10	114103330	114103933	1	1	0	0	0.341500588724225	0.877304122552188	0.288334212905385	-0.288334212905385	603	421	Intergenic	2	Heritable	0.216466803328992	0.925009130166135	0.0136383398100904	16928	0	0	2.16466803328992	6.40191719672719	6.04500531403601	9.73678340663725	-1.24363497550214
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114402228_114403211	chr10	114402228	114403211	1	1	0	0	0.053844156169594	0.621176254784989	1.03810878791279	-1.03810878791279	983	403	Genic/other	1	Non-heritable	0.0859082583401603	0.927254913461362	0.00766813673834784	0	0	0	0.859082583401603	6.89060912014717	6.00141487796115	0	0.0374005941958786
BA_only	hippocampus	AA	expression_nearest_gene	chr10_115094679_115095024	chr10	115094679	115095024	1	1	0	0	0.335498283834156	0.874424681962978	0.647316790848429	-0.647316790848429	345	202	Genic/other	1	Non-heritable	0.0733012467377344	0.67898104376237	0.0049622455285007	0	0	0	0.733012467377344	5.84354441703136	5.31320597904179	0	-0.434919458494171
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116270578_116270817	chr10	116270578	116270817	1	1	0	0	0.872112770183609	0.988944192562648	0.259029641931267	-0.259029641931267	239	448	Genic/other	1	Heritable	0.142405857146625	0.921972252392684	0.00740447163724799	0	0	0	1.42405857146625	5.47646355193151	6.10702288774226	0	-1.35081273761454
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116803517_116803983	chr10	116803517	116803983	1	1	0	0	0.443732627508632	0.904199078679577	0.25392130084829	-0.25392130084829	466	364	Genic/other	0	Non-heritable	0.0595783189835699	0.838424522331291	0.0110296361715488	0	0	0	0.595783189835699	6.14418563412565	5.89989735358249	0	-1.37073085977136
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116961466_116961865	chr10	116961466	116961865	1	1	0	0	0.118713272164469	0.736861866320154	0.491489778544896	-0.491489778544896	399	388	Genic/other	0	Heritable	0.104552504500746	0.898784700890823	0.00850225100344316	0	0	0	1.04552504500746	5.98896141688986	5.96357934361845	0	-0.710314115714718
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116973110_116973732	chr10	116973110	116973732	1	1	0	0	0.739875091242653	0.977700502859039	0.113744263618415	0.113744263618415	622	398	Genic/other	0	Non-heritable	0.0765602278684635	0.852443100328722	0.00762272930527896	0	0	0	0.765602278684635	6.43294009273918	5.98896141688986	0	-2.1738025642344
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117095062_117095468	chr10	117095062	117095468	1	1	0	0	0.971345478676973	0.99746545954682	0.0131800008956304	-0.0131800008956304	406	417	Genic/other	0	Heritable	0.102297112804275	0.919093186698317	0.00817534318716119	0	0	0	1.02297112804275	6.00635315960173	6.03548143252476	0	-4.32905392322903
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117132603_117133663	chr10	117132603	117133663	1	1	0	0	0.0813658169126105	0.701126849370053	0.8366667521997	0.8366667521997	1060	443	Genic/other	2	Heritable	0.116951677373577	0.915776351688022	0.00682729489863167	0	0	0	1.16951677373577	6.96602418710611	6.09582456243223	0	-0.178329421341515
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117164190_117164769	chr10	117164190	117164769	1	1	0	0	0.624672729930032	0.954613706633027	0.0681299530587629	0.0681299530587629	579	425	Genic/other	1	Non-heritable	0.0642798965922755	0.911654579033747	0.00751723644458765	0	0	0	0.642798965922755	6.361302477573	6.05443934626937	0	-2.6863381764136
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117373474_117373652	chr10	117373474	117373652	1	1	0	0	0.193912955938348	0.799145413952393	0.424722277671343	-0.424722277671343	178	511	Genic/other	1	Heritable	0.140366538500866	0.945839241683665	0.00739528534604165	0	0	0	1.40366538500866	5.18178355029209	6.23832462503951	0	-0.856319764416502
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11742869_11742966	chr10	11742869	11742966	1	1	1	1	0.000495707134449418	0.0423957359524987	3.29249157224062	-3.29249157224062	97	523	Genic/other	2	Heritable	0.170925852077939	0.94268786740812	0.00548097401124228	0	1	1	1.70925852077939	4.57471097850338	6.26149168432104	0	1.19164459798529
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117533944_117534736	chr10	117533944	117534736	1	1	0	0	0.406646417314701	0.897466941669481	0.55227440129363	-0.55227440129363	792	583	Genic/other	2	Non-heritable	0.0744073705115657	0.94806076621799	0.00559970394262953	0	0	0	0.744073705115657	6.67456139181443	6.36990098282823	0	-0.593710234320452
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117536524_117536816	chr10	117536524	117536816	1	1	0	0	0.8586769070864	0.986673261281905	0.106745068070021	0.106745068070021	292	578	Genic/other	1	Heritable	0.117972484440361	0.963447666916593	0.00693215680496937	0	0	0	1.17972484440361	5.67675380226828	6.361302477573	0	-2.23731173500877
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117540874_117541192	chr10	117540874	117541192	1	1	0	0	0.00418597010408347	0.20192851786608	1.57108340851788	1.57108340851788	318	578	Genic/other	1	Non-heritable	0.0594361302210415	0.950067971612341	0.00773049971761294	0	0	0	0.594361302210415	5.76205138278018	6.361302477573	0	0.451765456856704
BA_only	hippocampus	AA	expression_nearest_gene	chr10_118047470_118047606	chr10	118047470	118047606	1	1	0	0	0.870816699349965	0.988816772215619	0.0934023737025242	-0.0934023737025242	136	534	Promoter	1	Heritable	0.149779340526394	0.947891128802577	0.00713094709594372	0	0	0	1.49779340526394	4.91265488573605	6.28226674689601	0	-2.3708384126327
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1180946_1181329	chr10	1180946	1181329	1	1	0	0	0.576829702536778	0.938745429364941	0.439658005697428	-0.439658005697428	383	550	Genic/other	1	Non-heritable	0.0965646907062254	0.939760966555008	0.00789421113241391	0	0	0	0.965646907062254	5.94803498918065	6.31173480915292	0	-0.821758091326447
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1187120_1187817	chr10	1187120	1187817	1	1	0	0	0.216825538566686	0.809819119451268	0.928824828362112	-0.928824828362112	697	563	Promoter	2	Heritable	0.121726631475329	0.913271642184125	0.0085377326022	0	0	0	1.21726631475329	6.54678541076052	6.33505425149806	0	-0.0738351065334263
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119378436_119379139	chr10	119378436	119379139	1	1	0	0	0.16075704519136	0.779740457153096	0.569654063528397	-0.569654063528397	703	417	Genic/other	0	Non-heritable	0.0791597624626523	0.897849654201678	0.00847399251319306	0	0	0	0.791597624626523	6.55535689181067	6.03548143252476	0	-0.56272599093161
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119505686_119506239	chr10	119505686	119506239	1	1	0	0	0.781255434850071	0.983062769695117	0.0984109881175472	0.0984109881175472	553	353	Genic/other	0	Heritable	0.10914670665462	0.898749370726101	0.0121985761307579	0	0	0	1.0914670665462	6.31535800152234	5.86929691313377	0	-2.31860271168241
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119544119_119544382	chr10	119544119	119544382	1	1	0	0	0.57834995719202	0.938745429364941	0.253227071028309	-0.253227071028309	263	344	Genic/other	1	Non-heritable	0.0756168269079383	0.831039218445106	0.00858712313577028	1399	0	0	0.756168269079383	5.57215403217777	5.84354441703136	7.24422751560335	-1.3734686393433
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119652657_119653185	chr10	119652657	119653185	1	1	0	0	0.775608046343128	0.982990794453248	0.350698889258005	0.350698889258005	528	367	Enhancer	1	Heritable	0.116795686124803	0.887526339632464	0.00761568729084306	0	0	0	1.16795686124803	6.26909628370626	5.90808293816893	0	-1.04782726054066
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119830999_119831918	chr10	119830999	119831918	1	1	0	0	0.411326839219651	0.898937686555907	0.275379448891975	-0.275379448891975	919	367	Genic/other	0	Heritable	0.12006704851054	0.890462198837277	0.00592013426055207	0	0	0	1.2006704851054	6.82328612235569	5.90808293816893	0	-1.28960528191818
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120011833_120012247	chr10	120011833	120012247	1	1	0	0	0.297554893061773	0.853893572226618	0.0967224675919346	-0.0967224675919346	414	364	Intergenic	2	Heritable	0.189009657494339	0.917174854474386	0.00618923920456782	53240	0	0	1.89009657494339	6.02586597382531	5.89989735358249	10.8825840552027	-2.33590945687533
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1200396_1201077	chr10	1200396	1201077	1	1	0	0	0.515126738780744	0.923027772870855	0.627317325175147	0.627317325175147	681	571	Promoter	0	Non-heritable	0.0815682374026391	0.952877993164767	0.00611645644769035	0	0	0	0.815682374026391	6.52356230614951	6.3491389913798	0	-0.466302749676305
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120127763_120128517	chr10	120127763	120128517	1	1	0	0	0.0738621011647428	0.693510362236523	0.107559982371395	0.107559982371395	754	384	Intergenic	0	Heritable	0.509160257931099	0.896427384721072	0.0110966453299039	169170	0	0	5.09160257931099	6.62539236800796	5.95324333428779	12.0386653166654	-2.22970651850566
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120458214_120459480	chr10	120458214	120459480	1	1	0	0	0.56520411065371	0.93516818946613	0.457479842695884	-0.457479842695884	1266	444	Genic/other	1	Heritable	0.142800218019114	0.925775359630718	0.00816864887003574	0	0	0	1.42800218019114	7.14361760270412	6.09807428216624	0	-0.782022433059459
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120793502_120794188	chr10	120793502	120794188	1	1	0	0	0.00156865166664558	0.106668313331899	1.846940764452	-1.846940764452	686	474	Promoter	0	Heritable	0.526298070879586	0.90539822771815	0.00759799675587795	0	0	0	5.26298070879586	6.53087762772589	6.16331480403464	0	0.613530634894646
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120842904_120844112	chr10	120842904	120844112	1	1	0	0	0.409856819274415	0.898937686555907	0.360340628435479	-0.360340628435479	1208	501	Genic/other	0	Heritable	0.554684107369437	0.89548919223364	0.00997736372565008	0	0	0	5.54684107369437	7.09672137849476	6.21860011969173	0	-1.02070547703759
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120917025_120917304	chr10	120917025	120917304	1	1	0	0	0.0101265956589958	0.342848897454767	0.5959298306337	0.5959298306337	279	514	Intergenic	0	Heritable	0.1139918438854	0.93791672083686	0.00991085898069241	7500	0	0	1.139918438854	5.63121178182137	6.24416690066374	8.92279162396964	-0.517632335903534
BA_only	hippocampus	AA	expression_nearest_gene	chr10_121131637_121132159	chr10	121131637	121132159	1	1	0	0	0.0465152402436647	0.600948828658095	0.0161206298317215	-0.0161206298317215	522	540	Intergenic	0	Heritable	0.113414731335435	0.957141196456838	0.00745040142318668	46540	0	0	1.13414731335435	6.25766758788264	6.29341927884648	10.7480889235184	-4.12765485089722
