cohort	tissue	population	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
BA_only	hippocampus	AA	expression_nearest_gene	chr10_106735808_106737102	chr10	106735808	106737102	Heritable	0.528686919998654	1	1	0	0	0.436119576453859	0.901581860518618	0.654894604160213	0.654894604160213
BA_only	hippocampus	AA	expression_nearest_gene	chr10_108315734_108316106	chr10	108315734	108316106	Heritable	0.295542110270417	1	1	0	0	0.442474013334729	0.904199078679577	0.254156938292827	-0.254156938292827
BA_only	hippocampus	AA	expression_nearest_gene	chr10_108396052_108398540	chr10	108396052	108398540	Heritable	0.685944338434057	1	1	0	0	0.855551954808205	0.986673261281905	0.079075998183979	-0.079075998183979
BA_only	hippocampus	AA	expression_nearest_gene	chr10_108912788_108912901	chr10	108912788	108912901	Non-heritable	0.0474513982562522	1	1	0	0	0.119859494328738	0.736861866320154	0.0182368870692152	-0.0182368870692152
BA_only	hippocampus	AA	expression_nearest_gene	chr10_110005895_110006876	chr10	110005895	110006876	Non-heritable	0.0925805730411493	1	1	0	0	0.354350648220701	0.881945609090888	0.327084129697866	-0.327084129697866
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11007535_11007706	chr10	11007535	11007706	Non-heritable	0.062924748654333	1	1	0	0	0.148765254354088	0.771830237724526	0.579236370489809	0.579236370489809
BA_only	hippocampus	AA	expression_nearest_gene	chr10_110642850_110643041	chr10	110642850	110643041	Non-heritable	0.0947546441759124	1	1	0	0	0.511996030490194	0.922766293185213	0.502805308547766	0.502805308547766
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11163737_11164258	chr10	11163737	11164258	Non-heritable	0.083458772769284	1	1	0	0	0.95494611120214	0.996015697408073	0.0182284438770424	0.0182284438770424
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1120929_1121242	chr10	1120929	1121242	Non-heritable	0.0770569860508085	1	1	0	0	0.163786298167296	0.779740457153096	0.41473839280323	0.41473839280323
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112678599_112678874	chr10	112678599	112678874	Non-heritable	0.0747934449173334	1	1	0	0	0.085430444891918	0.703242011235289	0.501841613914834	-0.501841613914834
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112949136_112949501	chr10	112949136	112949501	Non-heritable	0.0879879475020216	1	1	0	0	0.763611445243882	0.980743075762949	0.19659168908737	0.19659168908737
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112953211_112953473	chr10	112953211	112953473	Heritable	0.13369440208005	1	1	0	0	0.874859251039265	0.989401560756378	0.121862221757068	-0.121862221757068
BA_only	hippocampus	AA	expression_nearest_gene	chr10_112991920_112992569	chr10	112991920	112992569	Non-heritable	0.096644414140293	1	1	0	0	0.555970054559307	0.932027345379171	0.346186965245607	0.346186965245607
BA_only	hippocampus	AA	expression_nearest_gene	chr10_113028440_113028689	chr10	113028440	113028689	Heritable	0.10845588345174	1	1	0	0	0.183065746007758	0.796008732014767	0.886971204370756	0.886971204370756
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11336078_11336768	chr10	11336078	11336768	Heritable	0.132989658592726	1	1	0	0	0.756135374204019	0.979861208961839	0.139805484008654	-0.139805484008654
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11339305_11340056	chr10	11339305	11340056	Heritable	0.332593375216821	1	1	0	0	0.878268999475437	0.990024062569166	0.0646984828766151	0.0646984828766151
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11379673_11380201	chr10	11379673	11380201	Non-heritable	0.0542241418922574	1	1	0	0	0.928746474596764	0.996015697408073	0.0429513348815505	-0.0429513348815505
BA_only	hippocampus	AA	expression_nearest_gene	chr10_113978414_113979492	chr10	113978414	113979492	Non-heritable	0.0826579920744629	1	1	0	0	0.424933831716106	0.899901696009976	0.245826291072007	0.245826291072007
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114046162_114048652	chr10	114046162	114048652	Heritable	0.14675887418607	1	1	0	0	0.743597757845246	0.978298022372805	0.225574611177755	-0.225574611177755
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114101563_114101831	chr10	114101563	114101831	Heritable	0.665452383995424	1	1	0	0	0.046791195597378	0.602763600428335	0.564152851331206	-0.564152851331206
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114103330_114103933	chr10	114103330	114103933	Heritable	0.216466803328992	1	1	0	0	0.341500588724225	0.877304122552188	0.288334212905385	-0.288334212905385
BA_only	hippocampus	AA	expression_nearest_gene	chr10_114402228_114403211	chr10	114402228	114403211	Non-heritable	0.0859082583401603	1	1	0	0	0.053844156169594	0.621176254784989	1.03810878791279	-1.03810878791279
BA_only	hippocampus	AA	expression_nearest_gene	chr10_115094679_115095024	chr10	115094679	115095024	Non-heritable	0.0733012467377344	1	1	0	0	0.335498283834156	0.874424681962978	0.647316790848429	-0.647316790848429
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116270578_116270817	chr10	116270578	116270817	Heritable	0.142405857146625	1	1	0	0	0.872112770183609	0.988944192562648	0.259029641931267	-0.259029641931267
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116803517_116803983	chr10	116803517	116803983	Non-heritable	0.0595783189835699	1	1	0	0	0.443732627508632	0.904199078679577	0.25392130084829	-0.25392130084829
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116961466_116961865	chr10	116961466	116961865	Heritable	0.104552504500746	1	1	0	0	0.118713272164469	0.736861866320154	0.491489778544896	-0.491489778544896
BA_only	hippocampus	AA	expression_nearest_gene	chr10_116973110_116973732	chr10	116973110	116973732	Non-heritable	0.0765602278684635	1	1	0	0	0.739875091242653	0.977700502859039	0.113744263618415	0.113744263618415
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117095062_117095468	chr10	117095062	117095468	Heritable	0.102297112804275	1	1	0	0	0.971345478676973	0.99746545954682	0.0131800008956304	-0.0131800008956304
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117132603_117133663	chr10	117132603	117133663	Heritable	0.116951677373577	1	1	0	0	0.0813658169126105	0.701126849370053	0.8366667521997	0.8366667521997
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117164190_117164769	chr10	117164190	117164769	Non-heritable	0.0642798965922755	1	1	0	0	0.624672729930032	0.954613706633027	0.0681299530587629	0.0681299530587629
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117373474_117373652	chr10	117373474	117373652	Heritable	0.140366538500866	1	1	0	0	0.193912955938348	0.799145413952393	0.424722277671343	-0.424722277671343
BA_only	hippocampus	AA	expression_nearest_gene	chr10_11742869_11742966	chr10	11742869	11742966	Heritable	0.170925852077939	1	1	1	1	0.000495707134449418	0.0423957359524987	3.29249157224062	-3.29249157224062
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117533944_117534736	chr10	117533944	117534736	Non-heritable	0.0744073705115657	1	1	0	0	0.406646417314701	0.897466941669481	0.55227440129363	-0.55227440129363
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117536524_117536816	chr10	117536524	117536816	Heritable	0.117972484440361	1	1	0	0	0.8586769070864	0.986673261281905	0.106745068070021	0.106745068070021
BA_only	hippocampus	AA	expression_nearest_gene	chr10_117540874_117541192	chr10	117540874	117541192	Non-heritable	0.0594361302210415	1	1	0	0	0.00418597010408347	0.20192851786608	1.57108340851788	1.57108340851788
BA_only	hippocampus	AA	expression_nearest_gene	chr10_118047470_118047606	chr10	118047470	118047606	Heritable	0.149779340526394	1	1	0	0	0.870816699349965	0.988816772215619	0.0934023737025242	-0.0934023737025242
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1180946_1181329	chr10	1180946	1181329	Non-heritable	0.0965646907062254	1	1	0	0	0.576829702536778	0.938745429364941	0.439658005697428	-0.439658005697428
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1187120_1187817	chr10	1187120	1187817	Heritable	0.121726631475329	1	1	0	0	0.216825538566686	0.809819119451268	0.928824828362112	-0.928824828362112
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119378436_119379139	chr10	119378436	119379139	Non-heritable	0.0791597624626523	1	1	0	0	0.16075704519136	0.779740457153096	0.569654063528397	-0.569654063528397
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119505686_119506239	chr10	119505686	119506239	Heritable	0.10914670665462	1	1	0	0	0.781255434850071	0.983062769695117	0.0984109881175472	0.0984109881175472
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119544119_119544382	chr10	119544119	119544382	Non-heritable	0.0756168269079383	1	1	0	0	0.57834995719202	0.938745429364941	0.253227071028309	-0.253227071028309
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119652657_119653185	chr10	119652657	119653185	Heritable	0.116795686124803	1	1	0	0	0.775608046343128	0.982990794453248	0.350698889258005	0.350698889258005
BA_only	hippocampus	AA	expression_nearest_gene	chr10_119830999_119831918	chr10	119830999	119831918	Heritable	0.12006704851054	1	1	0	0	0.411326839219651	0.898937686555907	0.275379448891975	-0.275379448891975
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120011833_120012247	chr10	120011833	120012247	Heritable	0.189009657494339	1	1	0	0	0.297554893061773	0.853893572226618	0.0967224675919346	-0.0967224675919346
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1200396_1201077	chr10	1200396	1201077	Non-heritable	0.0815682374026391	1	1	0	0	0.515126738780744	0.923027772870855	0.627317325175147	0.627317325175147
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120127763_120128517	chr10	120127763	120128517	Heritable	0.509160257931099	1	1	0	0	0.0738621011647428	0.693510362236523	0.107559982371395	0.107559982371395
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120458214_120459480	chr10	120458214	120459480	Heritable	0.142800218019114	1	1	0	0	0.56520411065371	0.93516818946613	0.457479842695884	-0.457479842695884
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120793502_120794188	chr10	120793502	120794188	Heritable	0.526298070879586	1	1	0	0	0.00156865166664558	0.106668313331899	1.846940764452	-1.846940764452
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120842904_120844112	chr10	120842904	120844112	Heritable	0.554684107369437	1	1	0	0	0.409856819274415	0.898937686555907	0.360340628435479	-0.360340628435479
BA_only	hippocampus	AA	expression_nearest_gene	chr10_120917025_120917304	chr10	120917025	120917304	Heritable	0.1139918438854	1	1	0	0	0.0101265956589958	0.342848897454767	0.5959298306337	0.5959298306337
BA_only	hippocampus	AA	expression_nearest_gene	chr10_121131637_121132159	chr10	121131637	121132159	Heritable	0.113414731335435	1	1	0	0	0.0465152402436647	0.600948828658095	0.0161206298317215	-0.0161206298317215
BA_only	hippocampus	AA	expression_nearest_gene	chr10_121594442_121594680	chr10	121594442	121594680	Non-heritable	0.0549622075851699	1	1	0	0	0.245925423690016	0.827402332558516	0.543837711009555	-0.543837711009555
BA_only	hippocampus	AA	expression_nearest_gene	chr10_121648171_121649015	chr10	121648171	121649015	Non-heritable	0.0986790897555104	1	1	0	0	0.918476737393944	0.995434551744832	0.0539673968337588	0.0539673968337588
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122162900_122163075	chr10	122162900	122163075	Non-heritable	0.0972471195377189	1	1	0	0	0.231954090423668	0.81884729112968	0.755074487400009	0.755074487400009
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122164392_122165034	chr10	122164392	122165034	Non-heritable	0.0912358077085059	1	1	0	0	0.309761599989114	0.862632505374182	0.631243649233298	0.631243649233298
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122331625_122332075	chr10	122331625	122332075	Heritable	0.146347064353471	1	1	0	0	0.55427403977843	0.932027345379171	0.217830234080557	-0.217830234080557
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122376167_122376616	chr10	122376167	122376616	Non-heritable	0.061134071975513	1	1	0	0	0.113195976970332	0.736861866320154	0.883565630413914	-0.883565630413914
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122463833_122465514	chr10	122463833	122465514	Non-heritable	0.0721832853766487	1	1	0	0	0.4307965297755	0.900846987060383	0.296100398481251	0.296100398481251
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122475383_122475614	chr10	122475383	122475614	Heritable	0.136402596365607	1	1	0	0	0.0840505404079455	0.703242011235289	0.709329025587627	0.709329025587627
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122556855_122557384	chr10	122556855	122557384	Heritable	0.40249443968488	1	1	0	0	0.0162567738156782	0.426861345204586	1.022807786443	1.022807786443
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122818163_122819028	chr10	122818163	122819028	Heritable	0.132807931973789	1	1	0	0	0.125281376824939	0.742632695760193	0.310607993362318	0.310607993362318
BA_only	hippocampus	AA	expression_nearest_gene	chr10_122879228_122879358	chr10	122879228	122879358	Heritable	0.161187302659887	1	1	1	1	0.000204208730501019	0.0240567013527589	1.188066000789	-1.188066000789
BA_only	hippocampus	AA	expression_nearest_gene	chr10_123735749_123737965	chr10	123735749	123737965	Heritable	0.689947980525694	1	1	0	0	0.761426756880683	0.980224755053477	0.351798803782391	0.351798803782391
BA_only	hippocampus	AA	expression_nearest_gene	chr10_123991414_123992449	chr10	123991414	123992449	Non-heritable	0.0590731135349842	1	1	0	0	0.32642664366435	0.870242190983135	0.235245185706622	0.235245185706622
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124020577_124021296	chr10	124020577	124021296	Non-heritable	0.0872870360782416	1	1	0	0	0.396500656275511	0.895415868166489	0.342814509540673	-0.342814509540673
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1240284_1240695	chr10	1240284	1240695	Heritable	0.104937685473642	1	1	0	0	0.78552349129398	0.984106167323941	0.224231691815706	-0.224231691815706
BA_only	hippocampus	AA	expression_nearest_gene	chr10_12405620_12405965	chr10	12405620	12405965	Non-heritable	0.0892351347556176	1	1	0	0	0.0145972798217431	0.4133072812327	1.17405286230319	-1.17405286230319
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124356465_124356612	chr10	124356465	124356612	Heritable	0.120101883869935	1	1	0	0	0.0297161891768927	0.518839894928775	0.860449226587013	0.860449226587013
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124417028_124417438	chr10	124417028	124417438	Non-heritable	0.0778401650791067	1	1	0	0	0.417938136400715	0.899901696009976	0.346590332480545	0.346590332480545
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124521572_124522042	chr10	124521572	124522042	Non-heritable	0.0643463633545501	1	1	0	0	0.738383445142524	0.977700502859039	0.199901373543025	0.199901373543025
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124534198_124534535	chr10	124534198	124534535	Heritable	0.557720029740769	1	1	0	0	0.871969340992545	0.988944192562648	0.0776966259400176	0.0776966259400176
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124588930_124590348	chr10	124588930	124590348	Non-heritable	0.0629744044499229	1	1	0	0	0.070480611965665	0.682084433231275	1.13165269662722	-1.13165269662722
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124604851_124606841	chr10	124604851	124606841	Non-heritable	0.0510766052599681	1	1	0	0	0.165169706415041	0.779740457153096	0.818996165468288	-0.818996165468288
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124609810_124610101	chr10	124609810	124610101	Heritable	0.171707920529826	1	1	0	0	0.242940476497409	0.827402332558516	0.753227409082239	-0.753227409082239
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124643335_124643548	chr10	124643335	124643548	Non-heritable	0.0482737444603008	1	1	0	0	0.0258771478679477	0.499441780818536	1.57016375544094	-1.57016375544094
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124672019_124673098	chr10	124672019	124673098	Non-heritable	0.0670113843748454	1	1	0	0	0.531592602312544	0.926890700748748	0.446069150576072	-0.446069150576072
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124677401_124677891	chr10	124677401	124677891	Non-heritable	0.0760211357516421	1	1	0	0	0.0343456801535963	0.550122199129346	1.47019531977488	-1.47019531977488
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124704065_124705029	chr10	124704065	124705029	Heritable	0.111713397693994	1	1	0	0	0.11260311174267	0.736861866320154	1.14552871058642	-1.14552871058642
BA_only	hippocampus	AA	expression_nearest_gene	chr10_124792671_124792769	chr10	124792671	124792769	Heritable	0.123146560597582	1	1	0	0	0.365077228750194	0.883306950710758	0.560172218391827	0.560172218391827
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125005032_125005169	chr10	125005032	125005169	Non-heritable	0.0855966841705403	1	1	0	0	0.198932709783732	0.799145413952393	0.399148884531925	0.399148884531925
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125007049_125007597	chr10	125007049	125007597	Non-heritable	0.0840277988141895	1	1	0	0	0.92097344451579	0.996010389219527	0.0329662225296801	0.0329662225296801
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125156425_125157778	chr10	125156425	125157778	Non-heritable	0.0617623642998466	1	1	0	0	0.0265581791346426	0.503647491108109	0.734831429303277	-0.734831429303277
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125773885_125774417	chr10	125773885	125774417	Non-heritable	0.082625652454528	1	1	0	0	0.0955457651771876	0.710769393433183	0.306762274705068	-0.306762274705068
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125844438_125845172	chr10	125844438	125845172	Non-heritable	0.0601072790116155	1	1	0	0	0.785647920224984	0.984106167323941	0.0869444485006916	0.0869444485006916
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125885100_125888328	chr10	125885100	125888328	Heritable	0.125730949418075	1	1	0	0	0.463829938271447	0.911751412589424	0.160528525711563	-0.160528525711563
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125895355_125896734	chr10	125895355	125896734	Non-heritable	0.0832592204766403	1	1	0	0	0.228085272887209	0.817205398186111	0.329046989700923	0.329046989700923
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125898569_125899776	chr10	125898569	125899776	Heritable	0.123669914862418	1	1	0	0	0.279762161410672	0.846770462747137	0.699249631540727	-0.699249631540727
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125901779_125902367	chr10	125901779	125902367	Non-heritable	0.0852951616342491	1	1	0	0	0.287175365575277	0.852022973182243	0.706508537797113	-0.706508537797113
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125904847_125906472	chr10	125904847	125906472	Heritable	0.17016324030141	1	1	0	0	0.581421232812366	0.940981378738078	0.329994729612684	-0.329994729612684
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125907494_125909038	chr10	125907494	125909038	Heritable	0.117669648754259	1	1	0	0	0.360991134010423	0.882895768794361	0.501449439093778	-0.501449439093778
BA_only	hippocampus	AA	expression_nearest_gene	chr10_125913906_125918509	chr10	125913906	125918509	Heritable	0.100996279871013	1	1	0	0	0.31654320775047	0.8637687176525	0.734586134479806	-0.734586134479806
BA_only	hippocampus	AA	expression_nearest_gene	chr10_126041930_126042244	chr10	126041930	126042244	Heritable	0.206028787723922	1	1	0	0	0.686525291724331	0.965068132296569	0.364214219897047	-0.364214219897047
BA_only	hippocampus	AA	expression_nearest_gene	chr10_12606159_12606481	chr10	12606159	12606481	Non-heritable	0.0888382182533704	1	1	0	0	0.537787849107765	0.929750230409643	0.380747111024192	-0.380747111024192
BA_only	hippocampus	AA	expression_nearest_gene	chr10_1264041_1264684	chr10	1264041	1264684	Non-heritable	0.0792109673639959	1	1	0	0	0.505380272576319	0.921411406315203	0.579929352566566	-0.579929352566566
BA_only	hippocampus	AA	expression_nearest_gene	chr10_126561806_126562390	chr10	126561806	126562390	Non-heritable	0.0922087106283348	1	1	0	0	0.0043043515006936	0.202891477555421	1.3533418238305	-1.3533418238305
BA_only	hippocampus	AA	expression_nearest_gene	chr10_126668019_126671109	chr10	126668019	126671109	Non-heritable	0.0709915154996283	1	1	0	0	0.188582155533864	0.796008732014767	0.692355815578065	-0.692355815578065
BA_only	hippocampus	AA	expression_nearest_gene	chr10_126881904_126882350	chr10	126881904	126882350	Heritable	0.341752025048429	1	1	0	0	0.700890470297972	0.968613583473592	0.143564090167352	0.143564090167352
BA_only	hippocampus	AA	expression_nearest_gene	chr10_12728341_12728949	chr10	12728341	12728949	Non-heritable	0.0815324725645567	1	1	0	0	0.811958345045968	0.986212785870845	0.110241843998573	-0.110241843998573
BA_only	hippocampus	AA	expression_nearest_gene	chr10_127395406_127396182	chr10	127395406	127396182	Heritable	0.437803775243821	1	1	0	0	0.332321395721209	0.87064255966102	0.38867258749144	-0.38867258749144
BA_only	hippocampus	AA	expression_nearest_gene	chr10_127619326_127619940	chr10	127619326	127619940	Non-heritable	0.0482493428621661	1	1	0	0	0.492577927118205	0.921234706305029	0.0498071515231022	0.0498071515231022
BA_only	hippocampus	AA	expression_nearest_gene	chr10_127935256_127935418	chr10	127935256	127935418	Heritable	0.124660187852294	1	1	0	0	0.64664942663717	0.960439934100494	0.145481455792751	0.145481455792751
BA_only	hippocampus	AA	expression_nearest_gene	chr10_127964890_127965657	chr10	127964890	127965657	Non-heritable	0.055214112004381	1	1	0	0	0.686420209205886	0.965068132296569	0.129435577756819	-0.129435577756819
BA_only	hippocampus	AA	expression_nearest_gene	chr10_128287619_128288451	chr10	128287619	128288451	Non-heritable	0.0629127629597233	1	1	0	0	0.898278518589284	0.993529785851733	0.0302703053577491	-0.0302703053577491
BA_only	hippocampus	AA	expression_nearest_gene	chr10_128854630_128855170	chr10	128854630	128855170	Heritable	0.306639782071709	1	1	0	0	0.515177953486804	0.923027772870855	0.0347920414411789	0.0347920414411789
BA_only	hippocampus	AA	expression_nearest_gene	chr10_128929162_128930242	chr10	128929162	128930242	Non-heritable	0.0522450051749303	1	1	0	0	0.317874483845882	0.863928068588473	0.0514084025628501	-0.0514084025628501
BA_only	hippocampus	AA	expression_nearest_gene	chr10_129029133_129029307	chr10	129029133	129029307	Heritable	0.109672704596567	1	1	0	0	0.738481985926158	0.977700502859039	0.00769781574735261	0.00769781574735261
BA_only	hippocampus	AA	expression_nearest_gene	chr10_129034968_129035583	chr10	129034968	129035583	Heritable	0.101745713562076	1	1	0	0	0.865149461954498	0.987110429978616	0.00366958472063859	0.00366958472063859
