task_id_AA	chrom	start	end	num_snps_AA	boosting_iterations_performed_AA	h2_unscaled_AA	r_squared_cv_AA	region	h2_category	feature_id	task_id_EA	num_snps_EA	boosting_iterations_performed_EA	h2_unscaled_EA	r_squared_cv_EA
10108	chr16	89356397	89356775	638	11	0.37072613451185	0.860838890983849	Caudate	Heritable	chr16_89356397_89356775	10108	328	12	0.523845134748698	0.812192220995979
10109	chr16	89506904	89507154	589	16	0.0540355528873335	0.893580585224881	Caudate	Non-heritable	chr16_89506904_89507154	10109	302	13	0.0889387265131285	0.783158631338838
10111	chr16	89556519	89556984	543	11	0.0952321950940653	0.907577164651552	Caudate	Non-heritable	chr16_89556519_89556984	10111	279	11	0.0919270483127833	0.821022708373429
10112	chr16	89640660	89641810	514	16	0.66210063807178	0.881489480924914	Caudate	Heritable	chr16_89640660_89641810	10112	264	11	0.243699927851111	0.829234492872024
10114	chr16	89697383	89697559	481	11	0.0908516885706	0.866025683453795	Caudate	Non-heritable	chr16_89697383_89697559	10114	236	13	0.0681900605539148	0.733112562532436
10118	chr16	89779239	89779756	405	11	0.0517031890290506	0.806579875464798	Caudate	Non-heritable	chr16_89779239_89779756	10118	200	11	0.0491610161173101	0.631954286717375
10119	chr16	89817223	89817377	387	11	0.105966646758486	0.822683131941601	Caudate	Heritable	chr16_89817223_89817377	10119	179	11	0.171093847887433	0.70181036008764
1012	chr1	247127555	247128072	619	12	0.286169652131586	0.846074960478442	Caudate	Heritable	chr1_247127555_247128072	1012	321	11	0.249863179433215	0.835429387364488
10120	chr16	8983653	8983918	846	12	0.243615581724243	0.896618429694432	Caudate	Heritable	chr16_8983653_8983918	10120	430	14	0.109691378434675	0.89852198051762
10122	chr16	89902965	89903281	342	14	0.185387192639016	0.793737214656134	Caudate	Heritable	chr16_89902965_89903281	10122	174	11	0.359972886873385	0.709134907364269
10124	chr16	89971793	89972123	301	11	0.420269974167733	0.730245214772041	Caudate	Heritable	chr16_89971793_89972123	10124	147	14	0.114246295726771	0.559290169582644
10125	chr16	90011063	90011600	296	11	0.405852851662022	0.769944105536697	Caudate	Heritable	chr16_90011063_90011600	10125	139	18	0.288526225742523	0.727983421407599
10126	chr16	90077236	90078322	280	11	0.121953028999378	0.788582768579343	Caudate	Heritable	chr16_90077236_90078322	10126	138	11	0.2618422584401	0.772603964788203
10127	chr16	90082275	90082812	279	16	0.138429677279743	0.67492157026762	Caudate	Heritable	chr16_90082275_90082812	10127	136	11	0.180605156319733	0.649167585706024
1013	chr1	247182324	247183097	601	11	0.282055638762241	0.868193619536462	Caudate	Heritable	chr1_247182324_247183097	1013	319	11	0.593242158064931	0.856133627926079
10132	chr16	9154684	9154950	823	11	0.057168543093101	0.934116451356482	Caudate	Non-heritable	chr16_9154684_9154950	10132	424	11	0.0901150575573733	0.892999301762502
10148	chr17	10123704	10124407	801	11	0.124661189948523	0.959880634442661	Caudate	Heritable	chr17_10123704_10124407	10148	464	16	0.150577246625098	0.936632797924476
10149	chr17	1038932	1039175	913	12	0.0871018022767317	0.928882435165387	Caudate	Non-heritable	chr17_1038932_1039175	10149	521	11	0.0628394349000849	0.93008623062971
1015	chr1	247517995	247518648	590	19	0.360806878682467	0.832740953019549	Caudate	Heritable	chr1_247517995_247518648	1015	293	11	0.134168157607457	0.802087966088265
10150	chr17	1043766	1044102	901	13	0.147106624949287	0.964171478630889	Caudate	Heritable	chr17_1043766_1044102	10150	534	15	0.101181452493159	0.936840624345714
10151	chr17	11247140	11247412	582	11	0.0766069800877169	0.927559283076629	Caudate	Non-heritable	chr17_11247140_11247412	10151	326	14	0.0632421668776094	0.877737386110925
10152	chr17	1216833	1217194	917	11	0.125335710533072	0.96954635027044	Caudate	Heritable	chr17_1216833_1217194	10152	545	14	0.134537616297059	0.941289857615157
10153	chr17	1220830	1221099	918	12	0.0524050206081003	0.962016236614588	Caudate	Non-heritable	chr17_1220830_1221099	10153	531	11	0.0561368704525519	0.901527541265198
10154	chr17	1253883	1254052	895	11	0.0878910516656438	0.955170573872332	Caudate	Non-heritable	chr17_1253883_1254052	10154	538	13	0.0880574145727112	0.925257354511532
10157	chr17	12844863	12845247	734	11	0.227057540480522	0.892517557082419	Caudate	Heritable	chr17_12844863_12845247	10157	431	11	0.630148197429889	0.903608044058012
10159	chr17	13782330	13782514	873	11	0.410258130787401	0.928137414576591	Caudate	Heritable	chr17_13782330_13782514	10159	524	11	0.693864185989222	0.900936038972101
10161	chr17	14015588	14015719	911	11	0.130198086641607	0.946183854917873	Caudate	Heritable	chr17_14015588_14015719	10161	520	24	0.146804436314601	0.947344354964832
10162	chr17	1469136	1469598	851	11	0.387258307217625	0.924546731196544	Caudate	Heritable	chr17_1469136_1469598	10162	489	13	0.478302155920472	0.910272504075271
10163	chr17	15346391	15346829	610	13	0.356461732455166	0.85059743686579	Caudate	Heritable	chr17_15346391_15346829	10163	331	11	0.306618551870905	0.843834862876681
10165	chr17	15750170	15750352	524	11	0.134635768654456	0.903572518604429	Caudate	Heritable	chr17_15750170_15750352	10165	269	11	0.196822937015863	0.807797272402618
10167	chr17	1640343	1640976	842	13	0.0814909172735502	0.955712637333343	Caudate	Non-heritable	chr17_1640343_1640976	10167	498	18	0.0649053927636369	0.931543160514991
10170	chr17	16683089	16683884	388	11	0.0731595335735601	0.847166728001368	Caudate	Non-heritable	chr17_16683089_16683884	10170	193	11	0.0702092829804748	0.685615236157905
10171	chr17	16745932	16746360	383	15	0.262413319465325	0.790901636304196	Caudate	Heritable	chr17_16745932_16746360	10171	197	11	0.246108714230335	0.731133745997878
10172	chr17	16878636	16878813	391	11	0.49815182548693	0.788667086657456	Caudate	Heritable	chr17_16878636_16878813	10172	187	13	0.576818450851756	0.800292693778191
10173	chr17	16991543	16991628	368	11	0.0906188836745182	0.836100544863198	Caudate	Non-heritable	chr17_16991543_16991628	10173	191	11	0.0873493341569053	0.621871738829392
10174	chr17	17021133	17021882	378	11	0.0603498815328751	0.808706536786662	Caudate	Non-heritable	chr17_17021133_17021882	10174	193	12	0.0616841021169079	0.749959887486527
10175	chr17	17205369	17207039	387	11	0.0534494923963999	0.807934612704565	Caudate	Non-heritable	chr17_17205369_17207039	10175	205	14	0.0720273098452743	0.702457123963432
10176	chr17	17379516	17379919	368	11	0.0249529745346831	0.714169853764882	Caudate	Non-heritable	chr17_17379516_17379919	10176	204	15	0.0457660281406983	0.566986244713301
10178	chr17	17506999	17507134	342	11	0.0453079914108228	0.698490097911523	Caudate	Non-heritable	chr17_17506999_17507134	10178	176	11	0.0724006458969443	0.618848883925839
10179	chr17	1763147	1763320	865	11	0.0834202472682969	0.958180525637618	Caudate	Non-heritable	chr17_1763147_1763320	10179	515	16	0.0530372405623762	0.853212917904544
1018	chr1	247783420	247785859	527	11	0.408857181815368	0.874873362232722	Caudate	Heritable	chr1_247783420_247785859	1018	263	11	0.444342739192782	0.843383464587104
10181	chr17	17700936	17701089	318	11	0.0899622661390116	0.803272096443247	Caudate	Non-heritable	chr17_17700936_17701089	10181	178	11	0.0833241282278813	0.679545678773164
10182	chr17	17725302	17726208	323	11	0.0220087399096615	0.782508396562699	Caudate	Non-heritable	chr17_17725302_17726208	10182	174	11	0.0485602962519151	0.570638118956564
10185	chr17	17809084	17809202	327	11	0.0620424801432801	0.758750717491782	Caudate	Non-heritable	chr17_17809084_17809202	10185	177	16	0.0718318850261068	0.605083515423149
10187	chr17	17831391	17831712	325	11	0.0929761777420975	0.782162472915536	Caudate	Non-heritable	chr17_17831391_17831712	10187	179	15	0.0445743871925986	0.612599667275684
10188	chr17	17849314	17850202	318	11	0.0765278061826359	0.766751146321705	Caudate	Non-heritable	chr17_17849314_17850202	10188	173	15	0.0566652852159694	0.653368667379173
10190	chr17	17981444	17981681	285	11	0.0329719852660741	0.643474109266165	Caudate	Non-heritable	chr17_17981444_17981681	10190	165	11	0.0827354065894539	0.622543521206531
10194	chr17	1880572	1881078	868	11	0.0316873774448814	0.96602282946311	Caudate	Non-heritable	chr17_1880572_1881078	10194	515	11	0.0983916027298944	0.944894833409033
10197	chr17	19344032	19344577	204	13	0.0649812452487749	0.595487296991551	Caudate	Non-heritable	chr17_19344032_19344577	10197	127	13	0.0869626442272742	0.641116207466505
10198	chr17	1935036	1935170	865	16	0.0921320828827163	0.937449033078127	Caudate	Non-heritable	chr17_1935036_1935170	10198	528	11	0.0963897085974398	0.929647682339134
102	chrX	131795769	131796475	144	11	0.0165342112891499	0.383900932335508	Caudate	Non-heritable	chrX_131795769_131796475	102	88	11	0.0293578364623568	0.401019144290954
10200	chr17	19506403	19507090	207	14	0.583916205891992	0.78165567630368	Caudate	Heritable	chr17_19506403_19507090	10200	136	11	0.579090796835109	0.773387030232939
10201	chr17	19526154	19526714	207	11	0.110475148005063	0.704857709376856	Caudate	Heritable	chr17_19526154_19526714	10201	129	15	0.223033548665186	0.718905918621043
10204	chr17	19724422	19725077	204	11	0.0938265663083093	0.696739033692762	Caudate	Non-heritable	chr17_19724422_19725077	10204	138	13	0.074708528083625	0.622280515342357
10208	chr17	20530918	20531357	293	15	0.275521567939511	0.751818546477058	Caudate	Heritable	chr17_20530918_20531357	10208	176	13	0.213536364995014	0.781345368398479
10209	chr17	2056754	2058208	847	11	0.0382140563791498	0.94615279365968	Caudate	Non-heritable	chr17_2056754_2058208	10209	486	11	0.0725120860178333	0.909325992965902
10212	chr17	20841309	20841406	250	11	0.248311512367497	0.72648563485585	Caudate	Heritable	chr17_20841309_20841406	10212	154	11	0.126380561642482	0.582846652808355
10215	chr17	20999370	20999975	246	14	0.039638002903115	0.61100779190359	Caudate	Non-heritable	chr17_20999370_20999975	10215	154	12	0.0812257674090277	0.62900003117623
10216	chr17	21383200	21383736	245	11	0.0914021191362591	0.667782956963146	Caudate	Non-heritable	chr17_21383200_21383736	10216	165	13	0.0702275112995467	0.680058963180639
10218	chr17	21573616	21574824	260	11	0.0556537109366365	0.625869464481187	Caudate	Non-heritable	chr17_21573616_21574824	10218	169	11	0.0575942807724051	0.595596396447005
10219	chr17	21678549	21679148	247	14	0.0800218703275088	0.615156097642909	Caudate	Non-heritable	chr17_21678549_21679148	10219	163	11	0.092829479737259	0.699487077089484
10220	chr17	21760742	21761836	229	14	0.180717713304108	0.736570136868084	Caudate	Heritable	chr17_21760742_21761836	10220	163	11	0.314239331571748	0.775409040212057
10221	chr17	21842226	21843004	218	11	0.0550786773693098	0.547692464897348	Caudate	Non-heritable	chr17_21842226_21843004	10221	141	14	0.0974502743441077	0.627351582514392
10224	chr17	2352655	2353099	720	15	0.39737308529739	0.893557052435975	Caudate	Heritable	chr17_2352655_2353099	10224	437	21	0.524190062967834	0.877640670753415
10226	chr17	2396661	2397313	707	18	0.0767868869583126	0.837489775626891	Caudate	Non-heritable	chr17_2396661_2397313	10226	440	11	0.0836325760062763	0.908713960733809
10229	chr17	26843500	26844409	130	11	0.580296042926137	0.725526723146778	Caudate	Heritable	chr17_26843500_26844409	10229	96	11	0.635340485786376	0.905927902241719
10231	chr17	2724823	2725100	705	11	0.131867367148529	0.940786314182914	Caudate	Heritable	chr17_2724823_2725100	10231	429	15	0.117766967350145	0.924115526859765
10232	chr17	27535936	27536211	212	20	0.0603206385802818	0.696291217711161	Caudate	Non-heritable	chr17_27535936_27536211	10232	155	17	0.0413313457255009	0.585564128546934
10233	chr17	2867817	2868073	739	12	0.0546235338811055	0.909250429659064	Caudate	Non-heritable	chr17_2867817_2868073	10233	435	11	0.0878508133496239	0.896113970512725
10234	chr17	28716843	28716945	235	11	0.0650253715572369	0.654964760873854	Caudate	Non-heritable	chr17_28716843_28716945	10234	151	21	0.0544993825370449	0.474179842246209
10235	chr17	29083080	29083525	192	14	0.474887623428606	0.711474411874818	Caudate	Heritable	chr17_29083080_29083525	10235	116	14	0.496107880016623	0.720166944656046
10237	chr17	29533935	29534354	187	11	0.0829608328272185	0.593497703980834	Caudate	Non-heritable	chr17_29533935_29534354	10237	98	11	0.0732667152186176	0.555205555730263
10238	chr17	29645081	29645902	174	11	0.0742702075016711	0.470468479626219	Caudate	Non-heritable	chr17_29645081_29645902	10238	99	11	0.0541688865632871	0.41938840645546
10239	chr17	2982810	2983171	742	11	0.113007423430619	0.944730908585126	Caudate	Heritable	chr17_2982810_2983171	10239	426	11	0.106021000397636	0.904424961772955
10241	chr17	30340921	30341544	140	11	0.0828201397168628	0.506429062326259	Caudate	Non-heritable	chr17_30340921_30341544	10241	89	11	0.0463306231269022	0.438131973194013
10243	chr17	30711017	30711443	272	11	0.0546184637849199	0.684102553033338	Caudate	Non-heritable	chr17_30711017_30711443	10243	156	12	0.0673075460299579	0.546416521405108
10244	chr17	30970096	30970373	326	11	0.0822217883886632	0.805953719506065	Caudate	Non-heritable	chr17_30970096_30970373	10244	197	11	0.0890659218655814	0.743407990365451
10245	chr17	31416640	31417657	344	11	0.0595474906877177	0.783291458611046	Caudate	Non-heritable	chr17_31416640_31417657	10245	205	11	0.0789953710846219	0.668259320943343
10247	chr17	31471702	31472245	346	14	0.0675006819947934	0.716232355247234	Caudate	Non-heritable	chr17_31471702_31472245	10247	201	11	0.0844455093171971	0.707161536669392
10249	chr17	3176273	3176955	698	13	0.55555774333549	0.886811240466168	Caudate	Heritable	chr17_3176273_3176955	10249	422	17	0.522129656359678	0.885248550563802
10250	chr17	31917038	31917471	389	13	0.0296699605866664	0.728480844706769	Caudate	Non-heritable	chr17_31917038_31917471	10250	241	11	0.0485435917515169	0.685788834229653
10251	chr17	32079915	32080303	437	12	0.0967824251130321	0.810726953039613	Caudate	Non-heritable	chr17_32079915_32080303	10251	265	11	0.0488734190816433	0.816335422479351
10253	chr17	32286236	32286775	529	13	0.0742555865682572	0.900538532451511	Caudate	Non-heritable	chr17_32286236_32286775	10253	314	11	0.0461687781243766	0.748839666882429
10254	chr17	32495706	32496043	569	13	0.230500545342745	0.84191720585941	Caudate	Heritable	chr17_32495706_32496043	10254	336	13	0.242525419714122	0.808390634755488
10259	chr17	34852083	34852349	528	11	0.0713857449954784	0.864574368270756	Caudate	Non-heritable	chr17_34852083_34852349	10259	325	11	0.078372192762409	0.859204910498362
10260	chr17	3529554	3530595	734	11	0.153011888362684	0.903414010499465	Caudate	Heritable	chr17_3529554_3530595	10260	442	11	0.131764610315529	0.85996049173547
10261	chr17	3531418	3532142	758	11	0.0821364464707821	0.947368769798874	Caudate	Non-heritable	chr17_3531418_3532142	10261	445	11	0.0624188077096453	0.904448564489005
10262	chr17	35432242	35433002	421	11	0.23459940576918	0.793643129634541	Caudate	Heritable	chr17_35432242_35433002	10262	247	13	0.307536572100708	0.817103959479523
10263	chr17	35433118	35433619	431	13	0.185064259212545	0.806519401676925	Caudate	Heritable	chr17_35433118_35433619	10263	245	11	0.151972199945145	0.764093626530359
10264	chr17	35450417	35451408	416	14	0.183456856666237	0.843895995258683	Caudate	Heritable	chr17_35450417_35451408	10264	248	11	0.170182756339249	0.749732397262703
10265	chr17	35749111	35749451	345	11	0.108233176154808	0.807472510631337	Caudate	Heritable	chr17_35749111_35749451	10265	192	14	0.123734722484118	0.69833518885188
10266	chr17	35750199	35750503	360	11	0.0280640622063093	0.708489540083022	Caudate	Non-heritable	chr17_35750199_35750503	10266	187	14	0.080340897836869	0.63207355389167
10268	chr17	35929863	35930206	483	14	0.114445381049575	0.853616914920391	Caudate	Heritable	chr17_35929863_35930206	10268	248	11	0.113271261521131	0.812819527530614
10271	chr17	36661056	36661514	425	11	0.0434721123296895	0.769401406170988	Caudate	Non-heritable	chr17_36661056_36661514	10271	214	16	0.0635107681341912	0.754489105694873
10272	chr17	37047613	37048220	458	11	0.0423524165294583	0.720301086726833	Caudate	Non-heritable	chr17_37047613_37048220	10272	237	15	0.0856124502580215	0.810869586666024
10273	chr17	37252033	37252440	420	11	0.0404757764228094	0.700215848097875	Caudate	Non-heritable	chr17_37252033_37252440	10273	227	11	0.0546410265390267	0.747362984203459
