seqnames	start	end	h2_category	h2_unscaled	tissue	TargetGene_name	TargetGene	ABC.Score	distance
chr6	156719680	156720652	Non-heritable	0.0423803225211126	Caudate	""	ENSG00000271551	0.072344	58335.5
chr6	156719680	156720652	Non-heritable	0.0423803225211126	Caudate	AL162578.1	ENSG00000218596	0.029105	256207.5
chr6	156719680	156720652	Non-heritable	0.0423803225211126	Caudate	LDHAL6FP	ENSG00000217783	0.022031	580039.5
chr6	170152461	170153288	Heritable	0.125676186255228	Caudate	LINC01624	ENSG00000227508	0.029722	119967.5
chr7	1169684	1170352	Heritable	0.132739349923003	Caudate	""	ENSG00000229043	0.022885	9647.5
chr7	1169684	1170352	Heritable	0.132739349923003	Caudate	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	76291331	76291796	Non-heritable	0.0792732960364474	Caudate	HSPB1	ENSG00000106211	0.042742	10723.5
chr7	76294577	76295125	Non-heritable	0.0749840302755365	Caudate	HSPB1	ENSG00000106211	0.029537	7638.5
chr7	149064831	149064945	Heritable	0.160789620554394	Caudate	ZNF786	ENSG00000197362	0.048023	24851.5
chr7	149064831	149064945	Heritable	0.160789620554394	Caudate	PDIA4	ENSG00000155660	0.04434	37289.5
chr7	149064831	149064945	Heritable	0.160789620554394	Caudate	RNY1	ENSG00000201098	0.030891	78682.5
chr7	149064831	149064945	Heritable	0.160789620554394	Caudate	""	ENSG00000281189	0.030891	78403.5
chr7	149064831	149064945	Heritable	0.160789620554394	Caudate	RN7SL521P	ENSG00000240877	0.023141	60055.5
chr7	149064831	149064945	Heritable	0.160789620554394	Caudate	""	ENSG00000204947	0.023141	60415.5
chr7	149064831	149064945	Heritable	0.160789620554394	Caudate	ZNF398	ENSG00000197024	0.02314	60485.5
chr8	143024083	143024264	Non-heritable	0.061551116042595	Caudate	LY6E	ENSG00000160932	0.122064	6120.5
chr8	143024083	143024264	Non-heritable	0.061551116042595	Caudate	C8orf31	ENSG00000177335	0.041016	15106.5
chr10	71860264	71860614	Heritable	0.125262334943706	Caudate	PSAP	ENSG00000197746	0.034233	9221.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	PWWP2B	ENSG00000171813	0.090888	24471.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	INPP5A	ENSG00000068383	0.042611	116180.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	STK32C	ENSG00000165752	0.041669	89792.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	LRRC27	ENSG00000148814	0.041669	89485.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	BNIP3	ENSG00000176171	0.026197	439626.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	PPP2R2D	ENSG00000175470	0.024794	520995.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	AL162274.3	ENSG00000279982	0.024272	424901.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	CFAP46	ENSG00000171811	0.023191	521183.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	DPYSL4	ENSG00000151640	0.022274	234739.5
chr10	132420878	132421167	Non-heritable	0.0624178344851001	Caudate	""	ENSG00000171798	0.020381	738807.5
chr12	12010753	12011254	Heritable	0.146725135940474	Caudate	ETV6	ENSG00000139083	0.021604	360579.5
chr12	32390765	32391369	Non-heritable	0.0995395372806526	Caudate	FGD4	ENSG00000139132	0.021176	8440.5
chr12	110079513	110080056	Non-heritable	0.0856221068707625	Caudate	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124726877	124727550	Non-heritable	0.083420253037261	Caudate	NCOR2	ENSG00000196498	0.028728	159945.5
chr13	109739079	109740763	Heritable	0.681231972035364	Caudate	LINC00676	ENSG00000234854	0.039526	12018.5
chr13	109739079	109740763	Heritable	0.681231972035364	Caudate	IRS2	ENSG00000185950	0.025887	46267.5
chr13	113647869	113648365	Heritable	0.114085549070627	Caudate	TFDP1	ENSG00000198176	0.025001	62970.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Caudate	NFKBIA	ENSG00000100906	0.047015	62964.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Caudate	""	ENSG00000100890	0.026082	219938.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Caudate	PPP2R3C	ENSG00000092020	0.026082	219267.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Caudate	""	ENSG00000129518	0.024811	802073.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Caudate	RALGAPA1	ENSG00000174373	0.020778	467519.5
chr14	35342394	35342649	Non-heritable	0.0474273857979611	Caudate	MBIP	ENSG00000151332	0.020132	978891.5
chr14	75514953	75515921	Heritable	0.358712200235865	Caudate	BATF	ENSG00000156127	0.049184	6646.5
chr14	77641634	77641911	Heritable	0.112527588936662	Caudate	SPTLC2	ENSG00000100596	0.068285	24869.5
chr14	77641634	77641911	Heritable	0.112527588936662	Caudate	ALKBH1	ENSG00000100601	0.038245	66377.5
chr14	77641634	77641911	Heritable	0.112527588936662	Caudate	""	ENSG00000119705	0.038245	66428.5
chr14	77641634	77641911	Heritable	0.112527588936662	Caudate	""	ENSG00000151445	0.031003	183690.5
chr14	77641634	77641911	Heritable	0.112527588936662	Caudate	ADCK1	ENSG00000063761	0.021495	158440.5
chr14	77641634	77641911	Heritable	0.112527588936662	Caudate	ISM2	ENSG00000100593	0.021207	142792.5
chr15	31266141	31266865	Non-heritable	0.0639775693203573	Caudate	LINC02352	ENSG00000259448	0.031091	50518.5
chr15	31266141	31266865	Non-heritable	0.0639775693203573	Caudate	""	ENSG00000260128	0.022892	693800.5
chr15	64835985	64836454	Heritable	0.275988394166626	Caudate	PLEKHO2	ENSG00000241839	0.077215	6006.5
chr15	64835985	64836454	Heritable	0.275988394166626	Caudate	PIF1	ENSG00000140451	0.062003	10208.5
chr15	79993499	79993970	Non-heritable	0.051909351163645	Caudate	AC015871.5	ENSG00000279719	0.02762	3667.5
chr15	101121291	101122127	Heritable	0.218624749285423	Caudate	AC019254.1	ENSG00000259182	0.026055	46723.5
chr17	16991543	16991628	Non-heritable	0.0906188836745182	Caudate	LINC02090	ENSG00000230969	0.086426	3215.5
chr18	11948052	11948155	Heritable	0.123841527456306	Caudate	IMPA2	ENSG00000141401	0.046284	33694.5
chr18	11948052	11948155	Heritable	0.123841527456306	Caudate	""	ENSG00000273141	0.034246	38618.5
chr18	11948052	11948155	Heritable	0.123841527456306	Caudate	MPPE1	ENSG00000154889	0.034246	38107.5
chr18	11948052	11948155	Heritable	0.123841527456306	Caudate	CHMP1B	ENSG00000255112	0.024643	95934.5
chr18	48901741	48902301	Non-heritable	0.0498807659064875	Caudate	SMAD7	ENSG00000101665	0.057962	48548.5
chr20	57628381	57628557	Heritable	0.103222860809456	Caudate	ZBP1	ENSG00000124256	0.168731	7550.5
chr22	45261870	45262719	Heritable	0.373038462788306	Caudate	KIAA0930	ENSG00000100364	0.021066	21624.5
chrX	47361749	47362314	Heritable	0.126622037768952	Caudate	USP11	ENSG00000102226	0.029788	129564.5
chrX	47361749	47362314	Heritable	0.126622037768952	Caudate	CDK16	ENSG00000102225	0.027439	144394.5
chrX	47361749	47362314	Heritable	0.126622037768952	Caudate	ZNF41	ENSG00000147124	0.025148	120691.5
chrX	47361749	47362314	Heritable	0.126622037768952	Caudate	LINC01560	ENSG00000196741	0.025147	121316.5
chrX	130120970	130121470	Non-heritable	0.0584729631920027	Caudate	ELF4	ENSG00000102034	0.092394	10180.5
chrX	130120970	130121470	Non-heritable	0.0584729631920027	Caudate	AIFM1	ENSG00000156709	0.030716	44990.5
chrX	130120970	130121470	Non-heritable	0.0584729631920027	Caudate	RAB33A	ENSG00000134594	0.028405	50752.5
chr1	1909408	1909780	Heritable	0.183672210959697	DLPFC	TMEM52	ENSG00000178821	0.097496	10125.5
chr1	1909408	1909780	Heritable	0.183672210959697	DLPFC	""	ENSG00000231050	0.090775	17676.5
chr1	1909408	1909780	Heritable	0.183672210959697	DLPFC	SLC35E2A	ENSG00000215790	0.059002	163148.5
chr1	1909408	1909780	Heritable	0.183672210959697	DLPFC	CDK11A	ENSG00000008128	0.037809	184823.5
chr1	1909408	1909780	Heritable	0.183672210959697	DLPFC	""	ENSG00000227775	0.037808	184635.5
chr1	1909408	1909780	Heritable	0.183672210959697	DLPFC	""	ENSG00000187730	0.026835	110150.5
chr1	1909408	1909780	Heritable	0.183672210959697	DLPFC	CFAP74	ENSG00000142609	0.025794	94689.5
chr2	10283395	10285932	Heritable	0.118895230043443	DLPFC	HPCAL1	ENSG00000115756	0.047297	17219.5
chr2	54708194	54708629	Heritable	0.101867347165688	DLPFC	EML6	ENSG00000214595	0.042881	14357.5
chr4	3285918	3286374	Non-heritable	0.0507743777140202	DLPFC	RGS12	ENSG00000159788	0.056628	6723.5
chr4	4852887	4853102	Heritable	0.106212200560146	DLPFC	MSX1	ENSG00000163132	0.050573	6460.5
chr4	140238017	140239828	Heritable	0.118987451709215	DLPFC	MAML3	ENSG00000196782	0.028679	84273.5
chr4	140238017	140239828	Heritable	0.118987451709215	DLPFC	SCOC	ENSG00000153130	0.025563	18828.5
chr5	140146495	140146641	Heritable	0.233665718726289	DLPFC	AC011379.2	ENSG00000254363	0.02044	11337.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	CD14	ENSG00000170458	0.108291	2424.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	TMCO6	ENSG00000113119	0.057039	8150.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	AC116353.1	ENSG00000240518	0.056701	22191.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	AC116353.5	ENSG00000283602	0.045005	36706.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	WDR55	ENSG00000120314	0.035542	33399.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	""	ENSG00000113141	0.02524	15781.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	HARS	ENSG00000170445	0.024709	60585.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	""	ENSG00000112855	0.024708	60149.5
chr5	140631134	140631869	Heritable	0.117983897406049	DLPFC	VTRNA1-1	ENSG00000199990	0.022214	79998.5
chr6	156720105	156720216	Heritable	0.100848740143105	DLPFC	ARID1B	ENSG00000049618	0.072345	57287.5
chr6	156720105	156720216	Heritable	0.100848740143105	DLPFC	""	ENSG00000271551	0.072344	58335.5
chr6	156720105	156720216	Heritable	0.100848740143105	DLPFC	AL162578.1	ENSG00000218596	0.029105	256207.5
chr6	156720105	156720216	Heritable	0.100848740143105	DLPFC	LDHAL6FP	ENSG00000217783	0.022031	580039.5
chr6	163398308	163399056	Heritable	0.142479794372255	DLPFC	CAHM	ENSG00000270419	0.029275	15034.5
chr6	163398308	163399056	Heritable	0.142479794372255	DLPFC	QKI	ENSG00000112531	0.029275	15074.5
chr6	170152592	170152828	Heritable	0.263602184930639	DLPFC	LINC01624	ENSG00000227508	0.029722	119967.5
chr7	1169807	1169926	Heritable	0.132596689773556	DLPFC	""	ENSG00000229043	0.022885	9647.5
chr7	1169807	1169926	Heritable	0.132596689773556	DLPFC	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	76304978	76305487	Heritable	0.113553952995302	DLPFC	HSPB1	ENSG00000106211	0.024026	2544.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	DLPFC	CEBPD	ENSG00000221869	0.2798	3680.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	DLPFC	AC024451.4	ENSG00000269924	0.060556	208008.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	DLPFC	PRKDC	ENSG00000253729	0.029391	224777.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	DLPFC	""	ENSG00000104738	0.029391	224779.5
chr8	47735198	47736411	Non-heritable	0.0357063531996091	DLPFC	UBE2V2	ENSG00000169139	0.023377	272994.5
chr10	71880588	71881067	Non-heritable	0.0668323969285313	DLPFC	PSAP	ENSG00000197746	0.033425	29787.5
chr11	8206242	8206554	Heritable	0.10722578996047	DLPFC	LMO1	ENSG00000166407	0.034822	61776.5
chr11	8206242	8206554	Heritable	0.10722578996047	DLPFC	RIC3	ENSG00000166405	0.031424	37884.5
chr11	8206242	8206554	Heritable	0.10722578996047	DLPFC	TUB	ENSG00000166402	0.023125	187695.5
chr12	32390895	32391529	Heritable	0.111022061051162	DLPFC	FGD4	ENSG00000139132	0.021176	8440.5
chr12	110079753	110080004	Heritable	0.102340319607936	DLPFC	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124727233	124727364	Heritable	0.137780686090126	DLPFC	NCOR2	ENSG00000196498	0.028728	159945.5
chr13	109739394	109740385	Heritable	0.641146777322437	DLPFC	LINC00676	ENSG00000234854	0.039526	12018.5
chr13	109739394	109740385	Heritable	0.641146777322437	DLPFC	IRS2	ENSG00000185950	0.025887	46267.5
chr13	113647869	113648243	Heritable	0.139417429682381	DLPFC	TFDP1	ENSG00000198176	0.025001	62970.5
chr14	35341681	35342590	Heritable	0.103273140917356	DLPFC	NFKBIA	ENSG00000100906	0.047015	62964.5
chr14	35341681	35342590	Heritable	0.103273140917356	DLPFC	""	ENSG00000100890	0.026082	219938.5
chr14	35341681	35342590	Heritable	0.103273140917356	DLPFC	PPP2R3C	ENSG00000092020	0.026082	219267.5
chr14	35341681	35342590	Heritable	0.103273140917356	DLPFC	""	ENSG00000129518	0.024811	802073.5
chr14	35341681	35342590	Heritable	0.103273140917356	DLPFC	RALGAPA1	ENSG00000174373	0.020778	467519.5
chr14	35341681	35342590	Heritable	0.103273140917356	DLPFC	MBIP	ENSG00000151332	0.020132	978891.5
chr14	74941759	74942036	Heritable	0.108662406790127	DLPFC	PGF	ENSG00000119630	0.038075	13808.5
chr14	74941759	74942036	Heritable	0.108662406790127	DLPFC	RPS6KL1	ENSG00000198208	0.035729	18579.5
chr14	75515433	75515603	Heritable	0.369265578533503	DLPFC	BATF	ENSG00000156127	0.049184	6646.5
chr15	79993499	79993970	Heritable	0.141579806339023	DLPFC	AC015871.5	ENSG00000279719	0.02762	3667.5
chr15	99454884	99455474	Heritable	0.132923989456618	DLPFC	""	ENSG00000259257	0.031928	117296.5
chr15	99454884	99455474	Heritable	0.132923989456618	DLPFC	AC015660.5	ENSG00000279846	0.027854	43221.5
chr15	99454884	99455474	Heritable	0.132923989456618	DLPFC	""	ENSG00000259921	0.023573	294013.5
chr15	101128058	101128829	Non-heritable	0.0916189115666089	DLPFC	AC019254.1	ENSG00000259182	0.026577	40631.5
chr16	55371447	55371741	Heritable	0.124524787500937	DLPFC	MMP2	ENSG00000087245	0.028277	18426.5
chr21	39087485	39088003	Heritable	0.108113841356168	DLPFC	ETS2	ENSG00000157557	0.020239	282639.5
chr22	25419615	25420191	Heritable	0.102344735881168	DLPFC	LRP5L	ENSG00000100068	0.044838	14353.5
chr22	25419615	25420191	Heritable	0.102344735881168	DLPFC	CRYBB2P1	ENSG00000100058	0.020031	28374.5
chr2	27765989	27767276	Heritable	0.106040755889485	Hippocampus	MRPL33	ENSG00000243147	0.05761	5738.5
chr2	127176312	127176829	Heritable	0.309080131383929	Hippocampus	CYP27C1	ENSG00000186684	0.032778	43280.5
chr2	231190128	231190311	Heritable	0.151842361106551	Hippocampus	ARMC9	ENSG00000135931	0.101727	7571.5
chr2	231190128	231190311	Heritable	0.151842361106551	Hippocampus	HTR2B	ENSG00000135914	0.027722	65856.5
chr3	32577559	32577918	Heritable	0.133588663026724	Hippocampus	DYNC1LI1	ENSG00000144635	0.097322	7084.5
chr3	32577559	32577918	Heritable	0.133588663026724	Hippocampus	CMTM6	ENSG00000091317	0.026318	74550.5
chr3	105353733	105355249	Heritable	0.290125883844836	Hippocampus	ALCAM	ENSG00000170017	0.024284	13208.5
chr4	3285986	3286374	Heritable	0.149831038850923	Hippocampus	RGS12	ENSG00000159788	0.056628	6723.5
chr4	25970540	25971169	Heritable	0.16504395906678	Hippocampus	SMIM20	ENSG00000250317	0.021855	108592.5
chr4	25970540	25971169	Heritable	0.16504395906678	Hippocampus	SEL1L3	ENSG00000091490	0.021855	106662.5
chr4	123443637	123444526	Non-heritable	0.0625889329922826	Hippocampus	SPRY1	ENSG00000164056	0.072644	47600.5
chr4	123443637	123444526	Non-heritable	0.0625889329922826	Hippocampus	LINC01091	ENSG00000249464	0.02501	205871.5
chr5	10138594	10138804	Heritable	0.14290463573415	Hippocampus	FAM173B	ENSG00000150756	0.021523	111356.5
chr5	141514389	141514814	Heritable	0.142351117551227	Hippocampus	PCDHGC5	ENSG00000240764	0.025747	24775.5
chr5	173866092	173867782	Heritable	0.110082685437349	Hippocampus	CPEB4	ENSG00000113742	0.059924	21668.5
chr5	173866092	173867782	Heritable	0.110082685437349	Hippocampus	BOD1	ENSG00000145919	0.040613	249951.5
chr6	18504201	18505240	Non-heritable	0.0655493451808787	Hippocampus	DEK	ENSG00000124795	0.026746	239338.5
chr6	32609937	32612724	Heritable	0.333747735789779	Hippocampus	HLA-DRB1	ENSG00000196126	0.052846	20149.5
chr6	32609937	32612724	Heritable	0.333747735789779	Hippocampus	HLA-DQA1	ENSG00000196735	0.032866	18181.5
chr6	32609937	32612724	Heritable	0.333747735789779	Hippocampus	HLA-DQB1	ENSG00000179344	0.021614	58385.5
chr7	1169684	1170352	Heritable	0.146516145037713	Hippocampus	""	ENSG00000229043	0.022885	9647.5
chr7	1169684	1170352	Heritable	0.146516145037713	Hippocampus	ZFAND2A	ENSG00000178381	0.022882	9262.5
chr7	23230555	23231570	Non-heritable	0.0431039221793702	Hippocampus	GPNMB	ENSG00000136235	0.064181	5180.5
chr7	23230555	23231570	Non-heritable	0.0431039221793702	Hippocampus	AC005082.1	ENSG00000226816	0.02522	24999.5
chr7	76292452	76292692	Heritable	0.161057189390862	Hippocampus	HSPB1	ENSG00000106211	0.042742	10723.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Hippocampus	""	ENSG00000240211	0.046014	14392.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Hippocampus	PPP1R35	ENSG00000160813	0.046014	14031.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Hippocampus	""	ENSG00000241357	0.046013	15339.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Hippocampus	""	ENSG00000146834	0.028459	21806.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Hippocampus	ZCWPW1	ENSG00000078487	0.028459	21604.5
chr7	100451013	100451125	Non-heritable	0.0577168063143563	Hippocampus	NYAP1	ENSG00000166924	0.023223	33330.5
chr8	11902887	11903183	Heritable	0.107135531724899	Hippocampus	AC025857.1	ENSG00000255144	0.114124	5556.5
chr9	73131745	73132545	Non-heritable	0.0748741797096505	Hippocampus	ANXA1	ENSG00000135046	0.148963	19293.5
chr9	73131745	73132545	Non-heritable	0.0748741797096505	Hippocampus	ALDH1A1	ENSG00000165092	0.106151	52021.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	PWWP2B	ENSG00000171813	0.090888	24471.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	INPP5A	ENSG00000068383	0.042611	116180.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	STK32C	ENSG00000165752	0.041669	89792.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	LRRC27	ENSG00000148814	0.041669	89485.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	BNIP3	ENSG00000176171	0.026197	439626.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	PPP2R2D	ENSG00000175470	0.024794	520995.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	AL162274.3	ENSG00000279982	0.024272	424901.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	CFAP46	ENSG00000171811	0.023191	521183.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	DPYSL4	ENSG00000151640	0.022274	234739.5
chr10	132421109	132421612	Heritable	0.134436076819476	Hippocampus	""	ENSG00000171798	0.020381	738807.5
chr12	110079753	110080056	Heritable	0.118209240415332	Hippocampus	C12orf76	ENSG00000174456	0.107353	6237.5
chr12	124726903	124727475	Heritable	0.159315272807421	Hippocampus	NCOR2	ENSG00000196498	0.028728	159945.5
chr14	75514953	75516250	Heritable	0.325063148251056	Hippocampus	BATF	ENSG00000156127	0.049184	6646.5
chr14	77641774	77641896	Heritable	0.10337708483778	Hippocampus	SPTLC2	ENSG00000100596	0.068285	24869.5
chr14	77641774	77641896	Heritable	0.10337708483778	Hippocampus	ALKBH1	ENSG00000100601	0.038245	66377.5
chr14	77641774	77641896	Heritable	0.10337708483778	Hippocampus	""	ENSG00000119705	0.038245	66428.5
chr14	77641774	77641896	Heritable	0.10337708483778	Hippocampus	""	ENSG00000151445	0.031003	183690.5
chr14	77641774	77641896	Heritable	0.10337708483778	Hippocampus	ADCK1	ENSG00000063761	0.021495	158440.5
chr14	77641774	77641896	Heritable	0.10337708483778	Hippocampus	ISM2	ENSG00000100593	0.021207	142792.5
chr15	28876281	28876548	Heritable	0.122044459280477	Hippocampus	APBA2	ENSG00000034053	0.031164	7988
chr15	31266434	31266720	Heritable	0.164668952384263	Hippocampus	LINC02352	ENSG00000259448	0.031091	50518.5
chr15	31266434	31266720	Heritable	0.164668952384263	Hippocampus	""	ENSG00000260128	0.022892	693800.5
chr15	101121108	101122340	Heritable	0.184171449844127	Hippocampus	AC019254.1	ENSG00000259182	0.026055	46723.5
chr18	11948069	11948155	Heritable	0.155293963012262	Hippocampus	IMPA2	ENSG00000141401	0.046284	33694.5
chr18	11948069	11948155	Heritable	0.155293963012262	Hippocampus	""	ENSG00000273141	0.034246	38618.5
chr18	11948069	11948155	Heritable	0.155293963012262	Hippocampus	MPPE1	ENSG00000154889	0.034246	38107.5
chr18	11948069	11948155	Heritable	0.155293963012262	Hippocampus	CHMP1B	ENSG00000255112	0.024643	95934.5
chr20	17895279	17895571	Heritable	0.229126148827346	Hippocampus	AL035045.1	ENSG00000233625	0.04627	7608.5
chr20	17895279	17895571	Heritable	0.229126148827346	Hippocampus	RRBP1	ENSG00000125844	0.028493	213473.5
chr21	18849776	18851911	Heritable	0.594574614880699	Hippocampus	PPIAP22	ENSG00000198618	0.029384	7172.5
chr22	45262100	45262630	Heritable	0.501407495946693	Hippocampus	KIAA0930	ENSG00000100364	0.021066	21624.5
chr2	19863356	19863658	Non-heritable	0.0279139064947476	Pooled	LINC00954	ENSG00000228784	0.054747	5296.5
chr2	27765973	27766621	Non-heritable	0.0501294448399847	Pooled	MRPL33	ENSG00000243147	0.05761	5738.5
chr2	119283915	119284248	Non-heritable	0.0631107862146316	Pooled	STEAP3-AS1	ENSG00000229867	0.059702	35106.5
chr2	119283915	119284248	Non-heritable	0.0631107862146316	Pooled	STEAP3	ENSG00000115107	0.046479	60346.5
chr2	119283915	119284248	Non-heritable	0.0631107862146316	Pooled	MARCO	ENSG00000019169	0.024781	342011.5
chr2	119283915	119284248	Non-heritable	0.0631107862146316	Pooled	TMEM37	ENSG00000171227	0.021282	145723.5
chr2	127176041	127176829	Heritable	0.417787303363427	Pooled	CYP27C1	ENSG00000186684	0.032778	43280.5
chr2	130825152	130825810	Non-heritable	0.0336602708218101	Pooled	ARHGEF4	ENSG00000136002	0.027702	11254.5
chr2	231189960	231190423	Heritable	0.174592125786259	Pooled	ARMC9	ENSG00000135931	0.101727	7571.5
chr2	231189960	231190423	Heritable	0.174592125786259	Pooled	HTR2B	ENSG00000135914	0.027722	65856.5
chr3	4986136	4986458	Non-heritable	0.0852659729052902	Pooled	BHLHE40	ENSG00000134107	0.03569	7859.5
chr3	4986136	4986458	Non-heritable	0.0852659729052902	Pooled	""	ENSG00000235831	0.03569	7014.5
