cohort	tissue	population	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
BA_only	hippocampus	AA	expression	chr20_17895190_17895663	chr20	17895190	17895663	2	2	0	0	0.0193100477443432	0.317927061095846	0.331259524189015	0.331259524189015	473	599	Intergenic	0	Heritable	0.236740793096657	0.938783433546956	0.0075477755953055	7608.5	0	0	2.36740793096657	6.15909538849193	6.39692965521615	8.93715274567486	-1.10485311963851
BA_only	hippocampus	AA	expression	chr21_18849776_18851911	chr21	18849776	18851911	1	1	0	0	0.763236086525373	0.911734630803408	0.197354897488156	-0.197354897488156	2135	460	Intergenic	0	Heritable	0.608168862328709	0.902584607791212	0.0101411509994869	7172.5	0	0	6.08168862328709	7.66622192566273	6.13339804299665	8.87814895953845	-1.62275161025489
BA_only	hippocampus	AA	expression	chr22_45261980_45262719	chr22	45261980	45262719	1	1	0	0	0.239484094635832	0.796922285302057	0.616879088713459	-0.616879088713459	739	739	Intergenic	0	Heritable	0.524280770038424	0.922955581822242	0.0079783836356138	21624.5	0	0	5.24280770038424	6.6052979209482	6.60665018619822	9.98162845292007	-0.4830822244988
BA_only	hippocampus	AA	expression	chr2_127176235_127176904	chr2	127176235	127176904	1	1	0	0	0.691323978983471	0.905922575638841	0.211570277052754	-0.211570277052754	669	409	Enhancer	0	Heritable	0.23756647466632	0.87785240145459	0.00726830848537952	43280.5	0	0	2.3756647466632	6.50578406012823	6.01615715969835	10.6754805709605	-1.55319800921346
BA_only	hippocampus	AA	expression	chr2_231190128_231190242	chr2	231190128	231190242	2	2	0	0	0.0217386024680921	0.317927061095846	0.900590108026212	-0.900590108026212	114	484	Enhancer	0	Heritable	0.134891440224802	0.904401626308716	0.00841046244785185	7571.5	0	0	1.34891440224802	4.7361984483945	6.18414889093748	8.93227854290139	-0.104705043830637
BA_only	hippocampus	AA	expression	chr2_27765989_27767067	chr2	27765989	27767067	1	1	0	0	0.344429546798511	0.796922285302057	0.542649476168934	-0.542649476168934	1078	175	Enhancer	0	Heritable	0.159436145481748	0.720613294314484	0.0045690218741198	5738.5	0	0	1.59436145481748	6.98286275146894	5.17048399503815	8.65512737750555	-0.611291680982787
BA_only	hippocampus	AA	expression	chr2_41966029_41967290	chr2	41966029	41967290	1	1	0	0	0.74417075107	0.911734630803408	0.117936573740695	0.117936573740695	1261	373	Enhancer	0	Non-heritable	0.0646170532864659	0.82483490694201	0.00891880733704845	12719.5	0	0	0.646170532864659	7.13966033596492	5.92425579741453	9.45097014429767	-2.13760822490786
BA_only	hippocampus	AA	expression	chr2_54708194_54708629	chr2	54708194	54708629	1	1	0	0	0.0872284647998639	0.55123076840557	0.640168078536252	-0.640168078536252	435	306	Intergenic	0	Heritable	0.186797907993201	0.889071962066414	0.0109881855045649	14357.5	0	0	1.86797907993201	6.07534603108868	5.7268477475872	9.57209738032171	-0.446024498773936
BA_only	hippocampus	AA	expression	chr2_63058700_63059428	chr2	63058700	63059428	1	1	0	0	0.0113339975827073	0.317927061095846	1.06695827215873	1.06695827215873	728	112	Enhancer	2	Non-heritable	0.0844718333463612	0.646212815063309	0.00901832774429173	8949.5	0	0	0.844718333463612	6.59030104819669	4.72738781871234	9.09946467563025	0.0648118732972745
BA_only	hippocampus	AA	expression	chr3_105353152_105355742	chr3	105353152	105355742	1	1	0	0	0.799172322544445	0.911734630803408	0.142310854785492	-0.142310854785492	2590	311	Enhancer	2	Heritable	0.286004916561056	0.849821943688352	0.00637784218061702	13208.5	0	0	2.86004916561056	7.85941315469358	5.74300318780948	9.48869154668649	-1.94974142553255
BA_only	hippocampus	AA	expression	chr3_133506518_133506943	chr3	133506518	133506943	5	5	0	0	0.285429022297944	0.796922285302057	0.507794284027328	0.507794284027328	425	450	Enhancer	0	Heritable	0.121843312594168	0.90898598489103	0.00687534797147306	67191.5	0	0	1.21843312594168	6.05208916892442	6.11146733950268	11.1153169131398	-0.677678846428239
BA_only	hippocampus	AA	expression	chr3_32577559_32577918	chr3	32577559	32577918	2	2	0	0	0.163496366045969	0.73573364720686	0.550842182058	-0.550842182058	359	485	Intergenic	0	Heritable	0.106859452588316	0.93476814957205	0.00903404721889908	7084.5	0	0	1.06859452588316	5.88332238848828	6.18620862390049	8.86580572126493	-0.596306913648885
BA_only	hippocampus	AA	expression	chr4_123443637_123444379	chr4	123443637	123444379	2	2	0	0	0.175452748822869	0.751883230405515	0.871763651832797	0.871763651832797	742	300	Enhancer	0	Non-heritable	0.06786887562321	0.832493977608608	0.00578861974618163	47600.5	0	0	0.6786887562321	6.60934924316738	5.70711026474888	10.770619552328	-0.137236921816688
BA_only	hippocampus	AA	expression	chr4_25970641_25971026	chr4	25970641	25971026	2	2	0	0	0.0723211101761819	0.55123076840557	0.848882431178883	-0.848882431178883	385	594	Intergenic	0	Heritable	0.118872910427677	0.932410579143812	0.00662769083887917	106662.5	0	0	1.18872910427677	5.95324333428779	6.38856140554563	11.5774342981671	-0.163834569656538
BA_only	hippocampus	AA	expression	chr4_3286013_3286374	chr4	3286013	3286374	1	1	0	0	0.666796224659015	0.902472980263755	0.209159510168199	0.209159510168199	361	471	Intergenic	0	Heritable	0.165260011065062	0.928566546779441	0.00888154045518806	6723.5	0	0	1.65260011065062	5.88887795833288	6.15697898558556	8.8135128522636	-1.56465806375454
BA_only	hippocampus	AA	expression	chr5_10138594_10138863	chr5	10138594	10138863	1	1	0	0	0.251266082529177	0.796922285302057	0.463550380308636	0.463550380308636	269	618	Intergenic	0	Heritable	0.14432422257668	0.962521990791805	0.00871332774273867	111356.5	0	0	1.4432422257668	5.59471137960184	6.4281052726846	11.6205010256036	-0.768840182930501
BA_only	hippocampus	AA	expression	chr5_141514389_141514814	chr5	141514389	141514814	1	1	0	0	0.437521065577157	0.839179748729958	0.647501232535994	0.647501232535994	425	355	Enhancer	1	Heritable	0.111374998258594	0.865311138400713	0.00783881023793148	24775.5	0	0	1.11374998258594	6.05208916892442	5.87493073085203	10.1176509022696	-0.434634566435777
BA_only	hippocampus	AA	expression	chr5_173866226_173867782	chr5	173866226	173867782	2	2	0	0	0.722451202381846	0.909687114271704	0.0796690387157568	-0.0796690387157568	1556	628	Enhancer	0	Heritable	0.170599407757558	0.962950212867175	0.00751226144459603	21668.5	0	0	1.70599407757558	7.34987370473834	6.44413125670044	9.98366102089088	-2.52987411596795
BA_only	hippocampus	AA	expression	chr5_72557311_72557437	chr5	72557311	72557437	1	1	0	0	0.12103658925285	0.645300581761018	0.930549494868379	0.930549494868379	126	222	Enhancer	0	Non-heritable	0.0587333797622799	0.750430685440626	0.00743013899368291	49320.5	0	0	0.587333797622799	4.83628190695148	5.40717177146012	10.8061153704411	-0.0719800018772245
BA_only	hippocampus	AA	expression	chr5_80091850_80092161	chr5	80091850	80092161	1	1	0	0	0.963872696373496	0.977162170674184	0.0157957817811216	-0.0157957817811216	311	488	Intergenic	0	Heritable	0.160268114020907	0.935360196456572	0.00706960884563009	8228.5	0	0	1.60268114020907	5.73979291217923	6.19236248947487	9.01548053848412	-4.14801171739179
BA_only	hippocampus	AA	expression	chr5_81778448_81779297	chr5	81778448	81779297	1	1	0	0	0.577771264693156	0.87519852473486	0.224633369937824	-0.224633369937824	849	302	Enhancer	0	Non-heritable	0.0821658299159132	0.875726243594	0.00578657741554087	27439.5	0	0	0.821658299159132	6.74405918631135	5.71373280550937	10.2197753032482	-1.49328562822893
BA_only	hippocampus	AA	expression	chr6_156719960_156720350	chr6	156719960	156720350	4	4	0	0	0.0211443510684535	0.317927061095846	0.706172154623545	0.706172154623545	390	418	Enhancer	2	Non-heritable	0.0680150581446955	0.87574993666999	0.00759717181887964	57287.5	0	0	0.680150581446955	5.96614673912369	6.03787091992214	10.95585518448	-0.347896211977578
BA_only	hippocampus	AA	expression	chr6_32609040_32612724	chr6	32609040	32612724	3	3	2	2	4.61419082455368e-06	0.00053986032647278	4.08107905544528	4.08107905544528	3684	325	Enhancer	0	Heritable	0.339930900148504	0.892969437425825	0.0116446944536641	18181.5	1	1	3.39930900148504	8.2117543973752	5.78689738136671	9.8082148720287	1.40636143027306
BA_only	hippocampus	AA	expression	chr6_36667028_36667516	chr6	36667028	36667516	2	2	0	0	0.333131492817939	0.796922285302057	1.17077478091084	-1.17077478091084	488	515	Enhancer	0	Non-heritable	0.0615872938864663	0.939944323421301	0.00836445522997815	9177.5	0	0	0.615872938864663	6.19031540585315	6.24610676548156	9.1246190715707	0.157665744096135
BA_only	hippocampus	AA	expression	chr7_100451013_100451125	chr7	100451013	100451125	6	6	0	0	0.407568570197069	0.839179748729958	0.445284352798542	0.445284352798542	112	204	Intergenic	0	Non-heritable	0.0941726680353718	0.688434454897131	0.00746648852482443	14031.5	0	0	0.941726680353718	4.71849887129509	5.32300997913841	9.54913134681635	-0.809042183375844
BA_only	hippocampus	AA	expression	chr7_1169653_1170352	chr7	1169653	1170352	2	2	0	0	0.0185321912387119	0.317927061095846	0.934988081522108	-0.934988081522108	699	495	Intergenic	0	Heritable	0.256732481554965	0.907757864979198	0.00722677470457535	9262.5	0	0	2.56732481554965	6.54965074223381	6.20657592672493	9.13383722599007	-0.0672214861145493
BA_only	hippocampus	AA	expression	chr7_23230555_23231570	chr7	23230555	23231570	2	2	0	0	0.671069651990997	0.902472980263755	0.108725266168921	-0.108725266168921	1015	296	Intergenic	0	Heritable	0.152915895554494	0.86636704586595	0.0145364115055011	5180.5	0	0	1.52915895554494	6.92264389147589	5.6937321388027	8.55284986862427	-2.21893098043341
BA_only	hippocampus	AA	expression	chr7_76291331_76291672	chr7	76291331	76291672	1	1	0	0	0.133526699152068	0.645300581761018	1.94374921566995	-1.94374921566995	341	209	Enhancer	0	Non-heritable	0.0977317061622447	0.778397910811065	0.00625571116803679	10723.5	0	0	0.977317061622447	5.83188247728352	5.34710753071747	9.28028612266285	0.66461869857617
BA_only	hippocampus	AA	expression	chr7_76292452_76292819	chr7	76292452	76292819	1	1	0	0	0.856545325021791	0.954436219309996	0.238390666451708	0.238390666451708	367	220	Intergenic	0	Heritable	0.114483523461197	0.694103477995207	0.0067956354923125	10723.5	0	0	1.14483523461197	5.90536184805457	5.39816270151775	9.28028612266285	-1.43384445339922
BA_only	hippocampus	AA	expression	chr8_11886662_11887190	chr8	11886662	11887190	2	2	0	0	0.134893662880364	0.645300581761018	0.257012737726928	-0.257012737726928	528	546	Intergenic	0	Non-heritable	0.0608865350191838	0.891734525648741	0.00783183703311313	9424.5	0	0	0.608865350191838	6.26909628370626	6.30444880242198	9.15117406130697	-1.35862959326675
BA_only	hippocampus	AA	expression	chr8_11902887_11903183	chr8	11902887	11903183	1	1	0	0	0.277957771860794	0.796922285302057	0.0231522776371799	-0.0231522776371799	296	530	Intergenic	1	Heritable	0.132990618039044	0.935054227454692	0.00899383081647121	5556.5	0	0	1.32990618039044	5.69035945432406	6.27476202124194	8.62290364583835	-3.76566168531134
BA_only	hippocampus	AA	expression	chr8_1746344_1746731	chr8	1746344	1746731	6	6	0	0	0.0829796207415528	0.55123076840557	0.652273829139219	0.652273829139219	387	863	Enhancer	0	Non-heritable	0.0753669612330552	0.973890360338381	0.00821300964424149	9474.5	0	0	0.753669612330552	5.95842469302978	6.76157276880406	9.15646479900686	-0.427290806550458
BA_only	hippocampus	AA	expression	chr8_27274960_27275717	chr8	27274960	27275717	1	1	0	0	0.767767603092507	0.911734630803408	0.140022270578758	-0.140022270578758	757	342	Intergenic	0	Heritable	0.139829066626736	0.897620539297913	0.0110394966926039	16168.5	0	0	1.39829066626736	6.62936325343745	5.83773044716594	9.69088203063358	-1.96595372204424
BA_only	hippocampus	AA	expression	chr8_47735198_47736312	chr8	47735198	47736312	5	5	0	0	0.302190353703537	0.796922285302057	0.528417393989751	0.528417393989751	1114	123	Intergenic	2	Heritable	0.112564740926483	0.547447699391676	0.0096939287524834	3680.5	0	0	1.12564740926483	7.01571242048723	4.82028156560504	8.21107555680877	-0.637868769726968
