reference	target_id	seqnames_hg19	pos_hg19	cell_type	marker_rank	marker_pvalue	signature_platform	mapping_status	seqnames_hg38	pos_hg38	overlaps_blacklist	overlaps_ct_snp	duplicated_reference_coordinate	eligible
"Lee"	"1:19288995"	"chr1"	19288995	"Astro"	29	5.77175770909558e-45	"WGBS"	"unique_liftover"	"chr1"	18962501	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:156118872"	"chr1"	156118872	"Astro"	30	7.7342737264731e-45	"WGBS"	"unique_liftover"	"chr1"	156149081	FALSE	FALSE	FALSE	TRUE
"Lee"	"7:68725278"	"chr7"	68725278	"Astro"	31	8.7308007724265e-45	"WGBS"	"unique_liftover"	"chr7"	69260291	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:145075117"	"chr1"	145075117	"Astro"	32	9.45855279870129e-45	"WGBS"	"unique_liftover"	"chr1"	148809250	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:73271484"	"chr2"	73271484	"Astro"	33	1.03617381526969e-44	"WGBS"	"unique_liftover"	"chr2"	73044355	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:61326678"	"chr1"	61326678	"Astro"	34	1.18536966129824e-44	"WGBS"	"unique_liftover"	"chr1"	60861006	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:154801776"	"chr1"	154801776	"Astro"	35	1.35219826880774e-44	"WGBS"	"unique_liftover"	"chr1"	154829300	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:138967147"	"chr9"	138967147	"Astro"	36	1.61489020723912e-44	"WGBS"	"unique_liftover"	"chr9"	136075301	FALSE	FALSE	FALSE	TRUE
"Lee"	"11:43944651"	"chr11"	43944651	"Astro"	37	1.61685666190526e-44	"WGBS"	"unique_liftover"	"chr11"	43923101	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:73217062"	"chr2"	73217062	"Astro"	38	1.69923917056895e-44	"WGBS"	"unique_liftover"	"chr2"	72989933	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:133743130"	"chr9"	133743130	"Astro"	39	1.94538658062629e-44	"WGBS"	"unique_liftover"	"chr9"	130867743	FALSE	FALSE	FALSE	TRUE
"Lee"	"4:57189615"	"chr4"	57189615	"Astro"	40	2.01800464966221e-44	"WGBS"	"unique_liftover"	"chr4"	56323449	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:27156166"	"chr2"	27156166	"Astro"	41	2.06195739544279e-44	"WGBS"	"unique_liftover"	"chr2"	26933298	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:112786174"	"chr1"	112786174	"Astro"	42	5.75753370584899e-44	"WGBS"	"unique_liftover"	"chr1"	112243552	FALSE	FALSE	FALSE	TRUE
"Lee"	"8:139478431"	"chr8"	139478431	"Astro"	43	9.86355451111412e-44	"WGBS"	"unique_liftover"	"chr8"	138466188	FALSE	FALSE	FALSE	TRUE
"Lee"	"3:188128491"	"chr3"	188128491	"Astro"	44	1.1252102576664e-43	"WGBS"	"unique_liftover"	"chr3"	188410703	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:154716819"	"chr1"	154716819	"Astro"	45	1.15873214799358e-43	"WGBS"	"unique_liftover"	"chr1"	154744343	FALSE	FALSE	FALSE	TRUE
"Lee"	"8:7374496"	"chr8"	7374496	"Astro"	46	2.05178214979683e-43	"WGBS"	"unique_liftover"	"chr8"	7516974	TRUE	TRUE	FALSE	FALSE
"Lee"	"1:182098865"	"chr1"	182098865	"Astro"	47	2.58078841739844e-43	"WGBS"	"unique_liftover"	"chr1"	182129730	FALSE	FALSE	FALSE	TRUE
"Lee"	"16:74433073"	"chr16"	74433073	"Astro"	48	2.71494643330018e-43	"WGBS"	"unique_liftover"	"chr16"	74399175	FALSE	FALSE	FALSE	TRUE
"Lee"	"20:56941771"	"chr20"	56941771	"Astro"	49	2.82203222075759e-43	"WGBS"	"unique_liftover"	"chr20"	58366715	FALSE	FALSE	FALSE	TRUE
"Lee"	"16:569185"	"chr16"	569185	"Astro"	50	2.87960482227253e-43	"WGBS"	"unique_liftover"	"chr16"	519185	FALSE	FALSE	FALSE	TRUE
"Lee"	"17:40280326"	"chr17"	40280326	"Astro"	51	4.71429451497229e-43	"WGBS"	"unique_liftover"	"chr17"	42128308	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:237486390"	"chr2"	237486390	"Astro"	52	4.71589691604909e-43	"WGBS"	"unique_liftover"	"chr2"	236577747	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:3035839"	"chr1"	3035839	"Astro"	53	4.99097231867743e-43	"WGBS"	"unique_liftover"	"chr1"	3119275	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:2355692"	"chr6"	2355692	"Astro"	54	5.19754790665887e-43	"WGBS"	"unique_liftover"	"chr6"	2355458	FALSE	FALSE	FALSE	TRUE
"Lee"	"15:91384079"	"chr15"	91384079	"Astro"	55	5.79744567483733e-43	"WGBS"	"unique_liftover"	"chr15"	90840849	FALSE	FALSE	FALSE	TRUE
"Lee"	"3:47885037"	"chr3"	47885037	"Astro"	56	6.70437521650815e-43	"WGBS"	"unique_liftover"	"chr3"	47843547	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:145252446"	"chr1"	145252446	"Astro"	57	6.85628570799815e-43	"WGBS"	"unique_liftover"	"chr1"	146185748	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:10735289"	"chr1"	10735289	"Astro"	58	8.83790545471092e-43	"WGBS"	"unique_liftover"	"chr1"	10675232	FALSE	FALSE	FALSE	TRUE
"Lee"	"5:90438658"	"chr5"	90438658	"Astro"	59	9.50210896687528e-43	"WGBS"	"unique_liftover"	"chr5"	91142841	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:14282041"	"chr6"	14282041	"Astro"	60	1.1353248335024e-42	"WGBS"	"unique_liftover"	"chr6"	14281810	FALSE	FALSE	FALSE	TRUE
"Lee"	"17:1073673"	"chr17"	1073673	"Astro"	61	1.28283269011725e-42	"WGBS"	"unique_liftover"	"chr17"	1170379	FALSE	FALSE	FALSE	TRUE
"Lee"	"22:28398175"	"chr22"	28398175	"Astro"	62	1.29774292108136e-42	"WGBS"	"unique_liftover"	"chr22"	28002187	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:22823439"	"chr1"	22823439	"Astro"	63	1.41341336295763e-42	"WGBS"	"unique_liftover"	"chr1"	22496946	FALSE	FALSE	FALSE	TRUE
"Lee"	"11:20046259"	"chr11"	20046259	"Astro"	64	1.67909769499449e-42	"WGBS"	"unique_liftover"	"chr11"	20024713	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:217510839"	"chr2"	217510839	"Astro"	65	1.69592463942522e-42	"WGBS"	"unique_liftover"	"chr2"	216646116	FALSE	FALSE	FALSE	TRUE
"Lee"	"10:47129893"	"chr10"	47129893	"Astro"	66	1.80458806128124e-42	"WGBS"	"unique_liftover"	"chr10"	46419862	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:182098982"	"chr1"	182098982	"Astro"	67	2.01485719593573e-42	"WGBS"	"unique_liftover"	"chr1"	182129847	FALSE	FALSE	FALSE	TRUE
"Lee"	"7:1905157"	"chr7"	1905157	"Astro"	68	2.05678817859606e-42	"WGBS"	"unique_liftover"	"chr7"	1865521	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:138234300"	"chr9"	138234300	"Astro"	69	2.66060792878507e-42	"WGBS"	"unique_liftover"	"chr9"	135342454	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:21811216"	"chr9"	21811216	"Astro"	70	2.86667554731488e-42	"WGBS"	"unique_liftover"	"chr9"	21811217	FALSE	FALSE	FALSE	TRUE
"Lee"	"4:1797803"	"chr4"	1797803	"Astro"	71	2.93995114082607e-42	"WGBS"	"unique_liftover"	"chr4"	1796076	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:19289057"	"chr1"	19289057	"Astro"	72	4.00592815395951e-42	"WGBS"	"unique_liftover"	"chr1"	18962563	FALSE	FALSE	FALSE	TRUE
"Lee"	"3:66445464"	"chr3"	66445464	"Astro"	73	4.51436083168897e-42	"WGBS"	"unique_liftover"	"chr3"	66395040	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:9460892"	"chr1"	9460892	"Astro"	74	4.72971116023788e-42	"WGBS"	"unique_liftover"	"chr1"	9400833	FALSE	FALSE	FALSE	TRUE
"Lee"	"3:188197784"	"chr3"	188197784	"Astro"	75	4.74091160584558e-42	"WGBS"	"unique_liftover"	"chr3"	188479996	FALSE	FALSE	FALSE	TRUE
"Lee"	"22:28398221"	"chr22"	28398221	"Astro"	76	4.86405064289898e-42	"WGBS"	"unique_liftover"	"chr22"	28002233	FALSE	FALSE	FALSE	TRUE
"Lee"	"5:133437465"	"chr5"	133437465	"Astro"	77	5.92818970202814e-42	"WGBS"	"unique_liftover"	"chr5"	134101774	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:73217035"	"chr2"	73217035	"Astro"	78	6.68103281593365e-42	"WGBS"	"unique_liftover"	"chr2"	72989906	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:180921864"	"chr1"	180921864	"Astro"	79	7.01703387613487e-42	"WGBS"	"unique_liftover"	"chr1"	180952728	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:25374812"	"chr2"	25374812	"Astro"	80	8.43407006693164e-42	"WGBS"	"unique_liftover"	"chr2"	25151943	FALSE	FALSE	FALSE	TRUE
"Lee"	"11:67780852"	"chr11"	67780852	"Astro"	81	1.00978618604168e-41	"WGBS"	"unique_liftover"	"chr11"	68013382	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:17039421"	"chr1"	17039421	"Astro"	82	1.09695504291417e-41	"WGBS"	"unique_liftover"	"chr1"	16712926	FALSE	FALSE	FALSE	TRUE
"Lee"	"5:88312688"	"chr5"	88312688	"Astro"	83	1.12123502427121e-41	"WGBS"	"unique_liftover"	"chr5"	89016871	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:145269907"	"chr1"	145269907	"Astro"	84	1.15279445031928e-41	"WGBS"	"unique_liftover"	"chr1"	146168288	FALSE	FALSE	FALSE	TRUE
"Lee"	"17:1073615"	"chr17"	1073615	"Astro"	85	1.17865412598901e-41	"WGBS"	"unique_liftover"	"chr17"	1170321	FALSE	FALSE	FALSE	TRUE
"Lee"	"10:46997645"	"chr10"	46997645	"Astro"	86	1.21994916334937e-41	"WGBS"	"unique_liftover"	"chr10"	46551972	FALSE	FALSE	FALSE	TRUE
"Lee"	"8:30511289"	"chr8"	30511289	"Astro"	87	1.4126568651086e-41	"WGBS"	"unique_liftover"	"chr8"	30653772	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:2995794"	"chr1"	2995794	"Astro"	88	1.43359361689477e-41	"WGBS"	"unique_liftover"	"chr1"	3079230	FALSE	FALSE	FALSE	TRUE
"Lee"	"4:2196210"	"chr4"	2196210	"Astro"	89	1.49488515284905e-41	"WGBS"	"unique_liftover"	"chr4"	2194483	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:225854400"	"chr1"	225854400	"Astro"	90	2.23792406809074e-41	"WGBS"	"unique_liftover"	"chr1"	225666698	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:5728396"	"chr6"	5728396	"Astro"	91	2.27079026136936e-41	"WGBS"	"unique_liftover"	"chr6"	5728163	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:220924702"	"chr1"	220924702	"Astro"	92	2.47264331707825e-41	"WGBS"	"unique_liftover"	"chr1"	220751360	FALSE	FALSE	FALSE	TRUE
"Lee"	"12:113840770"	"chr12"	113840770	"Astro"	93	2.57693005787029e-41	"WGBS"	"unique_liftover"	"chr12"	113402965	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:14880470"	"chr1"	14880470	"Astro"	94	2.66478821152788e-41	"WGBS"	"unique_liftover"	"chr1"	14553974	FALSE	FALSE	FALSE	TRUE
"Lee"	"11:60740697"	"chr11"	60740697	"Astro"	95	3.17673812921561e-41	"WGBS"	"unique_liftover"	"chr11"	60973225	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:138967224"	"chr9"	138967224	"Astro"	96	3.32308252207447e-41	"WGBS"	"unique_liftover"	"chr9"	136075378	FALSE	FALSE	FALSE	TRUE
"Lee"	"22:37164202"	"chr22"	37164202	"Astro"	97	3.35911336013473e-41	"WGBS"	"unique_liftover"	"chr22"	36768158	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:9234467"	"chr2"	9234467	"Astro"	98	3.38295513863698e-41	"WGBS"	"unique_liftover"	"chr2"	9094338	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:42218639"	"chr1"	42218639	"Astro"	99	3.74308862646995e-41	"WGBS"	"unique_liftover"	"chr1"	41752968	FALSE	FALSE	FALSE	TRUE
"Lee"	"13:100518106"	"chr13"	100518106	"Astro"	100	3.76854091356618e-41	"WGBS"	"unique_liftover"	"chr13"	99865852	FALSE	FALSE	FALSE	TRUE
"Lee"	"11:19627531"	"chr11"	19627531	"Astro"	101	3.90722562041248e-41	"WGBS"	"unique_liftover"	"chr11"	19605985	FALSE	FALSE	FALSE	TRUE
"Lee"	"4:83506698"	"chr4"	83506698	"Astro"	102	4.0245035054607e-41	"WGBS"	"unique_liftover"	"chr4"	82585545	FALSE	FALSE	FALSE	TRUE
"Lee"	"15:65122700"	"chr15"	65122700	"Astro"	103	4.70769700871402e-41	"WGBS"	"unique_liftover"	"chr15"	64830501	FALSE	FALSE	FALSE	TRUE
"Lee"	"15:90310180"	"chr15"	90310180	"Astro"	104	4.83170800780009e-41	"WGBS"	"unique_liftover"	"chr15"	89766949	FALSE	FALSE	FALSE	TRUE
"Lee"	"21:43554633"	"chr21"	43554633	"Astro"	105	5.03254912734616e-41	"WGBS"	"unique_liftover"	"chr21"	42134523	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:73217069"	"chr2"	73217069	"Astro"	106	5.54645100117311e-41	"WGBS"	"unique_liftover"	"chr2"	72989940	FALSE	FALSE	FALSE	TRUE
"Lee"	"17:55588886"	"chr17"	55588886	"Astro"	107	5.64164268241244e-41	"WGBS"	"unique_liftover"	"chr17"	57511525	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:3029275"	"chr1"	3029275	"Astro"	108	7.24464304760948e-41	"WGBS"	"unique_liftover"	"chr1"	3112711	FALSE	FALSE	FALSE	TRUE
"Lee"	"7:44199106"	"chr7"	44199106	"Astro"	109	7.49290139641262e-41	"WGBS"	"unique_liftover"	"chr7"	44159507	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:47253553"	"chr2"	47253553	"Astro"	110	7.5742191124425e-41	"WGBS"	"unique_liftover"	"chr2"	47026414	FALSE	FALSE	FALSE	TRUE
"Lee"	"8:145729792"	"chr8"	145729792	"Astro"	111	7.60855492053247e-41	"WGBS"	"unique_liftover"	"chr8"	144504409	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:73216996"	"chr2"	73216996	"Astro"	112	9.39120166215045e-41	"WGBS"	"unique_liftover"	"chr2"	72989867	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:164140153"	"chr6"	164140153	"Astro"	113	1.00300152897264e-40	"WGBS"	"unique_liftover"	"chr6"	163719121	FALSE	FALSE	FALSE	TRUE
"Lee"	"10:75609730"	"chr10"	75609730	"Astro"	114	1.03518952164738e-40	"WGBS"	"unique_liftover"	"chr10"	73849972	FALSE	FALSE	FALSE	TRUE
"Lee"	"16:72890005"	"chr16"	72890005	"Astro"	115	1.03699539063052e-40	"WGBS"	"unique_liftover"	"chr16"	72856106	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:8627413"	"chr2"	8627413	"Astro"	116	1.33912685260794e-40	"WGBS"	"unique_liftover"	"chr2"	8487283	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:133906510"	"chr9"	133906510	"Astro"	117	1.34173300470806e-40	"WGBS"	"unique_liftover"	"chr9"	131031123	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:39334735"	"chr6"	39334735	"Astro"	118	1.38584861125593e-40	"WGBS"	"unique_liftover"	"chr6"	39366959	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:140719631"	"chr9"	140719631	"Astro"	119	1.4502249769178e-40	"WGBS"	"unique_liftover"	"chr9"	137825179	FALSE	FALSE	FALSE	TRUE
"Lee"	"10:126334194"	"chr10"	126334194	"Astro"	120	1.67756564612628e-40	"WGBS"	"unique_liftover"	"chr10"	124645625	FALSE	FALSE	FALSE	TRUE
"Lee"	"12:113734399"	"chr12"	113734399	"Astro"	121	1.81248133191589e-40	"WGBS"	"unique_liftover"	"chr12"	113296594	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:136777709"	"chr2"	136777709	"Astro"	122	2.07324208411216e-40	"WGBS"	"unique_liftover"	"chr2"	136020139	FALSE	FALSE	FALSE	TRUE
"Lee"	"15:78501836"	"chr15"	78501836	"Astro"	123	2.28211781318009e-40	"WGBS"	"unique_liftover"	"chr15"	78209494	FALSE	FALSE	FALSE	TRUE
"Lee"	"19:7585210"	"chr19"	7585210	"Astro"	124	2.54823819330527e-40	"WGBS"	"unique_liftover"	"chr19"	7520324	FALSE	FALSE	FALSE	TRUE
"Lee"	"3:66445447"	"chr3"	66445447	"Astro"	125	2.76015149646824e-40	"WGBS"	"unique_liftover"	"chr3"	66395023	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:57467505"	"chr6"	57467505	"Astro"	126	2.80683040067021e-40	"WGBS"	"unique_liftover"	"chr6"	60499758	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:25374818"	"chr2"	25374818	"Astro"	127	2.96300479084379e-40	"WGBS"	"unique_liftover"	"chr2"	25151949	FALSE	FALSE	FALSE	TRUE
"Lee"	"20:16386100"	"chr20"	16386100	"Astro"	128	2.99364050811502e-40	"WGBS"	"unique_liftover"	"chr20"	16405455	FALSE	FALSE	FALSE	TRUE
"Lee"	"5:173253310"	"chr5"	173253310	"Astro"	129	3.14001132573394e-40	"WGBS"	"unique_liftover"	"chr5"	173826307	FALSE	FALSE	FALSE	TRUE
"Lee"	"16:583634"	"chr16"	583634	"Astro"	130	3.25565397796975e-40	"WGBS"	"unique_liftover"	"chr16"	533634	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:118939109"	"chr6"	118939109	"Astro"	131	3.71884467467215e-40	"WGBS"	"unique_liftover"	"chr6"	118617946	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:10688993"	"chr1"	10688993	"Astro"	132	3.92468915327589e-40	"WGBS"	"unique_liftover"	"chr1"	10628936	FALSE	FALSE	FALSE	TRUE
"Lee"	"22:47034444"	"chr22"	47034444	"Astro"	133	4.50521497709372e-40	"WGBS"	"unique_liftover"	"chr22"	46638547	FALSE	FALSE	FALSE	TRUE
"Lee"	"17:71352657"	"chr17"	71352657	"Astro"	134	4.53183875452053e-40	"WGBS"	"unique_liftover"	"chr17"	73356518	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:203729148"	"chr1"	203729148	"Astro"	135	5.24247639213622e-40	"WGBS"	"unique_liftover"	"chr1"	203760020	FALSE	FALSE	FALSE	TRUE
"Lee"	"22:47034418"	"chr22"	47034418	"Astro"	136	5.47711898613052e-40	"WGBS"	"unique_liftover"	"chr22"	46638521	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:145008235"	"chr1"	145008235	"Astro"	137	5.72528905153168e-40	"WGBS"	"unique_liftover"	"chr1"	148876246	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:17253197"	"chr1"	17253197	"Astro"	138	5.99068674053828e-40	"WGBS"	"unique_liftover"	"chr1"	16926702	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:15459882"	"chr6"	15459882	"Astro"	139	6.13686180489032e-40	"WGBS"	"unique_liftover"	"chr6"	15459651	FALSE	FALSE	FALSE	TRUE
"Lee"	"17:78856656"	"chr17"	78856656	"Astro"	140	6.17017632601472e-40	"WGBS"	"unique_liftover"	"chr17"	80882856	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:3339354"	"chr1"	3339354	"Astro"	141	6.26682349154373e-40	"WGBS"	"unique_liftover"	"chr1"	3422790	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:137306474"	"chr9"	137306474	"Astro"	142	6.65787028338903e-40	"WGBS"	"unique_liftover"	"chr9"	134414628	FALSE	TRUE	FALSE	FALSE
"Lee"	"2:8627329"	"chr2"	8627329	"Astro"	143	6.89525274031573e-40	"WGBS"	"unique_liftover"	"chr2"	8487199	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:169791276"	"chr1"	169791276	"Astro"	144	7.00112392820577e-40	"WGBS"	"unique_liftover"	"chr1"	169822135	FALSE	FALSE	FALSE	TRUE
"Lee"	"16:46963429"	"chr16"	46963429	"Astro"	145	8.01909346900658e-40	"WGBS"	"unique_liftover"	"chr16"	46929517	FALSE	FALSE	FALSE	TRUE
"Lee"	"1:3044059"	"chr1"	3044059	"Astro"	146	8.03216457600275e-40	"WGBS"	"unique_liftover"	"chr1"	3127495	FALSE	FALSE	FALSE	TRUE
"Lee"	"12:45590172"	"chr12"	45590172	"Astro"	147	8.15872079865967e-40	"WGBS"	"unique_liftover"	"chr12"	45196389	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:47253505"	"chr2"	47253505	"Astro"	148	8.99951986600672e-40	"WGBS"	"unique_liftover"	"chr2"	47026366	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:61887897"	"chr2"	61887897	"Astro"	149	9.59283829334489e-40	"WGBS"	"unique_liftover"	"chr2"	61660762	FALSE	FALSE	FALSE	TRUE
"Lee"	"6:57467521"	"chr6"	57467521	"Astro"	150	1.04381328147622e-39	"WGBS"	"unique_liftover"	"chr6"	60499774	FALSE	FALSE	FALSE	TRUE
"Lee"	"3:58244634"	"chr3"	58244634	"Astro"	151	1.05327194681531e-39	"WGBS"	"unique_liftover"	"chr3"	58258907	FALSE	FALSE	FALSE	TRUE
"Lee"	"2:47253186"	"chr2"	47253186	"Astro"	152	1.06114748490789e-39	"WGBS"	"unique_liftover"	"chr2"	47026047	FALSE	FALSE	FALSE	TRUE
"Lee"	"15:93607465"	"chr15"	93607465	"Astro"	153	1.08632057171475e-39	"WGBS"	"unique_liftover"	"chr15"	93064236	FALSE	FALSE	FALSE	TRUE
"Lee"	"9:126223883"	"chr9"	126223883	"Astro"	154	1.36832151595732e-39	"WGBS"	"unique_liftover"	"chr9"	123461604	FALSE	FALSE	FALSE	TRUE
