seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type	h2_unscaled	r_squared_cv	h2_category
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:29	ENST00000655765.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803950	24858	+	intron:31	ENST00000412115.2	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:35	ENST00000670700.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803566	24474	+	intron:39	ENST00000429505.6	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:42	ENST00000657896.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:48	ENST00000658648.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:52	ENST00000656571.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:57	ENST00000669749.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:60	ENST00000666217.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803918	24826	+	intron:63	ENST00000665719.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803566	24474	+	intron:67	ENST00000651411.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	779093	803921	24829	+	intron:76	ENST00000443772.2	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	795469	10976	+	intron:80	ENST00000585745.5	124903817	LOC124903817	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	801606	17113	+	intron:81	ENST00000585768.5			hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	792881	8388	+	intron:82	ENST00000590848.5	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	803918	19425	+	intron:86	ENST00000591440.5	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	803566	19073	+	intron:88	ENST00000587530.5	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	803918	19425	+	intron:91	ENST00000593022.5	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	803921	19428	+	intron:94	ENST00000589531.5	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	803918	19425	+	intron:97	ENST00000588951.5	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	784494	792881	8388	+	intron:100	ENST00000586288.1	105378580	LINC01409	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	711923	827669	115747	-	intron:69937	ENST00000635509.2	105378947	LOC105378947	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	698960	827669	128710	-	intron:69941	ENST00000634337.2	105378947	LOC105378947	hg38_genes_introns	0.0571215243832415	0.603294263228799	Low prediction
chr1	789771	790331	561	*	chr1	783168	823035	39868	*	inter:10				hg38_cpg_inter	0.0571215243832415	0.603294263228799	Low prediction
chr1	817293	817843	551	*	chr1	816371	817370	1000	+	promoter:64	ENST00000326734.2	400728	FAM87B	hg38_genes_promoters	0.0676687944633961	0.57927174892985	Low prediction
chr1	817293	817843	551	*	chr1	817713	818712	1000	-	promoter:11763	ENST00000447500.4			hg38_genes_promoters	0.0676687944633961	0.57927174892985	Low prediction
chr1	817293	817843	551	*	chr1	817371	818202	832	+	exon:171	ENST00000326734.2	400728	FAM87B	hg38_genes_exons	0.0676687944633961	0.57927174892985	Low prediction
chr1	817293	817843	551	*	chr1	817373	817712	340	-	exon:81740	ENST00000447500.4			hg38_genes_exons	0.0676687944633961	0.57927174892985	Low prediction
chr1	817293	817843	551	*	chr1	711923	827669	115747	-	intron:69937	ENST00000635509.2	105378947	LOC105378947	hg38_genes_introns	0.0676687944633961	0.57927174892985	Low prediction
chr1	817293	817843	551	*	chr1	698960	827669	128710	-	intron:69941	ENST00000634337.2	105378947	LOC105378947	hg38_genes_introns	0.0676687944633961	0.57927174892985	Low prediction
chr1	817293	817843	551	*	chr1	810171	817372	7202	-	intron:69981	ENST00000447500.4			hg38_genes_introns	0.0676687944633961	0.57927174892985	Low prediction
chr1	817293	817843	551	*	chr1	783168	823035	39868	*	inter:10				hg38_cpg_inter	0.0676687944633961	0.57927174892985	Low prediction
chr1	882232	883488	1257	*	chr1	878235	882234	4000	-	1to5kb:11769	ENST00000635557.1	284593	FAM41C	hg38_genes_1to5kb	0.0517205985856072	0.606195250878402	Low prediction
chr1	882232	883488	1257	*	chr1	882235	899833	17599	*	intergenic:9				hg38_genes_intergenic	0.0517205985856072	0.606195250878402	Low prediction
chr1	882232	883488	1257	*	chr1	874249	900313	26065	*	inter:13				hg38_cpg_inter	0.0517205985856072	0.606195250878402	Low prediction
chr1	893038	894006	969	*	chr1	882235	899833	17599	*	intergenic:9				hg38_genes_intergenic	0.0819519139613332	0.620490903212999	Low prediction
chr1	893038	894006	969	*	chr1	874249	900313	26065	*	inter:13				hg38_cpg_inter	0.0819519139613332	0.620490903212999	Low prediction
chr1	904084	904400	317	*	chr1	903834	904833	1000	+	promoter:112	ENST00000715285.1	284600	LOC284600	hg38_genes_promoters	0.0301209380957833	0.57408195115609	Low prediction
chr1	904084	904400	317	*	chr1	903834	904833	1000	+	promoter:113	ENST00000607769.1	284600	LOC284600	hg38_genes_promoters	0.0301209380957833	0.57408195115609	Low prediction
chr1	904084	904400	317	*	chr1	904314	905239	926	*	island:14				hg38_cpg_islands	0.0301209380957833	0.57408195115609	Low prediction
chr1	904084	904400	317	*	chr1	902314	904313	2000	*	shore:26				hg38_cpg_shores	0.0301209380957833	0.57408195115609	Low prediction
chr1	904084	904400	317	*	chr1	904362	904870	509	*	enhancer:1				hg38_enhancers_fantom	0.0301209380957833	0.57408195115609	Low prediction
chr1	909800	909996	197	*	chr1	906435	910434	4000	+	1to5kb:114	ENST00000715286.1	284600	LOC284600	hg38_genes_1to5kb	0.110881347214382	0.651751630394381	Low prediction
chr1	909800	909996	197	*	chr1	909171	913170	4000	+	1to5kb:115	ENST00000715287.1			hg38_genes_1to5kb	0.110881347214382	0.651751630394381	Low prediction
chr1	909800	909996	197	*	chr1	904958	911944	6987	+	intron:290	ENST00000715285.1	284600	LOC284600	hg38_genes_introns	0.110881347214382	0.651751630394381	Low prediction
chr1	909800	909996	197	*	chr1	904958	915749	10792	+	intron:292	ENST00000607769.1	284600	LOC284600	hg38_genes_introns	0.110881347214382	0.651751630394381	Low prediction
chr1	909800	909996	197	*	chr1	908919	910503	1585	*	island:15				hg38_cpg_islands	0.110881347214382	0.651751630394381	Low prediction
chr1	1007637	1007923	287	*	chr1	1001282	1008193	6912	+	intron:483	ENST00000624697.4	9636	ISG15	hg38_genes_introns	0.109307699471342	0.63152909671758	Low prediction
chr1	1007637	1007923	287	*	chr1	1001264	1008193	6930	+	intron:485	ENST00000624652.1	9636	ISG15	hg38_genes_introns	0.109307699471342	0.63152909671758	Low prediction
chr1	1007637	1007923	287	*	chr1	1006031	1009289	3259	*	inter:16				hg38_cpg_inter	0.109307699471342	0.63152909671758	Low prediction
chr1	1015951	1016151	201	*	chr1	1015120	1019119	4000	+	1to5kb:143	ENST00000379370.7	375790	AGRN	hg38_genes_1to5kb	0.0687522572110187	0.628266330080203	Low prediction
chr1	1015951	1016151	201	*	chr1	1015123	1019122	4000	+	1to5kb:144	ENST00000620552.4	375790	AGRN	hg38_genes_1to5kb	0.0687522572110187	0.628266330080203	Low prediction
chr1	1015951	1016151	201	*	chr1	1014194	1018193	4000	-	1to5kb:11789	ENST00000458555.1			hg38_genes_1to5kb	0.0687522572110187	0.628266330080203	Low prediction
chr1	1015951	1016151	201	*	chr1	1014472	1016471	2000	*	shore:50				hg38_cpg_shores	0.0687522572110187	0.628266330080203	Low prediction
chr1	1077056	1077271	216	*	chr1	1075307	1079306	4000	-	1to5kb:11791	ENST00000453464.3	401934	RNF223	hg38_genes_1to5kb	0.107346656492307	0.652906197312278	Low prediction
chr1	1077056	1077271	216	*	chr1	1076129	1078022	1894	*	island:44				hg38_cpg_islands	0.107346656492307	0.652906197312278	Low prediction
chr1	1174141	1174345	205	*	chr1	1174285	1174321	37	+	5UTR:26	ENST00000379289.6	254173	TTLL10	hg38_genes_5UTRs	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174266	1174321	56	+	5UTR:30	ENST00000379290.6	254173	TTLL10	hg38_genes_5UTRs	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174216	1174321	106	+	5UTR:34	ENST00000673999.1	254173	TTLL10	hg38_genes_5UTRs	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174285	1174321	37	+	exon:850	ENST00000379289.6	254173	TTLL10	hg38_genes_exons	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174266	1174321	56	+	exon:866	ENST00000379290.6	254173	TTLL10	hg38_genes_exons	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174216	1174321	106	+	exon:884	ENST00000673999.1	254173	TTLL10	hg38_genes_exons	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1173056	1176396	3341	-	exon:82005	ENST00000379317.1	100506376	TTLL10-AS1	hg38_genes_exons	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1173927	1174284	358	+	intron:679	ENST00000379289.6	254173	TTLL10	hg38_genes_introns	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174322	1174423	102	+	intron:680	ENST00000379289.6	254173	TTLL10	hg38_genes_introns	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1173927	1174265	339	+	intron:694	ENST00000379290.6	254173	TTLL10	hg38_genes_introns	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174322	1174423	102	+	intron:695	ENST00000379290.6	254173	TTLL10	hg38_genes_introns	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1173927	1174520	594	+	intron:709	ENST00000506177.1	254173	TTLL10	hg38_genes_introns	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1173927	1174215	289	+	intron:710	ENST00000673999.1	254173	TTLL10	hg38_genes_introns	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1174322	1174423	102	+	intron:711	ENST00000673999.1	254173	TTLL10	hg38_genes_introns	0.45515717581061	0.806229304124025	Heritable
chr1	1174141	1174345	205	*	chr1	1173934	1174765	832	*	island:58				hg38_cpg_islands	0.45515717581061	0.806229304124025	Heritable
chr1	1185197	1185540	344	*	chr1	1184969	1185864	896	+	exon:897	ENST00000379288.3	254173	TTLL10	hg38_genes_exons	0.252097632575369	0.678897885330423	Low prediction
chr1	1185197	1185540	344	*	chr1	1185110	1196599	11490	+	intron:691	ENST00000379289.6	254173	TTLL10	hg38_genes_introns	0.252097632575369	0.678897885330423	Low prediction
chr1	1185197	1185540	344	*	chr1	1185110	1196599	11490	+	intron:706	ENST00000379290.6	254173	TTLL10	hg38_genes_introns	0.252097632575369	0.678897885330423	Low prediction
chr1	1185197	1185540	344	*	chr1	1185110	1196385	11276	+	intron:728	ENST00000486379.1	254173	TTLL10	hg38_genes_introns	0.252097632575369	0.678897885330423	Low prediction
chr1	1185197	1185540	344	*	chr1	1185143	1185864	722	+	3UTR:25	ENST00000379288.3	254173	TTLL10	hg38_genes_3UTRs	0.252097632575369	0.678897885330423	Low prediction
chr1	1185197	1185540	344	*	chr1	1178766	1193446	14681	*	inter:21				hg38_cpg_inter	0.252097632575369	0.678897885330423	Low prediction
chr1	1189878	1190574	697	*	chr1	1185110	1196599	11490	+	intron:691	ENST00000379289.6	254173	TTLL10	hg38_genes_introns	0.0939450334261129	0.631655079300068	Low prediction
chr1	1189878	1190574	697	*	chr1	1185110	1196599	11490	+	intron:706	ENST00000379290.6	254173	TTLL10	hg38_genes_introns	0.0939450334261129	0.631655079300068	Low prediction
chr1	1189878	1190574	697	*	chr1	1185110	1196385	11276	+	intron:728	ENST00000486379.1	254173	TTLL10	hg38_genes_introns	0.0939450334261129	0.631655079300068	Low prediction
chr1	1189878	1190574	697	*	chr1	1178766	1193446	14681	*	inter:21				hg38_cpg_inter	0.0939450334261129	0.631655079300068	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70322	ENST00000450390.6	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70329	ENST00000349431.11	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70335	ENST00000347370.6	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70341	ENST00000400929.6	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1262268	4958	-	intron:70346	ENST00000464036.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70353	ENST00000360466.6	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70359	ENST00000400930.8	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70367	ENST00000473215.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70373	ENST00000435198.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257131	1263345	6215	-	intron:70378	ENST00000509720.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1273498	16188	-	intron:70382	ENST00000491779.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70384	ENST00000466752.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1262268	4958	-	intron:70389	ENST00000503294.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1262169	4859	-	intron:70394	ENST00000477894.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70399	ENST00000471154.1	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70400	ENST00000422076.5	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1257311	1263345	6035	-	intron:70404	ENST00000502382.1	118424	UBE2J2	hg38_genes_introns	0.386207266132348	0.703730787560949	Low prediction
chr1	1261709	1262099	391	*	chr1	1261379	1263378	2000	*	shelf:59				hg38_cpg_shelves	0.386207266132348	0.703730787560949	Low prediction
chr1	1290144	1290347	204	*	chr1	1290271	1290388	118	+	exon:928	ENST00000379116.10	6339	SCNN1D	hg38_genes_exons			
chr1	1290144	1290347	204	*	chr1	1290271	1290388	118	+	exon:945	ENST00000379101.8	6339	SCNN1D	hg38_genes_exons			
chr1	1290144	1290347	204	*	chr1	1290271	1290388	118	+	exon:960	ENST00000338555.6	6339	SCNN1D	hg38_genes_exons			
chr1	1290144	1290347	204	*	chr1	1290271	1290388	118	+	exon:976	ENST00000400928.7	6339	SCNN1D	hg38_genes_exons			
chr1	1290144	1290347	204	*	chr1	1290271	1290388	118	+	exon:995	ENST00000325425.12	6339	SCNN1D	hg38_genes_exons			
chr1	1290144	1290347	204	*	chr1	1290271	1290388	118	+	exon:1008	ENST00000379099.3	6339	SCNN1D	hg38_genes_exons			
chr1	1290144	1290347	204	*	chr1	1288038	1290270	2233	+	intron:746	ENST00000379116.10	6339	SCNN1D	hg38_genes_introns			
chr1	1290144	1290347	204	*	chr1	1288038	1290270	2233	+	intron:762	ENST00000379101.8	6339	SCNN1D	hg38_genes_introns			
chr1	1290144	1290347	204	*	chr1	1288038	1290270	2233	+	intron:776	ENST00000338555.6	6339	SCNN1D	hg38_genes_introns			
chr1	1290144	1290347	204	*	chr1	1288038	1290270	2233	+	intron:791	ENST00000400928.7	6339	SCNN1D	hg38_genes_introns			
chr1	1290144	1290347	204	*	chr1	1288038	1290270	2233	+	intron:808	ENST00000325425.12	6339	SCNN1D	hg38_genes_introns			
chr1	1290144	1290347	204	*	chr1	1288038	1290270	2233	+	intron:819	ENST00000379099.3	6339	SCNN1D	hg38_genes_introns			
chr1	1290144	1290347	204	*	chr1	1290271	1290388	118	+	3UTR:37	ENST00000379101.8	6339	SCNN1D	hg38_genes_3UTRs			
chr1	1290144	1290347	204	*	chr1	1286017	1294783	8767	*	island:77				hg38_cpg_islands			
chr1	1351411	1351631	221	*	chr1	1350113	1354112	4000	-	1to5kb:11928	ENST00000378891.9	1855	DVL1	hg38_genes_1to5kb	0.383346043111148	0.789399616460588	Heritable
chr1	1351411	1351631	221	*	chr1	1350419	1354418	4000	-	1to5kb:11929	ENST00000378888.10	1855	DVL1	hg38_genes_1to5kb	0.383346043111148	0.789399616460588	Heritable
chr1	1351411	1351631	221	*	chr1	1349956	1353955	4000	-	1to5kb:11935	ENST00000472445.1	1855	DVL1	hg38_genes_1to5kb	0.383346043111148	0.789399616460588	Heritable
chr1	1351411	1351631	221	*	chr1	1348553	1351571	3019	*	island:90				hg38_cpg_islands	0.383346043111148	0.789399616460588	Heritable
chr1	1351411	1351631	221	*	chr1	1351572	1354326	2755	*	shore:134				hg38_cpg_shores	0.383346043111148	0.789399616460588	Heritable
chr1	1351411	1351631	221	*	chr1	1351468	1351533	66	*	enhancer:35				hg38_enhancers_fantom	0.383346043111148	0.789399616460588	Heritable
chr1	1362641	1363276	636	*	chr1	1361778	1362777	1000	-	promoter:11940	ENST00000477278.3	54587	MXRA8	hg38_genes_promoters	0.214853811271695	0.751408821349825	Heritable
chr1	1362641	1363276	636	*	chr1	1359795	1363794	4000	-	1to5kb:11937	ENST00000342753.8	54587	MXRA8	hg38_genes_1to5kb	0.214853811271695	0.751408821349825	Heritable
chr1	1362641	1363276	636	*	chr1	1359556	1363555	4000	-	1to5kb:11938	ENST00000309212.11	54587	MXRA8	hg38_genes_1to5kb	0.214853811271695	0.751408821349825	Heritable
chr1	1362641	1363276	636	*	chr1	1359544	1363543	4000	-	1to5kb:11939	ENST00000445648.5	54587	MXRA8	hg38_genes_1to5kb	0.214853811271695	0.751408821349825	Heritable
chr1	1362641	1363276	636	*	chr1	1362778	1366777	4000	-	1to5kb:11940	ENST00000477278.3	54587	MXRA8	hg38_genes_1to5kb	0.214853811271695	0.751408821349825	Heritable
