vmr_id	feature_type	nearest_feature_id	nearest_feature_name	nearest_distance	seqnames	start	end	h2_category	h2_unscaled	r_squared_cv	num_snps	population	vmr_length	log_nearest_distance	within_10kb	within_100kb
chr21_29077145_29077915	gene	ENSG00000156265	MAP3K7CL	0	chr21	29077145	29077915	Heritable	0.146444573528873	0.79618486231895	223	AA	770	0	TRUE	TRUE
chr21_31514749_31515019	gene	ENSG00000156299	TIAM1	0	chr21	31514749	31515019	Non-heritable	0.0920009156479882	0.926224224047326	488	AA	270	0	TRUE	TRUE
chr1_8403043_8403510	gene	ENSG00000142599	RERE	0	chr1	8403043	8403510	Heritable	0.163643285482344	0.862726961351255	315	AA	467	0	TRUE	TRUE
chr21_31875081_31876064	gene	ENSG00000142149	HUNK	0	chr21	31875081	31876064	Heritable	0.130887957980705	0.917611962903122	487	AA	983	0	TRUE	TRUE
chr21_32306142_32306532	gene	ENSG00000170262	MRAP	0	chr21	32306142	32306532	Non-heritable	0.0923131357846519	0.946146126006738	455	AA	390	0	TRUE	TRUE
chr21_32341346_32341796	gene	ENSG00000142207	URB1	0	chr21	32341346	32341796	Heritable	0.122511366212625	0.946040074620397	461	AA	450	0	TRUE	TRUE
chr21_32393551_32393798	gene	ENSG00000256073	URB1-AS1	0	chr21	32393551	32393798	Heritable	0.203795462879094	0.89632367966389	428	AA	247	0	TRUE	TRUE
chr21_32772690_32772849	gene	ENSG00000205930	EPCIP-AS1	0	chr21	32772690	32772849	Heritable	0.355455186015255	0.907040114263922	420	AA	159	0	TRUE	TRUE
chr21_32977353_32978652	gene	ENSG00000227757	ENSG00000227757	0	chr21	32977353	32978652	Non-heritable	0.0883733990903412	0.924195427216155	440	AA	1299	0	TRUE	TRUE
chr21_33052010_33052385	gene	ENSG00000227757	ENSG00000227757	0	chr21	33052010	33052385	Non-heritable	0.0653984637715538	0.886064844717189	399	AA	375	0	TRUE	TRUE
chr21_33115882_33117971	gene	ENSG00000226527	ENSG00000226527	0	chr21	33115882	33117971	Non-heritable	0.0507098617542862	0.841112572639509	405	AA	2089	0	TRUE	TRUE
chr21_33126288_33126973	gene	ENSG00000226527	ENSG00000226527	2340	chr21	33126288	33126973	Non-heritable	0.0287089262522918	0.898676419007981	383	AA	685	7.75833346749091	TRUE	TRUE
chr21_33402519_33402592	gene	ENSG00000289939	ENSG00000289939	0	chr21	33402519	33402592	Non-heritable	0.099201976359467	0.901770276857504	430	AA	73	0	TRUE	TRUE
chr1_84558312_84558501	gene	ENSG00000117151	CTBS	0	chr1	84558312	84558501	Non-heritable	0.0844274588386462	0.895402133319363	385	AA	189	0	TRUE	TRUE
chr21_34533619_34534901	gene	ENSG00000159200	RCAN1	0	chr21	34533619	34534901	Heritable	0.443153830779411	0.926996915945757	483	AA	1282	0	TRUE	TRUE
chr21_34687960_34688946	gene	ENSG00000159212	CLIC6	0	chr21	34687960	34688946	Heritable	0.676261074094455	0.928409363939791	523	AA	986	0	TRUE	TRUE
chr21_34885410_34885660	gene	ENSG00000159216	RUNX1	0	chr21	34885410	34885660	Heritable	0.149046353518305	0.950741181605396	477	AA	250	0	TRUE	TRUE
chr21_36654253_36654971	gene	ENSG00000231324	ENSG00000231324	0	chr21	36654253	36654971	Heritable	0.109426912879407	0.951024532269925	497	AA	718	0	TRUE	TRUE
chr21_36756576_36757506	gene	ENSG00000159267	HLCS	0	chr21	36756576	36757506	Non-heritable	0.0988814347771694	0.936419831404502	469	AA	930	0	TRUE	TRUE
chr21_36768637_36769646	gene	ENSG00000159267	HLCS	0	chr21	36768637	36769646	Heritable	0.129117350377665	0.94795165886881	471	AA	1009	0	TRUE	TRUE
chr21_36777265_36777738	gene	ENSG00000159267	HLCS	0	chr21	36777265	36777738	Non-heritable	0.0831093383505709	0.931188557082359	450	AA	473	0	TRUE	TRUE
chr21_36792310_36792550	gene	ENSG00000159267	HLCS	0	chr21	36792310	36792550	Non-heritable	0.0941495773925812	0.940694189970774	469	AA	240	0	TRUE	TRUE
chr21_39087450_39088279	gene	ENSG00000305290	ENSG00000305290	3617	chr21	39087450	39088279	Heritable	0.100398819108858	0.933768915131851	452	AA	829	8.19367666595524	TRUE	TRUE
chr21_39349837_39349969	gene	ENSG00000298029	ENSG00000298029	0	chr21	39349837	39349969	Heritable	0.177642507053042	0.881779232515683	484	AA	132	0	TRUE	TRUE
chr1_84652743_84653492	gene	ENSG00000117155	SSX2IP	0	chr1	84652743	84653492	Non-heritable	0.061382247266585	0.923380618933573	425	AA	749	0	TRUE	TRUE
chr21_39387535_39388154	gene	ENSG00000285815	GET1-SH3BGR	0	chr21	39387535	39388154	Heritable	0.100267676087927	0.933971498292654	493	AA	619	0	TRUE	TRUE
chr21_39452716_39453841	gene	ENSG00000185437	SH3BGR	0	chr21	39452716	39453841	Heritable	0.140216013663289	0.941500322896581	520	AA	1125	0	TRUE	TRUE
chr21_39553580_39554395	gene	ENSG00000184809	B3GALT5-AS1	0	chr21	39553580	39554395	Heritable	0.311586486191251	0.93283771762709	525	AA	815	0	TRUE	TRUE
chr21_39613691_39613765	gene	ENSG00000183778	B3GALT5	0	chr21	39613691	39613765	Non-heritable	0.0897706647909997	0.940925154441835	515	AA	74	0	TRUE	TRUE
chr21_40618722_40619037	gene	ENSG00000233756	DSCAM-IT1	0	chr21	40618722	40619037	Non-heritable	0.07019738992952	0.953032628043543	597	AA	315	0	TRUE	TRUE
chr21_41369638_41370022	gene	ENSG00000183486	MX2	0	chr21	41369638	41370022	Non-heritable	0.0866595214754821	0.950520145479624	852	AA	384	0	TRUE	TRUE
chr21_42021662_42022145	gene	ENSG00000237232	ZNF295-AS1	0	chr21	42021662	42022145	Non-heritable	0.0954738277588405	0.984237079736945	919	AA	483	0	TRUE	TRUE
chr21_42107907_42108457	gene	ENSG00000184385	UMODL1-AS1	0	chr21	42107907	42108457	Heritable	0.500268336864379	0.967956538350307	901	AA	550	0	TRUE	TRUE
chr21_42171140_42171627	gene	ENSG00000304334	ENSG00000304334	0	chr21	42171140	42171627	Non-heritable	0.0857163007889108	0.978167656444605	908	AA	487	0	TRUE	TRUE
chr21_42622006_42622201	gene	ENSG00000225431	LINC01671	6911	chr21	42622006	42622201	Heritable	0.105229841582679	0.957348328658345	597	AA	195	8.84101431048389	TRUE	TRUE
chr1_8608217_8610065	gene	ENSG00000142599	RERE	0	chr1	8608217	8610065	Non-heritable	0.0974289825149283	0.904415834372984	461	AA	1848	0	TRUE	TRUE
chr21_42666975_42667378	gene	ENSG00000160191	PDE9A	0	chr21	42666975	42667378	Non-heritable	0.0877397594780371	0.950680562970069	563	AA	403	0	TRUE	TRUE
chr21_42837776_42838188	gene	ENSG00000225218	ENSG00000225218	1298	chr21	42837776	42838188	Heritable	0.143236548258274	0.924388315865923	527	AA	412	7.1693500166706	TRUE	TRUE
chr21_42927801_42927968	gene	ENSG00000233056	ERVH48-1	2170	chr21	42927801	42927968	Non-heritable	0.07426255764854	0.952388734153256	493	AA	167	7.68294316987829	TRUE	TRUE
chr21_43028176_43028404	gene	ENSG00000160199	PKNOX1	0	chr21	43028176	43028404	Non-heritable	0.0849919915534035	0.919329743643449	438	AA	228	0	TRUE	TRUE
chr21_43045327_43046735	gene	ENSG00000160200	CBS	6455	chr21	43045327	43046735	Non-heritable	0.0715069876859155	0.897104520506662	430	AA	1408	8.77276520994979	TRUE	TRUE
chr21_43159822_43160496	gene	ENSG00000228120	ENSG00000228120	0	chr21	43159822	43160496	Non-heritable	0.0727211432419704	0.858278854123777	361	AA	674	0	TRUE	TRUE
chr21_43319506_43319714	gene	ENSG00000237864	LINC00322	2702	chr21	43319506	43319714	Non-heritable	0.0535730917974368	0.802260930015585	317	AA	208	7.90211754627645	TRUE	TRUE
chr21_43323058_43323518	gene	ENSG00000237864	LINC00322	0	chr21	43323058	43323518	Non-heritable	0.0674676973692872	0.86323628501433	319	AA	460	0	TRUE	TRUE
chr21_43359208_43359462	gene	ENSG00000237989	LINC01679	0	chr21	43359208	43359462	Heritable	0.126987744951782	0.878569722682193	333	AA	254	0	TRUE	TRUE
chr21_43740605_43741722	gene	ENSG00000160209	PDXK	0	chr21	43740605	43741722	Heritable	0.188852338301948	0.852967399828379	320	AA	1117	0	TRUE	TRUE
chr1_86842001_86842447	gene	ENSG00000284846	ENSG00000284846	7831	chr1	86842001	86842447	Non-heritable	0.0759749400969932	0.854757351038959	313	AA	446	8.96597318421035	TRUE	TRUE
chr21_43986419_43987164	gene	ENSG00000160216	AGPAT3	0	chr21	43986419	43987164	Non-heritable	0.086883772902212	0.871834098677425	352	AA	745	0	TRUE	TRUE
chr21_44052039_44052816	gene	ENSG00000160218	TRAPPC10	0	chr21	44052039	44052816	Heritable	0.168065723403673	0.907305129915119	394	AA	777	0	TRUE	TRUE
chr21_44085754_44086514	gene	ENSG00000160218	TRAPPC10	0	chr21	44085754	44086514	Non-heritable	0.0760484884597375	0.895807206399949	427	AA	760	0	TRUE	TRUE
chr21_44117089_44117131	gene	ENSG00000241945	PWP2	0	chr21	44117089	44117131	Heritable	0.12257990977939	0.880519151135584	441	AA	42	0	TRUE	TRUE
chr21_44163287_44163435	gene	ENSG00000294982	ENSG00000294982	0	chr21	44163287	44163435	Heritable	0.138989447038083	0.91464492565891	470	AA	148	0	TRUE	TRUE
chr21_44317346_44317527	gene	ENSG00000141959	PFKL	0	chr21	44317346	44317527	Non-heritable	0.0358778142999612	0.912108258567365	495	AA	181	0	TRUE	TRUE
chr21_44329033_44329262	gene	ENSG00000160226	CFAP410	0	chr21	44329033	44329262	Heritable	0.131723825273791	0.950850881126383	498	AA	229	0	TRUE	TRUE
chr21_44497217_44497433	gene	ENSG00000175894	TSPEAR	459	chr21	44497217	44497433	Heritable	0.341802235427074	0.901313413611488	535	AA	216	6.13122648948314	TRUE	TRUE
chr21_44505659_44505869	gene	ENSG00000175894	TSPEAR	0	chr21	44505659	44505869	Non-heritable	0.0951982395243804	0.968421293048334	551	AA	210	0	TRUE	TRUE
chr21_44666727_44667109	gene	ENSG00000221864	KRTAP12-2	0	chr21	44666727	44667109	Heritable	0.13708618355348	0.929758805587313	616	AA	382	0	TRUE	TRUE
chr1_8712641_8714787	gene	ENSG00000142599	RERE	0	chr1	8712641	8714787	Heritable	0.144317446298514	0.9249875463858	428	AA	2146	0	TRUE	TRUE
chr21_44918699_44920096	gene	ENSG00000160255	ITGB2	0	chr21	44918699	44920096	Heritable	0.536066985615973	0.935712481885631	662	AA	1397	0	TRUE	TRUE
chr21_45029726_45030046	gene	ENSG00000307843	ENSG00000307843	3286	chr21	45029726	45030046	Non-heritable	0.0646412253333331	0.960048089558169	670	AA	320	8.09773057366422	TRUE	TRUE
chr21_45109858_45110023	gene	ENSG00000197381	ADARB1	0	chr21	45109858	45110023	Non-heritable	0.0953513688377338	0.967736800484101	635	AA	165	0	TRUE	TRUE
chr21_45281297_45281676	gene	ENSG00000186866	POFUT2	0	chr21	45281297	45281676	Non-heritable	0.0572273276421919	0.949917412704726	551	AA	379	0	TRUE	TRUE
chr21_45325912_45326592	gene	ENSG00000184274	LINC00315	0	chr21	45325912	45326592	Heritable	0.142721438096969	0.943327239193087	552	AA	680	0	TRUE	TRUE
chr21_45359946_45360107	gene	ENSG00000237664	LINC00316	0	chr21	45359946	45360107	Non-heritable	0.0979543056722598	0.956929856621383	525	AA	161	0	TRUE	TRUE
chr21_45466840_45467136	gene	ENSG00000182871	COL18A1	0	chr21	45466840	45467136	Non-heritable	0.0717804788656682	0.929217339961628	472	AA	296	0	TRUE	TRUE
chr21_45469722_45470170	gene	ENSG00000182871	COL18A1	0	chr21	45469722	45470170	Non-heritable	0.0960338171329091	0.896917386221459	470	AA	448	0	TRUE	TRUE
chr21_45495645_45495864	gene	ENSG00000173638	SLC19A1	0	chr21	45495645	45495864	Heritable	0.404053907337309	0.906588604903021	470	AA	219	0	TRUE	TRUE
chr21_45556106_45556426	gene	ENSG00000288885	ENSG00000288885	0	chr21	45556106	45556426	Heritable	0.603744111759319	0.908962074545585	450	AA	320	0	TRUE	TRUE
chr1_8760086_8760421	gene	ENSG00000142599	RERE	0	chr1	8760086	8760421	Non-heritable	0.0791539891969189	0.915723631004793	426	AA	335	0	TRUE	TRUE
chr21_45591121_45591248	gene	ENSG00000233922	LINC01694	0	chr21	45591121	45591248	Heritable	0.16833710482449	0.910237698385521	497	AA	127	0	TRUE	TRUE
chr21_45634677_45635608	gene	ENSG00000305537	ENSG00000305537	0	chr21	45634677	45635608	Non-heritable	0.0971292165391884	0.924853850146793	518	AA	931	0	TRUE	TRUE
chr21_46144196_46144910	gene	ENSG00000160282	FTCD	0	chr21	46144196	46144910	Heritable	0.144963847566284	0.887147334375087	339	AA	714	0	TRUE	TRUE
chr21_46152979_46153744	gene	ENSG00000160282	FTCD	0	chr21	46152979	46153744	Heritable	0.37408716380625	0.859993482639983	332	AA	765	0	TRUE	TRUE
chr21_46160810_46162689	gene	ENSG00000160284	SPATC1L	0	chr21	46160810	46162689	Heritable	0.625698727804818	0.89948391717642	343	AA	1879	0	TRUE	TRUE
chr21_46183464_46185546	gene	ENSG00000228404	ENSG00000228404	0	chr21	46183464	46185546	Heritable	0.244688174805452	0.904349797416137	331	AA	2082	0	TRUE	TRUE
chr21_46285107_46285239	gene	ENSG00000160294	MCM3AP	0	chr21	46285107	46285239	Non-heritable	0.097560488950832	0.889674926887689	328	AA	132	0	TRUE	TRUE
chr21_46298092_46298590	gene	ENSG00000182362	YBEY	340	chr21	46298092	46298590	Heritable	0.342403298495061	0.858874683310457	330	AA	498	5.83188247728352	TRUE	TRUE
chr21_46304747_46305251	gene	ENSG00000160298	C21orf58	0	chr21	46304747	46305251	Non-heritable	0.0933697403505519	0.875596446331219	338	AA	504	0	TRUE	TRUE
chr21_46443062_46443373	gene	ENSG00000160299	PCNT	0	chr21	46443062	46443373	Heritable	0.127618732851002	0.884826961331864	310	AA	311	0	TRUE	TRUE
chr1_8774456_8775293	gene	ENSG00000142599	RERE	0	chr1	8774456	8775293	Heritable	0.227576414423338	0.919800108645764	438	AA	837	0	TRUE	TRUE
chr21_46455350_46455780	gene	ENSG00000289421	ENSG00000289421	0	chr21	46455350	46455780	Heritable	0.104068361977568	0.886965195694253	290	AA	430	0	TRUE	TRUE
chr21_46601399_46605330	gene	ENSG00000160307	S100B	0	chr21	46601399	46605330	Non-heritable	0.0790413315797697	0.755089136794874	183	AA	3931	0	TRUE	TRUE
chr21_46621020_46621960	gene	ENSG00000160310	PRMT2	13634	chr21	46621020	46621960	Non-heritable	0.0880861944298366	0.762282735742184	176	AA	940	9.52039529527969	FALSE	TRUE
chr21_46636986_46638567	gene	ENSG00000160310	PRMT2	0	chr21	46636986	46638567	Heritable	0.227920620582953	0.766872743032261	162	AA	1581	0	TRUE	TRUE
chr21_46661614_46661850	gene	ENSG00000160310	PRMT2	0	chr21	46661614	46661850	Heritable	0.168425024204952	0.667567845261328	123	AA	236	0	TRUE	TRUE
chr1_87891050_87891276	gene	ENSG00000295677	ENSG00000295677	0	chr1	87891050	87891276	Heritable	0.177515333000531	0.950171988957353	405	AA	226	0	TRUE	TRUE
chrX_48539576_48540210	gene	ENSG00000068354	TBC1D25	0	chrX	48539576	48540210	Non-heritable	0.0521739359439207	0.742219859456379	128	AA	634	0	TRUE	TRUE
chr1_8792533_8793113	gene	ENSG00000142599	RERE	0	chr1	8792533	8793113	Heritable	0.163432704560162	0.923520502554293	443	AA	580	0	TRUE	TRUE
chr1_8818960_8819141	gene	ENSG00000142599	RERE	0	chr1	8818960	8819141	Heritable	0.163820700465768	0.933041764367148	449	AA	181	0	TRUE	TRUE
chr1_882232_883488	gene	ENSG00000296088	ENSG00000296088	0	chr1	882232	883488	Non-heritable	0.0517205985856072	0.606195250878402	129	AA	1256	0	TRUE	TRUE
chr22_16386679_16386757	gene	ENSG00000225293	ABCD1P4	936	chr22	16386679	16386757	Non-heritable	0.0854034062724353	0.590610739068341	117	AA	78	6.84268328223842	TRUE	TRUE
chr22_16563525_16564106	gene	ENSG00000233995	ENSG00000233995	7920	chr22	16563525	16564106	Non-heritable	0.0973960389408597	0.769490972334063	210	AA	581	8.97727273946428	TRUE	TRUE
chr22_17035344_17036024	gene	ENSG00000295360	ENSG00000295360	0	chr22	17035344	17036024	Heritable	0.119711010243099	0.967753002705401	611	AA	680	0	TRUE	TRUE
chr1_8828674_8828988	gene	ENSG00000142599	RERE	0	chr1	8828674	8828988	Heritable	0.161269343534838	0.932195109222445	450	AA	314	0	TRUE	TRUE
chr22_17036326_17036720	gene	ENSG00000290931	ENSG00000290931	0	chr22	17036326	17036720	Non-heritable	0.0821294935361022	0.966474092550501	626	AA	394	0	TRUE	TRUE
chr22_17037450_17037671	gene	ENSG00000290931	ENSG00000290931	0	chr22	17037450	17037671	Heritable	0.112616095825833	0.970984833252232	618	AA	221	0	TRUE	TRUE
chr22_17397994_17398688	gene	ENSG00000099954	CECR2	0	chr22	17397994	17398688	Non-heritable	0.0985902199046378	0.974071731824662	736	AA	694	0	TRUE	TRUE
chr22_17411162_17412864	gene	ENSG00000099954	CECR2	0	chr22	17411162	17412864	Non-heritable	0.0955854206444567	0.975119951110047	752	AA	1702	0	TRUE	TRUE
chr22_17472449_17473129	gene	ENSG00000099954	CECR2	0	chr22	17472449	17473129	Heritable	0.101690455812724	0.969491936430817	750	AA	680	0	TRUE	TRUE
chr22_18150586_18150731	gene	ENSG00000184979	USP18	0	chr22	18150586	18150731	Heritable	0.166769532794053	0.939634383267375	437	AA	145	0	TRUE	TRUE
chr22_18157355_18157731	gene	ENSG00000184979	USP18	0	chr22	18157355	18157731	Heritable	0.134176137115172	0.870920230372281	426	AA	376	0	TRUE	TRUE
chr1_8853051_8853571	gene	ENSG00000142599	RERE	4129	chr1	8853051	8853571	Heritable	0.156452792567509	0.922348880545453	446	AA	520	8.32603268595508	TRUE	TRUE
chr22_18511300_18511429	gene	ENSG00000278044	FAM247B	0	chr22	18511300	18511429	Non-heritable	0.0758206537658463	0.823853575962001	229	AA	129	0	TRUE	TRUE
chr22_18903793_18904612	gene	ENSG00000183628	DGCR6	1415	chr22	18903793	18904612	Non-heritable	0.0296460807870266	0.733468295884575	174	AA	819	7.25559127425367	TRUE	TRUE
chr22_18905620_18905854	gene	ENSG00000183628	DGCR6	173	chr22	18905620	18905854	Heritable	0.165125920933448	0.630119935936151	174	AA	234	5.15905529921453	TRUE	TRUE
chr22_18907007_18910889	gene	ENSG00000283809	ENSG00000283809	0	chr22	18907007	18910889	Heritable	0.153439170206579	0.725058748879355	167	AA	3882	0	TRUE	TRUE
chr22_18915385_18918274	gene	ENSG00000100033	PRODH	0	chr22	18915385	18918274	Heritable	0.227471070138148	0.716866730548066	177	AA	2889	0	TRUE	TRUE
chr22_18953967_18954639	gene	ENSG00000280418	ENSG00000280418	0	chr22	18953967	18954639	Non-heritable	0.062389925706303	0.690147398964392	180	AA	672	0	TRUE	TRUE
chr22_18997953_18998302	gene	ENSG00000302076	ENSG00000302076	0	chr22	18997953	18998302	Heritable	0.123342755678387	0.738689457321694	182	AA	349	0	TRUE	TRUE
chr22_19213195_19213697	gene	ENSG00000070371	CLTCL1	0	chr22	19213195	19213697	Non-heritable	0.0637292513394466	0.884168184061099	345	AA	502	0	TRUE	TRUE
chr22_19448635_19448794	gene	ENSG00000185065	UFD1-AS1	0	chr22	19448635	19448794	Heritable	0.330962235052053	0.928248310333427	504	AA	159	0	TRUE	TRUE
chr22_19641240_19642064	gene	ENSG00000230485	ENSG00000230485	7665	chr22	19641240	19642064	Heritable	0.134770549515707	0.933207839873853	493	AA	824	8.9445502459405	TRUE	TRUE
chr1_88567102_88567466	gene	ENSG00000237505	PKN2-AS1	0	chr1	88567102	88567466	Non-heritable	0.0512734235311932	0.745358259235107	255	AA	364	0	TRUE	TRUE
chr22_19758559_19758715	gene	ENSG00000184058	TBX1	0	chr22	19758559	19758715	Non-heritable	0.0922303984809773	0.945750538032573	537	AA	156	0	TRUE	TRUE
chr22_19909717_19910217	gene	ENSG00000184470	TXNRD2	0	chr22	19909717	19910217	Non-heritable	0.0947959755624663	0.951390306681223	582	AA	500	0	TRUE	TRUE
chr22_20241889_20242071	gene	ENSG00000040608	RTN4R	0	chr22	20241889	20242071	Non-heritable	0.0726498273147571	0.93832807075043	556	AA	182	0	TRUE	TRUE
chr22_20592073_20592342	gene	ENSG00000307604	ENSG00000307604	0	chr22	20592073	20592342	Heritable	0.527774976136526	0.916893900793911	506	AA	269	0	TRUE	TRUE
chr22_20670861_20671773	gene	ENSG00000229107	ABHD17AP4	0	chr22	20670861	20671773	Heritable	0.11601422193125	0.951544819630975	516	AA	912	0	TRUE	TRUE
chr22_20717709_20719058	gene	ENSG00000241973	PI4KA	0	chr22	20717709	20719058	Heritable	0.144864685693106	0.928599346808493	474	AA	1349	0	TRUE	TRUE
chr22_20772242_20772629	gene	ENSG00000241973	PI4KA	0	chr22	20772242	20772629	Heritable	0.160242060112138	0.929880000218739	419	AA	387	0	TRUE	TRUE
chr22_21102798_21103921	gene	ENSG00000291044	ENSG00000291044	0	chr22	21102798	21103921	Non-heritable	0.0859409796990174	0.884277253889462	337	AA	1123	0	TRUE	TRUE
chr22_21149865_21151153	gene	ENSG00000291044	ENSG00000291044	0	chr22	21149865	21151153	Non-heritable	0.0578956970816347	0.730135295663093	292	AA	1288	0	TRUE	TRUE
chr22_21802994_21804042	gene	ENSG00000100030	MAPK1	0	chr22	21802994	21804042	Non-heritable	0.0699997783829919	0.867368272306231	371	AA	1048	0	TRUE	TRUE
chr1_8877429_8877684	gene	ENSG00000074800	ENO1	0	chr1	8877429	8877684	Heritable	0.128743378758561	0.935691405521269	476	AA	255	0	TRUE	TRUE
chr22_21865063_21866126	gene	ENSG00000100030	MAPK1	0	chr22	21865063	21866126	Non-heritable	0.0433508998843938	0.857007523211789	392	AA	1063	0	TRUE	TRUE
chr22_21933910_21934368	gene	ENSG00000100034	PPM1F	0	chr22	21933910	21934368	Heritable	0.100042537710974	0.901243217020615	365	AA	458	0	TRUE	TRUE
chr22_22117942_22118374	gene	ENSG00000263366	ABHD17AP5	0	chr22	22117942	22118374	Heritable	0.11272128526303	0.884236600084468	363	AA	432	0	TRUE	TRUE
chr22_22463155_22463717	gene	ENSG00000226595	ENSG00000226595	1941	chr22	22463155	22463717	Heritable	0.110615597448305	0.905041151618056	375	AA	562	7.57147364885127	TRUE	TRUE
chr22_22651353_22651895	gene	ENSG00000100121	GGTLC2	3454	chr22	22651353	22651895	Non-heritable	0.0887083920000907	0.864800711770867	291	AA	542	8.14757773620177	TRUE	TRUE
chr22_22740131_22741068	gene	ENSG00000253152	IGLV3-17	943	chr22	22740131	22741068	Non-heritable	0.0908686309271678	0.796509897056198	243	AA	937	6.8501261661455	TRUE	TRUE
chr22_23080242_23080823	gene	ENSG00000128266	GNAZ	0	chr22	23080242	23080823	Non-heritable	0.0920788810148077	0.91766197353124	436	AA	581	0	TRUE	TRUE
chr22_23113887_23114390	gene	ENSG00000128266	GNAZ	0	chr22	23113887	23114390	Non-heritable	0.050998580168847	0.948758582451288	497	AA	503	0	TRUE	TRUE
chr22_23237136_23237542	gene	ENSG00000186716	BCR	0	chr22	23237136	23237542	Non-heritable	0.0683563175589701	0.950692693729916	543	AA	406	0	TRUE	TRUE
chr1_8881629_8882696	gene	ENSG00000201725	RNU6-304P	730	chr1	8881629	8882696	Heritable	0.104658249531098	0.939899864563791	486	AA	1067	6.59441345974978	TRUE	TRUE
chr22_23485578_23487619	gene	ENSG00000178248	FAM230I	0	chr22	23485578	23487619	Non-heritable	0.0647463319742902	0.961023306921515	550	AA	2041	0	TRUE	TRUE
chr22_23514616_23515112	gene	ENSG00000225413	LINC02557	1013	chr22	23514616	23515112	Heritable	0.588092373110133	0.922985112114486	556	AA	496	6.92165818415113	TRUE	TRUE
chr22_23540995_23541532	gene	ENSG00000280623	PCAT14	0	chr22	23540995	23541532	Non-heritable	0.0706791391066019	0.859146893018424	549	AA	537	0	TRUE	TRUE
chr22_23750084_23750392	gene	ENSG00000187792	ZNF70	0	chr22	23750084	23750392	Non-heritable	0.0849175343222799	0.953985589121749	542	AA	308	0	TRUE	TRUE
chr22_23781093_23781710	gene	ENSG00000099953	MMP11	0	chr22	23781093	23781710	Heritable	0.17515757893886	0.958543677775868	534	AA	617	0	TRUE	TRUE
chr22_23935395_23935722	gene	ENSG00000290199	ENSG00000290199	0	chr22	23935395	23935722	Heritable	0.249028822606617	0.904649205283721	422	AA	327	0	TRUE	TRUE
chr22_23956410_23956736	gene	ENSG00000290199	ENSG00000290199	0	chr22	23956410	23956736	Heritable	0.121109701653198	0.873586681132747	426	AA	326	0	TRUE	TRUE
chr22_23960741_23960939	gene	ENSG00000298703	ENSG00000298703	0	chr22	23960741	23960939	Heritable	0.114813195373702	0.923662290280479	432	AA	198	0	TRUE	TRUE
chr22_23984626_23984833	gene	ENSG00000224205	GSTT3P	0	chr22	23984626	23984833	Non-heritable	0.0567566914460417	0.820509355934606	417	AA	207	0	TRUE	TRUE
chr22_23985960_23987091	gene	ENSG00000224205	GSTT3P	0	chr22	23985960	23987091	Non-heritable	0.0535942764446682	0.873355051627878	398	AA	1131	0	TRUE	TRUE
chr1_8888276_8888959	gene	ENSG00000238249	HMGN2P17	4449	chr1	8888276	8888959	Non-heritable	0.0994397997794263	0.943132112150655	487	AA	683	8.40065937516029	TRUE	TRUE
