task_id	chrom	start	end	race	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	region
1048	1	9575382	9575741	EA	211	11	0.128257453279521	0.920586349784997	Hippocampus
1049	1	9580575	9580841	EA	213	12	0.186438830588378	0.911870428987776	Hippocampus
105	X	48897514	48898087	EA	55	14	0.0661264532040699	0.558386706713136	Hippocampus
1050	1	9587739	9588111	EA	223	14	0.161636605620992	0.915845178528015	Hippocampus
1051	1	9660973	9661812	EA	237	11	0.164029532798323	0.936221532065122	Hippocampus
1052	1	96631576	96631805	EA	149	11	0.202120781115606	0.841262775435875	Hippocampus
1053	1	9674753	9675258	EA	235	15	0.142662374547861	0.937914663447488	Hippocampus
1054	1	9695418	9695790	EA	236	12	0.221318241585967	0.938150042776776	Hippocampus
1055	1	9762017	9762565	EA	250	11	0.157643989930754	0.941208169198442	Hippocampus
1056	1	9771064	9771826	EA	249	12	0.144020990541921	0.941816222425091	Hippocampus
1057	1	9782938	9784278	EA	256	15	0.273953530770524	0.943464669643738	Hippocampus
1058	1	9803600	9804406	EA	262	11	0.18276320272406	0.950679839056185	Hippocampus
1059	1	9805340	9806017	EA	266	11	0.160671224746003	0.953164264301472	Hippocampus
106	X	48957006	48958279	EA	55	17	0.367266221288302	0.512449542150667	Hippocampus
1060	1	98293643	98294976	EA	171	12	0.107798176607548	0.865886585789857	Hippocampus
1061	1	9829588	9830096	EA	270	12	0.141761649972174	0.950717017312398	Hippocampus
1062	1	9831925	9833002	EA	267	12	0.0745607912742917	0.953291529369171	Hippocampus
1063	1	9908023	9908474	EA	277	11	0.11947477119747	0.946415797730262	Hippocampus
1064	1	9919693	9920022	EA	274	17	0.160327387014454	0.953640095361612	Hippocampus
1065	1	9925738	9926651	EA	279	13	0.190042047054539	0.943415376652581	Hippocampus
1066	1	9932063	9932678	EA	266	12	0.189272325107341	0.943544073812779	Hippocampus
1067	1	9936739	9937317	EA	276	14	0.125171442867394	0.952622657097984	Hippocampus
1068	1	9941351	9941656	EA	274	21	0.15664404891574	0.957360089662238	Hippocampus
1069	1	9953585	9956151	EA	269	15	0.091280052906558	0.945048715261332	Hippocampus
107	X	48958444	48959034	EA	58	33	0.206035894526664	0.544608405384783	Hippocampus
1070	1	9958673	9959666	EA	275	15	0.11585284624695	0.952602314487633	Hippocampus
1071	1	9962704	9962923	EA	259	20	0.193163734519731	0.94666000097655	Hippocampus
1072	1	9965640	9966350	EA	263	14	0.129776001863426	0.951690566737353	Hippocampus
1073	1	9976506	9977638	EA	267	12	0.151503450309407	0.955397959911118	Hippocampus
1074	1	9980056	9980907	EA	262	16	0.143467716070671	0.949668758185264	Hippocampus
1075	1	99837521	99838524	EA	169	11	0.219854914420178	0.944108250913353	Hippocampus
1076	1	99865924	99866895	EA	166	14	0.233626930812761	0.918820031643198	Hippocampus
1077	1	9986613	9987634	EA	262	19	0.146155782713693	0.945920011450885	Hippocampus
1078	1	9994493	9995043	EA	260	11	0.121612248966964	0.947192353584195	Hippocampus
1079	2	10006465	10006900	EA	374	12	0.0989791205882402	0.961001219690168	Hippocampus
108	X	49042985	49043243	EA	55	26	0.112440783400162	0.498115206806659	Hippocampus
1080	2	100105879	100106218	EA	142	13	0.203547536262547	0.874140237534064	Hippocampus
1081	2	100283821	100284579	EA	160	11	0.243822947118236	0.899883202555947	Hippocampus
1082	2	100320352	100320717	EA	156	13	0.180938916696479	0.879665753019595	Hippocampus
1083	2	10042486	10042679	EA	365	18	0.16856931499487	0.977222855573712	Hippocampus
1084	2	10044442	10044684	EA	372	11	0.142278552145439	0.974000909153768	Hippocampus
1085	2	100604214	100605850	EA	167	11	0.240087828491887	0.873433519726242	Hippocampus
1086	2	100822046	100822238	EA	173	11	0.0846738535911386	0.852480156432473	Hippocampus
1087	2	101434398	101434619	EA	179	11	0.0932462387547305	0.885455451853623	Hippocampus
1088	2	101438833	101438960	EA	184	18	0.47574085497101	0.877026643205354	Hippocampus
1089	2	101533990	101534342	EA	183	11	0.277013176634582	0.896013358050718	Hippocampus
109	X	49073879	49074350	EA	58	18	0.0460112184160973	0.493659081360314	Hippocampus
1090	2	101609704	101611093	EA	177	11	0.0940453615640516	0.843681978819767	Hippocampus
1091	2	101616309	101617176	EA	172	14	0.274268566027945	0.860095775321863	Hippocampus
1092	2	101780586	101781866	EA	182	15	0.135708370040303	0.868190127506239	Hippocampus
1093	2	10185183	10185588	EA	385	13	0.163715658595854	0.969037595026592	Hippocampus
1094	2	10196374	10196899	EA	394	12	0.1551407605914	0.970590195358286	Hippocampus
1095	2	10204815	10205030	EA	376	19	0.123953977571654	0.964512925131462	Hippocampus
1096	2	10283560	10284758	EA	367	21	0.126412448984281	0.968922710372495	Hippocampus
1097	2	10371749	10373122	EA	369	17	0.108618420344075	0.975674184479243	Hippocampus
1098	2	104026574	104027174	EA	141	12	0.277122740605808	0.818852782774781	Hippocampus
1099	2	104044018	104044679	EA	147	16	0.248031713071402	0.876393409111903	Hippocampus
11	X	119236534	119237130	EA	118	12	0.0220910793044044	0.599324330010447	Hippocampus
110	X	49101004	49101755	EA	53	19	0.133654264247298	0.690810467272162	Hippocampus
1100	2	104046501	104047224	EA	143	11	0.264340892727077	0.833655134063372	Hippocampus
1101	2	104051675	104052138	EA	144	19	0.0555256949642348	0.706824142077786	Hippocampus
1102	2	104321640	104322006	EA	156	11	0.1630800440487	0.896796747827382	Hippocampus
1103	2	10432228	10432492	EA	386	17	0.374852581123296	0.964987296787478	Hippocampus
1104	2	104416389	104416551	EA	161	17	0.0770343041793935	0.624407613047667	Hippocampus
1105	2	104429350	104433411	EA	167	15	0.0759675132006739	0.743436194411459	Hippocampus
1106	2	104501089	104502195	EA	188	11	0.0567886415820845	0.831149679503539	Hippocampus
1107	2	104658424	104658775	EA	209	12	0.110781109074372	0.891632706088813	Hippocampus
1108	2	104834198	104834996	EA	208	11	0.132618853788119	0.90656631004979	Hippocampus
1109	2	104845986	104846432	EA	209	17	0.1143525371061	0.861471743382721	Hippocampus
111	X	49155665	49156809	EA	58	12	0.25215186756998	0.687006017700916	Hippocampus
1110	2	104859048	104861520	EA	215	14	0.10393260530864	0.761005419944283	Hippocampus
1111	2	104863451	104864443	EA	202	18	0.0913479848744153	0.870400717238823	Hippocampus
1112	2	104876673	104876885	EA	207	11	0.226848657169577	0.909709776544595	Hippocampus
1113	2	105236800	105237382	EA	234	11	0.27005901057013	0.880268008144553	Hippocampus
1114	2	105315694	105316580	EA	229	11	0.27747595261015	0.905137767492903	Hippocampus
1115	2	105643840	105644483	EA	235	12	0.179117310389707	0.90644376293946	Hippocampus
1116	2	10565300	10566078	EA	386	11	0.108993810137387	0.972987930735524	Hippocampus
1117	2	105746260	105746520	EA	242	16	0.15618387323238	0.884036998695307	Hippocampus
1118	2	106066223	106066524	EA	250	11	0.0823006748086699	0.923201372053783	Hippocampus
1119	2	106263298	106265934	EA	250	11	0.136894202660857	0.93682239758751	Hippocampus
112	X	49163421	49163683	EA	53	11	0.146065364126904	0.569634406388126	Hippocampus
1120	2	106269546	106269696	EA	251	11	0.131653009828576	0.933366032450717	Hippocampus
1121	2	106487817	106488007	EA	226	11	0.0800012718673258	0.925639534703008	Hippocampus
1122	2	106584274	106584737	EA	216	14	0.160715240472547	0.905525135339132	Hippocampus
1123	2	108189630	108189883	EA	149	16	0.189585926232631	0.879116350779972	Hippocampus
1124	2	10844053	10844574	EA	381	12	0.175774652367709	0.963529269684606	Hippocampus
1125	2	108696760	108697058	EA	167	13	0.0530367422085033	0.895609841464793	Hippocampus
1126	2	108718852	108718927	EA	165	11	0.131620266578405	0.90301898677962	Hippocampus
1127	2	10903631	10904282	EA	399	12	0.113027900719619	0.972736717102067	Hippocampus
1128	2	109315038	109316278	EA	127	16	0.431152414865722	0.859166697114732	Hippocampus
1129	2	10983182	10983625	EA	392	23	0.109723997874104	0.971250083633862	Hippocampus
113	X	49171642	49172302	EA	54	11	0.0510441584656122	0.483008167111317	Hippocampus
1130	2	110211679	110213540	EA	136	14	0.19809362211798	0.867556173394327	Hippocampus
1131	2	110858289	110859334	EA	124	14	0.207637744070824	0.876847777644944	Hippocampus
1132	2	111747168	111748770	EA	165	12	0.169448239366093	0.872562259016056	Hippocampus
1133	2	11175402	11175560	EA	394	11	0.102035875090276	0.971344890104436	Hippocampus
1134	2	112139814	112140818	EA	158	11	0.393510005780718	0.905763573971253	Hippocampus
1135	2	112182792	112182912	EA	171	17	0.121169570326005	0.847573533698898	Hippocampus
1136	2	112346113	112347316	EA	166	13	0.153797391301646	0.846133290342113	Hippocampus
1137	2	112432110	112433350	EA	175	11	0.541246436560149	0.917677505228771	Hippocampus
1138	2	112583637	112583819	EA	155	12	0.132510162243966	0.860874092957594	Hippocampus
1139	2	113235117	113236105	EA	162	15	0.328892858861774	0.875501321428886	Hippocampus
114	X	49186103	49186409	EA	53	11	0.155122122745011	0.476620284325905	Hippocampus
1140	2	113273567	113274214	EA	169	12	0.201914381190015	0.875158377534041	Hippocampus
1141	2	113275528	113276762	EA	161	20	0.245880000141344	0.875050430242767	Hippocampus
1142	2	113390964	113392328	EA	168	12	0.171634377238505	0.844170378578513	Hippocampus
1143	2	113496631	113496867	EA	173	14	0.0441180601237363	0.918926206403952	Hippocampus
1144	2	113603547	113604153	EA	177	13	0.122173054218525	0.880690112727351	Hippocampus
1145	2	11391833	11392114	EA	329	18	0.157718935044088	0.94846745991823	Hippocampus
1146	2	114543097	114543692	EA	153	11	0.159504243736579	0.854236316350688	Hippocampus
1147	2	114661423	114662683	EA	160	20	0.136609283201949	0.805394858123188	Hippocampus
1148	2	11496940	11497798	EA	336	14	0.190861829970535	0.963449043954454	Hippocampus
1149	2	11689189	11689829	EA	351	11	0.128863275195032	0.975979657429194	Hippocampus
115	X	49190679	49191947	EA	53	20	0.112398077572302	0.569978631110318	Hippocampus
1150	2	11744959	11745085	EA	350	14	0.0994804649265516	0.964665968206427	Hippocampus
1151	2	117803644	117804211	EA	147	15	0.281930449015558	0.846940731842397	Hippocampus
1152	2	117858645	117860478	EA	166	14	0.112629719797252	0.858899869636147	Hippocampus
1153	2	11849325	11850136	EA	339	11	0.133639365073302	0.976589746949591	Hippocampus
1154	2	119011204	119011415	EA	187	15	0.17237800666666	0.916021660629156	Hippocampus
1155	2	119290638	119291858	EA	179	11	0.53741803353758	0.931657187640026	Hippocampus
1156	2	120742317	120742583	EA	195	16	0.136360682711987	0.882247182130909	Hippocampus
1157	2	120868144	120868419	EA	205	14	0.188629973876236	0.891682964326026	Hippocampus
1158	2	120912727	120912979	EA	207	11	0.160024727102596	0.940172179506469	Hippocampus
1159	2	120937962	120939266	EA	213	11	0.256988620031791	0.891674569926387	Hippocampus
116	X	49235627	49235892	EA	53	13	0.0524378333843917	0.485854818127589	Hippocampus
1160	2	120983502	120984007	EA	203	17	0.0912603081368758	0.898143040744013	Hippocampus
1161	2	121018844	121019326	EA	198	11	0.144441898830048	0.877393182645813	Hippocampus
1162	2	121115066	121115924	EA	205	11	0.650943617847795	0.905927369851362	Hippocampus
1163	2	122625455	122626317	EA	142	11	0.74148046450618	0.871574880648987	Hippocampus
1164	2	122627571	122629335	EA	142	11	0.769820908473601	0.886708140974129	Hippocampus
1165	2	126971447	126971741	EA	194	11	0.140396748897884	0.910101199120339	Hippocampus
1166	2	127055521	127055833	EA	184	16	0.139249111199557	0.911301116673341	Hippocampus
1167	2	127058959	127059454	EA	186	21	0.185445567639041	0.878783874865115	Hippocampus
1168	2	127072761	127074486	EA	193	18	0.237602046307967	0.896410335812664	Hippocampus
1169	2	127077512	127078798	EA	191	21	0.17918210225404	0.911394761889832	Hippocampus
117	X	49268975	49270456	EA	49	16	0.171750063401159	0.512051200269515	Hippocampus
1170	2	127080447	127081695	EA	186	12	0.10601215489522	0.899428312948555	Hippocampus
1171	2	127082152	127082487	EA	191	12	0.0866268937289262	0.894984283361154	Hippocampus
1172	2	127092757	127093600	EA	183	11	0.0629376747253063	0.894056166166684	Hippocampus
1173	2	127097781	127098220	EA	187	19	0.0653996981272332	0.792790275668543	Hippocampus
1174	2	127102713	127104970	EA	187	12	0.123491545115105	0.882999995085801	Hippocampus
1175	2	127108156	127108542	EA	193	17	0.0856465302220995	0.895165847678907	Hippocampus
1176	2	127118149	127118637	EA	187	11	0.109143792732526	0.87956506175072	Hippocampus
1177	2	127176312	127176829	EA	193	11	0.215079344017689	0.89721007695816	Hippocampus
1178	2	12719648	12721488	EA	264	11	0.121559081178479	0.945561721743894	Hippocampus
1179	2	127415619	127415744	EA	211	15	0.271828656482595	0.942372330754148	Hippocampus
118	X	49879493	49880040	EA	50	13	0.338647810516735	0.448390437266835	Hippocampus
1180	2	127514015	127514751	EA	224	12	0.140738155710564	0.91729699938306	Hippocampus
1181	2	127645424	127646381	EA	206	13	0.168615922610845	0.910569985040518	Hippocampus
1182	2	127651891	127652455	EA	223	11	0.126850956304795	0.935781552137346	Hippocampus
1183	2	127695415	127696224	EA	206	11	0.303391193199186	0.901969499097041	Hippocampus
1184	2	127968843	127969279	EA	194	17	0.214265025945952	0.920164536295509	Hippocampus
1185	2	128191512	128192171	EA	182	11	0.182105380816721	0.903612777681787	Hippocampus
1186	2	1282210	1282820	EA	263	18	0.251670002853994	0.93077761246893	Hippocampus
1187	2	128282266	128282603	EA	185	12	0.191705755089054	0.830954411281851	Hippocampus
1188	2	128791089	128791267	EA	192	19	0.245172070433639	0.910995960391992	Hippocampus
1189	2	128901846	128902455	EA	199	13	0.132099116441559	0.894573837631233	Hippocampus
119	X	53683429	53684580	EA	37	11	0.0917101671333735	0.674482162639816	Hippocampus
1190	2	129233599	129234176	EA	197	20	0.134470278411908	0.831781056726812	Hippocampus
1191	2	129587294	129587713	EA	152	13	0.346438655236825	0.869250862960811	Hippocampus
1192	2	129878343	129878847	EA	140	13	0.202516328329583	0.865583384550265	Hippocampus
1193	2	129933641	129934238	EA	139	25	0.183896759699305	0.822781462926507	Hippocampus
1194	2	129934570	129936828	EA	144	16	0.493410317093775	0.878098353975888	Hippocampus
1195	2	129993266	129993443	EA	140	11	0.139522734004017	0.852344908605672	Hippocampus
1196	2	130036916	130038260	EA	149	12	0.23122596439607	0.833066285615273	Hippocampus
1197	2	130251675	130253480	EA	128	11	0.147396616206057	0.863523285957431	Hippocampus
1198	2	130427727	130427967	EA	120	11	0.0626177665104565	0.783622837816843	Hippocampus
1199	2	130520592	130520660	EA	125	14	0.0977544752646067	0.746236989379863	Hippocampus
12	X	119468148	119468630	EA	138	15	0.198724336905424	0.697640950082857	Hippocampus
120	X	54043880	54044875	EA	47	14	0.0881143271945437	0.472192727906695	Hippocampus
1200	2	130529869	130530001	EA	121	11	0.187807553881741	0.822816550276407	Hippocampus
1201	2	130598613	130598739	EA	121	15	0.174783785051217	0.821256120239817	Hippocampus
1202	2	130693411	130693772	EA	119	20	0.0877329051941339	0.684342363785855	Hippocampus
1203	2	130869570	130870275	EA	108	14	0.314075512797691	0.816954778273226	Hippocampus
1204	2	131039555	131040348	EA	98	11	0.146933570070074	0.804096828194705	Hippocampus
1205	2	131178717	131179151	EA	93	16	0.161889225571394	0.759825691830876	Hippocampus
1206	2	131299296	131300558	EA	94	14	0.241814378729412	0.795574808935731	Hippocampus
1207	2	131352727	131354153	EA	93	14	0.283708994105885	0.783384585282378	Hippocampus
1208	2	131394471	131394757	EA	87	11	0.127107911146478	0.730160845509624	Hippocampus
1209	2	131424731	131424801	EA	95	11	0.204892046702599	0.857407061739397	Hippocampus
121	X	54182532	54183077	EA	48	18	0.0975961297064232	0.412019953761333	Hippocampus
1210	2	131430583	131432605	EA	97	13	0.543387483406455	0.807751303041802	Hippocampus
1211	2	131460149	131460525	EA	96	11	0.187408986464674	0.815933133982587	Hippocampus
1212	2	131646712	131647386	EA	127	12	0.123636384445719	0.867259499237275	Hippocampus
1213	2	131681841	131682025	EA	132	21	0.187781307049779	0.878946593010268	Hippocampus
1214	2	131802536	131803005	EA	132	13	0.214835219758265	0.896692703284483	Hippocampus
1215	2	131829521	131830553	EA	135	11	0.30771902267362	0.902917371719034	Hippocampus
1216	2	132257931	132258273	EA	158	16	0.172337741547574	0.861314358805651	Hippocampus
1217	2	132286652	132287494	EA	161	12	0.150938871686689	0.889890683881952	Hippocampus
1218	2	132348339	132349289	EA	166	11	0.143131257973203	0.831152495570722	Hippocampus
1219	2	132586034	132586811	EA	178	13	0.226029126993157	0.894365058902395	Hippocampus
122	X	54357674	54359088	EA	38	11	0.0315401353406064	0.479172254697444	Hippocampus
1220	2	132589161	132589583	EA	178	11	0.0790786356539574	0.840881417168327	Hippocampus
1221	2	132671247	132671726	EA	193	14	0.0717592149996731	0.876358140622642	Hippocampus
1222	2	132887550	132888776	EA	204	13	0.514793737046529	0.893249043959375	Hippocampus
1223	2	132906432	132907936	EA	203	14	0.185614450916511	0.906250687739426	Hippocampus
1224	2	133886731	133886986	EA	217	11	0.153037324597182	0.910363703870705	Hippocampus
1225	2	134190451	134190900	EA	197	13	0.209552926269066	0.880321926630471	Hippocampus
1226	2	134716790	134717621	EA	140	17	0.13998762979618	0.717578087451617	Hippocampus
1227	2	135404619	135405772	EA	94	11	0.20016573567414	0.717126019191636	Hippocampus
1228	2	137963716	137964874	EA	160	13	0.0455879854981082	0.77224877732262	Hippocampus
1229	2	137967148	137967335	EA	171	17	0.193109269664686	0.833008845511433	Hippocampus
123	X	54495086	54495841	EA	45	17	0.29030489757051	0.511836094607159	Hippocampus
1230	2	137969070	137969647	EA	163	14	0.280621449793552	0.881183648099258	Hippocampus
1231	2	1419143	1419510	EA	261	16	0.115834095498163	0.911860291310572	Hippocampus
1232	2	144467424	144468154	EA	166	11	0.119837184699828	0.869412756972098	Hippocampus
1233	2	144489621	144489847	EA	164	16	0.102897967884576	0.819284630749919	Hippocampus
1234	2	144503408	144506185	EA	162	17	0.124655014159695	0.889899076412002	Hippocampus
1235	2	144507558	144512385	EA	166	11	0.043828972140164	0.7892977207345	Hippocampus
1236	2	144514404	144514967	EA	165	17	0.0395787002176911	0.697658196014119	Hippocampus
1237	2	148925853	148926340	EA	158	15	0.0623876394931496	0.761176199011246	Hippocampus
1238	2	148949250	148949520	EA	156	18	0.135221626235898	0.858266086019835	Hippocampus
1239	2	149151107	149152563	EA	172	11	0.657077402408168	0.90334430595292	Hippocampus
124	X	54530676	54531078	EA	41	14	0.109280890480645	0.579981435908746	Hippocampus
1240	2	149240340	149240618	EA	171	19	0.173706774761351	0.869724152149561	Hippocampus
1241	2	149320607	149320750	EA	178	11	0.199723708916502	0.845621876220847	Hippocampus
1242	2	151619402	151620935	EA	141	11	0.0809007370565701	0.830759671442387	Hippocampus
1243	2	15170200	15170586	EA	231	11	0.395163755478887	0.948059114381963	Hippocampus
1244	2	152222888	152223593	EA	149	16	0.132715612668344	0.847906252147286	Hippocampus
1245	2	152337736	152338522	EA	157	11	0.106188347055845	0.85387560386221	Hippocampus
1246	2	152505707	152506608	EA	149	11	0.132038639916006	0.859096503579696	Hippocampus
1247	2	152581326	152581835	EA	159	13	0.250634829250311	0.897725626141567	Hippocampus
1248	2	154375693	154375995	EA	172	21	0.228628361792736	0.840133320395645	Hippocampus
1249	2	156254538	156255000	EA	128	11	0.170615206906374	0.840727034166983	Hippocampus
125	X	54808717	54808895	EA	39	17	0.200879925881133	0.619283938607729	Hippocampus
1250	2	156338680	156340918	EA	135	12	0.18952534889806	0.863018621135737	Hippocampus
1251	2	1565481	1566537	EA	279	12	0.172867155426866	0.955455956482408	Hippocampus
1252	2	157320976	157322640	EA	139	11	0.178534992667147	0.860275865218211	Hippocampus
1253	2	157323987	157325659	EA	141	12	0.138916470902717	0.833076130104009	Hippocampus
1254	2	157596955	157597159	EA	154	11	0.190188722799065	0.874508629588579	Hippocampus
1255	2	158459508	158460782	EA	179	20	0.188342387339001	0.877033185027453	Hippocampus
1256	2	158485420	158487183	EA	192	16	0.19725436671148	0.92279085069318	Hippocampus
1257	2	158723461	158724438	EA	181	12	0.22345185909824	0.908873209222931	Hippocampus
1258	2	158970729	158971302	EA	172	11	0.245299863548066	0.896938810391355	Hippocampus
1259	2	158998413	158999710	EA	170	14	0.165157304073343	0.892930349935467	Hippocampus
126	X	55000279	55000886	EA	39	11	0.110530610307768		Hippocampus
1260	2	159249981	159250835	EA	167	15	0.144917417841854	0.859353978877535	Hippocampus
1261	2	159903563	159904054	EA	127	15	0.312433542306811	0.867294450264278	Hippocampus
1262	2	16013789	16014596	EA	252	19	0.154992492696668	0.94835771427476	Hippocampus
1263	2	16030299	16031630	EA	250	11	0.133399351569746	0.959148840007549	Hippocampus
1264	2	160371620	160372226	EA	131	11	0.178660150611145	0.797331841895083	Hippocampus
1265	2	160406076	160406640	EA	134	18	0.280164451069727	0.862765252026624	Hippocampus
1266	2	16069657	16070673	EA	266	17	0.178045998289751	0.96107992908675	Hippocampus
1267	2	161236825	161237304	EA	129	15	0.0670917076285014	0.689698602637314	Hippocampus
1268	2	161340812	161341455	EA	117	11	0.203359064995473	0.824611489338144	Hippocampus
1269	2	161415240	161416184	EA	120	13	0.163728979144489	0.818265499424917	Hippocampus
127	X	55161535	55161614	EA	38	11	0.0167071728999733		Hippocampus
1270	2	161419147	161419266	EA	115	14	0.245440200935549	0.856868246494545	Hippocampus
1271	2	161423271	161423641	EA	120	16	0.0753042076146738	0.716093445651301	Hippocampus
1272	2	161423803	161427977	EA	120	11	0.125324702241218	0.824163219811747	Hippocampus
1273	2	1615457	1616020	EA	271	14	0.463719389372314	0.893793815103331	Hippocampus
1274	2	16169004	16169296	EA	253	12	0.0930202797594509	0.94613849527432	Hippocampus
1275	2	16215695	16216665	EA	258	14	0.115996273797327	0.944716471700817	Hippocampus
1276	2	16293436	16293832	EA	262	15	0.141515999489588	0.950171423896467	Hippocampus
1277	2	163348977	163349392	EA	125	13	0.174700947947093	0.847221302967543	Hippocampus
1278	2	163612445	163613699	EA	138	14	0.0650008227753709	0.728987435016406	Hippocampus
1279	2	163732288	163734224	EA	142	15	0.122876065157063	0.842058139050357	Hippocampus
128	X	68828817	68829435	EA	103	20	0.206832751272477	0.613675008473894	Hippocampus
1280	2	164450749	164451978	EA	150	12	0.143442004727119	0.789772236147967	Hippocampus
1281	2	164955787	164956200	EA	140	16	0.115925387199843	0.77618648981867	Hippocampus
1282	2	165794773	165794878	EA	142	11	0.130995890825225	0.820680229012456	Hippocampus
1283	2	165846098	165846559	EA	140	14	0.126434776301698	0.839128112240273	Hippocampus
1284	2	166610117	166610569	EA	107	11	0.349534590304884	0.850710597601346	Hippocampus
1285	2	1675721	1675958	EA	283	23	0.212656921829206	0.95555015851631	Hippocampus
1286	2	168457762	168457911	EA	241	11	0.0983338292753729	0.936410527691927	Hippocampus
1287	2	168913577	168914750	EA	216	16	0.203595210433677	0.918862539252219	Hippocampus
1288	2	169768324	169769076	EA	248	14	0.16939974834661	0.945649508564766	Hippocampus
1289	2	169790381	169790649	EA	245	18	0.260765644340954	0.927566829336773	Hippocampus
129	X	69504707	69506103	EA	138	17	0.332134395303877	0.752652069280621	Hippocampus
1290	2	170713440	170713759	EA	217	14	0.127159493469402	0.910057956425597	Hippocampus
1291	2	170814468	170814642	EA	212	14	0.162755156054856	0.95087669943563	Hippocampus
1292	2	170819206	170820043	EA	209	18	0.134482761757778	0.879522443010271	Hippocampus
