task_id	chrom	start	end	race	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	region
1111	2	104863451	104864443	AA	432	11	0.0755967125654746	0.880267508746271	Hippocampus
1112	2	104876673	104876885	AA	431	11	0.039278587692841	0.843244257898919	Hippocampus
1113	2	105236800	105237382	AA	475	11	0.0992250355325324	0.906998087383095	Hippocampus
1114	2	105315694	105316580	AA	477	11	0.0940068815300946	0.918289935107729	Hippocampus
1115	2	105643840	105644483	AA	461	15	0.0912959513194562	0.899641232803691	Hippocampus
1116	2	10565300	10566078	AA	821	14	0.073292502149264	0.955401187954977	Hippocampus
1117	2	105746260	105746520	AA	475	12	0.137011853199791	0.92226469159586	Hippocampus
1118	2	106066223	106066524	AA	486	14	0.171819685226958	0.898323780956759	Hippocampus
1119	2	106263298	106265934	AA	491	11	0.13095838386186	0.897006693789376	Hippocampus
112	X	49163421	49163683	AA	69	13	0.111801711518002	0.477030813679743	Hippocampus
1120	2	106269546	106269696	AA	487	17	0.0989176228532455	0.905038111201081	Hippocampus
1121	2	106487817	106488007	AA	431	11	0.106142139540182	0.899587612174384	Hippocampus
1122	2	106584274	106584737	AA	387	11	0.236195926753126	0.876792080403889	Hippocampus
1123	2	108189630	108189883	AA	287	11	0.115136503960012	0.822152251378396	Hippocampus
1124	2	10844053	10844574	AA	862	11	0.368491375282022	0.944643575277216	Hippocampus
1125	2	108696760	108697058	AA	366	11	0.137438252960695	0.84836698386568	Hippocampus
1126	2	108718852	108718927	AA	362	11	0.155326462117033	0.885161492371294	Hippocampus
1127	2	10903631	10904282	AA	879	11	0.126142540436111	0.973488723690677	Hippocampus
1128	2	109315038	109316278	AA	269	11	0.597602049662761	0.794449568757671	Hippocampus
1129	2	10983182	10983625	AA	886	11	0.0365316248641514	0.960473438467361	Hippocampus
113	X	49171642	49172302	AA	63	15	0.0861908999874915	0.393405141644677	Hippocampus
1130	2	110211679	110213540	AA	249	13	0.107718178971852	0.810524026115518	Hippocampus
1131	2	110858289	110859334	AA	206	17	0.123296163556844	0.756463480153571	Hippocampus
1132	2	111747168	111748770	AA	325	11	0.108265029378612	0.874492520862238	Hippocampus
1133	2	11175402	11175560	AA	868	18	0.0517629345731337	0.978696515788852	Hippocampus
1134	2	112139814	112140818	AA	337	11	0.271896399540947	0.89861974936469	Hippocampus
1135	2	112182792	112182912	AA	341	12	0.0837809465130263	0.789105290518479	Hippocampus
1136	2	112346113	112347316	AA	349	11	0.0961948827196857	0.860985626619294	Hippocampus
1137	2	112432110	112433350	AA	368	11	0.329820151529726	0.847076100331101	Hippocampus
1138	2	112583637	112583819	AA	365	11	0.0764380516103747	0.788132189091459	Hippocampus
1139	2	113235117	113236105	AA	358	11	0.245240488808532	0.869806608678712	Hippocampus
114	X	49186103	49186409	AA	66	14	0.112101291534098	0.457419609803794	Hippocampus
1140	2	113273567	113274214	AA	353	14	0.186929312752214	0.831874401397369	Hippocampus
1141	2	113275528	113276762	AA	359	12	0.206012401418547	0.860546280309691	Hippocampus
1142	2	113390964	113392328	AA	363	11	0.304774122608765	0.809080480060658	Hippocampus
1143	2	113496631	113496867	AA	366	16	0.0417245300364764	0.761245473681406	Hippocampus
1144	2	113603547	113604153	AA	387	18	0.0890772750516604	0.844113972600868	Hippocampus
1145	2	11391833	11392114	AA	785	11	0.0859423635740398	0.968095952382884	Hippocampus
1146	2	114543097	114543692	AA	288	13	0.0897022841340378	0.712860031847347	Hippocampus
1147	2	114661423	114662683	AA	297	11	0.0868879858273274	0.782251257708515	Hippocampus
1148	2	11496940	11497798	AA	774	11	0.0679938786852762	0.967714011657236	Hippocampus
1149	2	11689189	11689829	AA	786	11	0.0620047552061502	0.958746665266656	Hippocampus
115	X	49190679	49191947	AA	65	22	0.0569850034919705	0.363938129334902	Hippocampus
1150	2	11744959	11745085	AA	766	11	0.129138458254147	0.959858037203712	Hippocampus
1151	2	117803644	117804211	AA	299	11	0.185309599590507	0.868140390348063	Hippocampus
1152	2	117858645	117860478	AA	314	14	0.159463275610952	0.844829650843159	Hippocampus
1153	2	11849325	11850136	AA	757	11	0.106657654934076	0.948163903350774	Hippocampus
1154	2	119011204	119011415	AA	430	11	0.0924882321599438	0.913985082871019	Hippocampus
1155	2	119290638	119291858	AA	391	11	0.703153256846878	0.844389403446182	Hippocampus
1156	2	120742317	120742583	AA	384	17	0.121222834154137	0.896907527646549	Hippocampus
1157	2	120868144	120868419	AA	413	11	0.0747052550600781	0.874398640564342	Hippocampus
1158	2	120912727	120912979	AA	411	12	0.0616065668936057	0.861825897224079	Hippocampus
1159	2	120937962	120939266	AA	426	11	0.103175261667784	0.854293920744597	Hippocampus
116	X	49235627	49235892	AA	64	15	0.118616639098222	0.426728319152986	Hippocampus
1160	2	120983502	120984007	AA	407	11	0.0827782531711063	0.900416111086366	Hippocampus
1161	2	121018844	121019326	AA	418	14	0.115755144539965	0.889592525952236	Hippocampus
1162	2	121115066	121115924	AA	405	11	0.710621360475854	0.853667768908291	Hippocampus
1163	2	122625455	122626317	AA	294	11	0.263948832061743	0.824049681832409	Hippocampus
1164	2	122627571	122629335	AA	292	11	0.473652630827297	0.836693256847756	Hippocampus
1165	2	126971447	126971741	AA	361	15	0.30034073542356	0.781372513091089	Hippocampus
1166	2	127055521	127055833	AA	369	13	0.110696996987343	0.853137141607097	Hippocampus
1167	2	127058959	127059454	AA	366	15	0.0993339394343249	0.813247716561986	Hippocampus
1168	2	127072761	127074486	AA	368	16	0.106196565391727	0.864481068600971	Hippocampus
1169	2	127077512	127078798	AA	368	13	0.115899869177212	0.792359249349284	Hippocampus
117	X	49268975	49270456	AA	63	12	0.094273839682742	0.390523853848248	Hippocampus
1170	2	127080447	127081695	AA	366	13	0.0149656820491067	0.719466876584942	Hippocampus
1171	2	127082152	127082487	AA	369	13	0.0500073683359037	0.789322373712042	Hippocampus
1172	2	127092757	127093600	AA	380	11	0.080774159148905	0.860492189553044	Hippocampus
1173	2	127097781	127098220	AA	372	12	0.0219416006504971	0.857995763586666	Hippocampus
1174	2	127102713	127104970	AA	375	12	0.187103498121071	0.879512492858385	Hippocampus
1175	2	127108156	127108542	AA	373	11	0.16196598314935	0.876463037405717	Hippocampus
1176	2	127118149	127118637	AA	378	11	0.129596763955708	0.858218643604591	Hippocampus
1177	2	127176312	127176829	AA	372	11	0.284593664048576	0.842279658286885	Hippocampus
1178	2	12719648	12721488	AA	510	13	0.13825757107226	0.945381199011772	Hippocampus
1179	2	127415619	127415744	AA	412	11	0.051160192773955	0.772393194868712	Hippocampus
118	X	49879493	49880040	AA	78	11	0.0585184683203042	0.402766829578077	Hippocampus
1180	2	127514015	127514751	AA	429	13	0.0985883932228396	0.900250927377671	Hippocampus
1181	2	127645424	127646381	AA	434	11	0.101107296271759	0.835367508631549	Hippocampus
1182	2	127651891	127652455	AA	421	19	0.0713681942346245	0.851427778131395	Hippocampus
1183	2	127695415	127696224	AA	420	12	0.129538981399382	0.905509180159487	Hippocampus
1184	2	127968843	127969279	AA	402	12	0.0310364992420928	0.802194095374494	Hippocampus
1185	2	128191512	128192171	AA	383	11	0.158447958692507	0.898045029849149	Hippocampus
1186	2	1282210	1282820	AA	589	11	0.0502488835177081	0.862776691659349	Hippocampus
1187	2	128282266	128282603	AA	389	11	0.238163100514713	0.895516274950262	Hippocampus
1188	2	128791089	128791267	AA	425	11	0.0621340617481747	0.893349590557088	Hippocampus
1189	2	128901846	128902455	AA	425	14	0.0518439639081593	0.853170973893895	Hippocampus
119	X	53683429	53684580	AA	81	14	0.0943109368542985	0.419573318014775	Hippocampus
1190	2	129233599	129234176	AA	416	12	0.101361760225578	0.894436226573185	Hippocampus
1191	2	129587294	129587713	AA	337	11	0.138484678902859	0.821521820135539	Hippocampus
1192	2	129878343	129878847	AA	303	11	0.0698221352990496	0.789919170579212	Hippocampus
1193	2	129933641	129934238	AA	291	11	0.165157871091538	0.850897169877862	Hippocampus
1194	2	129934570	129936828	AA	297	11	0.520650270754232	0.839376162571262	Hippocampus
1195	2	129993266	129993443	AA	313	12	0.147104545252251	0.837334532341071	Hippocampus
1196	2	130036916	130038260	AA	314	13	0.0729602360666114	0.81073616040033	Hippocampus
1197	2	130251675	130253480	AA	251	11	0.094396428965846	0.753844107226664	Hippocampus
1198	2	130427727	130427967	AA	247	16	0.0857326490869319	0.80542389461006	Hippocampus
1199	2	130520592	130520660	AA	249	19	0.0685058389987873	0.628912482000002	Hippocampus
12	X	119468148	119468630	AA	294	11	0.0256512337568097	0.684177745653761	Hippocampus
120	X	54043880	54044875	AA	80	11	0.0474234601916047	0.203007955748951	Hippocampus
1200	2	130529869	130530001	AA	244	11	0.172770393742748	0.804302257102989	Hippocampus
1201	2	130598613	130598739	AA	251	11	0.101358876732407	0.811173939670288	Hippocampus
1202	2	130693411	130693772	AA	250	11	0.11805097854528	0.814155660221922	Hippocampus
1203	2	130869570	130870275	AA	226	15	0.0497811011227716	0.627720223501784	Hippocampus
1204	2	131039555	131040348	AA	199	11	0.0776876265939559	0.745131719242782	Hippocampus
1205	2	131178717	131179151	AA	199	11	0.0273625960420655	0.64602502214636	Hippocampus
1206	2	131299296	131300558	AA	189	11	0.141664063636295	0.706315033952418	Hippocampus
1207	2	131352727	131354153	AA	197	11	0.717635555467996	0.851734224581875	Hippocampus
1208	2	131394471	131394757	AA	189	11	0.186338439280909	0.722144880640124	Hippocampus
1209	2	131424731	131424801	AA	203	11	0.106080574938758	0.749541638398665	Hippocampus
121	X	54182532	54183077	AA	85	18	0.0944161355493072	0.375931322987585	Hippocampus
1210	2	131430583	131432605	AA	203	11	0.305325899328675	0.870765928778951	Hippocampus
1211	2	131460149	131460525	AA	208	16	0.135638728222754	0.775477337233424	Hippocampus
1212	2	131646712	131647386	AA	272	12	0.1733016152742	0.810606303045528	Hippocampus
1213	2	131681841	131682025	AA	277	11	0.25630342245784	0.825370488123733	Hippocampus
1214	2	131802536	131803005	AA	294	11	0.0925344139831095	0.841474862805331	Hippocampus
1215	2	131829521	131830553	AA	290	11	0.130244653430816	0.812644521590991	Hippocampus
1216	2	132257931	132258273	AA	360	11	0.0821835608396187	0.854033388546577	Hippocampus
1217	2	132286652	132287494	AA	351	11	0.0698194227803003	0.854152546513607	Hippocampus
1218	2	132348339	132349289	AA	364	14	0.084568084817519	0.81620538203495	Hippocampus
1219	2	132586034	132586811	AA	374	11	0.0775208541562092	0.86156585770908	Hippocampus
122	X	54357674	54359088	AA	71	11	0.12071576703936	0.355733182102393	Hippocampus
1220	2	132589161	132589583	AA	373	14	0.0983551253678857	0.859685957688835	Hippocampus
1221	2	132671247	132671726	AA	370	16	0.0613032545881019	0.837762606178543	Hippocampus
1222	2	132887550	132888776	AA	409	11	0.473924837366144	0.87951421268595	Hippocampus
1223	2	132906432	132907936	AA	405	11	0.148698420048486	0.892085615351484	Hippocampus
1224	2	133886731	133886986	AA	490	11	0.124111194388651	0.905989532138725	Hippocampus
1225	2	134190451	134190900	AA	424	16	0.0625628113337918	0.901178180530598	Hippocampus
1226	2	134716790	134717621	AA	330	11	0.0208179152452665	0.667220883609369	Hippocampus
1227	2	135404619	135405772	AA	236	11	0.0285238841760025	0.639640695041931	Hippocampus
1228	2	137963716	137964874	AA	329	12	0.0942624239860534	0.846043818837266	Hippocampus
1229	2	137967148	137967335	AA	330	15	0.0555794678198464	0.834003000765654	Hippocampus
123	X	54495086	54495841	AA	83	15	0.139389951730759	0.468661053793457	Hippocampus
1230	2	137969070	137969647	AA	327	11	0.142569427661855	0.859276200780401	Hippocampus
1231	2	1419143	1419510	AA	591	11	0.0452049735022307	0.942585704130517	Hippocampus
1232	2	144467424	144468154	AA	300	11	0.0390640782709447	0.731293161143333	Hippocampus
1233	2	144489621	144489847	AA	288	13	0.0443001238293417	0.785038179864225	Hippocampus
1234	2	144503408	144506185	AA	283	13	0.0604578963912735	0.786577983323842	Hippocampus
1235	2	144507558	144512385	AA	288	11	0.0202496785790359	0.679941546641142	Hippocampus
1236	2	144514404	144514967	AA	283	11	0.0678790974384139	0.721985893845947	Hippocampus
1237	2	148925853	148926340	AA	282	11	0.142812041259883	0.875509738723018	Hippocampus
1238	2	148949250	148949520	AA	285	15	0.0700576472910269	0.800117321486785	Hippocampus
1239	2	149151107	149152563	AA	312	11	0.719884956710352	0.877594525494259	Hippocampus
124	X	54530676	54531078	AA	76	11	0.0931648955774778	0.278837554887636	Hippocampus
1240	2	149240340	149240618	AA	299	11	0.248378147538456	0.841925572819783	Hippocampus
1241	2	149320607	149320750	AA	308	15	0.160563626163996	0.846974075006231	Hippocampus
1242	2	151619402	151620935	AA	297	11	0.176335700667105	0.853497248064544	Hippocampus
1243	2	15170200	15170586	AA	479	15	0.401855787318056	0.894524885332488	Hippocampus
1244	2	152222888	152223593	AA	288	11	0.116473264213082	0.836693750863571	Hippocampus
1245	2	152337736	152338522	AA	303	11	0.0864335691165764	0.778582780687436	Hippocampus
1246	2	152505707	152506608	AA	328	12	0.0864628770152968	0.852867917654167	Hippocampus
1247	2	152581326	152581835	AA	351	11	0.0532058361468794	0.851417249678328	Hippocampus
1248	2	154375693	154375995	AA	325	19	0.0976358108695475	0.809149414433076	Hippocampus
1249	2	156254538	156255000	AA	235	11	0.0718575712508479	0.755836233122558	Hippocampus
125	X	54808717	54808895	AA	75	11	0.0642808897119039	0.312338987032519	Hippocampus
1250	2	156338680	156340918	AA	244	12	0.0687719706290732	0.767894379980094	Hippocampus
1251	2	1565481	1566537	AA	592	11	0.111943192712615	0.922455291630304	Hippocampus
1252	2	157320976	157322640	AA	338	15	0.144972510128794	0.889559348728187	Hippocampus
1253	2	157323987	157325659	AA	340	13	0.246172334015828	0.863869831540662	Hippocampus
1254	2	157596955	157597159	AA	344	15	0.0713004790661417	0.876675420544944	Hippocampus
1255	2	158459508	158460782	AA	396	11	0.0707083317585116	0.792052124134383	Hippocampus
1256	2	158485420	158487183	AA	416	11	0.099952589679919	0.894659100078301	Hippocampus
1257	2	158723461	158724438	AA	394	17	0.119798637870763	0.897030891835018	Hippocampus
1258	2	158970729	158971302	AA	359	11	0.0860354772235722	0.878559039221998	Hippocampus
1259	2	158998413	158999710	AA	357	15	0.068133937163688	0.808621905760753	Hippocampus
126	X	55000279	55000886	AA	68	11	0.0506416195746596	0.276844547159853	Hippocampus
1260	2	159249981	159250835	AA	318	24	0.135030613209179	0.770962670367608	Hippocampus
1261	2	159903563	159904054	AA	265	11	0.101242980615549	0.796172231879689	Hippocampus
1262	2	16013789	16014596	AA	535	11	0.148348573143307	0.942267776042288	Hippocampus
1263	2	16030299	16031630	AA	533	18	0.0925480280950391	0.942411564816662	Hippocampus
1264	2	160371620	160372226	AA	231	11	0.143244490627049	0.774069058872806	Hippocampus
1265	2	160406076	160406640	AA	225	12	0.166583935285775	0.745658520564919	Hippocampus
1266	2	16069657	16070673	AA	530	11	0.0286783233476904	0.933950665735197	Hippocampus
1267	2	161236825	161237304	AA	211	18	0.0374772726534029	0.563976706535488	Hippocampus
1268	2	161340812	161341455	AA	217	11	0.190614415709881	0.827160585537591	Hippocampus
1269	2	161415240	161416184	AA	201	11	0.146696130622106	0.765750434110951	Hippocampus
127	X	55161535	55161614	AA	65	13	0.0596533885292611	0.243735093057848	Hippocampus
1270	2	161419147	161419266	AA	211	11	0.0430805080366185	0.64141925936564	Hippocampus
1271	2	161423271	161423641	AA	215	17	0.0562809988298394	0.620270209950273	Hippocampus
1272	2	161423803	161427977	AA	216	11	0.0622479209703004	0.732534394685969	Hippocampus
1273	2	1615457	1616020	AA	586	11	0.543700178005175	0.903058100005643	Hippocampus
1274	2	16169004	16169296	AA	508	11	0.131715821837059	0.944673933050781	Hippocampus
1275	2	16215695	16216665	AA	511	11	0.0421746609261398	0.92764336784784	Hippocampus
1276	2	16293436	16293832	AA	520	11	0.0582732614006119	0.930942991536483	Hippocampus
1277	2	163348977	163349392	AA	277	11	0.0639321107003729	0.834661338919161	Hippocampus
1278	2	163612445	163613699	AA	311	15	0.0965811006352569	0.842006537751895	Hippocampus
1279	2	163732288	163734224	AA	328	11	0.0832900640108918	0.795623132945827	Hippocampus
128	X	68828817	68829435	AA	191	12	0.0867763280515578	0.523029715778624	Hippocampus
1280	2	164450749	164451978	AA	343	18	0.0759471644531824	0.834330780106635	Hippocampus
1281	2	164955787	164956200	AA	301	15	0.0876679459580836	0.818301369066057	Hippocampus
1282	2	165794773	165794878	AA	306	11	0.0469778138489503	0.761139747692332	Hippocampus
1283	2	165846098	165846559	AA	300	12	0.0992439199002461	0.741768881099504	Hippocampus
1284	2	166610117	166610569	AA	250	11	0.29268479832616	0.736074684840616	Hippocampus
1285	2	1675721	1675958	AA	626	11	0.0863478592592226	0.932662167983447	Hippocampus
1286	2	168457762	168457911	AA	560	11	0.032224152795543	0.89180549733624	Hippocampus
1287	2	168913577	168914750	AA	507	11	0.139820065256789	0.876340757256907	Hippocampus
1288	2	169768324	169769076	AA	576	15	0.0806869128902488	0.935591373904762	Hippocampus
1289	2	169790381	169790649	AA	568	11	0.103500981355723	0.952795687099106	Hippocampus
129	X	69504707	69506103	AA	254	22	0.106830841400124	0.643196374907727	Hippocampus
