vmr_id	feature_type	nearest_feature_id	nearest_feature_name	nearest_distance	seqnames	start	end	h2_category	h2_unscaled	r_squared_cv	num_snps	population	vmr_set	vmr_length	log_nearest_distance	within_10kb	within_100kb
chr16_86281461_86281688	gene	ENSG00000268754	LINC01081	0	chr16	86281461	86281688	Heritable	0.102165903853781	0.981051073064053	1325	AA	shared	227	0	TRUE	TRUE
chr16_86285648_86285899	gene	ENSG00000268754	LINC01081	0	chr16	86285648	86285899	Heritable	0.192909879979033	0.965122518107331	1318	AA	shared	251	0	TRUE	TRUE
chr16_86343217_86343338	gene	ENSG00000168367	LINC00917	0	chr16	86343217	86343338	Non-heritable	0.0975345616687976	0.98572268276075	1293	AA	shared	121	0	TRUE	TRUE
chr16_86494097_86494399	gene	ENSG00000268388	FENDRR	0	chr16	86494097	86494399	Heritable	0.110579051653101	0.985540022409516	1248	AA	shared	302	0	TRUE	TRUE
chr16_86494618_86494872	gene	ENSG00000268388	FENDRR	0	chr16	86494618	86494872	Non-heritable	0.0824615561642917	0.975020915048515	1231	AA	shared	254	0	TRUE	TRUE
chr16_86533337_86535125	gene	ENSG00000103248	MTHFSD	0	chr16	86533337	86535125	Heritable	0.104362387921401	0.976700708599132	1205	AA	shared	1788	0	TRUE	TRUE
chr16_8661792_8662118	gene	ENSG00000279357	ENSG00000279357	4643	chr16	8661792	8662118	Heritable	0.322980895807137	0.931004373182354	945	AA	shared	326	8.44333134281778	TRUE	TRUE
chr16_86761702_86762112	gene	ENSG00000304496	ENSG00000304496	0	chr16	86761702	86762112	Heritable	0.105513203912366	0.961151178249122	1237	AA	shared	410	0	TRUE	TRUE
chr16_86791540_86792456	gene	ENSG00000287010	ENSG00000287010	20498	chr16	86791540	86792456	Heritable	0.113117463940153	0.955571088495283	1263	AA	shared	916	9.92813138344889	FALSE	TRUE
chr16_86806854_86807232	gene	ENSG00000287010	ENSG00000287010	35812	chr16	86806854	86807232	Non-heritable	0.0640832120544806	0.887102188073553	1260	AA	shared	378	10.4860662349652	FALSE	TRUE
chr16_86935105_86935580	gene	ENSG00000287161	ENSG00000287161	0	chr16	86935105	86935580	Non-heritable	0.0939717826292602	0.981081987554892	1278	AA	shared	475	0	TRUE	TRUE
chr16_86942672_86942940	gene	ENSG00000287161	ENSG00000287161	0	chr16	86942672	86942940	Non-heritable	0.0851936337724162	0.981464383097961	1298	AA	shared	268	0	TRUE	TRUE
chr16_87216436_87217083	gene	ENSG00000261651	ENSG00000261651	0	chr16	87216436	87217083	Non-heritable	0.0749638756058244	0.975265440538345	1136	AA	shared	647	0	TRUE	TRUE
chr16_87333025_87333434	gene	ENSG00000103264	FBXO31	0	chr16	87333025	87333434	Non-heritable	0.0827196176784926	0.976023090226707	1110	AA	shared	409	0	TRUE	TRUE
chr16_87518934_87519173	gene	ENSG00000294874	ENSG00000294874	0	chr16	87518934	87519173	Non-heritable	0.0548479364602284	0.962369628030571	1005	AA	shared	239	0	TRUE	TRUE
chr16_87550444_87550609	gene	ENSG00000303998	ENSG00000303998	5288	chr16	87550444	87550609	Non-heritable	0.0944896104489267	0.970608604997779	1019	AA	shared	165	8.57338447106598	TRUE	TRUE
chr16_87560258_87560488	gene	ENSG00000303998	ENSG00000303998	0	chr16	87560258	87560488	Non-heritable	0.090603809935986	0.971410154609057	1017	AA	shared	230	0	TRUE	TRUE
chr1_245652510_245653681	gene	ENSG00000162849	KIF26B	0	chr1	245652510	245653681	Heritable	0.444882626339436	0.895368215183555	726	AA	shared	1171	0	TRUE	TRUE
chr16_87684207_87684455	gene	ENSG00000277504	ENSG00000277504	0	chr16	87684207	87684455	Non-heritable	0.0873593162314956	0.970222476648525	1034	AA	shared	248	0	TRUE	TRUE
chr16_87704846_87705947	gene	ENSG00000104731	KLHDC4	0	chr16	87704846	87705947	Heritable	0.112786523510472	0.966610023317698	1019	AA	shared	1101	0	TRUE	TRUE
chr16_87725875_87726202	gene	ENSG00000104731	KLHDC4	0	chr16	87725875	87726202	Non-heritable	0.0699893150778794	0.964197382440997	1019	AA	shared	327	0	TRUE	TRUE
chr16_87740878_87741076	gene	ENSG00000260671	ENSG00000260671	0	chr16	87740878	87741076	Non-heritable	0.0933018102735827	0.972243438317577	1001	AA	shared	198	0	TRUE	TRUE
chr16_87779415_87779518	gene	ENSG00000260498	ENSG00000260498	34	chr16	87779415	87779518	Non-heritable	0.0935213150535846	0.971563269365464	1012	AA	shared	103	3.55534806148941	TRUE	TRUE
chr16_87844358_87844703	gene	ENSG00000103257	SLC7A5	0	chr16	87844358	87844703	Heritable	0.229332296037063	0.92348743628127	1009	AA	shared	345	0	TRUE	TRUE
chr1_245687619_245688640	gene	ENSG00000162849	KIF26B	0	chr1	245687619	245688640	Non-heritable	0.0843584910088036	0.940131093706062	747	AA	shared	1021	0	TRUE	TRUE
chr16_87874545_87875083	gene	ENSG00000103257	SLC7A5	5037	chr16	87874545	87875083	Heritable	0.413627123377763	0.935105057270444	1018	AA	shared	538	8.52476445691256	TRUE	TRUE
chr16_87911230_87911552	gene	ENSG00000174990	CA5A	0	chr16	87911230	87911552	Heritable	0.125521509185668	0.972468717024283	993	AA	shared	322	0	TRUE	TRUE
chr16_87931779_87931904	gene	ENSG00000174990	CA5A	0	chr16	87931779	87931904	Heritable	0.117148165708262	0.976001717901493	1008	AA	shared	125	0	TRUE	TRUE
chr16_88019287_88019947	gene	ENSG00000172530	BANP	0	chr16	88019287	88019947	Heritable	0.104194359806623	0.951161535966277	972	AA	shared	660	0	TRUE	TRUE
chr16_88091741_88091851	gene	ENSG00000205037	ENSG00000205037	0	chr16	88091741	88091851	Heritable	0.123707700600788	0.967785184299041	945	AA	shared	110	0	TRUE	TRUE
chr16_88091958_88092097	gene	ENSG00000205037	ENSG00000205037	0	chr16	88091958	88092097	Heritable	0.115178860826424	0.972259696184155	958	AA	shared	139	0	TRUE	TRUE
chr16_88093716_88094246	gene	ENSG00000205037	ENSG00000205037	0	chr16	88093716	88094246	Non-heritable	0.0691966685117804	0.969149035635691	943	AA	shared	530	0	TRUE	TRUE
chr16_88101871_88102033	gene	ENSG00000260420	LINC02182	0	chr16	88101871	88102033	Non-heritable	0.0703972242651238	0.962976927829089	934	AA	shared	162	0	TRUE	TRUE
chr16_88116506_88116763	gene	ENSG00000260420	LINC02182	0	chr16	88116506	88116763	Non-heritable	0.0902423005411641	0.957257752385276	948	AA	shared	257	0	TRUE	TRUE
chr16_88159349_88159882	gene	ENSG00000260420	LINC02182	0	chr16	88159349	88159882	Non-heritable	0.0677813860511241	0.959598339631888	939	AA	shared	533	0	TRUE	TRUE
chr16_88258716_88258993	gene	ENSG00000300040	ENSG00000300040	0	chr16	88258716	88258993	Non-heritable	0.0873867428570087	0.95804805008078	895	AA	shared	277	0	TRUE	TRUE
chr16_88357636_88358041	gene	ENSG00000296988	ENSG00000296988	11746	chr16	88357636	88358041	Heritable	0.101217276093615	0.96647165365939	867	AA	shared	405	9.37135316782389	FALSE	TRUE
chr16_88367800_88368259	gene	ENSG00000307926	ENSG00000307926	13532	chr16	88367800	88368259	Heritable	0.117035646344999	0.963248079521752	888	AA	shared	459	9.51288642607651	FALSE	TRUE
chr16_88374743_88374811	gene	ENSG00000307926	ENSG00000307926	6980	chr16	88374743	88374811	Non-heritable	0.0671289151237378	0.956394073521816	862	AA	shared	68	8.8509474519704	TRUE	TRUE
chr16_88376498_88376759	gene	ENSG00000307926	ENSG00000307926	5032	chr16	88376498	88376759	Heritable	0.105383594929189	0.963516888263393	889	AA	shared	261	8.52377150677636	TRUE	TRUE
chr1_246504927_246505473	gene	ENSG00000185420	SMYD3	0	chr1	246504927	246505473	Heritable	0.375151132915614	0.882759844659641	711	AA	shared	546	0	TRUE	TRUE
chr16_88468880_88469086	gene	ENSG00000263456	MIR5189	0	chr16	88468880	88469086	Heritable	0.119267821876905	0.954405348629117	895	AA	shared	206	0	TRUE	TRUE
chr16_88480887_88481171	gene	ENSG00000179588	ZFPM1	0	chr16	88480887	88481171	Non-heritable	0.0568066451572508	0.954537762514147	878	AA	shared	284	0	TRUE	TRUE
chr16_88514889_88514974	gene	ENSG00000261744	ZFPM1-AS1	0	chr16	88514889	88514974	Non-heritable	0.0533872916948973	0.954626922942673	859	AA	shared	85	0	TRUE	TRUE
chr16_88650419_88650582	gene	ENSG00000051523	CYBA	0	chr16	88650419	88650582	Heritable	0.111563275937664	0.967051517023075	859	AA	shared	163	0	TRUE	TRUE
chr16_88678089_88678782	gene	ENSG00000185669	SNAI3	0	chr16	88678089	88678782	Heritable	0.134597448231444	0.912202689125294	837	AA	shared	693	0	TRUE	TRUE
chr16_88718875_88719587	gene	ENSG00000260121	ENSG00000260121	0	chr16	88718875	88719587	Heritable	0.123009258968504	0.951464091562084	844	AA	shared	712	0	TRUE	TRUE
chr16_88730764_88731412	gene	ENSG00000224888	HSALR1	0	chr16	88730764	88731412	Heritable	0.24329343887572	0.916715321610107	825	AA	shared	648	0	TRUE	TRUE
chr16_88746274_88746996	gene	ENSG00000103335	PIEZO1	0	chr16	88746274	88746996	Heritable	0.109461317971627	0.9285431629121	834	AA	shared	722	0	TRUE	TRUE
chr16_88755167_88755826	gene	ENSG00000103335	PIEZO1	0	chr16	88755167	88755826	Heritable	0.283104467325182	0.933430072558796	834	AA	shared	659	0	TRUE	TRUE
chr16_88828941_88829225	gene	ENSG00000141012	GALNS	0	chr16	88828941	88829225	Heritable	0.169935952043127	0.910418305933774	785	AA	shared	284	0	TRUE	TRUE
chr16_88881106_88881790	gene	ENSG00000259881	ENSG00000259881	0	chr16	88881106	88881790	Heritable	0.100804180979551	0.942928762543335	767	AA	shared	684	0	TRUE	TRUE
chr16_88920937_88921471	gene	ENSG00000129993	CBFA2T3	0	chr16	88920937	88921471	Non-heritable	0.0656439370292249	0.907089720445959	737	AA	shared	534	0	TRUE	TRUE
chr16_88924998_88925742	gene	ENSG00000129993	CBFA2T3	0	chr16	88924998	88925742	Heritable	0.116709721725734	0.909220189050418	742	AA	shared	744	0	TRUE	TRUE
chr16_89079996_89080366	gene	ENSG00000176715	ACSF3	8008	chr16	89079996	89080366	Heritable	0.104114387632726	0.94720570241055	781	AA	shared	370	8.98832118832368	TRUE	TRUE
chr16_89084908_89085087	gene	ENSG00000176715	ACSF3	3287	chr16	89084908	89085087	Heritable	0.284252291002558	0.874309642275672	753	AA	shared	179	8.09803475617607	TRUE	TRUE
chr16_89118496_89118676	gene	ENSG00000176715	ACSF3	0	chr16	89118496	89118676	Non-heritable	0.0940192645049584	0.892701667091405	740	AA	shared	180	0	TRUE	TRUE
chr16_89193716_89193792	gene	ENSG00000129910	CDH15	0	chr16	89193716	89193792	Non-heritable	0.0585917712203554	0.905645997093211	702	AA	shared	76	0	TRUE	TRUE
chr16_89230057_89230679	gene	ENSG00000170100	ZNF778	0	chr16	89230057	89230679	Non-heritable	0.0871461575630236	0.935078179267649	700	AA	shared	622	0	TRUE	TRUE
chr16_89261708_89262034	gene	ENSG00000295624	ENSG00000295624	4537	chr16	89261708	89262034	Heritable	0.130276351717639	0.917328118153204	695	AA	shared	326	8.42024166533979	TRUE	TRUE
chr16_89356397_89356775	gene	ENSG00000288715	ENSG00000288715	0	chr16	89356397	89356775	Heritable	0.37072613451185	0.860838890983849	638	AA	shared	378	0	TRUE	TRUE
chr16_89506904_89507154	gene	ENSG00000261118	ENSG00000261118	0	chr16	89506904	89507154	Non-heritable	0.0540355528873335	0.893580585224881	589	AA	shared	250	0	TRUE	TRUE
chr16_89556519_89556984	gene	ENSG00000197912	SPG7	0	chr16	89556519	89556984	Non-heritable	0.0952321950940653	0.907577164651552	543	AA	shared	465	0	TRUE	TRUE
chr16_89640660_89641810	gene	ENSG00000131165	CHMP1A	0	chr16	89640660	89641810	Heritable	0.66210063807178	0.881489480924914	514	AA	shared	1150	0	TRUE	TRUE
chr16_89697383_89697559	gene	ENSG00000158792	SPATA2L	0	chr16	89697383	89697559	Non-heritable	0.0908516885706	0.866025683453795	481	AA	shared	176	0	TRUE	TRUE
chr16_89779239_89779756	gene	ENSG00000187741	FANCA	0	chr16	89779239	89779756	Non-heritable	0.0517031890290506	0.806579875464798	405	AA	shared	517	0	TRUE	TRUE
chr16_89817223_89817377	gene	ENSG00000187741	FANCA	245	chr16	89817223	89817377	Heritable	0.105966646758486	0.822683131941601	387	AA	shared	154	5.50533153593236	TRUE	TRUE
chr1_247127555_247128072	gene	ENSG00000305271	ENSG00000305271	0	chr1	247127555	247128072	Heritable	0.286169652131586	0.846074960478442	619	AA	shared	517	0	TRUE	TRUE
chr16_8983653_8983918	gene	ENSG00000309643	ENSG00000309643	8202	chr16	8983653	8983918	Heritable	0.243615581724243	0.896618429694432	846	AA	shared	265	9.01225522000275	TRUE	TRUE
chr16_89902965_89903281	gene	ENSG00000141002	TCF25	0	chr16	89902965	89903281	Heritable	0.185387192639016	0.793737214656134	342	AA	shared	316	0	TRUE	TRUE
chr16_89971793_89972123	gene	ENSG00000177946	CENPBD1P	0	chr16	89971793	89972123	Heritable	0.420269974167733	0.730245214772041	301	AA	shared	330	0	TRUE	TRUE
chr16_90011063_90011600	gene	ENSG00000003249	DBNDD1	0	chr16	90011063	90011600	Heritable	0.405852851662022	0.769944105536697	296	AA	shared	537	0	TRUE	TRUE
chr16_90077236_90078322	gene	ENSG00000126856	PRDM7	0	chr16	90077236	90078322	Heritable	0.121953028999378	0.788582768579343	280	AA	shared	1086	0	TRUE	TRUE
chr16_90082275_90082812	gene	ENSG00000126856	PRDM7	0	chr16	90082275	90082812	Heritable	0.138429677279743	0.67492157026762	279	AA	shared	537	0	TRUE	TRUE
chr1_247182324_247183097	gene	ENSG00000305271	ENSG00000305271	0	chr1	247182324	247183097	Heritable	0.282055638762241	0.868193619536462	601	AA	shared	773	0	TRUE	TRUE
chr16_9154684_9154950	gene	ENSG00000294612	ENSG00000294612	0	chr16	9154684	9154950	Non-heritable	0.057168543093101	0.934116451356482	823	AA	shared	266	0	TRUE	TRUE
chr17_10123704_10124407	gene	ENSG00000007237	GAS7	0	chr17	10123704	10124407	Heritable	0.124661189948523	0.959880634442661	801	AA	shared	703	0	TRUE	TRUE
chr17_1038932_1039175	gene	ENSG00000159842	ABR	0	chr17	1038932	1039175	Non-heritable	0.0871018022767317	0.928882435165387	913	AA	shared	243	0	TRUE	TRUE
chr1_247517995_247518648	gene	ENSG00000169224	GCSAML	0	chr1	247517995	247518648	Heritable	0.360806878682467	0.832740953019549	590	AA	shared	653	0	TRUE	TRUE
chr17_1043766_1044102	gene	ENSG00000159842	ABR	0	chr17	1043766	1044102	Heritable	0.147106624949287	0.964171478630889	901	AA	shared	336	0	TRUE	TRUE
chr17_11247140_11247412	gene	ENSG00000188803	SHISA6	0	chr17	11247140	11247412	Non-heritable	0.0766069800877169	0.927559283076629	582	AA	shared	272	0	TRUE	TRUE
chr17_1216833_1217194	gene	ENSG00000159842	ABR	0	chr17	1216833	1217194	Heritable	0.125335710533072	0.96954635027044	917	AA	shared	361	0	TRUE	TRUE
chr17_1220830_1221099	gene	ENSG00000159842	ABR	0	chr17	1220830	1221099	Non-heritable	0.0524050206081003	0.962016236614588	918	AA	shared	269	0	TRUE	TRUE
chr17_1253883_1254052	gene	ENSG00000262213	ENSG00000262213	0	chr17	1253883	1254052	Non-heritable	0.0878910516656438	0.955170573872332	895	AA	shared	169	0	TRUE	TRUE
chr17_12844863_12845247	gene	ENSG00000006740	ARHGAP44	0	chr17	12844863	12845247	Heritable	0.227057540480522	0.892517557082419	734	AA	shared	384	0	TRUE	TRUE
chr17_13782330_13782514	gene	ENSG00000236088	COX10-DT	0	chr17	13782330	13782514	Heritable	0.410258130787401	0.928137414576591	873	AA	shared	184	0	TRUE	TRUE
chr17_14015588_14015719	gene	ENSG00000236088	COX10-DT	0	chr17	14015588	14015719	Heritable	0.130198086641607	0.946183854917873	911	AA	shared	131	0	TRUE	TRUE
chr17_1469136_1469598	gene	ENSG00000197879	MYO1C	0	chr17	1469136	1469598	Heritable	0.387258307217625	0.924546731196544	851	AA	shared	462	0	TRUE	TRUE
chr17_15346391_15346829	gene	ENSG00000298674	ENSG00000298674	0	chr17	15346391	15346829	Heritable	0.356461732455166	0.85059743686579	610	AA	shared	438	0	TRUE	TRUE
chr17_15750170_15750352	gene	ENSG00000308353	ENSG00000308353	0	chr17	15750170	15750352	Heritable	0.134635768654456	0.903572518604429	524	AA	shared	182	0	TRUE	TRUE
chr17_1640343_1640976	gene	ENSG00000074660	SCARF1	0	chr17	1640343	1640976	Non-heritable	0.0814909172735502	0.955712637333343	842	AA	shared	633	0	TRUE	TRUE
chr17_16683089_16683884	gene	ENSG00000231458	RNASEH1P2	0	chr17	16683089	16683884	Non-heritable	0.0731595335735601	0.847166728001368	388	AA	shared	795	0	TRUE	TRUE
chr17_16745932_16746360	gene	ENSG00000226478	UPF3AP1	0	chr17	16745932	16746360	Heritable	0.262413319465325	0.790901636304196	383	AA	shared	428	0	TRUE	TRUE
chr17_16878636_16878813	gene	ENSG00000299412	ENSG00000299412	32	chr17	16878636	16878813	Heritable	0.49815182548693	0.788667086657456	391	AA	shared	177	3.49650756146648	TRUE	TRUE
chr17_16991543_16991628	gene	ENSG00000230969	LINC02090	0	chr17	16991543	16991628	Non-heritable	0.0906188836745182	0.836100544863198	368	AA	shared	85	0	TRUE	TRUE
chr17_17021133_17021882	gene	ENSG00000230969	LINC02090	0	chr17	17021133	17021882	Non-heritable	0.0603498815328751	0.808706536786662	378	AA	shared	749	0	TRUE	TRUE
chr17_17205369_17207039	gene	ENSG00000264187	ENSG00000264187	0	chr17	17205369	17207039	Non-heritable	0.0534494923963999	0.807934612704565	387	AA	shared	1670	0	TRUE	TRUE
chr17_17379516_17379919	gene	ENSG00000215030	RPL13P12	3457	chr17	17379516	17379919	Non-heritable	0.0249529745346831	0.714169853764882	368	AA	shared	403	8.14844566624324	TRUE	TRUE
chr17_17506999_17507134	gene	ENSG00000133027	PEMT	0	chr17	17506999	17507134	Non-heritable	0.0453079914108228	0.698490097911523	342	AA	shared	135	0	TRUE	TRUE
chr17_1763147_1763320	gene	ENSG00000132386	SERPINF1	0	chr17	1763147	1763320	Non-heritable	0.0834202472682969	0.958180525637618	865	AA	shared	173	0	TRUE	TRUE
chr1_247783420_247785859	gene	ENSG00000228336	OR9H1P	3895	chr1	247783420	247785859	Heritable	0.408857181815368	0.874873362232722	527	AA	shared	2439	8.26770566476243	TRUE	TRUE
chr17_17700936_17701089	gene	ENSG00000108557	RAI1	0	chr17	17700936	17701089	Non-heritable	0.0899622661390116	0.803272096443247	318	AA	shared	153	0	TRUE	TRUE
chr17_17725302_17726208	gene	ENSG00000108557	RAI1	0	chr17	17725302	17726208	Non-heritable	0.0220087399096615	0.782508396562699	323	AA	shared	906	0	TRUE	TRUE
chr17_17809084_17809202	gene	ENSG00000108557	RAI1	0	chr17	17809084	17809202	Non-heritable	0.0620424801432801	0.758750717491782	327	AA	shared	118	0	TRUE	TRUE
chr17_17831391_17831712	gene	ENSG00000072310	SREBF1	0	chr17	17831391	17831712	Non-heritable	0.0929761777420975	0.782162472915536	325	AA	shared	321	0	TRUE	TRUE
chr17_17849314_17850202	gene	ENSG00000175662	TOM1L2	0	chr17	17849314	17850202	Non-heritable	0.0765278061826359	0.766751146321705	318	AA	shared	888	0	TRUE	TRUE
chr17_17981444_17981681	gene	ENSG00000230273	BRI3P3	0	chr17	17981444	17981681	Non-heritable	0.0329719852660741	0.643474109266165	285	AA	shared	237	0	TRUE	TRUE
chr17_1880572_1881078	gene	ENSG00000132383	RPA1	0	chr17	1880572	1881078	Non-heritable	0.0316873774448814	0.96602282946311	868	AA	shared	506	0	TRUE	TRUE
chr17_19344032_19344577	gene	ENSG00000221540	MIR1180	0	chr17	19344032	19344577	Non-heritable	0.0649812452487749	0.595487296991551	204	AA	shared	545	0	TRUE	TRUE
chr17_1935036_1935170	gene	ENSG00000185924	RTN4RL1	0	chr17	1935036	1935170	Non-heritable	0.0921320828827163	0.937449033078127	865	AA	shared	134	0	TRUE	TRUE
chrX_131795769_131796475	gene	ENSG00000241418	MCRIP2P1	0	chrX	131795769	131796475	Non-heritable	0.0165342112891499	0.383900932335508	144	AA	shared	706	0	TRUE	TRUE
chr17_19506403_19507090	gene	ENSG00000142494	SLC47A1	0	chr17	19506403	19507090	Heritable	0.583916205891992	0.78165567630368	207	AA	shared	687	0	TRUE	TRUE
chr17_19526154_19526714	gene	ENSG00000142494	SLC47A1	0	chr17	19526154	19526714	Heritable	0.110475148005063	0.704857709376856	207	AA	shared	560	0	TRUE	TRUE
chr17_19724422_19725077	gene	ENSG00000262681	ENSG00000262681	1993	chr17	19724422	19725077	Non-heritable	0.0938265663083093	0.696739033692762	204	AA	shared	655	7.59789795052178	TRUE	TRUE
chr17_20530918_20531357	gene	ENSG00000260907	ENSG00000260907	0	chr17	20530918	20531357	Heritable	0.275521567939511	0.751818546477058	293	AA	shared	439	0	TRUE	TRUE
chr17_2056754_2058208	gene	ENSG00000177374	HIC1	0	chr17	2056754	2058208	Non-heritable	0.0382140563791498	0.94615279365968	847	AA	shared	1454	0	TRUE	TRUE
chr17_20841309_20841406	gene	ENSG00000233098	CCDC144NL-AS1	0	chr17	20841309	20841406	Heritable	0.248311512367497	0.72648563485585	250	AA	shared	97	0	TRUE	TRUE
chr17_20999370_20999975	gene	ENSG00000263986	ENSG00000263986	0	chr17	20999370	20999975	Non-heritable	0.039638002903115	0.61100779190359	246	AA	shared	605	0	TRUE	TRUE
chr17_21383200_21383736	gene	ENSG00000184185	KCNJ12	0	chr17	21383200	21383736	Non-heritable	0.0914021191362591	0.667782956963146	245	AA	shared	536	0	TRUE	TRUE
chr17_21573616_21574824	gene	ENSG00000264245	ENSG00000264245	0	chr17	21573616	21574824	Non-heritable	0.0556537109366365	0.625869464481187	260	AA	shared	1208	0	TRUE	TRUE
chr17_21678549_21679148	gene	ENSG00000298824	ENSG00000298824	0	chr17	21678549	21679148	Non-heritable	0.0800218703275088	0.615156097642909	247	AA	shared	599	0	TRUE	TRUE
chr17_21760742_21761836	gene	ENSG00000283566	ENSG00000283566	11917	chr17	21760742	21761836	Heritable	0.180717713304108	0.736570136868084	229	AA	shared	1094	9.38580514130692	FALSE	TRUE
chr17_21842226_21843004	gene	ENSG00000283566	ENSG00000283566	58760	chr17	21842226	21843004	Non-heritable	0.0550786773693098	0.547692464897348	218	AA	shared	778	10.9812336485229	FALSE	TRUE
chr17_2352655_2353099	gene	ENSG00000141258	SGSM2	0	chr17	2352655	2353099	Heritable	0.39737308529739	0.893557052435975	720	AA	shared	444	0	TRUE	TRUE
chr17_2396661_2397313	gene	ENSG00000070444	MNT	0	chr17	2396661	2397313	Non-heritable	0.0767868869583126	0.837489775626891	707	AA	shared	652	0	TRUE	TRUE
chr17_26843500_26844409	gene	ENSG00000263433	ENSG00000263433	137284	chr17	26843500	26844409	Heritable	0.580296042926137	0.725526723146778	130	AA	shared	909	11.82981433597	FALSE	FALSE
chr17_2724823_2725100	gene	ENSG00000277200	CCDC92B	0	chr17	2724823	2725100	Heritable	0.131867367148529	0.940786314182914	705	AA	shared	277	0	TRUE	TRUE
chr17_27535936_27536211	gene	ENSG00000141068	KSR1	0	chr17	27535936	27536211	Non-heritable	0.0603206385802818	0.696291217711161	212	AA	shared	275	0	TRUE	TRUE
chr17_2867817_2868073	gene	ENSG00000132359	RAP1GAP2	0	chr17	2867817	2868073	Non-heritable	0.0546235338811055	0.909250429659064	739	AA	shared	256	0	TRUE	TRUE
chr17_28716843_28716945	gene	ENSG00000109113	RAB34	0	chr17	28716843	28716945	Non-heritable	0.0650253715572369	0.654964760873854	235	AA	shared	102	0	TRUE	TRUE
chr17_29083080_29083525	gene	ENSG00000196535	MYO18A	0	chr17	29083080	29083525	Heritable	0.474887623428606	0.711474411874818	192	AA	shared	445	0	TRUE	TRUE
chr17_29533935_29534354	gene	ENSG00000160551	TAOK1	0	chr17	29533935	29534354	Non-heritable	0.0829608328272185	0.593497703980834	187	AA	shared	419	0	TRUE	TRUE
chr17_29645081_29645902	gene	ENSG00000265625	ENSG00000265625	0	chr17	29645081	29645902	Non-heritable	0.0742702075016711	0.470468479626219	174	AA	shared	821	0	TRUE	TRUE
chr17_2982810_2983171	gene	ENSG00000132359	RAP1GAP2	0	chr17	2982810	2983171	Heritable	0.113007423430619	0.944730908585126	742	AA	shared	361	0	TRUE	TRUE
chr17_30340921_30341544	gene	ENSG00000207132	Y_RNA	2958	chr17	30340921	30341544	Non-heritable	0.0828201397168628	0.506429062326259	140	AA	shared	623	7.99260665240021	TRUE	TRUE
chr17_30711017_30711443	gene	ENSG00000290928	ENSG00000290928	0	chr17	30711017	30711443	Non-heritable	0.0546184637849199	0.684102553033338	272	AA	shared	426	0	TRUE	TRUE
chr17_30970096_30970373	gene	ENSG00000286194	ENSG00000286194	0	chr17	30970096	30970373	Non-heritable	0.0822217883886632	0.805953719506065	326	AA	shared	277	0	TRUE	TRUE
chr17_31416640_31417657	gene	ENSG00000131242	RAB11FIP4	0	chr17	31416640	31417657	Non-heritable	0.0595474906877177	0.783291458611046	344	AA	shared	1017	0	TRUE	TRUE
chr17_31471702_31472245	gene	ENSG00000131242	RAB11FIP4	0	chr17	31471702	31472245	Non-heritable	0.0675006819947934	0.716232355247234	346	AA	shared	543	0	TRUE	TRUE
chr17_3176273_3176955	gene	ENSG00000295633	ENSG00000295633	0	chr17	3176273	3176955	Heritable	0.55555774333549	0.886811240466168	698	AA	shared	682	0	TRUE	TRUE
