vmr_id	feature_type	nearest_feature_id	nearest_feature_name	nearest_distance	seqnames	start	end	h2_category	h2_unscaled	r_squared_cv	num_snps	population	vmr_set	vmr_length	log_nearest_distance	within_10kb	within_100kb
chr1_9932063_9932678	gene	ENSG00000162441	LZIC	0	chr1	9932063	9932678	Heritable	0.133466721318408	0.956169859956296	599	AA	shared	615	0	TRUE	TRUE
chr1_9941437_9941656	gene	ENSG00000162441	LZIC	0	chr1	9941437	9941656	Heritable	0.13829283203673	0.952641515283014	596	AA	shared	219	0	TRUE	TRUE
chrX_48801565_48802343	gene	ENSG00000094631	HDAC6	0	chrX	48801565	48802343	Heritable	0.155480988133764	0.431997628160599	82	AA	shared	778	0	TRUE	TRUE
chr1_9958673_9959666	gene	ENSG00000283611	TMEM274P	0	chr1	9958673	9959666	Heritable	0.148051564269846	0.957593627741257	574	AA	shared	993	0	TRUE	TRUE
chr1_9962704_9962923	gene	ENSG00000173614	NMNAT1	0	chr1	9962704	9962923	Heritable	0.11928832034949	0.952685688977479	573	AA	shared	219	0	TRUE	TRUE
chr1_9965640_9966350	gene	ENSG00000173614	NMNAT1	0	chr1	9965640	9966350	Heritable	0.13781459923724	0.950640051425047	573	AA	shared	710	0	TRUE	TRUE
chr1_9976506_9977638	gene	ENSG00000173614	NMNAT1	0	chr1	9976506	9977638	Heritable	0.14379539191399	0.954592344619086	566	AA	shared	1132	0	TRUE	TRUE
chr1_9980092_9980907	gene	ENSG00000173614	NMNAT1	0	chr1	9980092	9980907	Heritable	0.159502658706348	0.956492346955652	562	AA	shared	815	0	TRUE	TRUE
chr1_9986613_9987634	gene	ENSG00000173614	NMNAT1	1111	chr1	9986613	9987634	Heritable	0.121514464192008	0.950463851576283	558	AA	shared	1021	7.01391547481053	TRUE	TRUE
chr1_9994493_9995043	gene	ENSG00000162444	RBP7	2162	chr1	9994493	9995043	Heritable	0.116429000326596	0.952067501056176	562	AA	shared	550	7.67925142595306	TRUE	TRUE
chr2_100105865_100106218	gene	ENSG00000230393	ENSG00000230393	0	chr2	100105865	100106218	Heritable	0.122238899534037	0.70730743377423	311	AA	shared	353	0	TRUE	TRUE
chr2_100283821_100284480	gene	ENSG00000170500	LONRF2	0	chr2	100283821	100284480	Heritable	0.106480136287515	0.831973341277255	333	AA	shared	659	0	TRUE	TRUE
chr2_100320352_100320717	gene	ENSG00000170500	LONRF2	0	chr2	100320352	100320717	Heritable	0.208646213860978	0.779119775523404	346	AA	shared	365	0	TRUE	TRUE
chr2_10042509_10042679	gene	ENSG00000260077	ENSG00000260077	0	chr2	10042509	10042679	Heritable	0.107790968897659	0.970882781403235	779	AA	shared	170	0	TRUE	TRUE
chr2_100428208_100429348	gene	ENSG00000303046	ENSG00000303046	0	chr2	100428208	100429348	Heritable	0.214178316148694	0.841090555552768	357	AA	shared	1140	0	TRUE	TRUE
chr2_101438833_101438960	gene	ENSG00000196460	RFX8	0	chr2	101438833	101438960	Heritable	0.637216219219593	0.843254262801824	367	AA	shared	127	0	TRUE	TRUE
chrX_48898521_48898647	gene	ENSG00000102103	PQBP1	0	chrX	48898521	48898647	Heritable	0.201583304800509	0.437958675805348	79	AA	shared	126	0	TRUE	TRUE
chr2_101609704_101611093	gene	ENSG00000310387	ENSG00000310387	3253	chr2	101609704	101611093	Heritable	0.113960780573088	0.891034854927713	373	AA	shared	1389	8.08764028777898	TRUE	TRUE
chr2_101616309_101617147	gene	ENSG00000310387	ENSG00000310387	0	chr2	101616309	101617147	Heritable	0.280326882223322	0.845403041863857	379	AA	shared	838	0	TRUE	TRUE
chr2_10196374_10196899	gene	ENSG00000171848	RRM2	0	chr2	10196374	10196899	Heritable	0.116732433287455	0.969334181706312	802	AA	shared	525	0	TRUE	TRUE
chr2_102206777_102207495	gene	ENSG00000115598	IL1RL2	0	chr2	102206777	102207495	Heritable	0.649722107300728	0.797671677418774	319	AA	shared	718	0	TRUE	TRUE
chr2_10283560_10284758	gene	ENSG00000298720	ENSG00000298720	0	chr2	10283560	10284758	Heritable	0.114716089720599	0.958327987667837	793	AA	shared	1198	0	TRUE	TRUE
chr2_10371749_10373122	gene	ENSG00000115756	HPCAL1	0	chr2	10371749	10373122	Heritable	0.112732469000831	0.960373124256259	781	AA	shared	1373	0	TRUE	TRUE
chr2_104026574_104027194	gene	ENSG00000256637	LINC01965	0	chr2	104026574	104027194	Heritable	0.185189579941991	0.84366420331899	267	AA	shared	620	0	TRUE	TRUE
chrX_119236571_119237101	gene	ENSG00000101856	PGRMC1	0	chrX	119236571	119237101	Non-heritable	0.0759761165543069	0.669092596113656	265	AA	shared	530	0	TRUE	TRUE
chr2_104051628_104052138	gene	ENSG00000256637	LINC01965	0	chr2	104051628	104052138	Non-heritable	0.0831365286687643	0.839673746479477	274	AA	shared	510	0	TRUE	TRUE
chr2_104321640_104322006	gene	ENSG00000298919	ENSG00000298919	0	chr2	104321640	104322006	Heritable	0.101628537321872	0.839551397591176	289	AA	shared	366	0	TRUE	TRUE
chr2_104658424_104658775	gene	ENSG00000233639	PANTR1	0	chr2	104658424	104658775	Heritable	0.178857580427954	0.906738551712288	431	AA	shared	351	0	TRUE	TRUE
chr2_104845986_104846432	gene	ENSG00000233639	PANTR1	0	chr2	104845986	104846432	Heritable	0.159992596052639	0.909561851753786	429	AA	shared	446	0	TRUE	TRUE
chr2_104858768_104861520	gene	ENSG00000289498	ENSG00000289498	0	chr2	104858768	104861520	Heritable	0.14205320680699	0.911717339673171	441	AA	shared	2752	0	TRUE	TRUE
chr2_104863451_104864443	gene	ENSG00000269707	ENSG00000269707	0	chr2	104863451	104864443	Non-heritable	0.098876284542289	0.882795789982266	428	AA	shared	992	0	TRUE	TRUE
chrX_48958434_48959034	gene	ENSG00000288908	ENSG00000288908	0	chrX	48958434	48959034	Heritable	0.147596914467592	0.355400661192851	81	AA	shared	600	0	TRUE	TRUE
chr2_105236800_105237382	gene	ENSG00000308083	ENSG00000308083	1215	chr2	105236800	105237382	Heritable	0.116912808892333	0.906268333229353	469	AA	shared	582	7.10332206252611	TRUE	TRUE
chr2_105315694_105316580	gene	ENSG00000135966	TGFBRAP1	0	chr2	105315694	105316580	Heritable	0.151824662053526	0.917140173578482	480	AA	shared	886	0	TRUE	TRUE
chr2_105643840_105644483	gene	ENSG00000293966	ENSG00000293966	0	chr2	105643840	105644483	Heritable	0.119128083175896	0.904887306378898	465	AA	shared	643	0	TRUE	TRUE
chr2_105746260_105746520	gene	ENSG00000071051	NCK2	0	chr2	105746260	105746520	Heritable	0.137886831210223	0.918407782219782	474	AA	shared	260	0	TRUE	TRUE
chr2_106066223_106066524	gene	ENSG00000119147	ECRG4	0	chr2	106066223	106066524	Heritable	0.155873591908706	0.896952621174285	489	AA	shared	301	0	TRUE	TRUE
chr2_106263298_106265798	gene	ENSG00000300396	ENSG00000300396	7993	chr2	106263298	106265798	Heritable	0.12832572000941	0.895432511122447	490	AA	shared	2500	8.98644653927127	TRUE	TRUE
chr2_106487830_106488007	gene	ENSG00000254126	CD8B2	0	chr2	106487830	106488007	Heritable	0.101550053784238	0.902320604214514	433	AA	shared	177	0	TRUE	TRUE
chr2_106584274_106584737	gene	ENSG00000306841	ENSG00000306841	0	chr2	106584274	106584737	Heritable	0.240272366689534	0.887090101883926	395	AA	shared	463	0	TRUE	TRUE
chr2_108189630_108189883	gene	ENSG00000225328	LINC01594	0	chr2	108189630	108189883	Heritable	0.11183781126767	0.825394680432695	289	AA	shared	253	0	TRUE	TRUE
chr2_10844082_10844574	gene	ENSG00000271952	LINC01954	0	chr2	10844082	10844574	Heritable	0.389626717541468	0.942875959702781	857	AA	shared	492	0	TRUE	TRUE
chr2_108696760_108697058	gene	ENSG00000233648	ENSG00000233648	1866	chr2	108696760	108697058	Heritable	0.174029010283842	0.831135654159749	364	AA	shared	298	7.53208814354172	TRUE	TRUE
chr2_108718852_108718927	gene	ENSG00000153201	RANBP2	554	chr2	108718852	108718927	Heritable	0.161718600867108	0.886171982718126	369	AA	shared	75	6.31896811374643	TRUE	TRUE
chr2_109315038_109316278	gene	ENSG00000172985	SH3RF3	0	chr2	109315038	109316278	Heritable	0.666042335591011	0.804801997406793	270	AA	shared	1240	0	TRUE	TRUE
chr2_110211679_110213540	gene	ENSG00000175701	MTLN	0	chr2	110211679	110213540	Heritable	0.159635618247464	0.816847417116501	249	AA	shared	1861	0	TRUE	TRUE
chr2_110858289_110859334	gene	ENSG00000153093	ACOXL	0	chr2	110858289	110859334	Heritable	0.187743045625037	0.759491706075577	205	AA	shared	1045	0	TRUE	TRUE
chr2_111747168_111748770	gene	ENSG00000153107	ANAPC1	0	chr2	111747168	111748770	Heritable	0.130418829289568	0.878208408050421	327	AA	shared	1602	0	TRUE	TRUE
chr2_11175402_11175949	gene	ENSG00000162976	SLC66A3	0	chr2	11175402	11175949	Non-heritable	0.0696203127240014	0.977322696235891	866	AA	shared	547	0	TRUE	TRUE
chr2_112139814_112140818	gene	ENSG00000144152	FBLN7	0	chr2	112139814	112140818	Heritable	0.251094040457844	0.902763361803449	329	AA	shared	1004	0	TRUE	TRUE
chr2_112346113_112347316	gene	ENSG00000236555	ENSG00000236555	0	chr2	112346113	112347316	Heritable	0.132074402686903	0.858195993587054	354	AA	shared	1203	0	TRUE	TRUE
chr2_112432110_112433356	gene	ENSG00000169629	RGPD8	0	chr2	112432110	112433356	Heritable	0.306537608832005	0.845704717498067	364	AA	shared	1246	0	TRUE	TRUE
chr2_113235117_113236105	gene	ENSG00000125618	PAX8	0	chr2	113235117	113236105	Heritable	0.135507275476173	0.874530199438935	360	AA	shared	988	0	TRUE	TRUE
chr2_113273567_113274214	gene	ENSG00000125618	PAX8	0	chr2	113273567	113274214	Heritable	0.123455646149191	0.837535320642664	357	AA	shared	647	0	TRUE	TRUE
chr2_113275528_113276836	gene	ENSG00000125618	PAX8	0	chr2	113275528	113276836	Heritable	0.176546480299206	0.857830236086177	363	AA	shared	1308	0	TRUE	TRUE
chr2_113390939_113392328	gene	ENSG00000234997	LINC02966	0	chr2	113390939	113392328	Heritable	0.279228569719811	0.807714082723575	362	AA	shared	1389	0	TRUE	TRUE
chr2_113496631_113496867	gene	ENSG00000304550	ENSG00000304550	0	chr2	113496631	113496867	Non-heritable	0.0360018069268513	0.786936357695391	366	AA	shared	236	0	TRUE	TRUE
chr2_117803644_117804211	gene	ENSG00000238207	ENSG00000238207	0	chr2	117803644	117804211	Heritable	0.162856890778823	0.870089890651134	298	AA	shared	567	0	TRUE	TRUE
chr2_117859756_117860478	gene	ENSG00000290590	ENSG00000290590	0	chr2	117859756	117860478	Heritable	0.148585686188009	0.862732360722276	308	AA	shared	722	0	TRUE	TRUE
chrX_49155614_49156774	gene	ENSG00000307899	ENSG00000307899	0	chrX	49155614	49156774	Heritable	0.209524351390011	0.383305663886825	68	AA	shared	1160	0	TRUE	TRUE
chr2_11849325_11850136	gene	ENSG00000224184	MIR3681HG	0	chr2	11849325	11850136	Heritable	0.137649425780432	0.948396178294149	752	AA	shared	811	0	TRUE	TRUE
chr2_119290638_119291858	gene	ENSG00000309372	ENSG00000309372	0	chr2	119290638	119291858	Heritable	0.693555408680138	0.843650327595409	396	AA	shared	1220	0	TRUE	TRUE
chr2_120279030_120279258	gene	ENSG00000144118	RALB	0	chr2	120279030	120279258	Heritable	0.170893268073798	0.88750641216671	427	AA	shared	228	0	TRUE	TRUE
chr2_120742317_120742583	gene	ENSG00000074047	GLI2	0	chr2	120742317	120742583	Heritable	0.117035153671232	0.898156989829526	385	AA	shared	266	0	TRUE	TRUE
chr2_120983502_120984007	gene	ENSG00000074047	GLI2	0	chr2	120983502	120984007	Non-heritable	0.0909000282486418	0.907291846323691	411	AA	shared	505	0	TRUE	TRUE
chr2_121115057_121115924	gene	ENSG00000294877	ENSG00000294877	22132	chr2	121115057	121115924	Heritable	0.729545182701169	0.857957131220159	407	AA	shared	867	10.004824986442	FALSE	TRUE
chr2_122625455_122626317	gene	ENSG00000286481	ENSG00000286481	0	chr2	122625455	122626317	Heritable	0.427526092167055	0.840582500453248	298	AA	shared	862	0	TRUE	TRUE
chr2_122627571_122629335	gene	ENSG00000286481	ENSG00000286481	0	chr2	122627571	122629335	Heritable	0.641421645976349	0.864280881496585	294	AA	shared	1764	0	TRUE	TRUE
chr2_126885793_126885928	gene	ENSG00000309734	ENSG00000309734	7618	chr2	126885793	126885928	Heritable	0.135584845300643	0.871947930417727	364	AA	shared	135	8.93840040647301	TRUE	TRUE
chr2_126971447_126971741	gene	ENSG00000238788	RNU7-182P	45679	chr2	126971447	126971741	Heritable	0.324478873609839	0.778568681394577	359	AA	shared	294	10.7294158443299	FALSE	TRUE
chr2_127055517_127055895	gene	ENSG00000136717	BIN1	0	chr2	127055517	127055895	Non-heritable	0.075689602270956	0.789810263755074	366	AA	shared	378	0	TRUE	TRUE
chr2_127058959_127059231	gene	ENSG00000136717	BIN1	0	chr2	127058959	127059231	Non-heritable	0.0859384177136248	0.802377241020697	370	AA	shared	272	0	TRUE	TRUE
chr2_127077512_127078798	gene	ENSG00000136717	BIN1	0	chr2	127077512	127078798	Heritable	0.144261510635209	0.815249471422297	366	AA	shared	1286	0	TRUE	TRUE
chr2_127082152_127082487	gene	ENSG00000136717	BIN1	0	chr2	127082152	127082487	Non-heritable	0.0545055539238304	0.708908644450376	370	AA	shared	335	0	TRUE	TRUE
chr2_127092757_127093600	gene	ENSG00000136717	BIN1	0	chr2	127092757	127093600	Heritable	0.106637002912031	0.837036666701683	378	AA	shared	843	0	TRUE	TRUE
chr2_127102713_127104970	gene	ENSG00000136717	BIN1	0	chr2	127102713	127104970	Heritable	0.166508934115737	0.879143567038734	375	AA	shared	2257	0	TRUE	TRUE
chr2_127108156_127108542	gene	ENSG00000136717	BIN1	867	chr2	127108156	127108542	Heritable	0.122998764204197	0.880335822030289	377	AA	shared	386	6.76619171466035	TRUE	TRUE
chr2_127118149_127118637	gene	ENSG00000294899	ENSG00000294899	0	chr2	127118149	127118637	Heritable	0.138799410324418	0.857755568628228	380	AA	shared	488	0	TRUE	TRUE
chr2_127176312_127176829	gene	ENSG00000237630	NIFKP9	6080	chr2	127176312	127176829	Heritable	0.309080131383929	0.84576682889576	372	AA	shared	517	8.71292443512011	TRUE	TRUE
chr2_12719648_12721758	gene	ENSG00000071575	TRIB2	0	chr2	12719648	12721758	Heritable	0.163344655885164	0.952631223245161	515	AA	shared	2110	0	TRUE	TRUE
chr2_127514015_127514751	gene	ENSG00000231731	ENSG00000231731	0	chr2	127514015	127514751	Heritable	0.110736682004187	0.902270163467344	430	AA	shared	736	0	TRUE	TRUE
chrX_49186103_49186386	gene	ENSG00000012211	PRICKLE3	0	chrX	49186103	49186386	Heritable	0.277567148833782	0.477559666969995	67	AA	shared	283	0	TRUE	TRUE
chr2_127695415_127696224	gene	ENSG00000293688	ENSG00000293688	0	chr2	127695415	127696224	Heritable	0.141206618253064	0.899928774866785	417	AA	shared	809	0	TRUE	TRUE
chr2_128191512_128192171	gene	ENSG00000136731	UGGT1	0	chr2	128191512	128192171	Heritable	0.157985986095965	0.893146800000963	380	AA	shared	659	0	TRUE	TRUE
chr2_1282248_1282820	gene	ENSG00000172554	SNTG2	0	chr2	1282248	1282820	Heritable	0.120441913477684	0.815152011040333	590	AA	shared	572	0	TRUE	TRUE
chr2_128282266_128282603	gene	ENSG00000136720	HS6ST1	0	chr2	128282266	128282603	Heritable	0.166905284259146	0.902605065528449	387	AA	shared	337	0	TRUE	TRUE
chr2_128901846_128902491	gene	ENSG00000295469	ENSG00000295469	122627	chr2	128901846	128902491	Non-heritable	0.0382030507899404	0.903266690795518	429	AA	shared	645	11.7169106614002	FALSE	FALSE
chr2_129233532_129234176	gene	ENSG00000204460	LINC01854	7996	chr2	129233532	129234176	Non-heritable	0.0987488920742732	0.895549016494134	414	AA	shared	644	8.98682175033189	TRUE	TRUE
chr2_129587294_129587713	gene	ENSG00000295763	ENSG00000295763	0	chr2	129587294	129587713	Heritable	0.105566590901495	0.815495244805681	339	AA	shared	419	0	TRUE	TRUE
chr2_129933641_129934353	gene	ENSG00000237574	LINC01856	0	chr2	129933641	129934353	Heritable	0.322887319234728	0.848245857285416	289	AA	shared	712	0	TRUE	TRUE
chr2_129934457_129936828	gene	ENSG00000237574	LINC01856	0	chr2	129934457	129936828	Heritable	0.338052307958392	0.841231105549953	295	AA	shared	2371	0	TRUE	TRUE
chr2_129993266_129993443	gene	ENSG00000217289	SSBP3P6	0	chr2	129993266	129993443	Heritable	0.111018430443005	0.850693472529977	308	AA	shared	177	0	TRUE	TRUE
chr2_130251675_130253512	gene	ENSG00000236595	MED15P5	0	chr2	130251675	130253512	Heritable	0.102523745776505	0.753401880986454	251	AA	shared	1837	0	TRUE	TRUE
chr2_130529869_130530001	gene	ENSG00000225341	ENSG00000225341	273	chr2	130529869	130530001	Heritable	0.27484498711664	0.811815443687762	247	AA	shared	132	5.61312810638807	TRUE	TRUE
chr2_130693411_130693772	gene	ENSG00000290700	ENSG00000290700	0	chr2	130693411	130693772	Non-heritable	0.093055548175733	0.823555062997188	249	AA	shared	361	0	TRUE	TRUE
chr2_131299290_131300558	gene	ENSG00000284604	ENSG00000284604	0	chr2	131299290	131300558	Heritable	0.106232799082093	0.710919612375176	189	AA	shared	1268	0	TRUE	TRUE
chr2_131352727_131354153	gene	ENSG00000224425	SSBP3P2	0	chr2	131352727	131354153	Heritable	0.71575156073681	0.850433865573991	191	AA	shared	1426	0	TRUE	TRUE
chr2_131394471_131394757	gene	ENSG00000223631	LINC01120	420	chr2	131394471	131394757	Heritable	0.393875066051281	0.736313996095112	189	AA	shared	286	6.04263283368238	TRUE	TRUE
chr2_131424731_131424801	gene	ENSG00000214077	GNAQP1	0	chr2	131424731	131424801	Heritable	0.138814481740364	0.749854595725249	201	AA	shared	70	0	TRUE	TRUE
chr2_131430583_131432605	gene	ENSG00000214077	GNAQP1	5715	chr2	131430583	131432605	Heritable	0.328529399066971	0.878743900783524	200	AA	shared	2022	8.65102453904976	TRUE	TRUE
chr2_131460137_131460525	gene	ENSG00000232742	RHOQP2	473	chr2	131460137	131460525	Heritable	0.135527666533004	0.769474749097582	206	AA	shared	388	6.16120732169508	TRUE	TRUE
chr2_131646712_131647405	gene	ENSG00000270930	GRAMD4P8	0	chr2	131646712	131647405	Heritable	0.115706283930312	0.819372103183627	277	AA	shared	693	0	TRUE	TRUE
chr2_131681841_131682025	gene	ENSG00000287151	LINC03124	0	chr2	131681841	131682025	Heritable	0.316466936225893	0.825291069333654	277	AA	shared	184	0	TRUE	TRUE
chr2_131829526_131830553	gene	ENSG00000229203	ENSG00000229203	0	chr2	131829526	131830553	Heritable	0.135234989587648	0.813066195543503	294	AA	shared	1027	0	TRUE	TRUE
chr2_132286652_132287494	gene	ENSG00000230803	ENSG00000230803	0	chr2	132286652	132287494	Heritable	0.106378497251615	0.851387386679311	354	AA	shared	842	0	TRUE	TRUE
chr2_132586034_132586811	gene	ENSG00000183840	GPR39	0	chr2	132586034	132586811	Heritable	0.107964523461825	0.819633186446089	378	AA	shared	777	0	TRUE	TRUE
chrX_49879493_49880040	gene	ENSG00000273820	USP27X	0	chrX	49879493	49880040	Heritable	0.121578426898569	0.406785558632415	78	AA	shared	547	0	TRUE	TRUE
chr2_132887550_132888776	gene	ENSG00000176771	NCKAP5	0	chr2	132887550	132888776	Heritable	0.484951639907758	0.87888605566216	406	AA	shared	1226	0	TRUE	TRUE
chr2_132906432_132907936	gene	ENSG00000176771	NCKAP5	0	chr2	132906432	132907936	Heritable	0.169755966348366	0.899377532632809	406	AA	shared	1504	0	TRUE	TRUE
chr2_133886731_133886986	gene	ENSG00000297218	ENSG00000297218	65938	chr2	133886731	133886986	Heritable	0.132703061039536	0.919917322557352	486	AA	shared	255	11.0964853512089	FALSE	TRUE
chr2_137969070_137969647	gene	ENSG00000150540	HNMT	0	chr2	137969070	137969647	Heritable	0.142538450994856	0.874026643716671	328	AA	shared	577	0	TRUE	TRUE
chr2_144489621_144489923	gene	ENSG00000169554	ZEB2	0	chr2	144489621	144489923	Non-heritable	0.0722030072713773	0.725478319334538	289	AA	shared	302	0	TRUE	TRUE
chr2_144507558_144512385	gene	ENSG00000169554	ZEB2	0	chr2	144507558	144512385	Non-heritable	0.0177400389727542	0.695015120536647	289	AA	shared	4827	0	TRUE	TRUE
chr2_144514404_144514967	gene	ENSG00000169554	ZEB2	0	chr2	144514404	144514967	Non-heritable	0.049599813534433	0.688640220544943	284	AA	shared	563	0	TRUE	TRUE
chr2_149151107_149152563	gene	ENSG00000150556	LYPD6B	0	chr2	149151107	149152563	Heritable	0.768668734103874	0.891478454098912	315	AA	shared	1456	0	TRUE	TRUE
