vmr_id	feature_type	nearest_feature_id	nearest_feature_name	nearest_distance	seqnames	start	end	h2_category	h2_unscaled	r_squared_cv	num_snps	population	vmr_length	log_nearest_distance	within_10kb	within_100kb
chr22_22117880_22118374	gene	ENSG00000263366	ABHD17AP5	0	chr22	22117880	22118374	Non-heritable	0.0769108273993607	0.82277570178772	360	AA	494	0	TRUE	TRUE
chr22_22218026_22219664	gene	ENSG00000253935	IGLVIV-53	0	chr22	22218026	22219664	Heritable	0.584097737129441	0.865862422210947	339	AA	1638	0	TRUE	TRUE
chr22_22463155_22464112	gene	ENSG00000226595	ENSG00000226595	1546	chr22	22463155	22464112	Non-heritable	0.0989439599404471	0.889459816544293	380	AA	957	7.34407285057307	TRUE	TRUE
chr22_22651353_22651895	gene	ENSG00000100121	GGTLC2	3454	chr22	22651353	22651895	Non-heritable	0.0999069656327939	0.859565996277512	295	AA	542	8.14757773620177	TRUE	TRUE
chr22_22740131_22741416	gene	ENSG00000253152	IGLV3-17	943	chr22	22740131	22741416	Heritable	0.17206633386719	0.764639312937079	235	AA	1285	6.8501261661455	TRUE	TRUE
chr1_7854083_7854466	gene	ENSG00000049247	UTS2	570	chr1	7854083	7854466	Non-heritable	0.0650191196655309	0.949792081892915	609	AA	383	6.34738920965601	TRUE	TRUE
chr22_23080270_23080823	gene	ENSG00000128266	GNAZ	0	chr22	23080270	23080823	Heritable	0.185596301246599	0.904377941042631	433	AA	553	0	TRUE	TRUE
chr22_23113673_23114390	gene	ENSG00000128266	GNAZ	0	chr22	23113673	23114390	Heritable	0.153971105394503	0.949298959607088	506	AA	717	0	TRUE	TRUE
chr22_23342029_23342372	gene	ENSG00000236611	LINC02556	13535	chr22	23342029	23342372	Heritable	0.10373540810187	0.93661002618301	567	AA	343	9.513108081846	FALSE	TRUE
chr22_23485578_23487619	gene	ENSG00000178248	FAM230I	0	chr22	23485578	23487619	Heritable	0.11806832375302	0.959439223710508	560	AA	2041	0	TRUE	TRUE
chr22_23540995_23541384	gene	ENSG00000280623	PCAT14	0	chr22	23540995	23541384	Non-heritable	0.0647438468680144	0.936661577061014	572	AA	389	0	TRUE	TRUE
chr22_23781093_23781710	gene	ENSG00000099953	MMP11	0	chr22	23781093	23781710	Heritable	0.109210112234821	0.951646167029775	553	AA	617	0	TRUE	TRUE
chr22_23834593_23834865	gene	ENSG00000099958	DERL3	0	chr22	23834593	23834865	Heritable	0.264248134620003	0.916638788644363	527	AA	272	0	TRUE	TRUE
chr22_23935395_23935722	gene	ENSG00000290199	ENSG00000290199	0	chr22	23935395	23935722	Heritable	0.233973786023401	0.904018410141059	442	AA	327	0	TRUE	TRUE
chr22_23956410_23956736	gene	ENSG00000290199	ENSG00000290199	0	chr22	23956410	23956736	Heritable	0.195745223008752	0.875222152174311	437	AA	326	0	TRUE	TRUE
chr22_23960741_23960944	gene	ENSG00000298703	ENSG00000298703	0	chr22	23960741	23960944	Non-heritable	0.0757380063216649	0.906616790708973	448	AA	203	0	TRUE	TRUE
chr1_78650228_78651295	gene	ENSG00000137965	IFI44	0	chr1	78650228	78651295	Non-heritable	0.0851322359325439	0.774101241133702	310	AA	1067	0	TRUE	TRUE
chr22_23984626_23984833	gene	ENSG00000224205	GSTT3P	0	chr22	23984626	23984833	Non-heritable	0.0786984116920163	0.893422009962113	425	AA	207	0	TRUE	TRUE
chr22_23985960_23987052	gene	ENSG00000224205	GSTT3P	0	chr22	23985960	23987052	Heritable	0.184185133716514	0.872620015337757	423	AA	1092	0	TRUE	TRUE
chr22_24157393_24157641	gene	ENSG00000099991	CABIN1	0	chr22	24157393	24157641	Non-heritable	0.0849289837377587	0.871260839709352	288	AA	248	0	TRUE	TRUE
chr22_24430137_24430616	gene	ENSG00000178803	ADORA2A-AS1	0	chr22	24430137	24430616	Heritable	0.122978300294754	0.880899653671036	382	AA	479	0	TRUE	TRUE
chr22_24728516_24729410	gene	ENSG00000184571	PIWIL3	0	chr22	24728516	24729410	Non-heritable	0.0986737684444624	0.881914435647797	444	AA	894	0	TRUE	TRUE
chr22_24894583_24895270	gene	ENSG00000167037	SGSM1	0	chr22	24894583	24895270	Heritable	0.221591876194449	0.920803449875399	579	AA	687	0	TRUE	TRUE
chr22_24985315_24985500	gene	ENSG00000197077	KIAA1671	0	chr22	24985315	24985500	Non-heritable	0.0759362258471841	0.947733619442027	609	AA	185	0	TRUE	TRUE
chr22_24989469_24989821	gene	ENSG00000197077	KIAA1671	0	chr22	24989469	24989821	Non-heritable	0.0576447159599553	0.930730299370823	610	AA	352	0	TRUE	TRUE
chr22_25216431_25217215	gene	ENSG00000244752	CRYBB2	0	chr22	25216431	25217215	Heritable	0.464550314473936	0.924762372179239	577	AA	784	0	TRUE	TRUE
chr22_25284838_25285290	gene	ENSG00000285690	ENSG00000285690	0	chr22	25284838	25285290	Heritable	0.150133380332269	0.932855323175405	588	AA	452	0	TRUE	TRUE
chr1_789726_790331	gene	ENSG00000237491	LINC01409	0	chr1	789726	790331	Non-heritable	0.03713608979951	0.539813754626167	123	AA	605	0	TRUE	TRUE
chr22_25333627_25334024	gene	ENSG00000230637	ENSG00000230637	0	chr22	25333627	25334024	Heritable	0.119112254663481	0.937666182038221	587	AA	397	0	TRUE	TRUE
chr22_25389227_25389430	gene	ENSG00000100068	LRP5L	0	chr22	25389227	25389430	Heritable	0.103511241635937	0.949041253454097	598	AA	203	0	TRUE	TRUE
chr22_25419798_25420638	gene	ENSG00000272942	ENSG00000272942	0	chr22	25419798	25420638	Non-heritable	0.090086935225559	0.942722599920413	570	AA	840	0	TRUE	TRUE
chr22_26367981_26368575	gene	ENSG00000100095	SEZ6L	0	chr22	26367981	26368575	Non-heritable	0.0658498031165861	0.971095243466428	682	AA	594	0	TRUE	TRUE
chr22_26610162_26610626	gene	ENSG00000100122	CRYBB1	0	chr22	26610162	26610626	Heritable	0.120660306291259	0.975852527231194	719	AA	464	0	TRUE	TRUE
chr22_26613865_26614149	gene	ENSG00000100122	CRYBB1	0	chr22	26613865	26614149	Non-heritable	0.0554436420693139	0.975922962968612	716	AA	284	0	TRUE	TRUE
chr22_26767654_26768228	gene	ENSG00000244625	MIATNB	0	chr22	26767654	26768228	Non-heritable	0.0992723414678687	0.977022015548874	811	AA	574	0	TRUE	TRUE
chr22_27151794_27152132	gene	ENSG00000231405	ENSG00000231405	0	chr22	27151794	27152132	Non-heritable	0.0863632780345356	0.967729673834021	974	AA	338	0	TRUE	TRUE
chr22_27437554_27438059	gene	ENSG00000287034	ENSG00000287034	0	chr22	27437554	27438059	Non-heritable	0.0544089257719302	0.981713610272169	895	AA	505	0	TRUE	TRUE
chr22_27540672_27540851	gene	ENSG00000224027	ENSG00000224027	0	chr22	27540672	27540851	Heritable	0.105293652761234	0.966716563528856	766	AA	179	0	TRUE	TRUE
chr1_7971654_7971990	gene	ENSG00000116288	PARK7	0	chr1	7971654	7971990	Heritable	0.107224771114561	0.943523696230734	545	AA	336	0	TRUE	TRUE
chr22_27641964_27642585	gene	ENSG00000289489	ENSG00000289489	23930	chr22	27641964	27642585	Non-heritable	0.0749075231590627	0.95603852716576	697	AA	621	10.0829299685792	FALSE	TRUE
chr22_27794914_27795359	gene	ENSG00000169184	MN1	0	chr22	27794914	27795359	Heritable	0.155096831586449	0.942550586892518	541	AA	445	0	TRUE	TRUE
chr22_27821167_27821429	gene	ENSG00000308539	ENSG00000308539	4045	chr22	27821167	27821429	Heritable	0.11970783453447	0.940317596561616	522	AA	262	8.30548401772769	TRUE	TRUE
chr22_28505710_28506318	gene	ENSG00000100154	TTC28	0	chr22	28505710	28506318	Heritable	0.286991623217696	0.737251947860505	131	AA	608	0	TRUE	TRUE
chr22_29096555_29097258	gene	ENSG00000183762	KREMEN1	0	chr22	29096555	29097258	Non-heritable	0.0937136104759847	0.784232519367356	276	AA	703	0	TRUE	TRUE
chr22_29150273_29150518	gene	ENSG00000183762	KREMEN1	0	chr22	29150273	29150518	Heritable	0.111548609025077	0.845682466922955	283	AA	245	0	TRUE	TRUE
chr22_29153200_29153755	gene	ENSG00000183762	KREMEN1	0	chr22	29153200	29153755	Heritable	0.10853864303604	0.842095548780253	281	AA	555	0	TRUE	TRUE
chr22_29154522_29154733	gene	ENSG00000183762	KREMEN1	0	chr22	29154522	29154733	Heritable	0.116120566621315	0.857826796940741	279	AA	211	0	TRUE	TRUE
chr22_29155483_29155829	gene	ENSG00000183762	KREMEN1	0	chr22	29155483	29155829	Non-heritable	0.0963857999261686	0.82566673888955	277	AA	346	0	TRUE	TRUE
chr22_29470012_29470228	gene	ENSG00000225465	RFPL1S	0	chr22	29470012	29470228	Heritable	0.432730042051343	0.782116274024482	275	AA	216	0	TRUE	TRUE
chr1_7977152_7978517	gene	ENSG00000116288	PARK7	0	chr1	7977152	7978517	Heritable	0.128228056902471	0.937508602569318	537	AA	1365	0	TRUE	TRUE
chr22_29581688_29581860	gene	ENSG00000184117	NIPSNAP1	360	chr22	29581688	29581860	Heritable	0.156955126775435	0.763991778141074	253	AA	172	5.88887795833288	TRUE	TRUE
chr22_29695278_29695555	gene	ENSG00000186575	NF2	0	chr22	29695278	29695555	Non-heritable	0.0577514566262608	0.60485554288441	223	AA	277	0	TRUE	TRUE
chr22_30210405_30210751	gene	ENSG00000299123	ENSG00000299123	1	chr22	30210405	30210751	Non-heritable	0.0489802968454638	0.693479052624151	240	AA	346	0.693147180559945	TRUE	TRUE
chr22_30277834_30278401	gene	ENSG00000307561	ENSG00000307561	0	chr22	30277834	30278401	Non-heritable	0.0950269347217377	0.730724528389467	244	AA	567	0	TRUE	TRUE
chr22_30573546_30574025	gene	ENSG00000128242	GAL3ST1	0	chr22	30573546	30574025	Non-heritable	0.0934386284537387	0.843922568889213	276	AA	479	0	TRUE	TRUE
chr22_30575328_30575618	gene	ENSG00000128242	GAL3ST1	662	chr22	30575328	30575618	Non-heritable	0.0467763680843018	0.729463858740695	271	AA	290	6.49677499018586	TRUE	TRUE
chr22_30706209_30706438	gene	ENSG00000184792	OSBP2	0	chr22	30706209	30706438	Heritable	0.142280712248914	0.8403437839484	286	AA	229	0	TRUE	TRUE
chr22_30922054_30922324	gene	ENSG00000235989	MORC2-AS1	0	chr22	30922054	30922324	Non-heritable	0.0667265822224744	0.792173085514217	256	AA	270	0	TRUE	TRUE
chr22_31681678_31682131	gene	ENSG00000183530	PRR14L	0	chr22	31681678	31682131	Heritable	0.123734810399657	0.728431643775287	161	AA	453	0	TRUE	TRUE
chr22_31825886_31826825	gene	ENSG00000285404	ENSG00000285404	0	chr22	31825886	31826825	Heritable	0.113078343223766	0.775273561350659	224	AA	939	0	TRUE	TRUE
chr1_80040959_80041061	gene	ENSG00000285409	ENSG00000285409	0	chr1	80040959	80041061	Heritable	0.3391575026421	0.891425081372486	286	AA	102	0	TRUE	TRUE
chr22_32042566_32043721	gene	ENSG00000100170	SLC5A1	0	chr22	32042566	32043721	Heritable	0.193626838215652	0.866930118875207	337	AA	1155	0	TRUE	TRUE
chr22_32202898_32205401	gene	ENSG00000242082	SLC5A4-AS1	0	chr22	32202898	32205401	Heritable	0.10266667183996	0.927718740203366	440	AA	2503	0	TRUE	TRUE
chr22_32473576_32474109	gene	ENSG00000100225	FBXO7	566	chr22	32473576	32474109	Heritable	0.153600068201755	0.887890592127676	482	AA	533	6.34035930372775	TRUE	TRUE
chr22_32509033_32509284	gene	ENSG00000185666	SYN3	0	chr22	32509033	32509284	Non-heritable	0.0560447680817994	0.896850715437658	476	AA	251	0	TRUE	TRUE
chr22_32528170_32528593	gene	ENSG00000185666	SYN3	0	chr22	32528170	32528593	Non-heritable	0.0875364971291199	0.915487800012503	480	AA	423	0	TRUE	TRUE
chr22_32802735_32803841	gene	ENSG00000100234	TIMP3	0	chr22	32802735	32803841	Non-heritable	0.0773178286260101	0.942008663915873	507	AA	1106	0	TRUE	TRUE
chr22_33105537_33105820	gene	ENSG00000228622	ENSG00000228622	0	chr22	33105537	33105820	Non-heritable	0.0687638173522909	0.914151942161972	469	AA	283	0	TRUE	TRUE
chr22_33203779_33205004	gene	ENSG00000295601	ENSG00000295601	0	chr22	33203779	33205004	Non-heritable	0.0855590213030557	0.912645342670417	463	AA	1225	0	TRUE	TRUE
chr22_33533174_33533570	gene	ENSG00000133424	LARGE1	0	chr22	33533174	33533570	Non-heritable	0.0813692797725732	0.925887757423236	519	AA	396	0	TRUE	TRUE
chr22_33853893_33854907	gene	ENSG00000133424	LARGE1	0	chr22	33853893	33854907	Non-heritable	0.0807589094428823	0.912073728683302	471	AA	1014	0	TRUE	TRUE
chr1_8130206_8131446	gene	ENSG00000238290	ERRFI1-DT	0	chr1	8130206	8131446	Non-heritable	0.0846894780059639	0.865011548501012	410	AA	1240	0	TRUE	TRUE
chr22_34155738_34156236	gene	ENSG00000236052	LINC01643	0	chr22	34155738	34156236	Heritable	0.562442133741569	0.91051564353507	398	AA	498	0	TRUE	TRUE
chr22_35525060_35525845	gene	ENSG00000273044	ENSG00000273044	1086	chr22	35525060	35525845	Heritable	0.106385709173645	0.822365531876958	365	AA	785	6.99117688712121	TRUE	TRUE
chr22_35541641_35542057	gene	ENSG00000100302	RASD2	0	chr22	35541641	35542057	Heritable	0.252739772137186	0.862767192160142	371	AA	416	0	TRUE	TRUE
chr22_36123642_36123869	gene	ENSG00000304491	ENSG00000304491	9147	chr22	36123642	36123869	Non-heritable	0.0849349738344523	0.913350034943311	406	AA	227	9.12129055514267	TRUE	TRUE
chr22_36124456_36124529	gene	ENSG00000304491	ENSG00000304491	8487	chr22	36124456	36124529	Non-heritable	0.0567411607444441	0.887723191545142	410	AA	73	9.04640868029382	TRUE	TRUE
chr22_36184560_36184945	gene	ENSG00000100336	APOL4	4178	chr22	36184560	36184945	Non-heritable	0.0920233998892652	0.879925052968771	403	AA	385	8.33782726244792	TRUE	TRUE
chr22_36221908_36222275	gene	ENSG00000288778	ENSG00000288778	0	chr22	36221908	36222275	Heritable	0.10243731324487	0.918720660770469	408	AA	367	0	TRUE	TRUE
chr22_36240443_36240828	gene	ENSG00000128335	APOL2	488	chr22	36240443	36240828	Heritable	0.187659154926953	0.87830184092665	391	AA	385	6.19236248947487	TRUE	TRUE
chr22_36335075_36335428	gene	ENSG00000287269	ENSG00000287269	0	chr22	36335075	36335428	Non-heritable	0.0761906997378803	0.912462842517254	446	AA	353	0	TRUE	TRUE
chr22_36343406_36344385	gene	ENSG00000287269	ENSG00000287269	0	chr22	36343406	36344385	Heritable	0.155438582749092	0.93465225273088	430	AA	979	0	TRUE	TRUE
chr1_8160491_8160740	gene	ENSG00000227634	LINC01714	0	chr1	8160491	8160740	Non-heritable	0.0827753850813069	0.913319627322307	383	AA	249	0	TRUE	TRUE
chr22_36564323_36564370	gene	ENSG00000166862	CACNG2	0	chr22	36564323	36564370	Non-heritable	0.0990053546128922	0.947364372934215	563	AA	47	0	TRUE	TRUE
chr22_36570185_36570263	gene	ENSG00000166862	CACNG2	0	chr22	36570185	36570263	Heritable	0.10866818729451	0.940436598440955	575	AA	78	0	TRUE	TRUE
chr22_36702104_36702560	gene	ENSG00000166862	CACNG2	0	chr22	36702104	36702560	Non-heritable	0.0830908907636153	0.950650493416771	609	AA	456	0	TRUE	TRUE
chr22_36748081_36748496	gene	ENSG00000234688	CACNG2-DT	0	chr22	36748081	36748496	Non-heritable	0.0525260202312093	0.885440054123404	630	AA	415	0	TRUE	TRUE
chr22_36855720_36856109	gene	ENSG00000183822	NCF4-AS1	0	chr22	36855720	36856109	Heritable	0.126360151333594	0.964227945879613	636	AA	389	0	TRUE	TRUE
chr22_37177018_37177595	gene	ENSG00000235237	ENSG00000235237	0	chr22	37177018	37177595	Non-heritable	0.0862286630768974	0.965587377941854	715	AA	577	0	TRUE	TRUE
chr22_37562591_37564577	gene	ENSG00000128283	CDC42EP1	0	chr22	37562591	37564577	Non-heritable	0.0619470816913797	0.868215504720312	550	AA	1986	0	TRUE	TRUE
chr22_37566250_37566811	gene	ENSG00000128283	CDC42EP1	0	chr22	37566250	37566811	Non-heritable	0.0737474421662145	0.885337604688546	537	AA	561	0	TRUE	TRUE
chr22_37568572_37569730	gene	ENSG00000128283	CDC42EP1	0	chr22	37568572	37569730	Heritable	0.108059914937314	0.897364354385948	559	AA	1158	0	TRUE	TRUE
chr22_37592550_37592678	gene	ENSG00000310096	ENSG00000310096	9261	chr22	37592550	37592678	Heritable	0.104946411822707	0.944161599717598	562	AA	128	9.1336752870407	TRUE	TRUE
chrX_48539432_48540210	gene	ENSG00000068354	TBC1D25	0	chrX	48539432	48540210	Non-heritable	0.0429130544711031	0.757846190865789	133	AA	778	0	TRUE	TRUE
chr1_817185_817843	gene	ENSG00000177757	FAM87B	0	chr1	817185	817843	Non-heritable	0.050970711084612	0.459781391340361	129	AA	658	0	TRUE	TRUE
chr22_37898640_37899075	gene	ENSG00000279738	ENSG00000279738	3076	chr22	37898640	37899075	Non-heritable	0.0558198457863247	0.866837063420076	435	AA	435	8.03171037532204	TRUE	TRUE
chr22_37934635_37934697	gene	ENSG00000100139	MICALL1	0	chr22	37934635	37934697	Heritable	0.107523403401981	0.922035927629096	421	AA	62	0	TRUE	TRUE
chr22_37968177_37969304	gene	ENSG00000100142	POLR2F	0	chr22	37968177	37969304	Non-heritable	0.0497967157530828	0.797690740610701	405	AA	1127	0	TRUE	TRUE
chr22_37976878_37990115	gene	ENSG00000284266	MIR4534	0	chr22	37976878	37990115	Non-heritable	0.0434516591976332	0.861845205816158	416	AA	13237	0	TRUE	TRUE
chr22_37997251_37999331	gene	ENSG00000100142	POLR2F	0	chr22	37997251	37999331	Non-heritable	0.0589273196726453	0.88710682449615	416	AA	2080	0	TRUE	TRUE
chr22_38000846_38001280	gene	ENSG00000100142	POLR2F	0	chr22	38000846	38001280	Non-heritable	0.070843390118924	0.914686758355067	420	AA	434	0	TRUE	TRUE
chr22_38018074_38018850	gene	ENSG00000100142	POLR2F	0	chr22	38018074	38018850	Non-heritable	0.0794861004941978	0.850100635930764	408	AA	776	0	TRUE	TRUE
chr22_38026525_38027795	gene	ENSG00000100142	POLR2F	0	chr22	38026525	38027795	Non-heritable	0.0981498725819613	0.877571771700038	397	AA	1270	0	TRUE	TRUE
chr22_38037964_38039719	gene	ENSG00000100142	POLR2F	0	chr22	38037964	38039719	Non-heritable	0.0644962857360697	0.844615228850639	385	AA	1755	0	TRUE	TRUE
chr22_38050007_38050639	gene	ENSG00000100151	PICK1	5671	chr22	38050007	38050639	Non-heritable	0.0307059109548681	0.784480934716441	382	AA	632	8.64329706821196	TRUE	TRUE
chr1_8182792_8183873	gene	ENSG00000227634	LINC01714	0	chr1	8182792	8183873	Non-heritable	0.0744600995181423	0.890317811022769	362	AA	1081	0	TRUE	TRUE
chr22_38051380_38051745	gene	ENSG00000100151	PICK1	4565	chr22	38051380	38051745	Heritable	0.125540175224758	0.891010874713124	382	AA	365	8.42639282708974	TRUE	TRUE
chr22_38082058_38082248	gene	ENSG00000100156	SLC16A8	0	chr22	38082058	38082248	Non-heritable	0.0867936073730964	0.890262338161283	343	AA	190	0	TRUE	TRUE
chr22_38160201_38160584	gene	ENSG00000184381	PLA2G6	0	chr22	38160201	38160584	Non-heritable	0.0622331705519008	0.851101673758326	335	AA	383	0	TRUE	TRUE
chr22_38172255_38173124	gene	ENSG00000184381	PLA2G6	0	chr22	38172255	38173124	Heritable	0.22562864984682	0.828838496583543	322	AA	869	0	TRUE	TRUE
chr22_38327822_38328211	gene	ENSG00000283900	TPTEP2-CSNK1E	0	chr22	38327822	38328211	Heritable	0.223416785002005	0.880307322950958	316	AA	389	0	TRUE	TRUE
chr22_38335729_38335866	gene	ENSG00000291015	ENSG00000291015	0	chr22	38335729	38335866	Heritable	0.136140742212758	0.894920887987268	321	AA	137	0	TRUE	TRUE
chr22_38397225_38397330	gene	ENSG00000291015	ENSG00000291015	0	chr22	38397225	38397330	Non-heritable	0.0913507482538607	0.886176092188993	346	AA	105	0	TRUE	TRUE
chr22_38451964_38452442	gene	ENSG00000168135	KCNJ4	0	chr22	38451964	38452442	Heritable	0.132461204283353	0.912730510794144	368	AA	478	0	TRUE	TRUE
chr22_38508713_38509005	gene	ENSG00000300440	ENSG00000300440	0	chr22	38508713	38509005	Non-heritable	0.0924179639125829	0.890276708148349	407	AA	292	0	TRUE	TRUE
chr22_38678963_38679128	gene	ENSG00000228274	TOMM22-DT	0	chr22	38678963	38679128	Heritable	0.227896154764474	0.87915440056402	411	AA	165	0	TRUE	TRUE
chr1_8186689_8187917	gene	ENSG00000227634	LINC01714	0	chr1	8186689	8187917	Heritable	0.113362745853133	0.902322437553373	360	AA	1228	0	TRUE	TRUE
chr22_38762717_38762827	gene	ENSG00000100242	SUN2	0	chr22	38762717	38762827	Non-heritable	0.0737136659340519	0.859348751547818	408	AA	110	0	TRUE	TRUE
chr22_38927884_38927962	gene	ENSG00000288106	ENSG00000288106	2428	chr22	38927884	38927962	Heritable	0.139159493671233	0.894724847802255	386	AA	78	7.79523492900217	TRUE	TRUE
chr22_39061854_39062213	gene	ENSG00000289963	ENSG00000289963	4042	chr22	39061854	39062213	Heritable	0.470214213960669	0.866933290991886	414	AA	359	8.30474226964077	TRUE	TRUE
chr22_39077248_39077577	gene	ENSG00000239713	APOBEC3G	0	chr22	39077248	39077577	Heritable	0.116510047272979	0.905779526565809	424	AA	329	0	TRUE	TRUE
chr22_39185595_39185944	gene	ENSG00000297155	ENSG00000297155	0	chr22	39185595	39185944	Non-heritable	0.0855127869049075	0.912250546567664	452	AA	349	0	TRUE	TRUE
chr22_39433609_39434617	gene	ENSG00000100324	TAB1	0	chr22	39433609	39434617	Non-heritable	0.0867497993464377	0.908776992548129	424	AA	1008	0	TRUE	TRUE
chr22_39469439_39470451	gene	ENSG00000128268	MGAT3	0	chr22	39469439	39470451	Heritable	0.111137567408303	0.882544650687753	418	AA	1012	0	TRUE	TRUE
chr22_39717159_39717341	gene	ENSG00000301075	ENSG00000301075	5006	chr22	39717159	39717341	Heritable	0.109692813509556	0.861041018581009	354	AA	182	8.51859221232995	TRUE	TRUE
chr22_40024983_40025287	gene	ENSG00000133477	FAM83F	0	chr22	40024983	40025287	Non-heritable	0.0790538996353178	0.827981522176997	258	AA	304	0	TRUE	TRUE
chr22_40043297_40043839	gene	ENSG00000261202	TNRC6B-DT	0	chr22	40043297	40043839	Heritable	0.149385607552884	0.815437091945438	256	AA	542	0	TRUE	TRUE
chr1_8204314_8205080	gene	ENSG00000227634	LINC01714	0	chr1	8204314	8205080	Heritable	0.115835032647664	0.861293704982495	359	AA	766	0	TRUE	TRUE
chr22_40418739_40418876	gene	ENSG00000196588	MRTFA	0	chr22	40418739	40418876	Non-heritable	0.0585505218298653	0.691093428538704	180	AA	137	0	TRUE	TRUE
chr22_41217562_41217944	gene	ENSG00000235513	L3MBTL2-AS1	0	chr22	41217562	41217944	Non-heritable	0.0519762693231958	0.505594260584279	158	AA	382	0	TRUE	TRUE
chr22_41239454_41240299	gene	ENSG00000100399	CHADL	0	chr22	41239454	41240299	Heritable	0.104534542513627	0.629855428607804	159	AA	845	0	TRUE	TRUE
chr22_41264503_41265225	gene	ENSG00000100401	RANGAP1	0	chr22	41264503	41265225	Non-heritable	0.0537646339022483	0.582972578963923	162	AA	722	0	TRUE	TRUE
chr22_41326757_41327423	gene	ENSG00000100403	ZC3H7B	0	chr22	41326757	41327423	Heritable	0.107663963489289	0.64979011528792	156	AA	666	0	TRUE	TRUE
chr22_41666339_41666563	gene	ENSG00000196419	XRCC6	2290	chr22	41666339	41666563	Heritable	0.192007226014752	0.681295421676616	184	AA	224	7.7367436824535	TRUE	TRUE
chr22_41667285_41667424	gene	ENSG00000196419	XRCC6	3236	chr22	41667285	41667424	Non-heritable	0.0574377026401664	0.540074833234856	176	AA	139	8.08240225392624	TRUE	TRUE
chr22_41699105_41699210	gene	ENSG00000167077	MEI1	292	chr22	41699105	41699210	Heritable	0.182077918226443	0.706044710711988	182	AA	105	5.68017260901707	TRUE	TRUE
