seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type	h2_unscaled	r_squared_cv	h2_category
chr1	779478	779661	184	*	chr1	779093	803566	24474	+	intron:67	ENST00000651411.1	105378580	LINC01409	hg38_genes_introns	0.0192635156290134	0.489666934186229	Non-heritable
chr1	779478	779661	184	*	chr1	779093	781936	2844	+	intron:70	ENST00000589899.5	105378580	LINC01409	hg38_genes_introns	0.0192635156290134	0.489666934186229	Non-heritable
chr1	779478	779661	184	*	chr1	779093	781936	2844	+	intron:73	ENST00000609830.1	105378580	LINC01409	hg38_genes_introns	0.0192635156290134	0.489666934186229	Non-heritable
chr1	779478	779661	184	*	chr1	779093	803921	24829	+	intron:76	ENST00000443772.2	105378580	LINC01409	hg38_genes_introns	0.0192635156290134	0.489666934186229	Non-heritable
chr1	779478	779661	184	*	chr1	711923	827669	115747	-	intron:69937	ENST00000635509.2	105378947	LOC105378947	hg38_genes_introns	0.0192635156290134	0.489666934186229	Non-heritable
chr1	779478	779661	184	*	chr1	698960	827669	128710	-	intron:69941	ENST00000634337.2	105378947	LOC105378947	hg38_genes_introns	0.0192635156290134	0.489666934186229	Non-heritable
chr1	779478	779661	184	*	chr1	779168	781167	2000	*	shore:18				hg38_cpg_shores	0.0192635156290134	0.489666934186229	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:29	ENST00000655765.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803950	24858	+	intron:31	ENST00000412115.2	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:35	ENST00000670700.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803566	24474	+	intron:39	ENST00000429505.6	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:42	ENST00000657896.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:48	ENST00000658648.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:52	ENST00000656571.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:57	ENST00000669749.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:60	ENST00000666217.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803918	24826	+	intron:63	ENST00000665719.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803566	24474	+	intron:67	ENST00000651411.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	779093	803921	24829	+	intron:76	ENST00000443772.2	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	795469	10976	+	intron:80	ENST00000585745.5	124903817	LOC124903817	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	801606	17113	+	intron:81	ENST00000585768.5			hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	792881	8388	+	intron:82	ENST00000590848.5	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	803918	19425	+	intron:86	ENST00000591440.5	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	803566	19073	+	intron:88	ENST00000587530.5	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	803918	19425	+	intron:91	ENST00000593022.5	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	803921	19428	+	intron:94	ENST00000589531.5	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	803918	19425	+	intron:97	ENST00000588951.5	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	784494	792881	8388	+	intron:100	ENST00000586288.1	105378580	LINC01409	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	711923	827669	115747	-	intron:69937	ENST00000635509.2	105378947	LOC105378947	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	698960	827669	128710	-	intron:69941	ENST00000634337.2	105378947	LOC105378947	hg38_genes_introns	0.03713608979951	0.539813754626167	Non-heritable
chr1	789726	790331	606	*	chr1	783168	823035	39868	*	inter:10				hg38_cpg_inter	0.03713608979951	0.539813754626167	Non-heritable
chr1	817185	817843	659	*	chr1	816371	817370	1000	+	promoter:64	ENST00000326734.2	400728	FAM87B	hg38_genes_promoters	0.050970711084612	0.459781391340361	Non-heritable
chr1	817185	817843	659	*	chr1	817713	818712	1000	-	promoter:11763	ENST00000447500.4			hg38_genes_promoters	0.050970711084612	0.459781391340361	Non-heritable
chr1	817185	817843	659	*	chr1	817371	818202	832	+	exon:171	ENST00000326734.2	400728	FAM87B	hg38_genes_exons	0.050970711084612	0.459781391340361	Non-heritable
chr1	817185	817843	659	*	chr1	817373	817712	340	-	exon:81740	ENST00000447500.4			hg38_genes_exons	0.050970711084612	0.459781391340361	Non-heritable
chr1	817185	817843	659	*	chr1	711923	827669	115747	-	intron:69937	ENST00000635509.2	105378947	LOC105378947	hg38_genes_introns	0.050970711084612	0.459781391340361	Non-heritable
chr1	817185	817843	659	*	chr1	698960	827669	128710	-	intron:69941	ENST00000634337.2	105378947	LOC105378947	hg38_genes_introns	0.050970711084612	0.459781391340361	Non-heritable
chr1	817185	817843	659	*	chr1	810171	817372	7202	-	intron:69981	ENST00000447500.4			hg38_genes_introns	0.050970711084612	0.459781391340361	Non-heritable
chr1	817185	817843	659	*	chr1	783168	823035	39868	*	inter:10				hg38_cpg_inter	0.050970711084612	0.459781391340361	Non-heritable
chr1	870226	870562	337	*	chr1	870202	871201	1000	-	promoter:11767	ENST00000432963.1	284593	FAM41C	hg38_genes_promoters	0.0706986289964011	0.594166646840162	Non-heritable
chr1	870226	870562	337	*	chr1	868292	872291	4000	+	1to5kb:111	ENST00000415481.1			hg38_genes_1to5kb	0.0706986289964011	0.594166646840162	Non-heritable
chr1	870226	870562	337	*	chr1	868676	874111	5436	-	intron:69984	ENST00000446136.1	284593	FAM41C	hg38_genes_introns	0.0706986289964011	0.594166646840162	Non-heritable
chr1	870226	870562	337	*	chr1	868676	875039	6364	-	intron:69989	ENST00000427857.1	284593	FAM41C	hg38_genes_introns	0.0706986289964011	0.594166646840162	Non-heritable
chr1	870226	870562	337	*	chr1	869818	870248	431	*	island:13				hg38_cpg_islands	0.0706986289964011	0.594166646840162	Non-heritable
chr1	870226	870562	337	*	chr1	870249	872248	2000	*	shore:25				hg38_cpg_shores	0.0706986289964011	0.594166646840162	Non-heritable
chr1	882232	883488	1257	*	chr1	878235	882234	4000	-	1to5kb:11769	ENST00000635557.1	284593	FAM41C	hg38_genes_1to5kb	0.0501319485973659	0.579198588694952	Non-heritable
chr1	882232	883488	1257	*	chr1	882235	899833	17599	*	intergenic:9				hg38_genes_intergenic	0.0501319485973659	0.579198588694952	Non-heritable
chr1	882232	883488	1257	*	chr1	874249	900313	26065	*	inter:13				hg38_cpg_inter	0.0501319485973659	0.579198588694952	Non-heritable
chr1	893038	893980	943	*	chr1	882235	899833	17599	*	intergenic:9				hg38_genes_intergenic	0.0297844459102275	0.565219565140955	Non-heritable
chr1	893038	893980	943	*	chr1	874249	900313	26065	*	inter:13				hg38_cpg_inter	0.0297844459102275	0.565219565140955	Non-heritable
chr1	904055	904381	327	*	chr1	903834	904833	1000	+	promoter:112	ENST00000715285.1	284600	LOC284600	hg38_genes_promoters	0.108575458943037	0.649546973939086	Heritable
chr1	904055	904381	327	*	chr1	903834	904833	1000	+	promoter:113	ENST00000607769.1	284600	LOC284600	hg38_genes_promoters	0.108575458943037	0.649546973939086	Heritable
chr1	904055	904381	327	*	chr1	904314	905239	926	*	island:14				hg38_cpg_islands	0.108575458943037	0.649546973939086	Heritable
chr1	904055	904381	327	*	chr1	902314	904313	2000	*	shore:26				hg38_cpg_shores	0.108575458943037	0.649546973939086	Heritable
chr1	904055	904381	327	*	chr1	904362	904870	509	*	enhancer:1				hg38_enhancers_fantom	0.108575458943037	0.649546973939086	Heritable
chr1	909800	909898	99	*	chr1	906435	910434	4000	+	1to5kb:114	ENST00000715286.1	284600	LOC284600	hg38_genes_1to5kb	0.11009731202052	0.671762050077103	Heritable
chr1	909800	909898	99	*	chr1	909171	913170	4000	+	1to5kb:115	ENST00000715287.1			hg38_genes_1to5kb	0.11009731202052	0.671762050077103	Heritable
chr1	909800	909898	99	*	chr1	904958	911944	6987	+	intron:290	ENST00000715285.1	284600	LOC284600	hg38_genes_introns	0.11009731202052	0.671762050077103	Heritable
chr1	909800	909898	99	*	chr1	904958	915749	10792	+	intron:292	ENST00000607769.1	284600	LOC284600	hg38_genes_introns	0.11009731202052	0.671762050077103	Heritable
chr1	909800	909898	99	*	chr1	908919	910503	1585	*	island:15				hg38_cpg_islands	0.11009731202052	0.671762050077103	Heritable
chr1	1007637	1007923	287	*	chr1	1001282	1008193	6912	+	intron:483	ENST00000624697.4	9636	ISG15	hg38_genes_introns	0.10154595106387	0.581378528543671	Heritable
chr1	1007637	1007923	287	*	chr1	1001264	1008193	6930	+	intron:485	ENST00000624652.1	9636	ISG15	hg38_genes_introns	0.10154595106387	0.581378528543671	Heritable
chr1	1007637	1007923	287	*	chr1	1006031	1009289	3259	*	inter:16				hg38_cpg_inter	0.10154595106387	0.581378528543671	Heritable
chr1	1015951	1016151	201	*	chr1	1015120	1019119	4000	+	1to5kb:143	ENST00000379370.7	375790	AGRN	hg38_genes_1to5kb	0.0874681803643174	0.585168395587302	Non-heritable
chr1	1015951	1016151	201	*	chr1	1015123	1019122	4000	+	1to5kb:144	ENST00000620552.4	375790	AGRN	hg38_genes_1to5kb	0.0874681803643174	0.585168395587302	Non-heritable
chr1	1015951	1016151	201	*	chr1	1014194	1018193	4000	-	1to5kb:11789	ENST00000458555.1			hg38_genes_1to5kb	0.0874681803643174	0.585168395587302	Non-heritable
chr1	1015951	1016151	201	*	chr1	1014472	1016471	2000	*	shore:50				hg38_cpg_shores	0.0874681803643174	0.585168395587302	Non-heritable
chr1	1077056	1077266	211	*	chr1	1075307	1079306	4000	-	1to5kb:11791	ENST00000453464.3	401934	RNF223	hg38_genes_1to5kb	0.113559795423968	0.638641836072964	Heritable
chr1	1077056	1077266	211	*	chr1	1076129	1078022	1894	*	island:44				hg38_cpg_islands	0.113559795423968	0.638641836072964	Heritable
chr1	1140959	1141078	120	*	chr1	1140825	1141032	208	+	exon:843	ENST00000416774.1	254099	LINC01342	hg38_genes_exons	0.144679221166743	0.748630290185772	Heritable
chr1	1140959	1141078	120	*	chr1	1141033	1142738	1706	+	intron:678	ENST00000416774.1	254099	LINC01342	hg38_genes_introns	0.144679221166743	0.748630290185772	Heritable
chr1	1140959	1141078	120	*	chr1	1139468	1141467	2000	*	shelf:47				hg38_cpg_shelves	0.144679221166743	0.748630290185772	Heritable
chr1	1174096	1174314	219	*	chr1	1174285	1174321	37	+	5UTR:26	ENST00000379289.6	254173	TTLL10	hg38_genes_5UTRs	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1174266	1174321	56	+	5UTR:30	ENST00000379290.6	254173	TTLL10	hg38_genes_5UTRs	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1174216	1174321	106	+	5UTR:34	ENST00000673999.1	254173	TTLL10	hg38_genes_5UTRs	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1174285	1174321	37	+	exon:850	ENST00000379289.6	254173	TTLL10	hg38_genes_exons	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1174266	1174321	56	+	exon:866	ENST00000379290.6	254173	TTLL10	hg38_genes_exons	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1174216	1174321	106	+	exon:884	ENST00000673999.1	254173	TTLL10	hg38_genes_exons	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1173056	1176396	3341	-	exon:82005	ENST00000379317.1	100506376	TTLL10-AS1	hg38_genes_exons	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1173927	1174284	358	+	intron:679	ENST00000379289.6	254173	TTLL10	hg38_genes_introns	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1173927	1174265	339	+	intron:694	ENST00000379290.6	254173	TTLL10	hg38_genes_introns	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1173927	1174520	594	+	intron:709	ENST00000506177.1	254173	TTLL10	hg38_genes_introns	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1173927	1174215	289	+	intron:710	ENST00000673999.1	254173	TTLL10	hg38_genes_introns	0.375437143993182	0.753732666990435	Heritable
chr1	1174096	1174314	219	*	chr1	1173934	1174765	832	*	island:58				hg38_cpg_islands	0.375437143993182	0.753732666990435	Heritable
chr1	1189878	1190574	697	*	chr1	1185110	1196599	11490	+	intron:691	ENST00000379289.6	254173	TTLL10	hg38_genes_introns	0.0595518365015701	0.610944875410605	Non-heritable
chr1	1189878	1190574	697	*	chr1	1185110	1196599	11490	+	intron:706	ENST00000379290.6	254173	TTLL10	hg38_genes_introns	0.0595518365015701	0.610944875410605	Non-heritable
chr1	1189878	1190574	697	*	chr1	1185110	1196385	11276	+	intron:728	ENST00000486379.1	254173	TTLL10	hg38_genes_introns	0.0595518365015701	0.610944875410605	Non-heritable
chr1	1189878	1190574	697	*	chr1	1178766	1193446	14681	*	inter:21				hg38_cpg_inter	0.0595518365015701	0.610944875410605	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70322	ENST00000450390.6	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70329	ENST00000349431.11	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70335	ENST00000347370.6	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70341	ENST00000400929.6	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1262268	4958	-	intron:70346	ENST00000464036.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70353	ENST00000360466.6	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70359	ENST00000400930.8	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70367	ENST00000473215.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70373	ENST00000435198.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257131	1263345	6215	-	intron:70378	ENST00000509720.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1273498	16188	-	intron:70382	ENST00000491779.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70384	ENST00000466752.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1262268	4958	-	intron:70389	ENST00000503294.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1262169	4859	-	intron:70394	ENST00000477894.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70399	ENST00000471154.1	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70400	ENST00000422076.5	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1257311	1263345	6035	-	intron:70404	ENST00000502382.1	118424	UBE2J2	hg38_genes_introns	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1261709	1262148	440	*	chr1	1261379	1263378	2000	*	shelf:59				hg38_cpg_shelves	0.0878099714074965	0.65671166118534	Non-heritable
chr1	1266603	1266775	173	*	chr1	1264570	1268569	4000	-	1to5kb:11858	ENST00000471154.1	118424	UBE2J2	hg38_genes_1to5kb	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1266291	1267861	1571	-	intron:70324	ENST00000450390.6	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267861	4475	-	intron:70330	ENST00000349431.11	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267732	4346	-	intron:70336	ENST00000347370.6	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1273665	10279	-	intron:70342	ENST00000400929.6	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267861	4475	-	intron:70348	ENST00000464036.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267861	4475	-	intron:70354	ENST00000360466.6	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1264831	1267861	3031	-	intron:70361	ENST00000400930.8	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267732	4346	-	intron:70368	ENST00000473215.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267861	4475	-	intron:70374	ENST00000435198.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1273665	10279	-	intron:70379	ENST00000509720.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1257311	1273498	16188	-	intron:70382	ENST00000491779.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1266291	1267732	1442	-	intron:70386	ENST00000466752.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267732	4346	-	intron:70391	ENST00000503294.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267861	4475	-	intron:70396	ENST00000477894.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1264831	1267861	3031	-	intron:70402	ENST00000422076.5	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267861	4475	-	intron:70405	ENST00000502382.1	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1263387	1267861	4475	-	intron:70408	ENST00000461142.3	118424	UBE2J2	hg38_genes_introns	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1266603	1266775	173	*	chr1	1265786	1267785	2000	*	shore:112				hg38_cpg_shores	0.0788453990719339	0.61773854881981	Non-heritable
chr1	1290162	1290231	70	*	chr1	1288038	1290270	2233	+	intron:746	ENST00000379116.10	6339	SCNN1D	hg38_genes_introns	0.201424922194114	0.770083779337743	Heritable
chr1	1290162	1290231	70	*	chr1	1288038	1290270	2233	+	intron:762	ENST00000379101.8	6339	SCNN1D	hg38_genes_introns	0.201424922194114	0.770083779337743	Heritable
chr1	1290162	1290231	70	*	chr1	1288038	1290270	2233	+	intron:776	ENST00000338555.6	6339	SCNN1D	hg38_genes_introns	0.201424922194114	0.770083779337743	Heritable
